[2026-05-11 11:02:48] #0001/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.338 | conf=0.920 | gap=0.860
[2026-05-11 12:33:45] #0202/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.996 | conf=0.550 | gap=0.200
[2026-05-11 12:34:13] #0203/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.284 | conf=0.929 | gap=0.869
[2026-05-11 12:34:35] #0204/06057 | true=Stand(0) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 12:34:57] #0205/06057 | true=Stand(0) | pred=Lay(5) | ✗ | ent=0.302 | conf=0.938 | gap=0.917
[2026-05-11 12:35:20] #0206/06057 | true=Stand(0) | pred=Sit(1) | ✗ | ent=0.293 | conf=0.940 | gap=0.920
[2026-05-11 12:36:07] #0207/06057 | true=Stand(0) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 12:36:30] #0208/06057 | true=Stand(0) | pred=Sit(1) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 12:36:48] #0209/06057 | true=Stand(0) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 12:37:15] #0210/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.338 | conf=0.920 | gap=0.860
[2026-05-11 12:37:44] #0211/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 12:38:08] #0212/06057 | true=Stand(0) | pred=Sit(1) | ✗ | ent=0.293 | conf=0.940 | gap=0.920
[2026-05-11 12:38:45] #0213/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.338 | conf=0.920 | gap=0.860
[2026-05-11 12:39:09] #0214/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.338 | conf=0.920 | gap=0.860
[2026-05-11 12:39:34] #0215/06057 | true=Stand(0) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 12:39:45] #0216/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.365 | conf=0.920 | gap=0.890
[2026-05-11 12:40:04] #0217/06057 | true=Stand(0) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 12:40:26] #0218/06057 | true=Stand(0) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 12:40:48] #0219/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 12:41:11] #0220/06057 | true=Stand(0) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 12:41:40] #0221/06057 | true=Stand(0) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 12:42:02] #0222/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.594 | conf=0.820 | gap=0.680
[2026-05-11 12:42:29] #0223/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.338 | conf=0.920 | gap=0.860
[2026-05-11 12:42:49] #0224/06057 | true=Stand(0) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 12:43:13] #0225/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.338 | conf=0.920 | gap=0.860
[2026-05-11 12:43:38] #0226/06057 | true=Stand(0) | pred=Sit(1) | ✗ | ent=0.462 | conf=0.900 | gap=0.870
[2026-05-11 12:44:01] #0227/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.517 | conf=0.850 | gap=0.730
[2026-05-11 12:44:29] #0228/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.279 | conf=0.940 | gap=0.900
[2026-05-11 12:45:08] #0229/06057 | true=Stand(0) | pred=Sit(1) | ✗ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 12:45:29] #0230/06057 | true=Stand(0) | pred=Sit(1) | ✗ | ent=0.329 | conf=0.930 | gap=0.900
[2026-05-11 12:45:49] #0231/06057 | true=Stand(0) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 12:46:15] #0232/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.246 | conf=0.950 | gap=0.920
[2026-05-11 12:46:40] #0233/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.230 | conf=0.950 | gap=0.910
[2026-05-11 12:47:06] #0234/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.309 | conf=0.930 | gap=0.880
[2026-05-11 12:47:13] #0235/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 12:47:25] #0236/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.876 | conf=0.750 | gap=0.650
[2026-05-11 12:47:48] #0237/06057 | true=Stand(0) | pred=Sit(1) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 12:48:16] #0238/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 12:48:43] #0239/06057 | true=Stand(0) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 12:49:10] #0240/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.389 | conf=0.900 | gap=0.820
[2026-05-11 12:49:34] #0241/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.389 | conf=0.900 | gap=0.820
[2026-05-11 12:50:00] #0242/06057 | true=Stand(0) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 12:50:24] #0243/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.574 | conf=0.850 | gap=0.770
[2026-05-11 12:50:52] #0244/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.224 | conf=0.950 | gap=0.910
[2026-05-11 12:51:15] #0245/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.338 | conf=0.920 | gap=0.860
[2026-05-11 12:51:40] #0246/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.056 | conf=0.990 | gap=0.980
[2026-05-11 12:52:07] #0247/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.673 | conf=0.750 | gap=0.530
[2026-05-11 12:52:30] #0248/06057 | true=Stand(0) | pred=Sit(1) | ✗ | ent=0.329 | conf=0.930 | gap=0.900
[2026-05-11 12:53:01] #0249/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 12:53:23] #0250/06057 | true=Stand(0) | pred=Sit(1) | ✗ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 12:53:46] #0251/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.135 | conf=0.970 | gap=0.940
[2026-05-11 12:53:59] #0252/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 12:54:20] #0253/06057 | true=Stand(0) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 12:54:45] #0254/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.336 | conf=0.909 | gap=0.828
[2026-05-11 12:55:08] #0255/06057 | true=Stand(0) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 12:56:01] #0256/06057 | true=Stand(0) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 12:56:25] #0257/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.517 | conf=0.850 | gap=0.730
[2026-05-11 12:57:00] #0258/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-11 12:57:26] #0259/06057 | true=Stand(0) | pred=Sit(1) | ✗ | ent=0.574 | conf=0.850 | gap=0.770
[2026-05-11 12:57:49] #0260/06057 | true=Stand(0) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 12:58:17] #0261/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.338 | conf=0.920 | gap=0.860
[2026-05-11 12:58:35] #0262/06057 | true=Stand(0) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 12:58:49] #0263/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-11 12:59:27] #0264/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.365 | conf=0.920 | gap=0.870
[2026-05-11 12:59:51] #0265/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.435 | conf=0.880 | gap=0.780
[2026-05-11 13:00:15] #0266/06057 | true=Stand(0) | pred=Sit(1) | ✗ | ent=0.288 | conf=0.940 | gap=0.910
[2026-05-11 13:00:29] #0267/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.781 | conf=0.750 | gap=0.600
[2026-05-11 13:00:40] #0268/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-11 13:01:03] #0269/06057 | true=Stand(0) | pred=Sit(1) | ✗ | ent=0.664 | conf=0.820 | gap=0.740
[2026-05-11 13:01:15] #0270/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.246 | conf=0.950 | gap=0.920
[2026-05-11 13:01:46] #0271/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.780 | conf=0.700 | gap=0.450
[2026-05-11 13:02:08] #0272/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-11 13:02:19] #0273/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.246 | conf=0.950 | gap=0.920
[2026-05-11 13:02:43] #0274/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.056 | conf=0.990 | gap=0.980
[2026-05-11 13:02:57] #0275/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.405 | conf=0.900 | gap=0.830
[2026-05-11 13:03:19] #0276/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.466 | conf=0.850 | gap=0.710
[2026-05-11 13:03:43] #0277/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.517 | conf=0.850 | gap=0.730
[2026-05-11 13:04:04] #0278/06057 | true=Stand(0) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:04:26] #0279/06057 | true=Stand(0) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:04:52] #0280/06057 | true=Stand(0) | pred=Sit(1) | ✗ | ent=0.517 | conf=0.850 | gap=0.730
[2026-05-11 13:05:17] #0281/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.517 | conf=0.850 | gap=0.730
[2026-05-11 13:06:14] #0282/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.230 | conf=0.950 | gap=0.910
[2026-05-11 13:06:28] #0283/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-11 13:06:48] #0284/06057 | true=Stand(0) | pred=Lay(5) | ✗ | ent=0.255 | conf=0.949 | gap=0.929
[2026-05-11 13:07:15] #0285/06057 | true=Stand(0) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:07:50] #0286/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.389 | conf=0.900 | gap=0.820
[2026-05-11 13:08:19] #0287/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 13:08:40] #0288/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:09:07] #0289/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.338 | conf=0.920 | gap=0.860
[2026-05-11 13:09:33] #0290/06057 | true=Stand(0) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 13:09:45] #0291/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.351 | conf=0.920 | gap=0.870
[2026-05-11 13:10:12] #0292/06057 | true=Stand(0) | pred=Sit(1) | ✗ | ent=0.514 | conf=0.867 | gap=0.786
[2026-05-11 13:10:30] #0293/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.543 | conf=0.850 | gap=0.750
[2026-05-11 13:10:55] #0294/06057 | true=Stand(0) | pred=Sit(1) | ✗ | ent=0.395 | conf=0.909 | gap=0.859
[2026-05-11 13:11:22] #0295/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:11:46] #0296/06057 | true=Stand(0) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:12:07] #0297/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.309 | conf=0.920 | gap=0.850
[2026-05-11 13:12:31] #0298/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:12:53] #0299/06057 | true=Stand(0) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:13:24] #0300/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 13:14:01] #0301/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.338 | conf=0.920 | gap=0.860
[2026-05-11 13:14:29] #0302/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.230 | conf=0.950 | gap=0.910
[2026-05-11 13:14:54] #0303/06057 | true=Stand(0) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:15:16] #0304/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.898 | conf=0.684 | gap=0.474
[2026-05-11 13:15:40] #0305/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.230 | conf=0.950 | gap=0.910
[2026-05-11 13:16:12] #0306/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:16:47] #0307/06057 | true=Stand(0) | pred=Sit(1) | ✗ | ent=0.210 | conf=0.960 | gap=0.940
[2026-05-11 13:17:08] #0308/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.517 | conf=0.850 | gap=0.730
[2026-05-11 13:17:19] #0309/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-11 13:17:26] #0310/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 13:17:39] #0311/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.224 | conf=0.950 | gap=0.910
[2026-05-11 13:18:05] #0312/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.230 | conf=0.950 | gap=0.910
[2026-05-11 13:18:33] #0313/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.338 | conf=0.920 | gap=0.860
[2026-05-11 13:18:54] #0314/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.224 | conf=0.950 | gap=0.910
[2026-05-11 13:19:23] #0315/06057 | true=Stand(0) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:20:13] #0316/06057 | true=Stand(0) | pred=Sit(1) | ✗ | ent=0.246 | conf=0.950 | gap=0.920
[2026-05-11 13:20:35] #0317/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.721 | conf=0.750 | gap=0.550
[2026-05-11 13:21:01] #0318/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-11 13:21:33] #0319/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:21:53] #0320/06057 | true=Stand(0) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:22:06] #0321/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:22:30] #0322/06057 | true=Stand(0) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:22:45] #0323/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 13:23:06] #0324/06057 | true=Stand(0) | pred=Sit(1) | ✗ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 13:23:16] #0325/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.543 | conf=0.850 | gap=0.750
[2026-05-11 13:23:27] #0326/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.582 | conf=0.850 | gap=0.780
[2026-05-11 13:23:51] #0327/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-11 13:24:14] #0328/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.435 | conf=0.880 | gap=0.780
[2026-05-11 13:24:39] #0329/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.098 | conf=0.980 | gap=0.960
[2026-05-11 13:25:03] #0330/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.572 | conf=0.820 | gap=0.670
[2026-05-11 13:25:38] #0331/06057 | true=Stand(0) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:25:59] #0332/06057 | true=Stand(0) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:26:33] #0333/06057 | true=Stand(0) | pred=Sit(1) | ✗ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 13:26:54] #0334/06057 | true=Stand(0) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:27:32] #0335/06057 | true=Stand(0) | pred=Sit(1) | ✗ | ent=0.365 | conf=0.920 | gap=0.890
[2026-05-11 13:27:51] #0336/06057 | true=Stand(0) | pred=Lay(5) | ✗ | ent=0.135 | conf=0.970 | gap=0.940
[2026-05-11 13:28:02] #0337/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.517 | conf=0.850 | gap=0.730
[2026-05-11 13:28:15] #0338/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-11 13:28:38] #0339/06057 | true=Stand(0) | pred=Lay(5) | ✗ | ent=0.135 | conf=0.970 | gap=0.940
[2026-05-11 13:29:03] #0340/06057 | true=Stand(0) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 13:29:19] #0341/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.859 | conf=0.735 | gap=0.612
[2026-05-11 13:29:54] #0342/06057 | true=Stand(0) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 13:30:37] #0343/06057 | true=Stand(0) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 13:30:58] #0344/06057 | true=Stand(0) | pred=Lay(5) | ✗ | ent=0.343 | conf=0.926 | gap=0.895
[2026-05-11 13:31:16] #0345/06057 | true=Stand(0) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:31:40] #0346/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.466 | conf=0.850 | gap=0.710
[2026-05-11 13:31:52] #0347/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-11 13:32:19] #0348/06057 | true=Stand(0) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 13:32:45] #0349/06057 | true=Stand(0) | pred=Sit(1) | ✗ | ent=0.362 | conf=0.920 | gap=0.880
[2026-05-11 13:33:34] #0350/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 13:33:57] #0351/06057 | true=Stand(0) | pred=Sit(1) | ✗ | ent=0.288 | conf=0.940 | gap=0.910
[2026-05-11 13:34:19] #0352/06057 | true=Stand(0) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:34:31] #0353/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-11 13:34:51] #0354/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.572 | conf=0.820 | gap=0.670
[2026-05-11 13:35:17] #0355/06057 | true=Stand(0) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:35:41] #0356/06057 | true=Stand(0) | pred=Lay(5) | ✗ | ent=1.010 | conf=0.700 | gap=0.600
[2026-05-11 13:36:24] #0357/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.517 | conf=0.850 | gap=0.730
[2026-05-11 13:36:49] #0358/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:37:12] #0359/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.224 | conf=0.950 | gap=0.910
[2026-05-11 13:37:38] #0360/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.351 | conf=0.920 | gap=0.870
[2026-05-11 13:37:48] #0361/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-11 13:38:25] #0362/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.466 | conf=0.850 | gap=0.710
[2026-05-11 13:38:42] #0363/06057 | true=Stand(0) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:39:08] #0364/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.466 | conf=0.850 | gap=0.710
[2026-05-11 13:39:37] #0365/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.466 | conf=0.880 | gap=0.800
[2026-05-11 13:40:06] #0366/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.775 | conf=0.612 | gap=0.255
[2026-05-11 13:40:25] #0367/06057 | true=Stand(0) | pred=Lay(5) | ✗ | ent=0.610 | conf=0.842 | gap=0.789
[2026-05-11 13:40:49] #0368/06057 | true=Stand(0) | pred=Lay(5) | ✗ | ent=0.135 | conf=0.970 | gap=0.940
[2026-05-11 13:41:14] #0369/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 13:41:26] #0370/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.246 | conf=0.950 | gap=0.920
[2026-05-11 13:41:50] #0371/06057 | true=Stand(0) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:42:11] #0372/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.098 | conf=0.980 | gap=0.960
[2026-05-11 13:42:31] #0373/06057 | true=Stand(0) | pred=Lay(5) | ✗ | ent=0.098 | conf=0.980 | gap=0.960
[2026-05-11 13:42:51] #0374/06057 | true=Stand(0) | pred=Lay(5) | ✗ | ent=0.170 | conf=0.969 | gap=0.959
[2026-05-11 13:43:17] #0375/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.224 | conf=0.950 | gap=0.910
[2026-05-11 13:43:42] #0376/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.825 | conf=0.650 | gap=0.350
[2026-05-11 13:44:07] #0377/06057 | true=Stand(0) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:44:36] #0378/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=1.253 | conf=0.657 | gap=0.505
[2026-05-11 13:45:07] #0379/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:45:36] #0380/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.466 | conf=0.850 | gap=0.710
[2026-05-11 13:45:50] #0381/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.574 | conf=0.850 | gap=0.770
[2026-05-11 13:46:19] #0382/06057 | true=Stand(0) | pred=Sit(1) | ✗ | ent=0.206 | conf=0.947 | gap=0.895
[2026-05-11 13:46:40] #0383/06057 | true=Stand(0) | pred=Sit(1) | ✗ | ent=0.711 | conf=0.800 | gap=0.720
[2026-05-11 13:47:01] #0384/06057 | true=Stand(0) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:47:24] #0385/06057 | true=Stand(0) | pred=Sit(1) | ✗ | ent=0.298 | conf=0.939 | gap=0.918
[2026-05-11 13:47:50] #0386/06057 | true=Stand(0) | pred=Sit(1) | ✗ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-11 13:48:14] #0387/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.224 | conf=0.950 | gap=0.910
[2026-05-11 13:48:32] #0388/06057 | true=Stand(0) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:49:07] #0389/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 13:49:33] #0390/06057 | true=Stand(0) | pred=Sit(1) | ✗ | ent=0.462 | conf=0.900 | gap=0.870
[2026-05-11 13:50:27] #0391/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:50:45] #0392/06057 | true=Stand(0) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:50:56] #0393/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.230 | conf=0.950 | gap=0.910
[2026-05-11 13:51:21] #0394/06057 | true=Stand(0) | pred=Sit(1) | ✗ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-11 13:51:47] #0395/06057 | true=Stand(0) | pred=Sit(1) | ✗ | ent=0.232 | conf=0.950 | gap=0.920
[2026-05-11 13:52:11] #0396/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:52:33] #0397/06057 | true=Stand(0) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:52:54] #0398/06057 | true=Stand(0) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:53:19] #0399/06057 | true=Stand(0) | pred=Sit(1) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:53:32] #0400/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.351 | conf=0.920 | gap=0.870
[2026-05-11 13:54:16] #0401/06057 | true=Stand(0) | pred=Sit(1) | ✗ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 13:54:51] #0402/06057 | true=Stand(0) | pred=Sit(1) | ✗ | ent=0.708 | conf=0.800 | gap=0.700
