[2026-05-12 10:27:39] PAMAP2 class 1 (sitting) start T=0.8
[2026-05-12 10:27:39]   1989 windows
[2026-05-12 10:28:02] #0001/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.905 conf=0.700 gap=0.500
[2026-05-12 11:48:00] #0202/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.571 conf=0.850 gap=0.750
[2026-05-12 11:48:20] #0203/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 11:48:34] #0204/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.731 conf=0.750 gap=0.600
[2026-05-12 11:49:00] #0205/01989 | true=sitting(1) | pred=standing(2) | ✗ | ent=0.825 conf=0.750 gap=0.600
[2026-05-12 11:49:12] #0206/01989 | true=sitting(1) | pred=jogging(4) | ✗ | ent=0.375 conf=0.900 gap=0.820
[2026-05-12 11:49:26] #0207/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.834 conf=0.740 gap=0.590
[2026-05-12 11:49:29] #0208/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.018 conf=0.450 gap=0.000
[2026-05-12 11:49:55] #0209/01989 | true=sitting(1) | pred=standing(2) | ✗ | ent=0.689 conf=0.820 gap=0.740
[2026-05-12 11:51:02] #0210/01989 | true=sitting(1) | pred=walking(3) | ✗ | ent=0.515 conf=0.880 gap=0.830
[2026-05-12 11:51:28] #0211/01989 | true=sitting(1) | pred=jogging(4) | ✗ | ent=0.960 conf=0.650 gap=0.400
[2026-05-12 11:51:49] #0212/01989 | true=sitting(1) | pred=walking(3) | ✗ | ent=0.343 conf=0.930 gap=0.900
[2026-05-12 11:52:16] #0213/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.834 conf=0.750 gap=0.600
[2026-05-12 11:52:39] #0214/01989 | true=sitting(1) | pred=standing(2) | ✗ | ent=1.032 conf=0.650 gap=0.450
[2026-05-12 11:53:06] #0215/01989 | true=sitting(1) | pred=walking(3) | ✗ | ent=0.367 conf=0.880 gap=0.760
[2026-05-12 11:53:18] #0216/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.975 conf=0.700 gap=0.550
[2026-05-12 11:53:31] #0217/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.104 conf=0.550 gap=0.250
[2026-05-12 11:53:50] #0218/01989 | true=sitting(1) | pred=jogging(4) | ✗ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 11:54:22] #0219/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.829 conf=0.720 gap=0.570
[2026-05-12 11:54:40] #0220/01989 | true=sitting(1) | pred=walking(3) | ✗ | ent=0.442 conf=0.900 gap=0.850
[2026-05-12 11:54:40]   [220/1989] acc=159/220=72% filt=205
[2026-05-12 11:55:01] #0221/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.860 conf=0.750 gap=0.650
[2026-05-12 11:55:42] #0222/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.582 conf=0.850 gap=0.770
[2026-05-12 11:56:04] #0223/01989 | true=sitting(1) | pred=standing(2) | ✗ | ent=0.530 conf=0.880 gap=0.840
[2026-05-12 11:56:46] #0224/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.434 conf=0.900 gap=0.840
[2026-05-12 11:56:56] #0225/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.834 conf=0.750 gap=0.600
[2026-05-12 11:57:28] #0226/01989 | true=sitting(1) | pred=walking(3) | ✗ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 11:57:40] #0227/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.205 conf=0.550 gap=0.300
[2026-05-12 11:57:55] #0228/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.158 conf=0.600 gap=0.400
[2026-05-12 11:58:14] #0229/01989 | true=sitting(1) | pred=walking(3) | ✗ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 11:58:38] #0230/01989 | true=sitting(1) | pred=walking(3) | ✗ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 11:58:50] #0231/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.432 conf=0.400 gap=0.150
[2026-05-12 11:59:12] #0232/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.860 conf=0.750 gap=0.650
[2026-05-12 11:59:54] #0233/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.707 conf=0.800 gap=0.680
[2026-05-12 12:00:16] #0234/01989 | true=sitting(1) | pred=walking(3) | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:00:59] #0235/01989 | true=sitting(1) | pred=standing(2) | ✗ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 12:01:34] #0236/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 12:01:59] #0237/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.733 conf=0.800 gap=0.700
[2026-05-12 12:02:16] #0238/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.927 conf=0.550 gap=0.200
[2026-05-12 12:02:56] #0239/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:03:09] #0240/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.791 conf=0.650 gap=0.350
[2026-05-12 12:03:09]   [240/1989] acc=173/240=72% filt=224
[2026-05-12 12:03:25] #0241/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 12:03:47] #0242/01989 | true=sitting(1) | pred=standing(2) | ✗ | ent=0.462 conf=0.900 gap=0.870
[2026-05-12 12:03:59] #0243/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.392 conf=0.400 gap=0.100
[2026-05-12 12:04:38] #0244/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.799 conf=0.720 gap=0.500
[2026-05-12 12:04:58] #0245/01989 | true=sitting(1) | pred=jogging(4) | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:05:19] #0246/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.421 conf=0.880 gap=0.780
[2026-05-12 12:05:32] #0247/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.862 conf=0.680 gap=0.430
[2026-05-12 12:05:47] #0248/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.131 conf=0.550 gap=0.250
[2026-05-12 12:06:00] #0249/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.158 conf=0.600 gap=0.400
[2026-05-12 12:06:17] #0250/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.794 conf=0.750 gap=0.600
[2026-05-12 12:07:00] #0251/01989 | true=sitting(1) | pred=standing(2) | ✗ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 12:07:09] #0252/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.007 conf=0.650 gap=0.450
[2026-05-12 12:07:30] #0253/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 12:07:51] #0254/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.568 conf=0.850 gap=0.770
[2026-05-12 12:08:23] #0255/01989 | true=sitting(1) | pred=lying(0) | ✗ | ent=0.839 conf=0.650 gap=0.350
[2026-05-12 12:08:37] #0256/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.834 conf=0.750 gap=0.600
[2026-05-12 12:08:50] #0257/01989 | true=sitting(1) | pred=standing(2) | ✗ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 12:09:04] #0258/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.622 conf=0.850 gap=0.800
[2026-05-12 12:09:35] #0259/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.834 conf=0.750 gap=0.600
[2026-05-12 12:09:58] #0260/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 12:09:58]   [260/1989] acc=188/260=72% filt=243
[2026-05-12 12:10:12] #0261/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.752 conf=0.750 gap=0.570
[2026-05-12 12:11:08] #0262/01989 | true=sitting(1) | pred=standing(2) | ✗ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 12:11:20] #0263/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.977 conf=0.550 gap=0.200
[2026-05-12 12:11:43] #0264/01989 | true=sitting(1) | pred=jogging(4) | ✗ | ent=0.442 conf=0.900 gap=0.850
[2026-05-12 12:12:39] #0265/01989 | true=sitting(1) | pred=standing(2) | ✗ | ent=0.593 conf=0.850 gap=0.770
[2026-05-12 12:12:54] #0266/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 12:13:47] #0267/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 12:14:00] #0268/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.905 conf=0.700 gap=0.500
[2026-05-12 12:14:30] #0269/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.707 conf=0.800 gap=0.680
[2026-05-12 12:15:21] #0270/01989 | true=sitting(1) | pred=jogging(4) | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:15:44] #0271/01989 | true=sitting(1) | pred=jogging(4) | ✗ | ent=0.434 conf=0.900 gap=0.840
[2026-05-12 12:16:25] #0272/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 12:16:59] #0273/01989 | true=sitting(1) | pred=lying(0) | ✗ | ent=0.791 conf=0.650 gap=0.350
[2026-05-12 12:17:25] #0274/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.582 conf=0.850 gap=0.770
[2026-05-12 12:18:01] #0275/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.834 conf=0.750 gap=0.600
[2026-05-12 12:18:54] #0276/01989 | true=sitting(1) | pred=standing(2) | ✗ | ent=0.876 conf=0.750 gap=0.650
[2026-05-12 12:19:14] #0277/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.571 conf=0.850 gap=0.750
[2026-05-12 12:19:51] #0278/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.743 conf=0.800 gap=0.700
[2026-05-12 12:20:05] #0279/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.861 conf=0.750 gap=0.650
[2026-05-12 12:20:34] #0280/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 12:20:34]   [280/1989] acc=201/280=72% filt=263
[2026-05-12 12:20:46] #0281/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.143 conf=0.550 gap=0.300
[2026-05-12 12:21:05] #0282/01989 | true=sitting(1) | pred=lying(0) | ✗ | ent=0.794 conf=0.700 gap=0.450
[2026-05-12 12:21:45] #0283/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.555 conf=0.850 gap=0.770
[2026-05-12 12:22:01] #0284/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.860 conf=0.750 gap=0.650
[2026-05-12 12:22:43] #0285/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.905 conf=0.700 gap=0.500
[2026-05-12 12:22:57] #0286/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.948 conf=0.700 gap=0.550
[2026-05-12 12:24:01] #0287/01989 | true=sitting(1) | pred=walking(3) | ✗ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 12:24:43] #0288/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.442 conf=0.900 gap=0.850
[2026-05-12 12:25:01] #0289/01989 | true=sitting(1) | pred=jogging(4) | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:25:19] #0290/01989 | true=sitting(1) | pred=walking(3) | ✗ | ent=0.610 conf=0.850 gap=0.780
[2026-05-12 12:25:43] #0291/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.977 conf=0.700 gap=0.550
[2026-05-12 12:25:53] #0292/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.327 conf=0.450 gap=0.200
[2026-05-12 12:26:11] #0293/01989 | true=sitting(1) | pred=walking(3) | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:26:55] #0294/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.673 conf=0.780 gap=0.600
[2026-05-12 12:27:15] #0295/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.608 conf=0.820 gap=0.680
[2026-05-12 12:28:08] #0296/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 12:28:22] #0297/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.834 conf=0.750 gap=0.600
[2026-05-12 12:28:43] #0298/01989 | true=sitting(1) | pred=jogging(4) | ✗ | ent=0.905 conf=0.700 gap=0.500
[2026-05-12 12:29:07] #0299/01989 | true=sitting(1) | pred=standing(2) | ✗ | ent=0.485 conf=0.880 gap=0.800
[2026-05-12 12:29:28] #0300/01989 | true=sitting(1) | pred=walking(3) | ✗ | ent=0.442 conf=0.900 gap=0.850
[2026-05-12 12:29:28]   [300/1989] acc=213/300=71% filt=282
[2026-05-12 12:30:08] #0301/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.602 conf=0.850 gap=0.770
[2026-05-12 12:30:22] #0302/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.024 conf=0.650 gap=0.500
[2026-05-12 12:30:49] #0303/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 12:31:00] #0304/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.088 conf=0.600 gap=0.400
[2026-05-12 12:31:18] #0305/01989 | true=sitting(1) | pred=lying(0) | ✗ | ent=0.654 conf=0.750 gap=0.530
[2026-05-12 12:32:01] #0306/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.834 conf=0.750 gap=0.600
[2026-05-12 12:32:13] #0307/01989 | true=sitting(1) | pred=lying(0) | ✗ | ent=0.823 conf=0.650 gap=0.350
[2026-05-12 12:32:29] #0308/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.143 conf=0.550 gap=0.300
[2026-05-12 12:32:51] #0309/01989 | true=sitting(1) | pred=lying(0) | ✗ | ent=1.263 conf=0.420 gap=0.070
[2026-05-12 12:33:27] #0310/01989 | true=sitting(1) | pred=standing(2) | ✗ | ent=0.471 conf=0.880 gap=0.800
[2026-05-12 12:33:47] #0311/01989 | true=sitting(1) | pred=standing(2) | ✗ | ent=0.485 conf=0.880 gap=0.800
[2026-05-12 12:34:14] #0312/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.485 conf=0.880 gap=0.800
[2026-05-12 12:34:36] #0313/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.834 conf=0.750 gap=0.600
[2026-05-12 12:34:51] #0314/01989 | true=sitting(1) | pred=standing(2) | ✗ | ent=0.673 conf=0.820 gap=0.720
[2026-05-12 12:35:05] #0315/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.871 conf=0.700 gap=0.500
[2026-05-12 12:35:19] #0316/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.201 conf=0.600 gap=0.450
[2026-05-12 12:36:15] #0317/01989 | true=sitting(1) | pred=walking(3) | ✗ | ent=0.526 conf=0.880 gap=0.840
[2026-05-12 12:36:54] #0318/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.568 conf=0.850 gap=0.770
[2026-05-12 12:37:35] #0319/01989 | true=sitting(1) | pred=lying(0) | ✗ | ent=1.105 conf=0.450 gap=0.050
[2026-05-12 12:38:02] #0320/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.571 conf=0.850 gap=0.750
[2026-05-12 12:38:02]   [320/1989] acc=225/320=70% filt=300
[2026-05-12 12:38:27] #0321/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.622 conf=0.850 gap=0.800
[2026-05-12 12:38:52] #0322/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.675 conf=0.820 gap=0.740
[2026-05-12 12:39:05] #0323/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.871 conf=0.700 gap=0.500
[2026-05-12 12:39:26] #0324/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.896 conf=0.700 gap=0.500
[2026-05-12 12:39:50] #0325/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.834 conf=0.750 gap=0.600
[2026-05-12 12:40:04] #0326/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.857 conf=0.650 gap=0.400
[2026-05-12 12:40:26] #0327/01989 | true=sitting(1) | pred=lying(0) | ✗ | ent=0.735 conf=0.750 gap=0.550
[2026-05-12 12:40:40] #0328/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.029 conf=0.550 gap=0.200
[2026-05-12 12:41:14] #0329/01989 | true=sitting(1) | pred=jogging(4) | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:42:11] #0330/01989 | true=sitting(1) | pred=walking(3) | ✗ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 12:42:33] #0331/01989 | true=sitting(1) | pred=walking(3) | ✗ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 12:43:15] #0332/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.907 conf=0.720 gap=0.570
[2026-05-12 12:43:24] #0333/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.834 conf=0.750 gap=0.600
[2026-05-12 12:43:43] #0334/01989 | true=sitting(1) | pred=jogging(4) | ✗ | ent=0.705 conf=0.800 gap=0.670
[2026-05-12 12:44:01] #0335/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.582 conf=0.850 gap=0.770
[2026-05-12 12:44:42] #0336/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.794 conf=0.750 gap=0.600
[2026-05-12 12:44:53] #0337/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.834 conf=0.750 gap=0.600
[2026-05-12 12:45:59] #0338/01989 | true=sitting(1) | pred=standing(2) | ✗ | ent=0.835 conf=0.750 gap=0.600
[2026-05-12 12:46:10] #0339/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.905 conf=0.700 gap=0.500
[2026-05-12 12:47:22] #0340/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.622 conf=0.850 gap=0.800
[2026-05-12 12:47:22]   [340/1989] acc=239/340=70% filt=320
[2026-05-12 12:47:51] #0341/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.921 conf=0.650 gap=0.400
[2026-05-12 12:48:13] #0342/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 12:48:23] #0343/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.731 conf=0.780 gap=0.630
[2026-05-12 12:49:02] #0344/01989 | true=sitting(1) | pred=standing(2) | ✗ | ent=0.515 conf=0.880 gap=0.830
[2026-05-12 12:49:24] #0345/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.622 conf=0.850 gap=0.800
[2026-05-12 12:49:46] #0346/01989 | true=sitting(1) | pred=jogging(4) | ✗ | ent=0.421 conf=0.880 gap=0.780
[2026-05-12 12:50:21] #0347/01989 | true=sitting(1) | pred=lying(0) | ✗ | ent=0.572 conf=0.820 gap=0.670
[2026-05-12 12:50:33] #0348/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.235 conf=0.550 gap=0.350
[2026-05-12 12:51:00] #0349/01989 | true=sitting(1) | pred=standing(2) | ✗ | ent=0.515 conf=0.880 gap=0.830
[2026-05-12 12:51:42] #0350/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.462 conf=0.900 gap=0.870
[2026-05-12 12:52:07] #0351/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.639 conf=0.800 gap=0.700
[2026-05-12 12:52:22] #0352/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 12:53:05] #0353/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.731 conf=0.750 gap=0.600
[2026-05-12 12:53:19] #0354/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.304 conf=0.550 gap=0.400
[2026-05-12 12:53:29] #0355/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.568 conf=0.850 gap=0.770
[2026-05-12 12:53:40] #0356/01989 | true=sitting(1) | pred=walking(3) | ✗ | ent=0.516 conf=0.880 gap=0.820
[2026-05-12 12:54:53] #0357/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 12:55:32] #0358/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.905 conf=0.700 gap=0.500
[2026-05-12 12:55:41] #0359/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.021 conf=0.550 gap=0.200
[2026-05-12 12:55:55] #0360/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 12:55:55]   [360/1989] acc=254/360=71% filt=340
[2026-05-12 12:56:10] #0361/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 12:56:45] #0362/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.588 conf=0.850 gap=0.800
[2026-05-12 12:57:06] #0363/01989 | true=sitting(1) | pred=jogging(4) | ✗ | ent=0.279 conf=0.920 gap=0.840
[2026-05-12 12:57:41] #0364/01989 | true=sitting(1) | pred=standing(2) | ✗ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 12:57:50] #0365/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.856 conf=0.500 gap=0.050
[2026-05-12 12:58:03] #0366/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 12:58:14] #0367/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.076 conf=0.550 gap=0.300
[2026-05-12 12:58:37] #0368/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.690 conf=0.820 gap=0.740
[2026-05-12 12:59:44] #0369/01989 | true=sitting(1) | pred=standing(2) | ✗ | ent=0.604 conf=0.850 gap=0.780
[2026-05-12 12:59:55] #0370/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.104 conf=0.550 gap=0.250
[2026-05-12 13:00:12] #0371/01989 | true=sitting(1) | pred=standing(2) | ✗ | ent=0.984 conf=0.700 gap=0.550
[2026-05-12 13:00:48] #0372/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.913 conf=0.700 gap=0.550
[2026-05-12 13:01:14] #0373/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 13:01:36] #0374/01989 | true=sitting(1) | pred=standing(2) | ✗ | ent=0.606 conf=0.830 gap=0.710
[2026-05-12 13:02:06] #0375/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 13:02:21] #0376/01989 | true=sitting(1) | pred=standing(2) | ✗ | ent=0.876 conf=0.750 gap=0.650
[2026-05-12 13:02:42] #0377/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.878 conf=0.720 gap=0.540
[2026-05-12 13:03:00] #0378/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 13:03:19] #0379/01989 | true=sitting(1) | pred=jogging(4) | ✗ | ent=0.786 conf=0.750 gap=0.570
[2026-05-12 13:03:45] #0380/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.984 conf=0.700 gap=0.550
[2026-05-12 13:03:45]   [380/1989] acc=267/380=70% filt=359
[2026-05-12 13:04:09] #0381/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.582 conf=0.850 gap=0.770
[2026-05-12 13:04:23] #0382/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.927 conf=0.550 gap=0.200
[2026-05-12 13:04:48] #0383/01989 | true=sitting(1) | pred=standing(2) | ✗ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 13:04:59] #0384/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.984 conf=0.700 gap=0.550
[2026-05-12 13:05:09] #0385/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.926 conf=0.650 gap=0.400
[2026-05-12 13:05:18] #0386/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.905 conf=0.700 gap=0.500
[2026-05-12 13:05:59] #0387/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.504 conf=0.880 gap=0.830
[2026-05-12 13:06:22] #0388/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 13:06:39] #0389/01989 | true=sitting(1) | pred=jogging(4) | ✗ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 13:06:59] #0390/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.321 conf=0.930 gap=0.890
[2026-05-12 13:07:12] #0391/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.707 conf=0.800 gap=0.680
[2026-05-12 13:07:38] #0392/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.860 conf=0.750 gap=0.650
[2026-05-12 13:08:16] #0393/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.582 conf=0.850 gap=0.770
[2026-05-12 13:08:38] #0394/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.279 conf=0.920 gap=0.840
[2026-05-12 13:09:09] #0395/01989 | true=sitting(1) | pred=jogging(4) | ✗ | ent=0.434 conf=0.900 gap=0.840
[2026-05-12 13:09:28] #0396/01989 | true=sitting(1) | pred=standing(2) | ✗ | ent=0.588 conf=0.850 gap=0.800
[2026-05-12 13:09:49] #0397/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 13:10:18] #0398/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.097 conf=0.480 gap=0.080
[2026-05-12 13:10:41] #0399/01989 | true=sitting(1) | pred=standing(2) | ✗ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 13:11:08] #0400/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.143 conf=0.550 gap=0.300
[2026-05-12 13:11:08]   [400/1989] acc=282/400=70% filt=378
[2026-05-12 13:11:24] #0401/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 13:11:34] #0402/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.067 conf=0.600 gap=0.350
