=== PAMAP2 correct ===


--- Class 0 ---
[2026-05-12 10:27:50] #0001/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=1.139 conf=0.550 gap=0.250
[2026-05-12 12:03:10] #0257/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.566 conf=0.850 gap=0.750
[2026-05-12 12:03:51] #0258/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.524 conf=0.850 gap=0.730
[2026-05-12 12:04:04] #0259/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.960 conf=0.650 gap=0.400
[2026-05-12 12:04:29] #0260/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.396 conf=0.900 gap=0.820
[2026-05-12 12:04:59] #0261/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.788 conf=0.720 gap=0.500
[2026-05-12 12:05:02] #0262/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=1.001 conf=0.600 gap=0.300
[2026-05-12 12:06:30] #0266/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.960 conf=0.650 gap=0.400
[2026-05-12 12:07:25] #0268/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.524 conf=0.850 gap=0.730
[2026-05-12 12:07:49] #0269/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.794 conf=0.750 gap=0.600
[2026-05-12 12:08:05] #0270/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.524 conf=0.850 gap=0.730
[2026-05-12 12:08:18] #0271/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.791 conf=0.650 gap=0.350
[2026-05-12 12:08:29] #0272/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.799 conf=0.700 gap=0.450
[2026-05-12 12:09:07] #0273/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.905 conf=0.700 gap=0.500
[2026-05-12 12:09:21] #0274/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.978 conf=0.600 gap=0.300
[2026-05-12 12:09:32] #0275/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=1.139 conf=0.550 gap=0.250
[2026-05-12 12:10:45] #0277/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.860 conf=0.750 gap=0.650
[2026-05-12 12:12:02] #0279/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.712 conf=0.750 gap=0.550
[2026-05-12 12:12:13] #0280/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.882 conf=0.700 gap=0.500
[2026-05-12 12:12:56] #0281/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.596 conf=0.820 gap=0.680
[2026-05-12 12:13:09] #0282/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.791 conf=0.650 gap=0.350
[2026-05-12 12:13:36] #0283/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.635 conf=0.820 gap=0.700
[2026-05-12 12:13:47] #0284/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.834 conf=0.750 gap=0.600
[2026-05-12 12:13:59] #0285/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.517 conf=0.850 gap=0.730
[2026-05-12 12:14:13] #0286/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.246 conf=0.950 gap=0.920
[2026-05-12 12:15:27] #0287/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.905 conf=0.700 gap=0.500
[2026-05-12 12:15:39] #0288/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.817 conf=0.720 gap=0.520
[2026-05-12 12:15:53] #0289/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=1.140 conf=0.450 gap=0.050
[2026-05-12 12:16:25] #0290/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 12:16:39] #0291/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=1.007 conf=0.550 gap=0.200
[2026-05-12 12:17:02] #0292/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.647 conf=0.820 gap=0.700
[2026-05-12 12:17:14] #0293/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.856 conf=0.720 gap=0.540
[2026-05-12 12:17:27] #0294/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.978 conf=0.600 gap=0.300
[2026-05-12 12:17:45] #0295/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.857 conf=0.700 gap=0.480
[2026-05-12 12:18:44] #0297/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.524 conf=0.850 gap=0.730
[2026-05-12 12:19:18] #0299/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=1.029 conf=0.550 gap=0.200
[2026-05-12 12:20:02] #0301/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=1.029 conf=0.550 gap=0.200
[2026-05-12 12:20:13] #0302/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.870 conf=0.550 gap=0.150
[2026-05-12 12:20:44] #0303/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.338 conf=0.920 gap=0.860
[2026-05-12 12:20:59] #0304/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.566 conf=0.850 gap=0.750
[2026-05-12 12:21:11] #0305/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.893 conf=0.550 gap=0.150
[2026-05-12 12:21:54] #0306/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.524 conf=0.850 gap=0.730
[2026-05-12 12:22:39] #0307/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.760 conf=0.720 gap=0.520
[2026-05-12 12:23:01] #0308/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.324 conf=0.920 gap=0.860
[2026-05-12 12:23:13] #0309/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.870 conf=0.550 gap=0.150
[2026-05-12 12:24:01] #0310/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.680 conf=0.750 gap=0.530
[2026-05-12 12:24:21] #0311/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.524 conf=0.850 gap=0.730
[2026-05-12 12:24:50] #0312/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=1.007 conf=0.500 gap=0.100
[2026-05-12 12:25:00] #0313/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.577 conf=0.820 gap=0.670
[2026-05-12 12:25:23] #0314/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.719 conf=0.750 gap=0.550
[2026-05-12 12:25:53] #0315/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.845 conf=0.550 gap=0.150
[2026-05-12 12:26:07] #0316/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=1.158 conf=0.600 gap=0.400
[2026-05-12 12:26:56] #0318/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 12:27:27] #0319/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=1.257 conf=0.450 gap=0.100
[2026-05-12 12:28:52] #0322/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.638 conf=0.820 gap=0.700
[2026-05-12 12:29:02] #0323/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.937 conf=0.650 gap=0.400
[2026-05-12 12:29:15] #0324/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 12:29:26] #0325/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.778 conf=0.700 gap=0.450
[2026-05-12 12:30:17] #0327/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.960 conf=0.650 gap=0.400
[2026-05-12 12:30:27] #0328/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=1.131 conf=0.450 gap=0.050
[2026-05-12 12:30:42] #0329/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.836 conf=0.650 gap=0.350
[2026-05-12 12:30:53] #0330/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.856 conf=0.600 gap=0.250
[2026-05-12 12:31:17] #0331/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 12:31:30] #0332/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.893 conf=0.550 gap=0.150
[2026-05-12 12:31:40] #0333/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.660 conf=0.800 gap=0.650
[2026-05-12 12:32:21] #0334/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.819 conf=0.720 gap=0.520
[2026-05-12 12:33:00] #0335/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.566 conf=0.850 gap=0.750
[2026-05-12 12:33:24] #0336/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.638 conf=0.820 gap=0.700
[2026-05-12 12:34:22] #0338/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 12:34:32] #0339/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.566 conf=0.850 gap=0.750
[2026-05-12 12:34:41] #0340/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.816 conf=0.650 gap=0.350
[2026-05-12 12:34:55] #0341/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=1.007 conf=0.550 gap=0.200
[2026-05-12 12:35:31] #0343/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.790 conf=0.720 gap=0.500
[2026-05-12 12:35:44] #0344/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.836 conf=0.650 gap=0.350
[2026-05-12 12:36:09] #0345/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.641 conf=0.780 gap=0.590
[2026-05-12 12:36:22] #0346/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=1.029 conf=0.550 gap=0.200
[2026-05-12 12:36:34] #0347/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=1.265 conf=0.450 gap=0.100
[2026-05-12 12:37:06] #0348/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.524 conf=0.850 gap=0.730
[2026-05-12 12:37:49] #0349/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 12:38:12] #0350/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.712 conf=0.750 gap=0.550
[2026-05-12 12:39:11] #0351/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=1.058 conf=0.600 gap=0.350
[2026-05-12 12:39:22] #0352/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.918 conf=0.650 gap=0.400
[2026-05-12 12:39:36] #0353/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.823 conf=0.650 gap=0.350
[2026-05-12 12:39:49] #0354/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.816 conf=0.650 gap=0.350
[2026-05-12 12:39:59] #0355/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.823 conf=0.650 gap=0.350
[2026-05-12 12:40:45] #0356/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.596 conf=0.820 gap=0.680
[2026-05-12 12:41:37] #0357/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.719 conf=0.750 gap=0.550
[2026-05-12 12:42:16] #0358/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.234 conf=0.950 gap=0.910
[2026-05-12 12:42:35] #0359/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.442 conf=0.880 gap=0.780
[2026-05-12 12:43:18] #0360/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.566 conf=0.850 gap=0.750
[2026-05-12 12:43:59] #0361/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.917 conf=0.700 gap=0.520
[2026-05-12 12:44:11] #0362/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.778 conf=0.700 gap=0.450
[2026-05-12 12:44:40] #0363/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.839 conf=0.650 gap=0.350
[2026-05-12 12:45:02] #0364/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.677 conf=0.780 gap=0.610
[2026-05-12 12:45:25] #0365/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.756 conf=0.720 gap=0.490
[2026-05-12 12:45:53] #0367/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.893 conf=0.550 gap=0.150
[2026-05-12 12:46:37] #0370/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.654 conf=0.750 gap=0.530
[2026-05-12 12:46:51] #0371/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.839 conf=0.720 gap=0.540
[2026-05-12 12:47:02] #0372/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=1.140 conf=0.450 gap=0.050
[2026-05-12 12:47:24] #0373/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.566 conf=0.850 gap=0.750
[2026-05-12 12:47:54] #0374/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.791 conf=0.650 gap=0.350
[2026-05-12 12:50:05] #0376/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.832 conf=0.720 gap=0.520
[2026-05-12 12:50:16] #0377/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=1.029 conf=0.550 gap=0.200
[2026-05-12 12:50:24] #0378/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=1.029 conf=0.550 gap=0.200
[2026-05-12 12:50:33] #0379/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.552 conf=0.820 gap=0.670
[2026-05-12 12:51:02] #0380/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 12:51:11] #0381/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.918 conf=0.650 gap=0.400
[2026-05-12 12:51:35] #0382/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.823 conf=0.650 gap=0.350
[2026-05-12 12:52:20] #0383/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.566 conf=0.850 gap=0.750
[2026-05-12 12:53:12] #0384/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.921 conf=0.650 gap=0.400
[2026-05-12 12:53:17] #0385/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.566 conf=0.850 gap=0.750
[2026-05-12 12:54:37] #0387/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.905 conf=0.700 gap=0.500
[2026-05-12 12:54:53] #0388/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.962 conf=0.600 gap=0.300
[2026-05-12 12:57:52] #0393/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.459 conf=0.850 gap=0.710
[2026-05-12 12:58:03] #0394/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.524 conf=0.850 gap=0.730
[2026-05-12 12:58:45] #0396/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.719 conf=0.750 gap=0.550
[2026-05-12 12:59:23] #0398/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.766 conf=0.750 gap=0.570
[2026-05-12 12:59:32] #0399/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 12:59:53] #0400/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.790 conf=0.720 gap=0.500
[2026-05-12 13:01:04] #0402/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.524 conf=0.850 gap=0.730
[2026-05-12 13:01:17] #0403/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.857 conf=0.700 gap=0.480
[2026-05-12 13:01:28] #0404/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=1.156 conf=0.450 gap=0.050
[2026-05-12 13:02:06] #0405/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.589 conf=0.820 gap=0.680
[2026-05-12 13:02:37] #0407/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=1.002 conf=0.600 gap=0.300
[2026-05-12 13:03:04] #0409/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.856 conf=0.600 gap=0.250
[2026-05-12 13:03:16] #0410/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.625 conf=0.820 gap=0.690
[2026-05-12 13:04:10] #0412/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.791 conf=0.650 gap=0.350
[2026-05-12 13:04:29] #0413/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.790 conf=0.720 gap=0.500
[2026-05-12 13:04:52] #0414/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.638 conf=0.820 gap=0.700
[2026-05-12 13:05:41] #0416/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.791 conf=0.650 gap=0.350
[2026-05-12 13:07:28] #0418/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 13:07:38] #0419/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.823 conf=0.650 gap=0.350
[2026-05-12 13:08:41] #0421/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.524 conf=0.850 gap=0.730
[2026-05-12 13:09:04] #0422/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.764 conf=0.750 gap=0.570
[2026-05-12 13:09:17] #0423/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.661 conf=0.780 gap=0.600
[2026-05-12 13:09:28] #0424/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=1.140 conf=0.450 gap=0.050
[2026-05-12 13:09:41] #0425/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.794 conf=0.700 gap=0.450
[2026-05-12 13:09:51] #0426/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.852 conf=0.700 gap=0.500
[2026-05-12 13:10:02] #0427/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.766 conf=0.750 gap=0.570
[2026-05-12 13:11:03] #0429/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 13:11:23] #0430/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.735 conf=0.750 gap=0.550
[2026-05-12 13:12:10] #0432/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.524 conf=0.850 gap=0.730
[2026-05-12 13:12:20] #0433/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.791 conf=0.700 gap=0.450
[2026-05-12 13:13:15] #0435/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.731 conf=0.780 gap=0.630
[2026-05-12 13:14:20] #0437/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 13:14:30] #0438/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.764 conf=0.750 gap=0.570
[2026-05-12 13:14:55] #0439/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.625 conf=0.820 gap=0.690
[2026-05-12 13:15:40] #0441/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.654 conf=0.820 gap=0.720
[2026-05-12 13:16:27] #0444/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.566 conf=0.850 gap=0.750
[2026-05-12 13:16:59] #0445/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.772 conf=0.720 gap=0.500
[2026-05-12 13:17:10] #0446/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.766 conf=0.750 gap=0.570
[2026-05-12 13:17:34] #0447/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.918 conf=0.650 gap=0.400
[2026-05-12 13:18:00] #0448/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.732 conf=0.750 gap=0.550
[2026-05-12 13:18:43] #0449/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.816 conf=0.650 gap=0.350
[2026-05-12 13:19:08] #0451/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=1.075 conf=0.500 gap=0.120
[2026-05-12 13:19:38] #0452/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.959 conf=0.600 gap=0.300
[2026-05-12 13:19:48] #0453/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.772 conf=0.720 gap=0.490
[2026-05-12 13:19:58] #0454/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.977 conf=0.550 gap=0.200
[2026-05-12 13:20:34] #0455/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.870 conf=0.720 gap=0.540
[2026-05-12 13:20:46] #0456/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.720 conf=0.780 gap=0.630
[2026-05-12 13:20:56] #0457/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=1.021 conf=0.550 gap=0.200
[2026-05-12 13:21:36] #0458/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.832 conf=0.720 gap=0.520
[2026-05-12 13:21:53] #0459/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.877 conf=0.550 gap=0.150
[2026-05-12 13:22:10] #0460/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.990 conf=0.550 gap=0.200
[2026-05-12 13:22:23] #0461/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.638 conf=0.820 gap=0.700
[2026-05-12 13:23:13] #0463/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.988 conf=0.550 gap=0.200
[2026-05-12 13:23:24] #0464/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.960 conf=0.650 gap=0.400
[2026-05-12 13:23:50] #0465/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.596 conf=0.820 gap=0.680
[2026-05-12 13:24:03] #0466/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.740 conf=0.750 gap=0.550
[2026-05-12 13:24:13] #0467/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.566 conf=0.850 gap=0.750
[2026-05-12 13:24:25] #0468/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.960 conf=0.650 gap=0.400
[2026-05-12 13:24:54] #0469/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.719 conf=0.750 gap=0.550
[2026-05-12 13:25:07] #0470/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.925 conf=0.580 gap=0.230
[2026-05-12 13:25:18] #0471/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.682 conf=0.820 gap=0.720
[2026-05-12 13:25:31] #0472/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.735 conf=0.750 gap=0.550
[2026-05-12 13:25:57] #0473/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.706 conf=0.780 gap=0.630
[2026-05-12 13:26:48] #0475/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.877 conf=0.550 gap=0.150
[2026-05-12 13:27:02] #0476/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.927 conf=0.550 gap=0.200
[2026-05-12 13:27:27] #0477/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.571 conf=0.850 gap=0.750
[2026-05-12 13:27:39] #0478/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=1.029 conf=0.550 gap=0.200
[2026-05-12 13:28:11] #0480/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.790 conf=0.720 gap=0.500
[2026-05-12 13:28:52] #0481/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.517 conf=0.850 gap=0.730
[2026-05-12 13:29:16] #0482/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.572 conf=0.820 gap=0.670
[2026-05-12 13:31:02] #0486/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=1.029 conf=0.550 gap=0.200
[2026-05-12 13:31:17] #0487/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.960 conf=0.650 gap=0.400
[2026-05-12 13:31:37] #0488/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.593 conf=0.850 gap=0.770
[2026-05-12 13:32:01] #0489/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.498 conf=0.850 gap=0.730
[2026-05-12 13:32:33] #0490/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.790 conf=0.720 gap=0.500
[2026-05-12 13:32:43] #0491/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.890 conf=0.550 gap=0.150
[2026-05-12 13:33:08] #0492/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.345 conf=0.920 gap=0.860
[2026-05-12 13:34:00] #0494/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.719 conf=0.750 gap=0.550
[2026-05-12 13:34:13] #0495/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.990 conf=0.550 gap=0.200
[2026-05-12 13:34:30] #0496/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=1.195 conf=0.450 gap=0.100
[2026-05-12 13:35:01] #0497/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.777 conf=0.750 gap=0.570
[2026-05-12 13:35:13] #0498/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.778 conf=0.700 gap=0.450
[2026-05-12 13:35:23] #0499/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.714 conf=0.720 gap=0.470
[2026-05-12 13:35:35] #0500/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.939 conf=0.700 gap=0.550
[2026-05-12 13:35:48] #0501/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.823 conf=0.650 gap=0.350
[2026-05-12 13:36:33] #0503/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.660 conf=0.800 gap=0.650
[2026-05-12 13:36:56] #0504/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.517 conf=0.850 gap=0.730
[2026-05-12 13:37:10] #0505/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.688 conf=0.720 gap=0.470
[2026-05-12 13:37:33] #0506/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.566 conf=0.850 gap=0.750
[2026-05-12 13:38:05] #0507/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 13:38:15] #0508/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.960 conf=0.650 gap=0.400
[2026-05-12 13:38:57] #0509/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.579 conf=0.820 gap=0.670
[2026-05-12 13:39:02] #0510/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 13:39:17] #0511/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.857 conf=0.650 gap=0.400
[2026-05-12 13:39:29] #0512/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.764 conf=0.750 gap=0.570
[2026-05-12 13:39:40] #0513/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.571 conf=0.850 gap=0.750
[2026-05-12 13:40:48] #0515/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.578 conf=0.820 gap=0.690
[2026-05-12 13:41:02] #0516/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.823 conf=0.650 gap=0.350
[2026-05-12 13:41:40] #0517/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.638 conf=0.820 gap=0.700
[2026-05-12 13:41:55] #0518/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.905 conf=0.700 gap=0.500
[2026-05-12 13:43:14] #0520/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 13:43:25] #0521/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.836 conf=0.650 gap=0.350
