[2026-05-11 11:02:36] Class 2 (Talk-sit) 软标签生成开始
[2026-05-11 11:02:36]   QUICK=False LIMIT=50
[2026-05-11 11:02:36]   温度=0.8 (from api_config)
[2026-05-11 11:02:36]   本类: 5799窗口 (仅加载本类, 内存友好)
[2026-05-11 11:02:36]   实际生成: 5799 窗口
[2026-05-11 11:03:05] #0001/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-11 12:31:52] #0182/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.447 | conf=0.900 | gap=0.850
[2026-05-11 12:32:13] #0183/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.230 | conf=0.950 | gap=0.910
[2026-05-11 12:32:38] #0184/05799 | true=Talk-sit(2) | pred=Talk-stand(3) | ✗ | ent=1.976 | conf=0.300 | gap=0.050
[2026-05-11 12:33:08] #0185/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 12:33:31] #0186/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.302 | conf=0.938 | gap=0.917
[2026-05-11 12:34:01] #0187/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=0.426 | conf=0.889 | gap=0.833
[2026-05-11 12:34:27] #0188/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 12:34:46] #0189/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 12:35:17] #0190/05799 | true=Talk-sit(2) | pred=Talk-stand(3) | ✗ | ent=1.951 | conf=0.450 | gap=0.300
[2026-05-11 12:35:44] #0191/05799 | true=Talk-sit(2) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 12:36:10] #0192/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.246 | conf=0.950 | gap=0.920
[2026-05-11 12:36:54] #0193/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 12:37:20] #0194/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 12:37:45] #0195/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 12:38:09] #0196/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.255 | conf=0.949 | gap=0.929
[2026-05-11 12:38:32] #0197/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-11 12:38:57] #0198/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-11 12:39:18] #0199/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 12:39:55] #0200/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.702 | conf=0.816 | gap=0.697
[2026-05-11 12:39:55]   [200/5799] acc=32/200=16.0% filtered=182/200
[2026-05-11 12:40:17] #0201/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.960 | conf=0.650 | gap=0.400
[2026-05-11 12:41:00] #0202/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.761 | conf=0.778 | gap=0.667
[2026-05-11 12:41:37] #0203/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.647 | conf=0.800 | gap=0.650
[2026-05-11 12:42:00] #0204/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 12:42:26] #0205/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.119 | conf=0.980 | gap=0.970
[2026-05-11 12:42:54] #0206/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 12:43:34] #0207/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-11 12:44:06] #0208/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=2.230 | conf=0.250 | gap=0.000
[2026-05-11 12:44:33] #0209/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.826 | conf=0.750 | gap=0.650
[2026-05-11 12:45:00] #0210/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.135 | conf=0.970 | gap=0.940
[2026-05-11 12:45:27] #0211/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-11 12:45:52] #0212/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.871 | conf=0.700 | gap=0.500
[2026-05-11 12:46:17] #0213/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.826 | conf=0.750 | gap=0.650
[2026-05-11 12:46:55] #0214/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 12:47:17] #0215/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 12:47:49] #0216/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 12:48:10] #0217/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 12:48:34] #0218/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=0.645 | conf=0.820 | gap=0.740
[2026-05-11 12:49:03] #0219/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.984 | conf=0.700 | gap=0.550
[2026-05-11 12:49:30] #0220/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.585 | conf=0.850 | gap=0.790
[2026-05-11 12:49:30]   [220/5799] acc=39/220=17.7% filtered=201/220
[2026-05-11 12:49:54] #0221/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.574 | conf=0.850 | gap=0.770
[2026-05-11 12:50:19] #0222/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 12:50:45] #0223/05799 | true=Talk-sit(2) | pred=Talk-stand(3) | ✗ | ent=1.741 | conf=0.550 | gap=0.450
[2026-05-11 12:51:07] #0224/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 12:51:29] #0225/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 12:51:54] #0226/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 12:52:19] #0227/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.135 | conf=0.970 | gap=0.940
[2026-05-11 12:52:45] #0228/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 12:53:08] #0229/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.293 | conf=0.940 | gap=0.920
[2026-05-11 12:53:34] #0230/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 12:53:46] #0231/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=2.032 | conf=0.250 | gap=0.050
[2026-05-11 12:54:10] #0232/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 12:54:35] #0233/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.610 | conf=0.842 | gap=0.789
[2026-05-11 12:55:03] #0234/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-11 12:55:33] #0235/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=0.349 | conf=0.889 | gap=0.778
[2026-05-11 12:55:59] #0236/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.346 | conf=0.929 | gap=0.899
[2026-05-11 12:56:26] #0237/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.168 | conf=0.970 | gap=0.960
[2026-05-11 12:56:56] #0238/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=0.731 | conf=0.750 | gap=0.600
[2026-05-11 12:57:34] #0239/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.426 | conf=0.898 | gap=0.847
[2026-05-11 12:57:56] #0240/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.211 | conf=0.960 | gap=0.939
[2026-05-11 12:57:56]   [240/5799] acc=42/240=17.5% filtered=219/240
[2026-05-11 12:58:23] #0241/05799 | true=Talk-sit(2) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 12:58:45] #0242/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 12:59:07] #0243/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 12:59:42] #0244/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 13:00:07] #0245/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:00:29] #0246/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.610 | conf=0.842 | gap=0.789
[2026-05-11 13:00:53] #0247/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.262 | conf=0.947 | gap=0.926
[2026-05-11 13:01:21] #0248/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 13:01:49] #0249/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 13:02:15] #0250/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:02:33] #0251/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:02:56] #0252/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=1.070 | conf=0.550 | gap=0.250
[2026-05-11 13:03:12] #0253/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:03:37] #0254/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.137 | conf=0.969 | gap=0.939
[2026-05-11 13:04:07] #0255/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-11 13:04:30] #0256/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.135 | conf=0.970 | gap=0.940
[2026-05-11 13:04:55] #0257/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:05:20] #0258/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.336 | conf=0.895 | gap=0.789
[2026-05-11 13:05:41] #0259/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=1.166 | conf=0.550 | gap=0.350
[2026-05-11 13:06:10] #0260/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.172 | conf=0.969 | gap=0.959
[2026-05-11 13:06:10]   [260/5799] acc=47/260=18.1% filtered=239/260
[2026-05-11 13:06:36] #0261/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.728 | conf=0.820 | gap=0.720
[2026-05-11 13:07:02] #0262/05799 | true=Talk-sit(2) | pred=Talk-stand(3) | ✗ | ent=1.495 | conf=0.650 | gap=0.600
[2026-05-11 13:07:40] #0263/05799 | true=Talk-sit(2) | pred=Talk-stand(3) | ✗ | ent=1.824 | conf=0.400 | gap=0.250
[2026-05-11 13:08:01] #0264/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.337 | conf=0.928 | gap=0.897
[2026-05-11 13:08:33] #0265/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.781 | conf=0.750 | gap=0.600
[2026-05-11 13:09:13] #0266/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.651 | conf=0.850 | gap=0.800
[2026-05-11 13:09:39] #0267/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=1.574 | conf=0.583 | gap=0.388
[2026-05-11 13:10:04] #0268/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.246 | conf=0.950 | gap=0.920
[2026-05-11 13:10:25] #0269/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:11:02] #0270/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.734 | conf=0.789 | gap=0.684
[2026-05-11 13:11:41] #0271/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.943 | conf=0.684 | gap=0.526
[2026-05-11 13:12:00] #0272/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:12:39] #0273/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.501 | conf=0.876 | gap=0.825
[2026-05-11 13:12:58] #0274/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:13:22] #0275/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.135 | conf=0.970 | gap=0.940
[2026-05-11 13:13:40] #0276/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.870 | conf=0.720 | gap=0.540
[2026-05-11 13:14:08] #0277/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=1.262 | conf=0.700 | gap=0.620
[2026-05-11 13:14:35] #0278/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:14:55] #0279/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:15:36] #0280/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:15:36]   [280/5799] acc=50/280=17.9% filtered=257/280
[2026-05-11 13:15:59] #0281/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.409 | conf=0.895 | gap=0.842
[2026-05-11 13:16:33] #0282/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 13:17:10] #0283/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=1.149 | conf=0.722 | gap=0.670
[2026-05-11 13:17:31] #0284/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 13:18:07] #0285/05799 | true=Talk-sit(2) | pred=Talk-stand(3) | ✗ | ent=1.835 | conf=0.437 | gap=0.312
[2026-05-11 13:18:30] #0286/05799 | true=Talk-sit(2) | pred=Talk-stand(3) | ✗ | ent=2.143 | conf=0.400 | gap=0.250
[2026-05-11 13:18:56] #0287/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.576 | conf=0.737 | gap=0.474
[2026-05-11 13:19:39] #0288/05799 | true=Talk-sit(2) | pred=Talk-stand(3) | ✗ | ent=0.660 | conf=0.824 | gap=0.765
[2026-05-11 13:20:21] #0289/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:20:44] #0290/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:21:14] #0291/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:21:42] #0292/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:22:04] #0293/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.056 | conf=0.990 | gap=0.980
[2026-05-11 13:22:34] #0294/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.224 | conf=0.950 | gap=0.910
[2026-05-11 13:22:56] #0295/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 13:23:30] #0296/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=1.661 | conf=0.450 | gap=0.150
[2026-05-11 13:24:00] #0297/05799 | true=Talk-sit(2) | pred=Talk-stand(3) | ✗ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-11 13:24:19] #0298/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:24:50] #0299/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=1.320 | conf=0.700 | gap=0.650
[2026-05-11 13:25:12] #0300/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.337 | conf=0.918 | gap=0.867
[2026-05-11 13:25:12]   [300/5799] acc=51/300=17.0% filtered=274/300
[2026-05-11 13:25:34] #0301/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.908 | conf=0.500 | gap=0.050
[2026-05-11 13:26:07] #0302/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.753 | conf=0.737 | gap=0.579
[2026-05-11 13:26:39] #0303/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=1.738 | conf=0.550 | gap=0.400
[2026-05-11 13:27:01] #0304/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.172 | conf=0.969 | gap=0.959
[2026-05-11 13:27:39] #0305/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 13:28:06] #0306/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.707 | conf=0.720 | gap=0.470
[2026-05-11 13:28:31] #0307/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=0.215 | conf=0.944 | gap=0.889
[2026-05-11 13:29:02] #0308/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=1.408 | conf=0.464 | gap=0.155
[2026-05-11 13:29:27] #0309/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.628 | conf=0.820 | gap=0.700
[2026-05-11 13:29:56] #0310/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=1.164 | conf=0.700 | gap=0.550
[2026-05-11 13:30:20] #0311/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.293 | conf=0.940 | gap=0.920
[2026-05-11 13:30:43] #0312/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.098 | conf=0.980 | gap=0.960
[2026-05-11 13:31:04] #0313/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:31:27] #0314/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.298 | conf=0.939 | gap=0.918
[2026-05-11 13:31:51] #0315/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.232 | conf=0.950 | gap=0.920
[2026-05-11 13:32:19] #0316/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.552 | conf=0.820 | gap=0.670
[2026-05-11 13:32:41] #0317/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.135 | conf=0.970 | gap=0.940
[2026-05-11 13:33:03] #0318/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 13:33:26] #0319/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-11 13:33:47] #0320/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.302 | conf=0.938 | gap=0.917
[2026-05-11 13:33:47]   [320/5799] acc=54/320=16.9% filtered=291/320
[2026-05-11 13:34:10] #0321/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:34:28] #0322/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:34:54] #0323/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.288 | conf=0.940 | gap=0.910
[2026-05-11 13:35:18] #0324/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=1.228 | conf=0.757 | gap=0.738
[2026-05-11 13:35:39] #0325/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.610 | conf=0.842 | gap=0.789
[2026-05-11 13:36:00] #0326/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.056 | conf=0.990 | gap=0.980
[2026-05-11 13:36:25] #0327/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=1.037 | conf=0.792 | gap=0.743
[2026-05-11 13:36:48] #0328/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:37:13] #0329/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=0.268 | conf=0.950 | gap=0.938
[2026-05-11 13:37:38] #0330/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=1.488 | conf=0.400 | gap=0.100
[2026-05-11 13:38:01] #0331/05799 | true=Talk-sit(2) | pred=Talk-stand(3) | ✗ | ent=1.486 | conf=0.600 | gap=0.520
[2026-05-11 13:38:21] #0332/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:38:46] #0333/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:39:12] #0334/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.876 | conf=0.750 | gap=0.650
[2026-05-11 13:39:30] #0335/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:39:58] #0336/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:40:30] #0337/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.637 | conf=0.667 | gap=0.333
[2026-05-11 13:40:54] #0338/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:41:19] #0339/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.135 | conf=0.970 | gap=0.940
[2026-05-11 13:41:49] #0340/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=1.822 | conf=0.400 | gap=0.200
[2026-05-11 13:41:49]   [340/5799] acc=54/340=15.9% filtered=309/340
[2026-05-11 13:42:12] #0341/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.288 | conf=0.940 | gap=0.910
[2026-05-11 13:42:56] #0342/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 13:43:20] #0343/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:43:43] #0344/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.436 | conf=0.842 | gap=0.684
[2026-05-11 13:44:48] #0345/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 13:45:10] #0346/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:45:30] #0347/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.302 | conf=0.938 | gap=0.917
[2026-05-11 13:45:52] #0348/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 13:46:16] #0349/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.351 | conf=0.920 | gap=0.870
[2026-05-11 13:46:34] #0350/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:46:57] #0351/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:47:19] #0352/05799 | true=Talk-sit(2) | pred=Talk-stand(3) | ✗ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 13:47:39] #0353/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.445 | conf=0.895 | gap=0.842
[2026-05-11 13:48:05] #0354/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 13:48:27] #0355/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:48:52] #0356/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.626 | conf=0.825 | gap=0.722
[2026-05-11 13:49:15] #0357/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:49:40] #0358/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=1.282 | conf=0.720 | gap=0.670
[2026-05-11 13:50:02] #0359/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.462 | conf=0.900 | gap=0.870
[2026-05-11 13:50:33] #0360/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.256 | conf=0.950 | gap=0.920
[2026-05-11 13:50:33]   [360/5799] acc=57/360=15.8% filtered=329/360
[2026-05-11 13:50:55] #0361/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.257 | conf=0.948 | gap=0.928
[2026-05-11 13:51:09] #0362/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-11 13:51:37] #0363/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 13:52:02] #0364/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.409 | conf=0.895 | gap=0.842
