[2026-05-11 23:15:44] #0003/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.791 conf=0.650 gap=0.350
[2026-05-12 06:29:18] #1062/01395 | true=downstairs | pred=jogging | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 06:29:26] #1063/01395 | true=downstairs | pred=walking | ✗ | ent=0.791 conf=0.650 gap=0.350
[2026-05-12 06:29:58] #1064/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 06:30:06] #1065/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.857 conf=0.650 gap=0.400
[2026-05-12 06:31:12] #1067/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 06:31:28] #1068/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.978 conf=0.720 gap=0.600
[2026-05-12 06:31:36] #1069/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.966 conf=0.650 gap=0.400
[2026-05-12 06:32:44] #1070/01395 | true=downstairs | pred=walking | ✗ | ent=1.106 conf=0.600 gap=0.450
[2026-05-12 06:33:07] #1071/01395 | true=downstairs | pred=walking | ✗ | ent=0.673 conf=0.600 gap=0.200
[2026-05-12 06:34:14] #1074/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.956 conf=0.720 gap=0.600
[2026-05-12 06:34:32] #1075/01395 | true=downstairs | pred=jogging | ✗ | ent=0.420 conf=0.900 gap=0.840
[2026-05-12 06:34:50] #1076/01395 | true=downstairs | pred=walking | ✗ | ent=0.802 conf=0.700 gap=0.500
[2026-05-12 06:35:12] #1077/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 06:35:26] #1078/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.818 conf=0.720 gap=0.500
[2026-05-12 06:35:42] #1079/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.791 conf=0.650 gap=0.350
[2026-05-12 06:36:24] #1081/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.125 conf=0.650 gap=0.500
[2026-05-12 06:36:36] #1082/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.999 conf=0.650 gap=0.500
[2026-05-12 06:36:46] #1083/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.982 conf=0.650 gap=0.450
[2026-05-12 06:36:59] #1084/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.926 conf=0.650 gap=0.400
[2026-05-12 06:38:16] #1088/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.933 conf=0.620 gap=0.340
[2026-05-12 06:38:37] #1089/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.689 conf=0.820 gap=0.740
[2026-05-12 06:38:43] #1090/01395 | true=downstairs | pred=walking | ✗ | ent=0.996 conf=0.550 gap=0.200
[2026-05-12 06:39:13] #1091/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 06:39:27] #1092/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 06:39:59] #1093/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.879 conf=0.750 gap=0.650
[2026-05-12 06:40:22] #1094/01395 | true=downstairs | pred=walking | ✗ | ent=0.822 conf=0.750 gap=0.630
[2026-05-12 06:40:47] #1096/01395 | true=downstairs | pred=walking | ✗ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 06:42:08] #1099/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.975 conf=0.620 gap=0.330
[2026-05-12 06:42:42] #1100/01395 | true=downstairs | pred=walking | ✗ | ent=1.115 conf=0.600 gap=0.400
[2026-05-12 06:43:07] #1101/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.853 conf=0.750 gap=0.600
[2026-05-12 06:43:15] #1102/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.640 conf=0.850 gap=0.800
[2026-05-12 06:43:21] #1103/01395 | true=downstairs | pred=walking | ✗ | ent=0.568 conf=0.850 gap=0.770
[2026-05-12 06:43:58] #1104/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.857 conf=0.650 gap=0.400
[2026-05-12 06:44:04] #1105/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.977 conf=0.550 gap=0.200
[2026-05-12 06:44:12] #1106/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.802 conf=0.700 gap=0.500
[2026-05-12 06:44:24] #1107/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 06:44:57] #1109/01395 | true=downstairs | pred=walking | ✗ | ent=1.033 conf=0.600 gap=0.350
[2026-05-12 06:45:21] #1110/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.269 conf=0.940 gap=0.910
[2026-05-12 06:45:54] #1112/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.975 conf=0.550 gap=0.250
[2026-05-12 06:47:54] #1118/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.871 conf=0.700 gap=0.500
[2026-05-12 06:48:50] #1120/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.731 conf=0.750 gap=0.600
[2026-05-12 06:49:13] #1121/01395 | true=downstairs | pred=walking | ✗ | ent=1.111 conf=0.510 gap=0.160
[2026-05-12 06:49:43] #1122/01395 | true=downstairs | pred=walking | ✗ | ent=1.033 conf=0.600 gap=0.350
[2026-05-12 06:49:48] #1123/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.926 conf=0.650 gap=0.400
[2026-05-12 06:49:58] #1124/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.165 conf=0.550 gap=0.250
[2026-05-12 06:51:49] #1128/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.826 conf=0.750 gap=0.650
[2026-05-12 06:52:12] #1129/01395 | true=downstairs | pred=upstairs | ✗ | ent=1.268 conf=0.550 gap=0.350
[2026-05-12 06:52:43] #1130/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.965 conf=0.750 gap=0.700
[2026-05-12 06:53:48] #1132/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.627 conf=0.850 gap=0.790
[2026-05-12 06:54:20] #1133/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.620 conf=0.840 gap=0.740
[2026-05-12 06:54:56] #1134/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.595 conf=0.820 gap=0.720
[2026-05-12 06:55:02] #1135/01395 | true=downstairs | pred=walking | ✗ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 06:55:06] #1136/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.871 conf=0.700 gap=0.500
[2026-05-12 06:56:09] #1137/01395 | true=downstairs | pred=jogging | ✗ | ent=1.110 conf=0.550 gap=0.300
[2026-05-12 06:56:23] #1138/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.733 conf=0.820 gap=0.750
[2026-05-12 06:56:58] #1139/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.688 conf=0.720 gap=0.470
[2026-05-12 06:57:13] #1140/01395 | true=downstairs | pred=walking | ✗ | ent=0.857 conf=0.650 gap=0.400
[2026-05-12 06:57:29] #1141/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.857 conf=0.650 gap=0.400
[2026-05-12 06:58:12] #1143/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.164 conf=0.650 gap=0.500
[2026-05-12 06:58:59] #1145/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 06:59:05] #1146/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.826 conf=0.750 gap=0.650
[2026-05-12 06:59:26] #1147/01395 | true=downstairs | pred=upstairs | ✗ | ent=1.190 conf=0.650 gap=0.550
[2026-05-12 06:59:41] #1148/01395 | true=downstairs | pred=walking | ✗ | ent=0.824 conf=0.600 gap=0.250
[2026-05-12 07:00:47] #1149/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.635 conf=0.800 gap=0.680
[2026-05-12 07:01:05] #1150/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.114 conf=0.650 gap=0.500
[2026-05-12 07:01:35] #1152/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.688 conf=0.550 gap=0.100
[2026-05-12 07:02:04] #1153/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.921 conf=0.750 gap=0.650
[2026-05-12 07:02:32] #1155/01395 | true=downstairs | pred=jogging | ✗ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 07:02:55] #1156/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 07:03:33] #1157/01395 | true=downstairs | pred=upstairs | ✗ | ent=1.070 conf=0.550 gap=0.250
[2026-05-12 07:03:42] #1158/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.926 conf=0.650 gap=0.400
[2026-05-12 07:04:45] #1160/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.999 conf=0.650 gap=0.500
[2026-05-12 07:05:17] #1162/01395 | true=downstairs | pred=walking | ✗ | ent=0.647 conf=0.800 gap=0.650
[2026-05-12 07:05:39] #1163/01395 | true=downstairs | pred=jogging | ✗ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 07:06:11] #1165/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.819 conf=0.700 gap=0.550
[2026-05-12 07:06:32] #1166/01395 | true=downstairs | pred=jogging | ✗ | ent=0.977 conf=0.550 gap=0.200
[2026-05-12 07:07:02] #1167/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 07:07:55] #1169/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 07:08:55] #1173/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.123 conf=0.550 gap=0.250
[2026-05-12 07:12:00] #1174/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.791 conf=0.650 gap=0.350
[2026-05-12 07:12:06] #1175/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.010 conf=0.650 gap=0.420
[2026-05-12 07:12:37] #1176/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.926 conf=0.650 gap=0.400
[2026-05-12 07:13:18] #1177/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.926 conf=0.650 gap=0.400
[2026-05-12 07:13:32] #1178/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 07:13:56] #1179/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.886 conf=0.650 gap=0.450
[2026-05-12 07:14:05] #1180/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 07:14:33] #1182/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.190 conf=0.650 gap=0.550
[2026-05-12 07:15:17] #1184/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 07:15:41] #1185/01395 | true=downstairs | pred=upstairs | ✗ | ent=1.134 conf=0.550 gap=0.290
[2026-05-12 07:15:54] #1186/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.616 conf=0.850 gap=0.770
[2026-05-12 07:16:08] #1187/01395 | true=downstairs | pred=walking | ✗ | ent=0.822 conf=0.750 gap=0.630
[2026-05-12 07:16:23] #1188/01395 | true=downstairs | pred=upstairs | ✗ | ent=1.010 conf=0.700 gap=0.600
[2026-05-12 07:16:40] #1189/01395 | true=downstairs | pred=walking | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 07:16:52] #1190/01395 | true=downstairs | pred=upstairs | ✗ | ent=1.347 conf=0.550 gap=0.400
[2026-05-12 07:17:09] #1191/01395 | true=downstairs | pred=walking | ✗ | ent=0.588 conf=0.850 gap=0.800
[2026-05-12 07:17:42] #1192/01395 | true=downstairs | pred=upstairs | ✗ | ent=1.268 conf=0.550 gap=0.350
[2026-05-12 07:17:58] #1193/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 07:18:13] #1194/01395 | true=downstairs | pred=walking | ✗ | ent=0.975 conf=0.550 gap=0.250
[2026-05-12 07:19:07] #1196/01395 | true=downstairs | pred=walking | ✗ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 07:20:29] #1198/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.040 conf=0.650 gap=0.470
[2026-05-12 07:20:37] #1199/01395 | true=downstairs | pred=walking | ✗ | ent=0.688 conf=0.550 gap=0.100
[2026-05-12 07:20:52] #1200/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.965 conf=0.720 gap=0.590
[2026-05-12 07:21:20] #1201/01395 | true=downstairs | pred=jogging | ✗ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 07:21:50] #1203/01395 | true=downstairs | pred=walking | ✗ | ent=1.063 conf=0.600 gap=0.400
[2026-05-12 07:22:05] #1204/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.120 conf=0.650 gap=0.500
[2026-05-12 07:22:35] #1205/01395 | true=downstairs | pred=walking | ✗ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 07:22:46] #1206/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.193 conf=0.520 gap=0.270
[2026-05-12 07:23:03] #1207/01395 | true=downstairs | pred=jogging | ✗ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 07:24:14] #1208/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 07:24:18] #1209/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 07:25:02] #1211/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.568 conf=0.850 gap=0.770
[2026-05-12 07:25:46] #1213/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.938 conf=0.600 gap=0.350
[2026-05-12 07:26:01] #1214/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.634 conf=0.820 gap=0.710
[2026-05-12 07:26:25] #1215/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.731 conf=0.750 gap=0.600
[2026-05-12 07:26:47] #1216/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.993 conf=0.720 gap=0.600
[2026-05-12 07:27:11] #1217/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 07:27:54] #1218/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.128 conf=0.650 gap=0.500
[2026-05-12 07:28:08] #1219/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 07:28:44] #1221/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.886 conf=0.650 gap=0.450
[2026-05-12 07:29:02] #1222/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.565 conf=0.800 gap=0.620
[2026-05-12 07:29:15] #1223/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.957 conf=0.620 gap=0.320
[2026-05-12 07:29:50] #1224/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.008 conf=0.700 gap=0.580
[2026-05-12 07:30:13] #1225/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 07:30:20] #1226/01395 | true=downstairs | pred=jogging | ✗ | ent=1.110 conf=0.550 gap=0.300
[2026-05-12 07:30:50] #1227/01395 | true=downstairs | pred=jogging | ✗ | ent=0.886 conf=0.650 gap=0.450
[2026-05-12 07:31:04] #1228/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.588 conf=0.850 gap=0.800
[2026-05-12 07:31:59] #1230/01395 | true=downstairs | pred=walking | ✗ | ent=1.110 conf=0.550 gap=0.300
[2026-05-12 07:32:18] #1232/01395 | true=downstairs | pred=walking | ✗ | ent=1.035 conf=0.650 gap=0.450
[2026-05-12 07:32:31] #1233/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.116 conf=0.620 gap=0.460
[2026-05-12 07:32:51] #1234/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.688 conf=0.550 gap=0.100
[2026-05-12 07:33:24] #1236/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.979 conf=0.650 gap=0.400
[2026-05-12 07:34:20] #1237/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.731 conf=0.750 gap=0.600
[2026-05-12 07:34:42] #1238/01395 | true=downstairs | pred=jogging | ✗ | ent=0.967 conf=0.600 gap=0.300
[2026-05-12 07:34:57] #1239/01395 | true=downstairs | pred=upstairs | ✗ | ent=1.162 conf=0.550 gap=0.300
[2026-05-12 07:35:19] #1240/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.627 conf=0.850 gap=0.790
[2026-05-12 07:35:35] #1241/01395 | true=downstairs | pred=walking | ✗ | ent=0.428 conf=0.900 gap=0.850
[2026-05-12 07:36:05] #1242/01395 | true=downstairs | pred=jogging | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 07:36:21] #1243/01395 | true=downstairs | pred=walking | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 07:36:51] #1245/01395 | true=downstairs | pred=walking | ✗ | ent=0.588 conf=0.850 gap=0.800
[2026-05-12 07:37:05] #1246/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.892 conf=0.720 gap=0.540
[2026-05-12 07:37:54] #1249/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 07:38:08] #1250/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.860 conf=0.620 gap=0.320
[2026-05-12 07:39:04] #1251/01395 | true=downstairs | pred=walking | ✗ | ent=1.063 conf=0.600 gap=0.400
[2026-05-12 07:40:03] #1252/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.781 conf=0.750 gap=0.600
[2026-05-12 07:40:37] #1253/01395 | true=downstairs | pred=walking | ✗ | ent=1.155 conf=0.530 gap=0.230
[2026-05-12 07:40:58] #1254/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.926 conf=0.650 gap=0.400
[2026-05-12 07:41:20] #1255/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.982 conf=0.650 gap=0.450
[2026-05-12 07:41:34] #1256/01395 | true=downstairs | pred=walking | ✗ | ent=0.824 conf=0.600 gap=0.250
[2026-05-12 07:41:51] #1257/01395 | true=downstairs | pred=upstairs | ✗ | ent=1.141 conf=0.600 gap=0.410
[2026-05-12 07:42:39] #1258/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.857 conf=0.650 gap=0.400
[2026-05-12 07:43:00] #1259/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.929 conf=0.750 gap=0.650
[2026-05-12 07:43:33] #1260/01395 | true=downstairs | pred=walking | ✗ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 07:43:51] #1261/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.982 conf=0.650 gap=0.450
[2026-05-12 07:44:03] #1262/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.110 conf=0.650 gap=0.490
[2026-05-12 07:44:32] #1263/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.992 conf=0.620 gap=0.340
[2026-05-12 07:44:46] #1264/01395 | true=downstairs | pred=walking | ✗ | ent=1.110 conf=0.550 gap=0.300
[2026-05-12 07:44:58] #1265/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 07:45:20] #1266/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.689 conf=0.820 gap=0.740
[2026-05-12 07:45:50] #1267/01395 | true=downstairs | pred=walking | ✗ | ent=0.461 conf=0.900 gap=0.850
[2026-05-12 07:46:06] #1268/01395 | true=downstairs | pred=walking | ✗ | ent=1.347 conf=0.550 gap=0.400
[2026-05-12 07:46:15] #1269/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 07:46:27] #1270/01395 | true=downstairs | pred=upstairs | ✗ | ent=1.028 conf=0.650 gap=0.490
[2026-05-12 07:46:50] #1271/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.825 conf=0.720 gap=0.540
[2026-05-12 07:46:57] #1272/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 07:48:02] #1273/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.982 conf=0.650 gap=0.450
[2026-05-12 07:48:33] #1274/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 07:49:03] #1275/01395 | true=downstairs | pred=jogging | ✗ | ent=0.752 conf=0.750 gap=0.570
[2026-05-12 07:49:16] #1276/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 07:50:07] #1278/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.819 conf=0.700 gap=0.550
[2026-05-12 07:50:45] #1279/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 07:51:24] #1281/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 07:51:39] #1282/01395 | true=downstairs | pred=walking | ✗ | ent=0.880 conf=0.630 gap=0.330
[2026-05-12 07:52:10] #1284/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.600 conf=0.860 gap=0.810
[2026-05-12 07:52:26] #1285/01395 | true=downstairs | pred=walking | ✗ | ent=0.982 conf=0.650 gap=0.450
[2026-05-12 07:52:40] #1286/01395 | true=downstairs | pred=jogging | ✗ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 07:52:54] #1287/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 07:53:44] #1288/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.046 conf=0.650 gap=0.450
[2026-05-12 07:53:50] #1289/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.975 conf=0.550 gap=0.250
[2026-05-12 07:54:22] #1290/01395 | true=downstairs | pred=walking | ✗ | ent=1.171 conf=0.580 gap=0.330
[2026-05-12 07:54:44] #1291/01395 | true=downstairs | pred=walking | ✗ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 07:55:07] #1292/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.791 conf=0.650 gap=0.350
[2026-05-12 07:55:19] #1293/01395 | true=downstairs | pred=jogging | ✗ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 07:55:37] #1294/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.878 conf=0.720 gap=0.550
[2026-05-12 07:56:05] #1296/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.977 conf=0.550 gap=0.200
[2026-05-12 07:56:33] #1297/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.898 conf=0.600 gap=0.300
[2026-05-12 07:56:46] #1298/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.858 conf=0.780 gap=0.700
[2026-05-12 07:57:28] #1299/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.791 conf=0.650 gap=0.350
[2026-05-12 07:58:04] #1300/01395 | true=downstairs | pred=upstairs | ✗ | ent=1.129 conf=0.550 gap=0.240
[2026-05-12 07:58:24] #1301/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 07:58:47] #1302/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.647 conf=0.800 gap=0.650
[2026-05-12 07:59:35] #1303/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.819 conf=0.700 gap=0.550
[2026-05-12 07:59:48] #1304/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.761 conf=0.800 gap=0.700
[2026-05-12 08:00:02] #1305/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 08:00:25] #1306/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 08:00:38] #1307/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.975 conf=0.550 gap=0.250
[2026-05-12 08:00:57] #1308/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.398 conf=0.920 gap=0.890
[2026-05-12 08:01:03] #1309/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.982 conf=0.650 gap=0.450
[2026-05-12 08:01:32] #1310/01395 | true=downstairs | pred=walking | ✗ | ent=0.931 conf=0.530 gap=0.130
[2026-05-12 08:01:49] #1311/01395 | true=downstairs | pred=walking | ✗ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 08:02:31] #1312/01395 | true=downstairs | pred=jogging | ✗ | ent=0.365 conf=0.920 gap=0.890
[2026-05-12 08:03:04] #1314/01395 | true=downstairs | pred=upstairs | ✗ | ent=1.085 conf=0.650 gap=0.450
[2026-05-12 08:03:34] #1315/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.052 conf=0.650 gap=0.500
[2026-05-12 08:03:51] #1316/01395 | true=downstairs | pred=upstairs | ✗ | ent=1.373 conf=0.550 gap=0.400
[2026-05-12 08:04:24] #1317/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 08:04:37] #1318/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.940 conf=0.700 gap=0.600
[2026-05-12 08:04:44] #1319/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.926 conf=0.650 gap=0.400
[2026-05-12 08:05:08] #1320/01395 | true=downstairs | pred=upstairs | ✗ | ent=1.091 conf=0.650 gap=0.500
[2026-05-12 08:05:23] #1321/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.789 conf=0.750 gap=0.620
[2026-05-12 08:05:49] #1322/01395 | true=downstairs | pred=walking | ✗ | ent=1.055 conf=0.660 gap=0.510
[2026-05-12 08:06:36] #1324/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.097 conf=0.650 gap=0.470
[2026-05-12 08:06:53] #1325/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 08:07:10] #1326/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 08:07:40] #1327/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.872 conf=0.720 gap=0.530
[2026-05-12 08:08:06] #1328/01395 | true=downstairs | pred=walking | ✗ | ent=0.965 conf=0.750 gap=0.700
[2026-05-12 08:08:14] #1329/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.638 conf=0.850 gap=0.790
[2026-05-12 08:08:41] #1330/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.791 conf=0.650 gap=0.350
[2026-05-12 08:09:02] #1331/01395 | true=downstairs | pred=upstairs | ✗ | ent=1.347 conf=0.550 gap=0.400
[2026-05-12 08:10:16] #1333/01395 | true=downstairs | pred=walking | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 08:10:28] #1334/01395 | true=downstairs | pred=walking | ✗ | ent=0.926 conf=0.650 gap=0.400
[2026-05-12 08:11:00] #1335/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 08:11:21] #1336/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.627 conf=0.850 gap=0.790
[2026-05-12 08:12:17] #1339/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.325 conf=0.900 gap=0.800
