[2026-05-11 11:05:41] #0002/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:13:45] #0276/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.750 | conf=0.830 | gap=0.780
[2026-05-11 13:13:54] #0277/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.688 | conf=0.850 | gap=0.820
[2026-05-11 13:14:07] #0278/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 13:14:21] #0279/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 13:14:49] #0280/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-11 13:15:46] #0282/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 13:16:10] #0283/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.613 | conf=0.800 | gap=0.650
[2026-05-11 13:16:45] #0284/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 13:17:02] #0285/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.984 | conf=0.700 | gap=0.550
[2026-05-11 13:17:16] #0286/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.340 | conf=0.600 | gap=0.450
[2026-05-11 13:18:33] #0289/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.205 | conf=0.550 | gap=0.300
[2026-05-11 13:18:48] #0290/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.689 | conf=0.800 | gap=0.700
[2026-05-11 13:19:20] #0291/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 13:22:00] #0296/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 13:23:16] #0298/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 13:23:41] #0299/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 13:24:54] #0302/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.205 | conf=0.550 | gap=0.300
[2026-05-11 13:25:06] #0303/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 13:25:16] #0304/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:25:43] #0305/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:26:12] #0306/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 13:27:17] #0308/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:27:57] #0310/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:28:42] #0311/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.639 | conf=0.800 | gap=0.700
[2026-05-11 13:29:06] #0312/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.613 | conf=0.800 | gap=0.650
[2026-05-11 13:29:46] #0314/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 13:30:13] #0315/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 13:30:25] #0316/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:31:13] #0317/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.168 | conf=0.500 | gap=0.200
[2026-05-11 13:31:26] #0318/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.524 | conf=0.880 | gap=0.830
[2026-05-11 13:31:46] #0319/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:32:48] #0322/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.777 | conf=0.350 | gap=0.200
[2026-05-11 13:33:21] #0323/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-11 13:33:36] #0324/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 13:33:45] #0325/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:34:11] #0326/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.331 | conf=0.450 | gap=0.150
[2026-05-11 13:36:40] #0332/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.751 | conf=0.820 | gap=0.770
[2026-05-11 13:37:50] #0334/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 13:38:23] #0335/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 13:38:36] #0336/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:38:59] #0337/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.059 | conf=0.600 | gap=0.300
[2026-05-11 13:39:13] #0338/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:40:41] #0341/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.653 | conf=0.400 | gap=0.200
[2026-05-11 13:41:37] #0343/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 13:42:40] #0345/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:43:15] #0346/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 13:43:50] #0347/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.148 | conf=0.700 | gap=0.650
[2026-05-11 13:44:12] #0348/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.366 | conf=0.600 | gap=0.500
[2026-05-11 13:45:16] #0350/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:46:17] #0352/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.500 | conf=0.800 | gap=0.600
[2026-05-11 13:47:33] #0354/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.803 | conf=0.800 | gap=0.740
[2026-05-11 13:47:59] #0355/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:48:32] #0356/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 13:48:46] #0357/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 13:49:07] #0358/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 13:49:31] #0359/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 13:49:44] #0360/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:50:18] #0361/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 13:52:30] #0365/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.429 | conf=0.500 | gap=0.300
[2026-05-11 13:54:57] #0370/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.089 | conf=0.600 | gap=0.400
[2026-05-11 13:55:20] #0371/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.186 | conf=0.650 | gap=0.530
[2026-05-11 13:55:58] #0373/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:56:25] #0374/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-11 13:56:56] #0375/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 13:57:24] #0376/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-11 13:57:41] #0377/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 13:58:21] #0378/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.634 | conf=0.450 | gap=0.300
[2026-05-11 13:59:14] #0380/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-11 14:00:13] #0382/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-11 14:00:43] #0383/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 14:01:11] #0384/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-11 14:01:51] #0386/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.577 | conf=0.880 | gap=0.850
[2026-05-11 14:04:12] #0391/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.634 | conf=0.450 | gap=0.300
[2026-05-11 14:04:46] #0392/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.259 | conf=0.650 | gap=0.550
[2026-05-11 14:04:59] #0393/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.469 | conf=0.550 | gap=0.450
[2026-05-11 14:06:53] #0396/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.904 | conf=0.750 | gap=0.670
[2026-05-11 14:07:45] #0398/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 14:07:58] #0399/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.851 | conf=0.800 | gap=0.750
[2026-05-11 14:08:26] #0400/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:08:46] #0401/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.446 | conf=0.500 | gap=0.350
[2026-05-11 14:10:47] #0405/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 14:11:38] #0406/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.334 | conf=0.920 | gap=0.880
[2026-05-11 14:12:11] #0407/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.653 | conf=0.860 | gap=0.830
[2026-05-11 14:12:29] #0408/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 14:12:52] #0409/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-11 14:13:34] #0410/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.845 | conf=0.800 | gap=0.750
[2026-05-11 14:14:14] #0412/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 14:15:51] #0415/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.811 | conf=0.800 | gap=0.750
[2026-05-11 14:16:51] #0417/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 14:18:52] #0419/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.259 | conf=0.650 | gap=0.550
[2026-05-11 14:19:09] #0420/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.634 | conf=0.450 | gap=0.300
[2026-05-11 14:19:49] #0421/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.979 | conf=0.750 | gap=0.670
[2026-05-11 14:20:07] #0422/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.366 | conf=0.600 | gap=0.500
[2026-05-11 14:20:23] #0423/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.231 | conf=0.650 | gap=0.530
[2026-05-11 14:21:25] #0425/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.070 | conf=0.550 | gap=0.250
[2026-05-11 14:21:58] #0426/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.599 | conf=0.850 | gap=0.750
[2026-05-11 14:22:24] #0427/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-11 14:22:57] #0428/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-11 14:24:04] #0430/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 14:25:05] #0432/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-11 14:25:38] #0433/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-11 14:26:02] #0434/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 14:26:28] #0435/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.802 | conf=0.700 | gap=0.500
[2026-05-11 14:26:43] #0436/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.259 | conf=0.650 | gap=0.550
[2026-05-11 14:28:33] #0439/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 14:30:21] #0443/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:30:40] #0444/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.760 | conf=0.350 | gap=0.150
[2026-05-11 14:31:35] #0446/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.926 | conf=0.650 | gap=0.400
[2026-05-11 14:33:09] #0449/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.232 | conf=0.950 | gap=0.920
[2026-05-11 14:33:46] #0450/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-11 14:34:57] #0452/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 14:35:13] #0453/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.574 | conf=0.850 | gap=0.770
[2026-05-11 14:37:01] #0456/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 14:37:37] #0457/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.826 | conf=0.800 | gap=0.720
[2026-05-11 14:38:21] #0458/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 14:38:56] #0459/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 14:40:36] #0462/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.777 | conf=0.350 | gap=0.200
[2026-05-11 14:40:55] #0463/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.259 | conf=0.650 | gap=0.550
[2026-05-11 14:41:09] #0464/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.326 | conf=0.600 | gap=0.480
[2026-05-11 14:41:37] #0465/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 14:44:14] #0469/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 14:44:43] #0470/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 14:44:58] #0471/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 14:45:18] #0472/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 14:46:16] #0474/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 14:47:35] #0476/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.639 | conf=0.800 | gap=0.700
[2026-05-11 14:48:49] #0479/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 14:49:16] #0480/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:49:32] #0481/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:50:07] #0482/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 14:50:22] #0483/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.945 | conf=0.750 | gap=0.670
[2026-05-11 14:52:19] #0487/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.469 | conf=0.550 | gap=0.450
[2026-05-11 14:53:25] #0488/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-11 14:54:03] #0489/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.599 | conf=0.850 | gap=0.750
[2026-05-11 14:54:25] #0490/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.025 | conf=0.650 | gap=0.500
[2026-05-11 14:54:42] #0491/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 14:54:55] #0492/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:55:37] #0493/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 14:56:34] #0494/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.031 | conf=0.700 | gap=0.550
[2026-05-11 14:56:52] #0495/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.340 | conf=0.600 | gap=0.450
[2026-05-11 14:57:47] #0497/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.696 | conf=0.400 | gap=0.250
[2026-05-11 14:58:34] #0498/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.871 | conf=0.700 | gap=0.500
[2026-05-11 14:59:17] #0499/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 14:59:47] #0500/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.791 | conf=0.650 | gap=0.350
[2026-05-11 15:00:32] #0501/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 15:01:51] #0503/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 15:03:44] #0506/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.717 | conf=0.800 | gap=0.720
[2026-05-11 15:04:45] #0508/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 15:05:13] #0509/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-11 15:07:03] #0513/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=2.616 | conf=0.200 | gap=0.050
[2026-05-11 15:08:15] #0516/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.233 | conf=0.950 | gap=0.925
[2026-05-11 15:09:32] #0518/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.577 | conf=0.880 | gap=0.850
[2026-05-11 15:10:43] #0520/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 15:11:14] #0521/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.366 | conf=0.600 | gap=0.500
[2026-05-11 15:11:50] #0522/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.781 | conf=0.700 | gap=0.450
[2026-05-11 15:12:06] #0523/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 15:12:44] #0524/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.927 | conf=0.550 | gap=0.200
[2026-05-11 15:13:07] #0525/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-11 15:14:00] #0527/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.443 | conf=0.550 | gap=0.400
[2026-05-11 15:14:13] #0528/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:16:34] #0533/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.535 | conf=0.450 | gap=0.200
[2026-05-11 15:17:04] #0534/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.599 | conf=0.850 | gap=0.750
[2026-05-11 15:17:56] #0536/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.608 | conf=0.450 | gap=0.300
[2026-05-11 15:18:37] #0537/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.998 | conf=0.750 | gap=0.700
[2026-05-11 15:19:10] #0538/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 15:19:26] #0539/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 15:21:22] #0541/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-11 15:21:51] #0542/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 15:23:15] #0544/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 15:23:32] #0545/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.275 | conf=0.550 | gap=0.300
[2026-05-11 15:24:19] #0546/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.148 | conf=0.700 | gap=0.650
[2026-05-11 15:24:50] #0547/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.602 | conf=0.850 | gap=0.770
[2026-05-11 15:26:14] #0549/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:26:42] #0550/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.967 | conf=0.700 | gap=0.550
[2026-05-11 15:27:19] #0551/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.687 | conf=0.750 | gap=0.550
[2026-05-11 15:27:36] #0552/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.751 | conf=0.820 | gap=0.770
[2026-05-11 15:27:54] #0553/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 15:28:10] #0554/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 15:28:44] #0555/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 15:29:19] #0556/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 15:29:53] #0557/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-11 15:30:13] #0558/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 15:30:33] #0559/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.443 | conf=0.550 | gap=0.400
[2026-05-11 15:31:05] #0560/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 15:31:39] #0561/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.148 | conf=0.700 | gap=0.650
[2026-05-11 15:31:56] #0562/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.811 | conf=0.800 | gap=0.750
[2026-05-11 15:32:16] #0563/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 15:32:53] #0564/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 15:33:23] #0565/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.164 | conf=0.650 | gap=0.500
[2026-05-11 15:34:20] #0567/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.965 | conf=0.750 | gap=0.700
