[2026-05-11 11:04:47] Class 15 (Stair-up) 软标签生成开始
[2026-05-11 11:04:47]   QUICK=False LIMIT=50
[2026-05-11 11:04:47]   温度=0.8 (from api_config)
[2026-05-11 11:04:48]   本类: 2708窗口 (仅加载本类, 内存友好)
[2026-05-11 11:04:48]   实际生成: 2708 窗口
[2026-05-11 11:05:25] #0001/02708 | true=Stair-up(15) | pred=Push-up(9) | ✗ | ent=0.384 | conf=0.920 | gap=0.890
[2026-05-11 12:33:36] #0183/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 12:33:58] #0184/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.940 | conf=0.700 | gap=0.600
[2026-05-11 12:34:10] #0185/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 12:34:44] #0186/02708 | true=Stair-up(15) | pred=Jump(8) | ✗ | ent=0.498 | conf=0.850 | gap=0.730
[2026-05-11 12:35:00] #0187/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.442 | conf=0.500 | gap=0.250
[2026-05-11 12:35:14] #0188/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 12:35:37] #0189/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.613 | conf=0.800 | gap=0.650
[2026-05-11 12:36:20] #0190/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 12:37:12] #0191/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-11 12:37:57] #0192/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.748 | conf=0.820 | gap=0.770
[2026-05-11 12:38:35] #0193/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-11 12:38:49] #0194/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 12:39:12] #0195/02708 | true=Stair-up(15) | pred=Pick(7) | ✗ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-11 12:39:40] #0196/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 12:39:57] #0197/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.830 | conf=0.800 | gap=0.750
[2026-05-11 12:40:26] #0198/02708 | true=Stair-up(15) | pred=Table-tennis(17) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 12:40:45] #0199/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.466 | conf=0.450 | gap=0.200
[2026-05-11 12:41:13] #0200/02708 | true=Stair-up(15) | pred=Push-up(9) | ✗ | ent=1.164 | conf=0.650 | gap=0.500
[2026-05-11 12:41:13]   [200/2708] acc=133/200=66.5% filtered=183/200
[2026-05-11 12:41:32] #0201/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.443 | conf=0.550 | gap=0.400
[2026-05-11 12:42:15] #0202/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 12:42:48] #0203/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.562 | conf=0.750 | gap=0.500
[2026-05-11 12:43:10] #0204/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.802 | conf=0.700 | gap=0.500
[2026-05-11 12:43:41] #0205/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.811 | conf=0.800 | gap=0.750
[2026-05-11 12:44:16] #0206/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 12:44:43] #0207/02708 | true=Stair-up(15) | pred=Walk(11) | ✗ | ent=0.417 | conf=0.920 | gap=0.900
[2026-05-11 12:44:55] #0208/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 12:45:21] #0209/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 12:46:01] #0210/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 12:46:17] #0211/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.297 | conf=0.600 | gap=0.500
[2026-05-11 12:46:59] #0212/02708 | true=Stair-up(15) | pred=Push-up(9) | ✗ | ent=1.113 | conf=0.700 | gap=0.600
[2026-05-11 12:47:16] #0213/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.476 | conf=0.900 | gap=0.870
[2026-05-11 12:47:34] #0214/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.333 | conf=0.500 | gap=0.300
[2026-05-11 12:47:48] #0215/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.366 | conf=0.600 | gap=0.500
[2026-05-11 12:48:21] #0216/02708 | true=Stair-up(15) | pred=Run(14) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 12:48:36] #0217/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 12:48:55] #0218/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.811 | conf=0.800 | gap=0.750
[2026-05-11 12:49:30] #0219/02708 | true=Stair-up(15) | pred=Walk(11) | ✗ | ent=1.010 | conf=0.450 | gap=0.050
[2026-05-11 12:50:02] #0220/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 12:50:02]   [220/2708] acc=149/220=67.7% filtered=201/220
[2026-05-11 12:50:29] #0221/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.674 | conf=0.850 | gap=0.800
[2026-05-11 12:50:43] #0222/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.751 | conf=0.820 | gap=0.770
[2026-05-11 12:50:58] #0223/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.945 | conf=0.750 | gap=0.670
[2026-05-11 12:51:16] #0224/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.221 | conf=0.650 | gap=0.550
[2026-05-11 12:51:51] #0225/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 12:52:05] #0226/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 12:52:42] #0227/02708 | true=Stair-up(15) | pred=Push-up(9) | ✗ | ent=0.384 | conf=0.920 | gap=0.890
[2026-05-11 12:53:06] #0228/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 12:53:30] #0229/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.500 | conf=0.800 | gap=0.600
[2026-05-11 12:53:55] #0230/02708 | true=Stair-up(15) | pred=Push-up(9) | ✗ | ent=0.646 | conf=0.850 | gap=0.800
[2026-05-11 12:54:47] #0231/02708 | true=Stair-up(15) | pred=Push-up(9) | ✗ | ent=0.384 | conf=0.920 | gap=0.890
[2026-05-11 12:55:12] #0232/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 12:55:39] #0233/02708 | true=Stair-up(15) | pred=Walk-backwards(12) | ✗ | ent=1.462 | conf=0.400 | gap=0.100
[2026-05-11 12:55:53] #0234/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.129 | conf=0.700 | gap=0.620
[2026-05-11 12:56:06] #0235/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-11 12:56:43] #0236/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 12:57:17] #0237/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.148 | conf=0.700 | gap=0.650
[2026-05-11 12:57:44] #0238/02708 | true=Stair-up(15) | pred=Push-up(9) | ✗ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-11 12:58:18] #0239/02708 | true=Stair-up(15) | pred=Push-up(9) | ✗ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 12:58:42] #0240/02708 | true=Stair-up(15) | pred=Table-tennis(17) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 12:58:42]   [240/2708] acc=162/240=67.5% filtered=220/240
[2026-05-11 12:59:14] #0241/02708 | true=Stair-up(15) | pred=Stair-down(16) | ✗ | ent=0.990 | conf=0.750 | gap=0.680
[2026-05-11 12:59:30] #0242/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.802 | conf=0.700 | gap=0.500
[2026-05-11 12:59:58] #0243/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 13:00:32] #0244/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 13:01:01] #0245/02708 | true=Stair-up(15) | pred=Stair-down(16) | ✗ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-11 13:01:24] #0246/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 13:01:54] #0247/02708 | true=Stair-up(15) | pred=Stair-down(16) | ✗ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-11 13:02:11] #0248/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.393 | conf=0.867 | gap=0.733
[2026-05-11 13:02:34] #0249/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 13:03:04] #0250/02708 | true=Stair-up(15) | pred=Walk(11) | ✗ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-11 13:03:18] #0251/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.785 | conf=0.820 | gap=0.770
[2026-05-11 13:03:33] #0252/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.164 | conf=0.650 | gap=0.500
[2026-05-11 13:03:49] #0253/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:04:06] #0254/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:04:35] #0255/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.259 | conf=0.650 | gap=0.550
[2026-05-11 13:05:20] #0256/02708 | true=Stair-up(15) | pred=Stair-down(16) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 13:05:44] #0257/02708 | true=Stair-up(15) | pred=Pick(7) | ✗ | ent=0.895 | conf=0.760 | gap=0.660
[2026-05-11 13:05:58] #0258/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.477 | conf=0.550 | gap=0.450
[2026-05-11 13:06:42] #0259/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 13:07:06] #0260/02708 | true=Stair-up(15) | pred=Push-up(9) | ✗ | ent=0.362 | conf=0.920 | gap=0.880
[2026-05-11 13:07:06]   [260/2708] acc=175/260=67.3% filtered=240/260
[2026-05-11 13:07:44] #0261/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.164 | conf=0.650 | gap=0.500
[2026-05-11 13:08:10] #0262/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:08:29] #0263/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 13:09:00] #0264/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 13:09:30] #0265/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:09:45] #0266/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 13:10:11] #0267/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 13:10:24] #0268/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-11 13:11:00] #0269/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 13:11:12] #0270/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.129 | conf=0.700 | gap=0.620
[2026-05-11 13:11:27] #0271/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.442 | conf=0.500 | gap=0.250
[2026-05-11 13:11:41] #0272/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.535 | conf=0.450 | gap=0.200
[2026-05-11 13:12:05] #0273/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.639 | conf=0.800 | gap=0.700
[2026-05-11 13:12:35] #0274/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 13:13:19] #0275/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.867 | conf=0.750 | gap=0.600
[2026-05-11 13:13:45] #0276/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.750 | conf=0.830 | gap=0.780
[2026-05-11 13:13:54] #0277/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.688 | conf=0.850 | gap=0.820
[2026-05-11 13:14:07] #0278/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 13:14:21] #0279/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 13:14:49] #0280/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-11 13:14:49]   [280/2708] acc=195/280=69.6% filtered=258/280
[2026-05-11 13:15:23] #0281/02708 | true=Stair-up(15) | pred=Talk-stand(3) | ✗ | ent=1.327 | conf=0.450 | gap=0.200
[2026-05-11 13:15:46] #0282/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 13:16:10] #0283/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.613 | conf=0.800 | gap=0.650
[2026-05-11 13:16:45] #0284/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 13:17:02] #0285/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.984 | conf=0.700 | gap=0.550
[2026-05-11 13:17:16] #0286/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.340 | conf=0.600 | gap=0.450
[2026-05-11 13:17:40] #0287/02708 | true=Stair-up(15) | pred=Walk(11) | ✗ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-11 13:18:06] #0288/02708 | true=Stair-up(15) | pred=Walk(11) | ✗ | ent=0.524 | conf=0.880 | gap=0.830
[2026-05-11 13:18:33] #0289/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.205 | conf=0.550 | gap=0.300
[2026-05-11 13:18:48] #0290/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.689 | conf=0.800 | gap=0.700
[2026-05-11 13:19:20] #0291/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 13:19:46] #0292/02708 | true=Stair-up(15) | pred=Pick(7) | ✗ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-11 13:20:25] #0293/02708 | true=Stair-up(15) | pred=Push-up(9) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:21:09] #0294/02708 | true=Stair-up(15) | pred=Stair-down(16) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:21:35] #0295/02708 | true=Stair-up(15) | pred=Table-tennis(17) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:22:00] #0296/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 13:22:30] #0297/02708 | true=Stair-up(15) | pred=Push-up(9) | ✗ | ent=1.275 | conf=0.550 | gap=0.300
[2026-05-11 13:23:16] #0298/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 13:23:41] #0299/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 13:24:05] #0300/02708 | true=Stair-up(15) | pred=Push-up(9) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:24:05]   [300/2708] acc=206/300=68.7% filtered=277/300
[2026-05-11 13:24:37] #0301/02708 | true=Stair-up(15) | pred=Push-up(9) | ✗ | ent=1.055 | conf=0.720 | gap=0.620
[2026-05-11 13:24:54] #0302/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.205 | conf=0.550 | gap=0.300
[2026-05-11 13:25:06] #0303/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 13:25:16] #0304/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:25:43] #0305/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:26:12] #0306/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 13:26:39] #0307/02708 | true=Stair-up(15) | pred=Walk(11) | ✗ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 13:27:17] #0308/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:27:42] #0309/02708 | true=Stair-up(15) | pred=Push-up(9) | ✗ | ent=0.663 | conf=0.850 | gap=0.810
[2026-05-11 13:27:57] #0310/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:28:42] #0311/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.639 | conf=0.800 | gap=0.700
[2026-05-11 13:29:06] #0312/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.613 | conf=0.800 | gap=0.650
[2026-05-11 13:29:33] #0313/02708 | true=Stair-up(15) | pred=Table-tennis(17) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:29:46] #0314/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 13:30:13] #0315/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 13:30:25] #0316/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:31:13] #0317/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.168 | conf=0.500 | gap=0.200
[2026-05-11 13:31:26] #0318/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.524 | conf=0.880 | gap=0.830
[2026-05-11 13:31:46] #0319/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:32:08] #0320/02708 | true=Stair-up(15) | pred=Table-tennis(17) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 13:32:08]   [320/2708] acc=221/320=69.1% filtered=296/320
[2026-05-11 13:32:32] #0321/02708 | true=Stair-up(15) | pred=Push-up(9) | ✗ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-11 13:32:48] #0322/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.777 | conf=0.350 | gap=0.200
[2026-05-11 13:33:21] #0323/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-11 13:33:36] #0324/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 13:33:45] #0325/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:34:11] #0326/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.331 | conf=0.450 | gap=0.150
[2026-05-11 13:34:39] #0327/02708 | true=Stair-up(15) | pred=Sit-up(10) | ✗ | ent=1.228 | conf=0.600 | gap=0.400
[2026-05-11 13:35:12] #0328/02708 | true=Stair-up(15) | pred=Walk(11) | ✗ | ent=0.444 | conf=0.900 | gap=0.860
[2026-05-11 13:35:35] #0329/02708 | true=Stair-up(15) | pred=Push-up(9) | ✗ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-11 13:36:04] #0330/02708 | true=Stair-up(15) | pred=Lay-stand(6) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 13:36:28] #0331/02708 | true=Stair-up(15) | pred=Push-up(9) | ✗ | ent=0.776 | conf=0.820 | gap=0.770
[2026-05-11 13:36:40] #0332/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.751 | conf=0.820 | gap=0.770
[2026-05-11 13:37:12] #0333/02708 | true=Stair-up(15) | pred=Walk(11) | ✗ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-11 13:37:50] #0334/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 13:38:23] #0335/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 13:38:36] #0336/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:38:59] #0337/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.059 | conf=0.600 | gap=0.300
[2026-05-11 13:39:13] #0338/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:39:41] #0339/02708 | true=Stair-up(15) | pred=Walk(11) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:40:16] #0340/02708 | true=Stair-up(15) | pred=Stair-down(16) | ✗ | ent=0.785 | conf=0.820 | gap=0.770
[2026-05-11 13:40:16]   [340/2708] acc=232/340=68.2% filtered=314/340
[2026-05-11 13:40:41] #0341/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.653 | conf=0.400 | gap=0.200
[2026-05-11 13:41:14] #0342/02708 | true=Stair-up(15) | pred=Walk(11) | ✗ | ent=0.639 | conf=0.800 | gap=0.700
[2026-05-11 13:41:37] #0343/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 13:42:11] #0344/02708 | true=Stair-up(15) | pred=Push-up(9) | ✗ | ent=1.572 | conf=0.450 | gap=0.300
[2026-05-11 13:42:40] #0345/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:43:15] #0346/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 13:43:50] #0347/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.148 | conf=0.700 | gap=0.650
[2026-05-11 13:44:12] #0348/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.366 | conf=0.600 | gap=0.500
[2026-05-11 13:44:40] #0349/02708 | true=Stair-up(15) | pred=Talk-stand(3) | ✗ | ent=0.984 | conf=0.700 | gap=0.550
[2026-05-11 13:45:16] #0350/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:45:53] #0351/02708 | true=Stair-up(15) | pred=Walk-circle(13) | ✗ | ent=1.414 | conf=0.400 | gap=0.050
[2026-05-11 13:46:17] #0352/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.500 | conf=0.800 | gap=0.600
[2026-05-11 13:46:52] #0353/02708 | true=Stair-up(15) | pred=Walk(11) | ✗ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 13:47:33] #0354/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.803 | conf=0.800 | gap=0.740
[2026-05-11 13:47:59] #0355/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:48:32] #0356/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 13:48:46] #0357/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 13:49:07] #0358/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 13:49:31] #0359/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 13:49:44] #0360/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:49:44]   [360/2708] acc=247/360=68.6% filtered=331/360
[2026-05-11 13:50:18] #0361/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 13:50:43] #0362/02708 | true=Stair-up(15) | pred=Push-up(9) | ✗ | ent=0.384 | conf=0.920 | gap=0.890
[2026-05-11 13:51:13] #0363/02708 | true=Stair-up(15) | pred=Walk(11) | ✗ | ent=1.375 | conf=0.350 | gap=0.050
[2026-05-11 13:52:09] #0364/02708 | true=Stair-up(15) | pred=Push-up(9) | ✗ | ent=1.206 | conf=0.600 | gap=0.400
[2026-05-11 13:52:30] #0365/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.429 | conf=0.500 | gap=0.300
[2026-05-11 13:52:59] #0366/02708 | true=Stair-up(15) | pred=Stair-down(16) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
