[2026-05-11 21:52:46] #0002/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-11 22:50:21] #0273/08147 | true=stand | pred=stand | ✓ | ent=0.334 conf=0.930 gap=0.890
[2026-05-11 22:50:25] #0274/08147 | true=stand | pred=stand | ✓ | ent=0.824 conf=0.600 gap=0.250
[2026-05-11 22:50:27] #0275/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-11 22:50:31] #0276/08147 | true=stand | pred=stand | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-11 22:50:38] #0277/08147 | true=stand | pred=stand | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-11 22:50:45] #0278/08147 | true=stand | pred=stand | ✓ | ent=0.783 conf=0.765 gap=0.588
[2026-05-11 22:50:53] #0279/08147 | true=stand | pred=stand | ✓ | ent=0.445 conf=0.910 gap=0.870
[2026-05-11 22:50:56] #0280/08147 | true=stand | pred=stand | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 22:51:01] #0281/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 22:51:19] #0282/08147 | true=stand | pred=stand | ✓ | ent=0.747 conf=0.790 gap=0.640
[2026-05-11 22:51:28] #0283/08147 | true=stand | pred=stand | ✓ | ent=0.514 conf=0.900 gap=0.880
[2026-05-11 22:51:31] #0284/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-11 22:51:41] #0285/08147 | true=stand | pred=stand | ✓ | ent=0.693 conf=0.850 gap=0.800
[2026-05-11 22:53:03] #0288/08147 | true=stand | pred=stand | ✓ | ent=0.639 conf=0.800 gap=0.700
[2026-05-11 22:53:13] #0289/08147 | true=stand | pred=stand | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-11 22:53:45] #0290/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 22:53:52] #0291/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 22:54:21] #0294/08147 | true=stand | pred=stand | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-11 22:54:32] #0295/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-11 22:54:36] #0296/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-11 22:54:42] #0297/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-11 22:54:51] #0298/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-11 22:55:00] #0299/08147 | true=stand | pred=stand | ✓ | ent=0.459 conf=0.850 gap=0.710
[2026-05-11 22:55:05] #0300/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-11 22:55:18] #0301/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 22:55:22] #0302/08147 | true=stand | pred=stand | ✓ | ent=0.699 conf=0.640 gap=0.290
[2026-05-11 22:55:54] #0303/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 22:56:10] #0305/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-11 22:56:19] #0306/08147 | true=stand | pred=stand | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-11 22:56:32] #0307/08147 | true=stand | pred=stand | ✓ | ent=0.321 conf=0.930 gap=0.890
[2026-05-11 22:56:37] #0308/08147 | true=stand | pred=stand | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 22:56:57] #0309/08147 | true=stand | pred=stand | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 22:57:13] #0310/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 22:57:24] #0311/08147 | true=stand | pred=stand | ✓ | ent=0.958 conf=0.750 gap=0.630
[2026-05-11 22:57:32] #0312/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-11 22:57:36] #0313/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-11 22:57:48] #0314/08147 | true=stand | pred=stand | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-11 22:58:00] #0315/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-11 22:58:08] #0316/08147 | true=stand | pred=stand | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 22:58:24] #0317/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-11 22:58:33] #0318/08147 | true=stand | pred=stand | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-11 22:58:39] #0319/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-11 22:58:43] #0320/08147 | true=stand | pred=stand | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 22:58:46] #0321/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-11 22:58:50] #0322/08147 | true=stand | pred=stand | ✓ | ent=0.639 conf=0.800 gap=0.700
[2026-05-11 22:59:21] #0323/08147 | true=stand | pred=stand | ✓ | ent=0.254 conf=0.940 gap=0.890
[2026-05-11 22:59:25] #0324/08147 | true=stand | pred=stand | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-11 22:59:36] #0325/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-11 22:59:40] #0326/08147 | true=stand | pred=stand | ✓ | ent=1.124 conf=0.720 gap=0.670
[2026-05-11 22:59:43] #0327/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-11 22:59:47] #0328/08147 | true=stand | pred=stand | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-11 22:59:57] #0329/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-11 23:00:35] #0331/08147 | true=stand | pred=stand | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 23:01:22] #0333/08147 | true=stand | pred=stand | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 23:01:34] #0334/08147 | true=stand | pred=stand | ✓ | ent=1.070 conf=0.700 gap=0.550
[2026-05-11 23:02:05] #0336/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-11 23:02:36] #0338/08147 | true=stand | pred=stand | ✓ | ent=0.768 conf=0.800 gap=0.680
[2026-05-11 23:02:55] #0339/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 23:02:58] #0340/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-11 23:03:12] #0341/08147 | true=stand | pred=stand | ✓ | ent=0.230 conf=0.950 gap=0.910
[2026-05-11 23:03:16] #0342/08147 | true=stand | pred=stand | ✓ | ent=0.716 conf=0.830 gap=0.750
[2026-05-11 23:03:27] #0343/08147 | true=stand | pred=stand | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-11 23:03:33] #0344/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-11 23:03:37] #0345/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 23:03:40] #0346/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-11 23:04:07] #0348/08147 | true=stand | pred=stand | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-11 23:04:12] #0349/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 23:04:15] #0350/08147 | true=stand | pred=stand | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-11 23:04:42] #0351/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 23:04:55] #0352/08147 | true=stand | pred=stand | ✓ | ent=0.728 conf=0.820 gap=0.720
[2026-05-11 23:05:00] #0353/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 23:05:04] #0354/08147 | true=stand | pred=stand | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-11 23:05:16] #0355/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 23:05:24] #0356/08147 | true=stand | pred=stand | ✓ | ent=0.814 conf=0.800 gap=0.700
[2026-05-11 23:05:33] #0357/08147 | true=stand | pred=stand | ✓ | ent=0.390 conf=0.930 gap=0.920
[2026-05-11 23:05:48] #0358/08147 | true=stand | pred=stand | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-11 23:05:58] #0359/08147 | true=stand | pred=stand | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 23:06:22] #0360/08147 | true=stand | pred=stand | ✓ | ent=0.998 conf=0.750 gap=0.670
[2026-05-11 23:07:14] #0363/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-11 23:07:18] #0364/08147 | true=stand | pred=stand | ✓ | ent=0.639 conf=0.800 gap=0.700
[2026-05-11 23:07:29] #0365/08147 | true=stand | pred=stand | ✓ | ent=1.081 conf=0.400 gap=0.050
[2026-05-11 23:07:33] #0366/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-11 23:07:53] #0368/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 23:08:09] #0369/08147 | true=stand | pred=stand | ✓ | ent=0.413 conf=0.890 gap=0.800
[2026-05-11 23:08:14] #0370/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 23:08:26] #0371/08147 | true=stand | pred=stand | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-11 23:08:38] #0372/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-11 23:09:36] #0374/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-11 23:09:44] #0375/08147 | true=stand | pred=stand | ✓ | ent=0.864 conf=0.800 gap=0.750
[2026-05-11 23:09:55] #0376/08147 | true=stand | pred=stand | ✓ | ent=0.647 conf=0.830 gap=0.730
[2026-05-11 23:10:27] #0378/08147 | true=stand | pred=stand | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-11 23:10:47] #0379/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 23:10:51] #0380/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-11 23:10:55] #0381/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 23:10:58] #0382/08147 | true=stand | pred=stand | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-11 23:11:04] #0383/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-11 23:11:08] #0384/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 23:11:23] #0385/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-11 23:11:35] #0386/08147 | true=stand | pred=stand | ✓ | ent=1.216 conf=0.650 gap=0.500
[2026-05-11 23:12:08] #0388/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 23:12:26] #0389/08147 | true=stand | pred=stand | ✓ | ent=0.979 conf=0.720 gap=0.570
[2026-05-11 23:12:32] #0390/08147 | true=stand | pred=stand | ✓ | ent=0.905 conf=0.750 gap=0.600
[2026-05-11 23:13:03] #0391/08147 | true=stand | pred=stand | ✓ | ent=0.254 conf=0.940 gap=0.890
[2026-05-11 23:13:06] #0392/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-11 23:13:10] #0393/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-11 23:14:08] #0395/08147 | true=stand | pred=stand | ✓ | ent=0.950 conf=0.600 gap=0.400
[2026-05-11 23:14:12] #0396/08147 | true=stand | pred=stand | ✓ | ent=1.548 conf=0.500 gap=0.300
[2026-05-11 23:14:23] #0397/08147 | true=stand | pred=stand | ✓ | ent=0.507 conf=0.870 gap=0.790
[2026-05-11 23:14:39] #0398/08147 | true=stand | pred=stand | ✓ | ent=0.210 conf=0.960 gap=0.940
[2026-05-11 23:15:00] #0399/08147 | true=stand | pred=stand | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 23:15:54] #0400/08147 | true=stand | pred=stand | ✓ | ent=1.015 conf=0.750 gap=0.700
[2026-05-11 23:15:58] #0401/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-11 23:16:02] #0402/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 23:16:23] #0403/08147 | true=stand | pred=stand | ✓ | ent=0.774 conf=0.800 gap=0.680
[2026-05-11 23:16:37] #0404/08147 | true=stand | pred=stand | ✓ | ent=0.898 conf=0.600 gap=0.300
[2026-05-11 23:16:48] #0405/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-11 23:17:11] #0406/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-11 23:17:21] #0407/08147 | true=stand | pred=stand | ✓ | ent=0.296 conf=0.930 gap=0.880
[2026-05-11 23:17:24] #0408/08147 | true=stand | pred=stand | ✓ | ent=0.279 conf=0.920 gap=0.840
[2026-05-11 23:17:26] #0409/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 23:17:39] #0410/08147 | true=stand | pred=stand | ✓ | ent=0.576 conf=0.850 gap=0.760
[2026-05-11 23:18:06] #0411/08147 | true=stand | pred=stand | ✓ | ent=0.982 conf=0.750 gap=0.640
[2026-05-11 23:18:34] #0412/08147 | true=stand | pred=stand | ✓ | ent=1.072 conf=0.660 gap=0.440
[2026-05-11 23:18:43] #0413/08147 | true=stand | pred=stand | ✓ | ent=0.557 conf=0.880 gap=0.830
[2026-05-11 23:19:12] #0415/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 23:19:33] #0416/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-11 23:19:38] #0417/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-11 23:19:50] #0418/08147 | true=stand | pred=stand | ✓ | ent=0.387 conf=0.931 gap=0.921
[2026-05-11 23:20:48] #0419/08147 | true=stand | pred=stand | ✓ | ent=1.242 conf=0.450 gap=0.050
[2026-05-11 23:22:27] #0421/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-11 23:22:34] #0422/08147 | true=stand | pred=stand | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-11 23:22:39] #0423/08147 | true=stand | pred=stand | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 23:22:52] #0424/08147 | true=stand | pred=stand | ✓ | ent=0.296 conf=0.930 gap=0.880
[2026-05-11 23:23:17] #0425/08147 | true=stand | pred=stand | ✓ | ent=1.213 conf=0.650 gap=0.500
[2026-05-11 23:23:21] #0426/08147 | true=stand | pred=stand | ✓ | ent=0.224 conf=0.950 gap=0.910
[2026-05-11 23:23:33] #0427/08147 | true=stand | pred=stand | ✓ | ent=0.597 conf=0.850 gap=0.770
[2026-05-11 23:24:05] #0428/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-11 23:24:15] #0429/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-11 23:24:21] #0430/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 23:24:59] #0432/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 23:25:09] #0433/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 23:25:17] #0434/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-11 23:25:41] #0436/08147 | true=stand | pred=stand | ✓ | ent=0.334 conf=0.930 gap=0.890
[2026-05-11 23:25:44] #0437/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 23:25:47] #0438/08147 | true=stand | pred=stand | ✓ | ent=0.639 conf=0.800 gap=0.700
[2026-05-11 23:26:03] #0439/08147 | true=stand | pred=stand | ✓ | ent=1.333 conf=0.600 gap=0.450
[2026-05-11 23:26:06] #0440/08147 | true=stand | pred=stand | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-11 23:27:14] #0442/08147 | true=stand | pred=stand | ✓ | ent=0.608 conf=0.860 gap=0.780
[2026-05-11 23:27:41] #0443/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 23:27:47] #0444/08147 | true=stand | pred=stand | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-11 23:27:51] #0445/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 23:28:12] #0446/08147 | true=stand | pred=stand | ✓ | ent=0.553 conf=0.870 gap=0.790
[2026-05-11 23:28:24] #0447/08147 | true=stand | pred=stand | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-11 23:28:26] #0448/08147 | true=stand | pred=stand | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-11 23:28:34] #0449/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 23:28:44] #0450/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-11 23:29:55] #0452/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-11 23:29:58] #0453/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-11 23:30:02] #0454/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-11 23:30:05] #0455/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-11 23:30:08] #0456/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 23:30:17] #0457/08147 | true=stand | pred=stand | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-11 23:30:22] #0458/08147 | true=stand | pred=stand | ✓ | ent=0.995 conf=0.700 gap=0.550
[2026-05-11 23:30:25] #0459/08147 | true=stand | pred=stand | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-11 23:30:35] #0460/08147 | true=stand | pred=stand | ✓ | ent=0.375 conf=0.900 gap=0.820
[2026-05-11 23:30:40] #0461/08147 | true=stand | pred=stand | ✓ | ent=1.040 conf=0.500 gap=0.250
[2026-05-11 23:30:44] #0462/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 23:30:50] #0463/08147 | true=stand | pred=stand | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 23:30:53] #0464/08147 | true=stand | pred=stand | ✓ | ent=0.731 conf=0.750 gap=0.600
[2026-05-11 23:30:57] #0465/08147 | true=stand | pred=stand | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-11 23:31:09] #0466/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 23:31:19] #0467/08147 | true=stand | pred=stand | ✓ | ent=0.787 conf=0.780 gap=0.630
[2026-05-11 23:32:43] #0468/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-11 23:32:46] #0469/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 23:32:58] #0470/08147 | true=stand | pred=stand | ✓ | ent=0.375 conf=0.900 gap=0.820
[2026-05-11 23:33:01] #0471/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-11 23:33:05] #0472/08147 | true=stand | pred=stand | ✓ | ent=0.673 conf=0.600 gap=0.200
[2026-05-11 23:33:17] #0473/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 23:34:10] #0474/08147 | true=stand | pred=stand | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-11 23:34:20] #0475/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 23:34:27] #0476/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-11 23:34:38] #0477/08147 | true=stand | pred=stand | ✓ | ent=1.040 conf=0.500 gap=0.250
[2026-05-11 23:34:48] #0478/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-11 23:35:01] #0479/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 23:35:11] #0480/08147 | true=stand | pred=stand | ✓ | ent=0.773 conf=0.780 gap=0.630
[2026-05-11 23:35:21] #0481/08147 | true=stand | pred=stand | ✓ | ent=1.323 conf=0.600 gap=0.450
[2026-05-11 23:35:33] #0482/08147 | true=stand | pred=stand | ✓ | ent=0.486 conf=0.900 gap=0.860
[2026-05-11 23:36:31] #0483/08147 | true=stand | pred=stand | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 23:36:50] #0484/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 23:37:09] #0485/08147 | true=stand | pred=stand | ✓ | ent=0.673 conf=0.600 gap=0.200
[2026-05-11 23:37:13] #0486/08147 | true=stand | pred=stand | ✓ | ent=0.950 conf=0.600 gap=0.400
[2026-05-11 23:37:26] #0487/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-11 23:37:30] #0488/08147 | true=stand | pred=stand | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-11 23:38:15] #0490/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-11 23:38:31] #0492/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-11 23:38:34] #0493/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-11 23:38:37] #0494/08147 | true=stand | pred=stand | ✓ | ent=0.639 conf=0.800 gap=0.700
[2026-05-11 23:38:40] #0495/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-11 23:39:17] #0497/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 23:39:22] #0498/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-11 23:39:27] #0499/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 23:39:30] #0500/08147 | true=stand | pred=stand | ✓ | ent=0.962 conf=0.720 gap=0.590
[2026-05-11 23:39:49] #0502/08147 | true=stand | pred=stand | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 23:40:03] #0503/08147 | true=stand | pred=stand | ✓ | ent=0.279 conf=0.940 gap=0.900
[2026-05-11 23:40:50] #0506/08147 | true=stand | pred=stand | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-11 23:40:54] #0507/08147 | true=stand | pred=stand | ✓ | ent=0.856 conf=0.500 gap=0.050
[2026-05-11 23:41:25] #0508/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-11 23:41:31] #0509/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 23:41:42] #0510/08147 | true=stand | pred=stand | ✓ | ent=0.568 conf=0.850 gap=0.770
[2026-05-11 23:41:53] #0511/08147 | true=stand | pred=stand | ✓ | ent=1.508 conf=0.400 gap=0.050
[2026-05-11 23:42:48] #0512/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 23:42:59] #0513/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-11 23:43:20] #0514/08147 | true=stand | pred=stand | ✓ | ent=0.999 conf=0.500 gap=0.150
[2026-05-11 23:43:25] #0515/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-11 23:43:50] #0516/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-11 23:44:03] #0518/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 23:44:30] #0519/08147 | true=stand | pred=stand | ✓ | ent=0.731 conf=0.750 gap=0.600
[2026-05-11 23:44:58] #0520/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 23:45:01] #0521/08147 | true=stand | pred=stand | ✓ | ent=0.765 conf=0.820 gap=0.740
