[2026-05-08 16:32:10]   [002/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.13 | top=5:0.98, 0:0.00
[2026-05-08 18:30:02]   [572/41505] | true=Pick(7) | pred=Pick(7) |  ✓ | ent=1.26 | top=7:0.74, 4:0.05
[2026-05-08 18:30:30]   [574/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.75 | top=0:0.85, 3:0.04
[2026-05-08 18:30:45]   [575/41505] | true=Run(14) | pred=Run(14) |  ✓ | ent=1.40 | top=14:0.60, 8:0.18
[2026-05-08 18:32:17]   [583/41505] | true=Walk(11) | pred=Walk(11) |  ✓ | ent=0.93 | top=11:0.81, 12:0.05
[2026-05-08 18:33:14]   [589/41505] | true=Jump(8) | pred=Jump(8) |  ✓ | ent=0.62 | top=8:0.87, 14:0.05
[2026-05-08 18:33:44]   [593/41505] | true=Stand-sit(4) | pred=Stand-sit(4) |  ✓ | ent=1.04 | top=4:0.80, 3:0.03
[2026-05-08 18:34:05]   [595/41505] | true=Talk-stand(3) | pred=Talk-stand(3) |  ✓ | ent=1.06 | top=3:0.79, 2:0.05
[2026-05-08 18:34:16]   [596/41505] | true=Sit(1) | pred=Sit(1) |  ✓ | ent=1.19 | top=1:0.75, 0:0.05
[2026-05-08 18:34:57]   [600/41505] | true=Run(14) | pred=Run(14) |  ✓ | ent=0.42 | top=14:0.93, 8:0.02
[2026-05-08 18:35:44]   [604/41505] | true=Run(14) | pred=Run(14) |  ✓ | ent=0.80 | top=14:0.75, 8:0.20
[2026-05-08 18:35:53]   [605/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.37 | top=5:0.93, 1:0.02
[2026-05-08 18:36:06]   [606/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.63 | top=5:0.89, 1:0.02
[2026-05-08 18:37:09]   [611/41505] | true=Jump(8) | pred=Jump(8) |  ✓ | ent=0.75 | top=8:0.85, 14:0.05
[2026-05-08 18:37:37]   [614/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.30 | top=0:0.95, 1:0.02
[2026-05-08 18:39:04]   [622/41505] | true=Stand-sit(4) | pred=Stand-sit(4) |  ✓ | ent=1.53 | top=4:0.65, 1:0.05
[2026-05-08 18:39:12]   [623/41505] | true=Stair-up(15) | pred=Stair-up(15) |  ✓ | ent=1.40 | top=15:0.69, 11:0.05
[2026-05-08 18:39:20]   [624/41505] | true=Talk-stand(3) | pred=Talk-stand(3) |  ✓ | ent=1.04 | top=3:0.80, 2:0.02
[2026-05-08 18:39:27]   [625/41505] | true=Sit(1) | pred=Sit(1) |  ✓ | ent=0.15 | top=1:0.97, 17:0.02
[2026-05-08 18:40:14]   [629/41505] | true=Walk(11) | pred=Walk(11) |  ✓ | ent=2.04 | top=11:0.45, 12:0.15
[2026-05-08 18:40:36]   [630/41505] | true=Jump(8) | pred=Jump(8) |  ✓ | ent=1.18 | top=8:0.72, 14:0.12
[2026-05-08 18:42:00]   [638/41505] | true=Jump(8) | pred=Jump(8) |  ✓ | ent=0.42 | top=8:0.85, 14:0.15
[2026-05-08 18:42:06]   [639/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=-0.00 | top=5:1.00, 0:0.00
[2026-05-08 18:42:28]   [641/41505] | true=Stair-up(15) | pred=Stair-up(15) |  ✓ | ent=1.51 | top=15:0.67, 11:0.05
[2026-05-08 18:42:35]   [642/41505] | true=Push-up(9) | pred=Push-up(9) |  ✓ | ent=0.20 | top=9:0.95, 15:0.05
[2026-05-08 18:43:30]   [647/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.72 | top=5:0.87, 2:0.02
[2026-05-08 18:44:11]   [652/41505] | true=Lay-stand(6) | pred=Lay-stand(6) |  ✓ | ent=1.32 | top=6:0.70, 5:0.10
[2026-05-08 18:44:38]   [655/41505] | true=Walk(11) | pred=Walk(11) |  ✓ | ent=1.22 | top=11:0.75, 12:0.05
[2026-05-08 18:44:55]   [657/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.22 | top=0:0.96, 1:0.02
[2026-05-08 18:46:46]   [666/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.55 | top=5:0.91, 6:0.01
[2026-05-08 18:47:08]   [669/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.87 | top=0:0.83, 1:0.05
[2026-05-08 18:47:27]   [670/41505] | true=Stair-down(16) | pred=Stair-down(16) |  ✓ | ent=2.10 | top=16:0.45, 17:0.10
[2026-05-08 18:47:48]   [672/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.66 | top=0:0.88, 1:0.02
[2026-05-08 18:47:58]   [673/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.38 | top=0:0.92, 1:0.04
[2026-05-08 18:48:31]   [677/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.52 | top=5:0.92, 0:0.00
[2026-05-08 18:48:53]   [680/41505] | true=Table-tennis(17) | pred=Table-tennis(17) |  ✓ | ent=1.01 | top=17:0.75, 16:0.09
[2026-05-08 18:49:02]   [681/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.13 | top=5:0.98, 0:0.00
[2026-05-08 18:49:23]   [684/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.13 | top=5:0.98, 0:0.00
[2026-05-08 18:50:40]   [692/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.42 | top=5:0.92, 6:0.02
[2026-05-08 18:51:19]   [695/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.68 | top=5:0.88, 1:0.02
[2026-05-08 18:52:26]   [704/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.58 | top=0:0.90, 1:0.01
[2026-05-08 18:53:01]   [708/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.94 | top=0:0.82, 1:0.04
[2026-05-08 18:54:01]   [714/41505] | true=Pick(7) | pred=Pick(7) |  ✓ | ent=1.68 | top=7:0.54, 10:0.20
[2026-05-08 18:54:07]   [715/41505] | true=Run(14) | pred=Run(14) |  ✓ | ent=0.20 | top=14:0.95, 8:0.05
[2026-05-08 18:54:29]   [717/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.06 | top=5:0.99, 10:0.01
[2026-05-08 18:54:37]   [718/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.13 | top=5:0.98, 0:0.00
[2026-05-08 18:55:56]   [726/41505] | true=Lay-stand(6) | pred=Lay-stand(6) |  ✓ | ent=1.02 | top=6:0.79, 5:0.05
[2026-05-08 18:56:32]   [729/41505] | true=Stand-sit(4) | pred=Stand-sit(4) |  ✓ | ent=0.87 | top=4:0.84, 0:0.01
[2026-05-08 18:56:49]   [731/41505] | true=Sit(1) | pred=Sit(1) |  ✓ | ent=0.36 | top=1:0.91, 2:0.07
[2026-05-08 18:57:11]   [733/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.25 | top=0:0.96, 1:0.01
[2026-05-08 18:57:42]   [736/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.59 | top=0:0.90, 1:0.01
[2026-05-08 18:57:52]   [737/41505] | true=Stair-up(15) | pred=Stair-up(15) |  ✓ | ent=2.09 | top=15:0.45, 11:0.08
[2026-05-08 18:58:01]   [738/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.90 | top=0:0.82, 1:0.05
[2026-05-08 18:58:15]   [740/41505] | true=Lay-stand(6) | pred=Lay-stand(6) |  ✓ | ent=1.54 | top=6:0.64, 4:0.05
[2026-05-08 18:58:42]   [742/41505] | true=Stair-down(16) | pred=Stair-down(16) |  ✓ | ent=1.28 | top=16:0.65, 11:0.15
[2026-05-08 18:59:05]   [744/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.74 | top=0:0.82, 1:0.10
[2026-05-08 18:59:56]   [749/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.21 | top=0:0.97, 1:0.01
[2026-05-08 19:00:36]   [752/41505] | true=Lay-stand(6) | pred=Lay-stand(6) |  ✓ | ent=1.30 | top=6:0.72, 10:0.04
[2026-05-08 19:00:58]   [755/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.89 | top=5:0.84, 0:0.01
[2026-05-08 19:01:16]   [757/41505] | true=Stand-sit(4) | pred=Stand-sit(4) |  ✓ | ent=0.99 | top=4:0.82, 7:0.02
[2026-05-08 19:02:16]   [763/41505] | true=Sit(1) | pred=Sit(1) |  ✓ | ent=0.36 | top=1:0.92, 0:0.05
[2026-05-08 19:02:56]   [768/41505] | true=Stand-sit(4) | pred=Stand-sit(4) |  ✓ | ent=1.35 | top=4:0.71, 3:0.05
[2026-05-08 19:03:04]   [769/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.20 | top=5:0.95, 17:0.05
[2026-05-08 19:03:14]   [770/41505] | true=Lay-stand(6) | pred=Lay-stand(6) |  ✓ | ent=1.28 | top=6:0.74, 4:0.05
[2026-05-08 19:04:00]   [775/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.55 | top=0:0.91, 1:0.01
[2026-05-08 19:04:25]   [777/41505] | true=Push-up(9) | pred=Push-up(9) |  ✓ | ent=1.13 | top=9:0.75, 7:0.05
[2026-05-08 19:04:33]   [778/41505] | true=Walk(11) | pred=Walk(11) |  ✓ | ent=1.27 | top=11:0.65, 12:0.12
[2026-05-08 19:04:45]   [779/41505] | true=Table-tennis(17) | pred=Table-tennis(17) |  ✓ | ent=1.06 | top=17:0.71, 16:0.15
[2026-05-08 19:05:25]   [783/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.87 | top=5:0.84, 0:0.01
[2026-05-08 19:05:32]   [784/41505] | true=Push-up(9) | pred=Push-up(9) |  ✓ | ent=0.28 | top=9:0.95, 11:0.01
[2026-05-08 19:06:37]   [789/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.30 | top=5:0.94, 2:0.03
[2026-05-08 19:07:29]   [794/41505] | true=Jump(8) | pred=Jump(8) |  ✓ | ent=0.30 | top=8:0.94, 14:0.03
[2026-05-08 19:08:42]   [800/41505] | true=Walk(11) | pred=Walk(11) |  ✓ | ent=1.01 | top=11:0.81, 12:0.02
[2026-05-08 19:09:35]   [805/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.45 | top=0:0.92, 1:0.02
[2026-05-08 19:09:54]   [807/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.32 | top=5:0.95, 0:0.01
[2026-05-08 19:10:04]   [808/41505] | true=Walk-circle(13) | pred=Walk-circle(13) |  ✓ | ent=1.50 | top=13:0.55, 15:0.15
[2026-05-08 19:11:47]   [816/41505] | true=Stair-down(16) | pred=Stair-down(16) |  ✓ | ent=1.41 | top=16:0.55, 17:0.20
[2026-05-08 19:12:15]   [819/41505] | true=Stair-up(15) | pred=Stair-up(15) |  ✓ | ent=1.12 | top=15:0.76, 13:0.05
[2026-05-08 19:12:32]   [821/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.73 | top=0:0.85, 1:0.04
[2026-05-08 19:13:39]   [829/41505] | true=Walk(11) | pred=Walk(11) |  ✓ | ent=1.10 | top=11:0.78, 12:0.05
[2026-05-08 19:14:27]   [833/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.13 | top=5:0.98, 0:0.00
[2026-05-08 19:14:34]   [834/41505] | true=Run(14) | pred=Run(14) |  ✓ | ent=0.55 | top=14:0.83, 8:0.15
[2026-05-08 19:15:07]   [837/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.44 | top=0:0.92, 1:0.03
[2026-05-08 19:16:23]   [845/41505] | true=Table-tennis(17) | pred=Table-tennis(17) |  ✓ | ent=1.21 | top=17:0.70, 13:0.08
[2026-05-08 19:16:39]   [847/41505] | true=Talk-stand(3) | pred=Talk-stand(3) |  ✓ | ent=0.85 | top=3:0.84, 0:0.02
[2026-05-08 19:17:04]   [850/41505] | true=Talk-sit(2) | pred=Talk-sit(2) |  ✓ | ent=0.82 | top=2:0.83, 1:0.09
[2026-05-08 19:17:52]   [855/41505] | true=Run(14) | pred=Run(14) |  ✓ | ent=0.27 | top=14:0.95, 8:0.02
[2026-05-08 19:18:22]   [858/41505] | true=Run(14) | pred=Run(14) |  ✓ | ent=0.83 | top=14:0.83, 11:0.05
[2026-05-08 19:19:00]   [861/41505] | true=Sit(1) | pred=Sit(1) |  ✓ | ent=0.98 | top=1:0.79, 0:0.05
[2026-05-08 19:19:16]   [862/41505] | true=Stand-sit(4) | pred=Stand-sit(4) |  ✓ | ent=1.68 | top=4:0.55, 10:0.18
[2026-05-08 19:19:32]   [864/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.67 | top=0:0.87, 1:0.03
[2026-05-08 19:21:08]   [873/41505] | true=Talk-stand(3) | pred=Talk-stand(3) |  ✓ | ent=0.98 | top=3:0.80, 2:0.05
[2026-05-08 19:22:17]   [879/41505] | true=Walk(11) | pred=Walk(11) |  ✓ | ent=1.78 | top=11:0.55, 12:0.12
[2026-05-08 19:22:30]   [881/41505] | true=Stand-sit(4) | pred=Stand-sit(4) |  ✓ | ent=0.83 | top=4:0.85, 6:0.03
[2026-05-08 19:22:48]   [883/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.70 | top=0:0.88, 1:0.02
[2026-05-08 19:23:33]   [887/41505] | true=Stand-sit(4) | pred=Stand-sit(4) |  ✓ | ent=1.25 | top=4:0.72, 7:0.06
[2026-05-08 19:24:46]   [895/41505] | true=Run(14) | pred=Run(14) |  ✓ | ent=0.62 | top=14:0.85, 8:0.05
[2026-05-08 19:24:54]   [896/41505] | true=Jump(8) | pred=Jump(8) |  ✓ | ent=0.52 | top=8:0.85, 14:0.12
[2026-05-08 19:25:09]   [898/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.26 | top=0:0.96, 1:0.01
[2026-05-08 19:25:43]   [901/41505] | true=Run(14) | pred=Run(14) |  ✓ | ent=0.52 | top=14:0.85, 17:0.10
[2026-05-08 19:26:03]   [903/41505] | true=Stair-down(16) | pred=Stair-down(16) |  ✓ | ent=0.43 | top=16:0.90, 11:0.05
[2026-05-08 19:27:20]   [911/41505] | true=Talk-sit(2) | pred=Talk-sit(2) |  ✓ | ent=1.14 | top=2:0.77, 1:0.05
[2026-05-08 19:27:27]   [912/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.29 | top=0:0.95, 1:0.01
[2026-05-08 19:27:33]   [913/41505] | true=Run(14) | pred=Run(14) |  ✓ | ent=-0.00 | top=14:1.00, 0:0.00
[2026-05-08 19:27:46]   [915/41505] | true=Table-tennis(17) | pred=Table-tennis(17) |  ✓ | ent=0.61 | top=17:0.80, 16:0.15
[2026-05-08 19:27:59]   [916/41505] | true=Pick(7) | pred=Pick(7) |  ✓ | ent=2.16 | top=7:0.42, 10:0.12
[2026-05-08 19:28:21]   [919/41505] | true=Table-tennis(17) | pred=Table-tennis(17) |  ✓ | ent=0.85 | top=17:0.81, 11:0.05
[2026-05-08 19:29:28]   [927/41505] | true=Jump(8) | pred=Jump(8) |  ✓ | ent=0.35 | top=8:0.92, 14:0.06
[2026-05-08 19:29:41]   [928/41505] | true=Lay-stand(6) | pred=Lay-stand(6) |  ✓ | ent=2.02 | top=6:0.35, 5:0.29
[2026-05-08 19:29:50]   [929/41505] | true=Sit(1) | pred=Sit(1) |  ✓ | ent=1.10 | top=1:0.72, 0:0.14
[2026-05-08 19:29:57]   [930/41505] | true=Lay-stand(6) | pred=Lay-stand(6) |  ✓ | ent=1.43 | top=6:0.69, 4:0.05
[2026-05-08 19:30:07]   [931/41505] | true=Pick(7) | pred=Pick(7) |  ✓ | ent=1.53 | top=7:0.45, 9:0.30
[2026-05-08 19:31:57]   [941/41505] | true=Stair-down(16) | pred=Stair-down(16) |  ✓ | ent=2.46 | top=16:0.25, 11:0.15
[2026-05-08 19:32:07]   [942/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.80 | top=0:0.85, 1:0.05
[2026-05-08 19:32:14]   [943/41505] | true=Run(14) | pred=Run(14) |  ✓ | ent=0.13 | top=14:0.98, 0:0.00
[2026-05-08 19:32:50]   [947/41505] | true=Lay-stand(6) | pred=Lay-stand(6) |  ✓ | ent=1.32 | top=6:0.72, 4:0.05
[2026-05-08 19:33:16]   [950/41505] | true=Stand-sit(4) | pred=Stand-sit(4) |  ✓ | ent=0.72 | top=4:0.76, 10:0.14
[2026-05-08 19:33:36]   [953/41505] | true=Run(14) | pred=Run(14) |  ✓ | ent=0.15 | top=14:0.97, 8:0.02
[2026-05-08 19:33:56]   [955/41505] | true=Lay-stand(6) | pred=Lay-stand(6) |  ✓ | ent=1.67 | top=6:0.57, 5:0.16
[2026-05-08 19:34:11]   [956/41505] | true=Stair-down(16) | pred=Stair-down(16) |  ✓ | ent=2.06 | top=16:0.41, 11:0.20
[2026-05-08 19:34:21]   [957/41505] | true=Walk(11) | pred=Walk(11) |  ✓ | ent=1.24 | top=11:0.75, 12:0.04
[2026-05-08 19:34:36]   [959/41505] | true=Walk(11) | pred=Walk(11) |  ✓ | ent=1.18 | top=11:0.72, 12:0.08
[2026-05-08 19:34:42]   [960/41505] | true=Stair-up(15) | pred=Stair-up(15) |  ✓ | ent=0.94 | top=15:0.78, 11:0.05
[2026-05-08 19:34:48]   [961/41505] | true=Lay-stand(6) | pred=Lay-stand(6) |  ✓ | ent=1.43 | top=6:0.69, 5:0.05
[2026-05-08 19:36:27]   [971/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.74 | top=5:0.87, 0:0.02
[2026-05-08 19:37:46]   [979/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.06 | top=5:0.99, 6:0.01
[2026-05-08 19:38:11]   [981/41505] | true=Push-up(9) | pred=Push-up(9) |  ✓ | ent=1.28 | top=9:0.74, 7:0.03
[2026-05-08 19:38:48]   [985/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.77 | top=0:0.82, 2:0.08
[2026-05-08 19:38:55]   [986/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.92 | top=5:0.83, 0:0.01
[2026-05-08 19:39:22]   [989/41505] | true=Talk-stand(3) | pred=Talk-stand(3) |  ✓ | ent=2.08 | top=3:0.42, 7:0.10
[2026-05-08 19:40:26]   [996/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.99 | top=0:0.77, 2:0.08
[2026-05-08 19:41:05]   [1001/41505] | true=Table-tennis(17) | pred=Table-tennis(17) |  ✓ | ent=0.46 | top=17:0.90, 16:0.05
[2026-05-08 19:41:30]   [1003/41505] | true=Lay-stand(6) | pred=Lay-stand(6) |  ✓ | ent=1.63 | top=6:0.60, 5:0.08
[2026-05-08 19:42:14]   [1008/41505] | true=Talk-stand(3) | pred=Talk-stand(3) |  ✓ | ent=0.92 | top=3:0.82, 2:0.03
[2026-05-08 19:42:31]   [1010/41505] | true=Walk-circle(13) | pred=Walk-circle(13) |  ✓ | ent=1.87 | top=13:0.50, 12:0.12
[2026-05-08 19:42:56]   [1013/41505] | true=Table-tennis(17) | pred=Table-tennis(17) |  ✓ | ent=-0.00 | top=17:1.00, 0:0.00
[2026-05-08 19:43:36]   [1016/41505] | true=Push-up(9) | pred=Push-up(9) |  ✓ | ent=0.20 | top=9:0.97, 17:0.01
[2026-05-08 19:43:51]   [1018/41505] | true=Push-up(9) | pred=Push-up(9) |  ✓ | ent=0.32 | top=9:0.95, 7:0.01
[2026-05-08 19:44:01]   [1019/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.78 | top=5:0.86, 2:0.03
[2026-05-08 19:44:40]   [1024/41505] | true=Lay-stand(6) | pred=Lay-stand(6) |  ✓ | ent=1.18 | top=6:0.75, 5:0.05
[2026-05-08 19:44:57]   [1027/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=1.01 | top=5:0.81, 2:0.03
[2026-05-08 19:46:01]   [1034/41505] | true=Stair-down(16) | pred=Stair-down(16) |  ✓ | ent=1.27 | top=16:0.65, 17:0.11
[2026-05-08 19:46:12]   [1035/41505] | true=Jump(8) | pred=Jump(8) |  ✓ | ent=0.45 | top=8:0.91, 14:0.06
[2026-05-08 19:46:39]   [1038/41505] | true=Lay-stand(6) | pred=Lay-stand(6) |  ✓ | ent=1.03 | top=6:0.78, 5:0.05
[2026-05-08 19:46:46]   [1039/41505] | true=Walk(11) | pred=Walk(11) |  ✓ | ent=0.35 | top=11:0.94, 12:0.02
[2026-05-08 19:47:03]   [1041/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.13 | top=5:0.98, 0:0.00
[2026-05-08 19:47:16]   [1043/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.86 | top=0:0.84, 1:0.04
[2026-05-08 19:47:51]   [1048/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.97 | top=0:0.80, 2:0.06
[2026-05-08 19:47:59]   [1049/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.72 | top=5:0.86, 2:0.03
[2026-05-08 19:48:12]   [1050/41505] | true=Talk-stand(3) | pred=Talk-stand(3) |  ✓ | ent=2.02 | top=3:0.45, 7:0.15
[2026-05-08 19:48:22]   [1051/41505] | true=Sit(1) | pred=Sit(1) |  ✓ | ent=0.77 | top=1:0.80, 0:0.12
[2026-05-08 19:48:39]   [1053/41505] | true=Jump(8) | pred=Jump(8) |  ✓ | ent=0.28 | top=8:0.96, 7:0.00
[2026-05-08 19:49:08]   [1056/41505] | true=Run(14) | pred=Run(14) |  ✓ | ent=0.25 | top=14:0.94, 8:0.04
[2026-05-08 19:49:20]   [1057/41505] | true=Run(14) | pred=Run(14) |  ✓ | ent=1.07 | top=14:0.71, 8:0.15
[2026-05-08 19:50:25]   [1065/41505] | true=Sit-up(10) | pred=Sit-up(10) |  ✓ | ent=1.05 | top=10:0.75, 6:0.11
[2026-05-08 19:51:19]   [1071/41505] | true=Talk-stand(3) | pred=Talk-stand(3) |  ✓ | ent=1.53 | top=3:0.67, 2:0.05
[2026-05-08 19:51:31]   [1073/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.66 | top=0:0.88, 1:0.02
[2026-05-08 19:51:39]   [1074/41505] | true=Talk-stand(3) | pred=Talk-stand(3) |  ✓ | ent=0.99 | top=3:0.82, 0:0.02
[2026-05-08 19:52:15]   [1077/41505] | true=Table-tennis(17) | pred=Table-tennis(17) |  ✓ | ent=1.33 | top=17:0.66, 16:0.10
[2026-05-08 19:52:55]   [1080/41505] | true=Lay-stand(6) | pred=Lay-stand(6) |  ✓ | ent=1.69 | top=6:0.55, 10:0.15
[2026-05-08 19:53:11]   [1082/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.40 | top=5:0.93, 1:0.02
[2026-05-08 19:54:09]   [1088/41505] | true=Lay-stand(6) | pred=Lay-stand(6) |  ✓ | ent=1.41 | top=6:0.66, 3:0.12
[2026-05-08 19:54:26]   [1090/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.21 | top=0:0.96, 1:0.02
[2026-05-08 19:54:37]   [1091/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.63 | top=0:0.89, 1:0.02
[2026-05-08 19:55:09]   [1094/41505] | true=Walk(11) | pred=Walk(11) |  ✓ | ent=1.41 | top=11:0.70, 12:0.05
[2026-05-08 19:55:22]   [1095/41505] | true=Talk-stand(3) | pred=Talk-stand(3) |  ✓ | ent=1.26 | top=3:0.70, 0:0.08
[2026-05-08 19:56:29]   [1102/41505] | true=Lay-stand(6) | pred=Lay-stand(6) |  ✓ | ent=1.14 | top=6:0.76, 5:0.05
[2026-05-08 19:56:37]   [1103/41505] | true=Talk-stand(3) | pred=Talk-stand(3) |  ✓ | ent=0.77 | top=3:0.86, 17:0.02
[2026-05-08 19:56:54]   [1105/41505] | true=Talk-stand(3) | pred=Talk-stand(3) |  ✓ | ent=1.15 | top=3:0.78, 2:0.03
[2026-05-08 19:57:32]   [1108/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.42 | top=0:0.92, 2:0.03
[2026-05-08 19:58:18]   [1112/41505] | true=Walk(11) | pred=Walk(11) |  ✓ | ent=0.81 | top=11:0.85, 12:0.02
[2026-05-08 19:58:32]   [1114/41505] | true=Lay-stand(6) | pred=Lay-stand(6) |  ✓ | ent=1.70 | top=6:0.55, 5:0.15
[2026-05-08 20:00:00]   [1125/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.30 | top=5:0.95, 17:0.01
[2026-05-08 20:00:17]   [1127/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.89 | top=5:0.84, 0:0.01
[2026-05-08 20:00:46]   [1130/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.89 | top=5:0.84, 0:0.01
[2026-05-08 20:00:58]   [1131/41505] | true=Run(14) | pred=Run(14) |  ✓ | ent=0.20 | top=14:0.95, 8:0.05
[2026-05-08 20:01:43]   [1135/41505] | true=Talk-sit(2) | pred=Talk-sit(2) |  ✓ | ent=1.83 | top=2:0.52, 0:0.12
[2026-05-08 20:01:59]   [1136/41505] | true=Pick(7) | pred=Pick(7) |  ✓ | ent=1.01 | top=7:0.70, 10:0.20
[2026-05-08 20:02:15]   [1138/41505] | true=Talk-sit(2) | pred=Talk-sit(2) |  ✓ | ent=1.32 | top=2:0.71, 1:0.09
[2026-05-08 20:02:44]   [1141/41505] | true=Table-tennis(17) | pred=Table-tennis(17) |  ✓ | ent=1.72 | top=17:0.55, 16:0.15
[2026-05-08 20:02:51]   [1142/41505] | true=Stair-down(16) | pred=Stair-down(16) |  ✓ | ent=0.71 | top=16:0.85, 11:0.05
[2026-05-08 20:03:02]   [1143/41505] | true=Run(14) | pred=Run(14) |  ✓ | ent=0.39 | top=14:0.93, 8:0.04
[2026-05-08 20:03:12]   [1144/41505] | true=Stair-up(15) | pred=Stair-up(15) |  ✓ | ent=1.42 | top=15:0.55, 11:0.15
[2026-05-08 20:03:25]   [1146/41505] | true=Stair-down(16) | pred=Stair-down(16) |  ✓ | ent=1.51 | top=16:0.63, 11:0.08
[2026-05-08 20:03:32]   [1147/41505] | true=Stand-sit(4) | pred=Stand-sit(4) |  ✓ | ent=1.13 | top=4:0.78, 6:0.05
[2026-05-08 20:04:03]   [1150/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.21 | top=0:0.97, 1:0.01
[2026-05-08 20:04:12]   [1151/41505] | true=Stand-sit(4) | pred=Stand-sit(4) |  ✓ | ent=1.32 | top=4:0.71, 6:0.09
[2026-05-08 20:04:47]   [1154/41505] | true=Stand-sit(4) | pred=Stand-sit(4) |  ✓ | ent=1.03 | top=4:0.78, 7:0.05
[2026-05-08 20:04:59]   [1155/41505] | true=Jump(8) | pred=Jump(8) |  ✓ | ent=0.38 | top=8:0.92, 14:0.04
[2026-05-08 20:05:16]   [1157/41505] | true=Run(14) | pred=Run(14) |  ✓ | ent=1.39 | top=14:0.66, 8:0.15
[2026-05-08 20:05:37]   [1159/41505] | true=Lay-stand(6) | pred=Lay-stand(6) |  ✓ | ent=2.00 | top=6:0.45, 7:0.12
[2026-05-08 20:06:24]   [1164/41505] | true=Talk-stand(3) | pred=Talk-stand(3) |  ✓ | ent=1.17 | top=3:0.74, 2:0.08
[2026-05-08 20:06:31]   [1165/41505] | true=Walk(11) | pred=Walk(11) |  ✓ | ent=0.39 | top=11:0.93, 12:0.03
