[2026-05-11 11:04:17] Class 12 (Walk-backwards) 软标签生成开始
[2026-05-11 11:04:17]   QUICK=False LIMIT=50
[2026-05-11 11:04:17]   温度=0.8 (from api_config)
[2026-05-11 11:04:17]   本类: 986窗口 (仅加载本类, 内存友好)
[2026-05-11 11:04:17]   实际生成: 986 窗口
[2026-05-11 11:04:50] #0001/00986 | true=Walk-backwards(12) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 18:45:40] #0707/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.811 | conf=0.800 | gap=0.750
[2026-05-11 18:46:14] #0708/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 18:46:57] #0709/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 18:47:40] #0710/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-11 18:48:16] #0711/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.687 | conf=0.750 | gap=0.550
[2026-05-11 18:48:57] #0712/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=1.035 | conf=0.650 | gap=0.450
[2026-05-11 18:50:22] #0713/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 18:51:05] #0714/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.905 | conf=0.700 | gap=0.500
[2026-05-11 18:51:43] #0715/00986 | true=Walk-backwards(12) | pred=Table-tennis(17) | ✗ | ent=0.960 | conf=0.650 | gap=0.400
[2026-05-11 18:52:27] #0716/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=1.148 | conf=0.700 | gap=0.650
[2026-05-11 18:52:55] #0717/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=0.526 | conf=0.880 | gap=0.840
[2026-05-11 18:53:28] #0718/00986 | true=Walk-backwards(12) | pred=Lay-stand(6) | ✗ | ent=1.089 | conf=0.550 | gap=0.270
[2026-05-11 18:54:01] #0719/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=1.010 | conf=0.700 | gap=0.600
[2026-05-11 18:54:51] #0720/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=1.036 | conf=0.700 | gap=0.550
[2026-05-11 18:54:51]   [720/986] acc=138/720=19.2% filtered=51/720
[2026-05-11 18:55:22] #0721/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.984 | conf=0.700 | gap=0.550
[2026-05-11 18:56:07] #0722/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=1.446 | conf=0.500 | gap=0.350
[2026-05-11 18:56:37] #0723/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=1.591 | conf=0.450 | gap=0.250
[2026-05-11 18:57:03] #0724/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=1.010 | conf=0.700 | gap=0.600
[2026-05-11 18:57:37] #0725/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=1.400 | conf=0.550 | gap=0.350
[2026-05-11 18:58:15] #0726/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-11 18:58:52] #0727/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=1.259 | conf=0.650 | gap=0.550
[2026-05-11 18:59:29] #0728/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=1.010 | conf=0.700 | gap=0.600
[2026-05-11 18:59:44] #0729/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.611 | conf=0.700 | gap=0.400
[2026-05-11 19:00:17] #0730/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:00:51] #0731/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=0.735 | conf=0.820 | gap=0.760
[2026-05-11 19:01:24] #0732/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.639 | conf=0.800 | gap=0.700
[2026-05-11 19:01:54] #0733/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=1.027 | conf=0.740 | gap=0.670
[2026-05-11 19:02:32] #0734/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.799 | conf=0.700 | gap=0.450
[2026-05-11 19:03:05] #0735/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 19:03:50] #0736/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=0.940 | conf=0.700 | gap=0.600
[2026-05-11 19:04:17] #0737/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-11 19:04:48] #0738/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=1.094 | conf=0.650 | gap=0.500
[2026-05-11 19:05:26] #0739/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=0.982 | conf=0.650 | gap=0.450
[2026-05-11 19:06:23] #0740/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 19:06:23]   [740/986] acc=144/740=19.5% filtered=69/740
[2026-05-11 19:06:59] #0741/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=1.094 | conf=0.650 | gap=0.500
[2026-05-11 19:07:52] #0742/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.954 | conf=0.750 | gap=0.670
[2026-05-11 19:08:42] #0743/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=1.261 | conf=0.550 | gap=0.350
[2026-05-11 19:09:09] #0744/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.811 | conf=0.800 | gap=0.750
[2026-05-11 19:09:44] #0745/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 19:10:23] #0746/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=1.483 | conf=0.400 | gap=0.050
[2026-05-11 19:10:43] #0747/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=1.290 | conf=0.500 | gap=0.300
[2026-05-11 19:11:18] #0748/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.526 | conf=0.850 | gap=0.770
[2026-05-11 19:11:51] #0749/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 19:12:36] #0750/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=1.442 | conf=0.500 | gap=0.250
[2026-05-11 19:12:52] #0751/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=1.470 | conf=0.350 | gap=0.100
[2026-05-11 19:13:35] #0752/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.919 | conf=0.700 | gap=0.500
[2026-05-11 19:14:35] #0753/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.336 | conf=0.895 | gap=0.789
[2026-05-11 19:15:08] #0754/00986 | true=Walk-backwards(12) | pred=Pick(7) | ✗ | ent=0.481 | conf=0.885 | gap=0.844
[2026-05-11 19:15:43] #0755/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-11 19:16:08] #0756/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:16:42] #0757/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-11 19:17:13] #0758/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 19:17:46] #0759/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=0.526 | conf=0.880 | gap=0.840
[2026-05-11 19:18:23] #0760/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=1.228 | conf=0.600 | gap=0.400
[2026-05-11 19:18:23]   [760/986] acc=149/760=19.6% filtered=85/760
[2026-05-11 19:18:57] #0761/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 19:19:35] #0762/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=1.808 | conf=0.300 | gap=0.100
[2026-05-11 19:20:07] #0763/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=1.025 | conf=0.650 | gap=0.500
[2026-05-11 19:20:36] #0764/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.811 | conf=0.800 | gap=0.750
[2026-05-11 19:21:13] #0765/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 19:21:46] #0766/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.876 | conf=0.750 | gap=0.650
[2026-05-11 19:22:14] #0767/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:22:41] #0768/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.610 | conf=0.842 | gap=0.789
[2026-05-11 19:23:23] #0769/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=1.414 | conf=0.400 | gap=0.050
[2026-05-11 19:24:00] #0770/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.417 | conf=0.920 | gap=0.900
[2026-05-11 19:24:22] #0771/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:25:15] #0772/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.826 | conf=0.750 | gap=0.650
[2026-05-11 19:25:48] #0773/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=1.483 | conf=0.400 | gap=0.050
[2026-05-11 19:26:33] #0774/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.792 | conf=0.800 | gap=0.720
[2026-05-11 19:27:13] #0775/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=0.956 | conf=0.750 | gap=0.680
[2026-05-11 19:27:52] #0776/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.981 | conf=0.700 | gap=0.550
[2026-05-11 19:28:26] #0777/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 19:29:00] #0778/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:29:41] #0779/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 19:30:12] #0780/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.232 | conf=0.950 | gap=0.920
[2026-05-11 19:30:12]   [780/986] acc=154/780=19.7% filtered=102/780
[2026-05-11 19:30:37] #0781/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:31:28] #0782/00986 | true=Walk-backwards(12) | pred=Walk-circle(13) | ✗ | ent=1.496 | conf=0.350 | gap=0.100
[2026-05-11 19:32:08] #0783/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=1.259 | conf=0.650 | gap=0.550
[2026-05-11 19:33:04] #0784/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:33:47] #0785/00986 | true=Walk-backwards(12) | pred=Run(14) | ✗ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 19:34:30] #0786/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=1.426 | conf=0.450 | gap=0.250
[2026-05-11 19:35:00] #0787/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=0.916 | conf=0.720 | gap=0.600
[2026-05-11 19:35:29] #0788/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 19:36:43] #0789/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=1.345 | conf=0.550 | gap=0.350
[2026-05-11 19:37:38] #0790/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:38:09] #0791/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.224 | conf=0.950 | gap=0.910
[2026-05-11 19:38:39] #0792/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.731 | conf=0.750 | gap=0.600
[2026-05-11 19:39:14] #0793/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.905 | conf=0.780 | gap=0.720
[2026-05-11 19:39:53] #0794/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 19:40:21] #0795/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.232 | conf=0.950 | gap=0.920
[2026-05-11 19:41:03] #0796/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 19:41:34] #0797/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:42:11] #0798/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.731 | conf=0.750 | gap=0.600
[2026-05-11 19:42:46] #0799/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 19:43:24] #0800/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=1.148 | conf=0.700 | gap=0.650
[2026-05-11 19:43:24]   [800/986] acc=158/800=19.8% filtered=120/800
[2026-05-11 19:44:02] #0801/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=0.404 | conf=0.920 | gap=0.900
[2026-05-11 19:44:26] #0802/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=1.340 | conf=0.600 | gap=0.450
[2026-05-11 19:44:57] #0803/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=0.968 | conf=0.720 | gap=0.620
[2026-05-11 19:45:24] #0804/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=0.477 | conf=0.880 | gap=0.820
[2026-05-11 19:45:56] #0805/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=1.400 | conf=0.550 | gap=0.350
[2026-05-11 19:46:33] #0806/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.731 | conf=0.750 | gap=0.600
[2026-05-11 19:47:09] #0807/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=1.443 | conf=0.550 | gap=0.400
[2026-05-11 19:47:56] #0808/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=1.760 | conf=0.350 | gap=0.150
[2026-05-11 19:48:34] #0809/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 19:49:15] #0810/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=0.929 | conf=0.750 | gap=0.650
[2026-05-11 19:49:36] #0811/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.758 | conf=0.800 | gap=0.720
[2026-05-11 19:49:52] #0812/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=1.554 | conf=0.400 | gap=0.150
[2026-05-11 19:50:19] #0813/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:50:35] #0814/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=1.142 | conf=0.500 | gap=0.200
[2026-05-11 19:51:04] #0815/00986 | true=Walk-backwards(12) | pred=Pick(7) | ✗ | ent=0.206 | conf=0.947 | gap=0.895
[2026-05-11 19:51:45] #0816/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=1.557 | conf=0.400 | gap=0.100
[2026-05-11 19:52:09] #0817/00986 | true=Walk-backwards(12) | pred=Pick(7) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 19:52:57] #0818/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=0.667 | conf=0.820 | gap=0.720
[2026-05-11 19:53:40] #0819/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=1.010 | conf=0.700 | gap=0.600
[2026-05-11 19:54:19] #0820/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 19:54:19]   [820/986] acc=163/820=19.9% filtered=136/820
[2026-05-11 19:54:45] #0821/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-11 19:55:07] #0822/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=1.144 | conf=0.500 | gap=0.150
[2026-05-11 19:55:24] #0823/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=1.360 | conf=0.520 | gap=0.300
[2026-05-11 19:56:16] #0824/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 19:56:47] #0825/00986 | true=Walk-backwards(12) | pred=Pick(7) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:57:29] #0826/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-11 20:00:17] #0827/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=1.443 | conf=0.550 | gap=0.400
[2026-05-11 20:00:46] #0828/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=1.047 | conf=0.650 | gap=0.470
[2026-05-11 20:01:37] #0829/00986 | true=Walk-backwards(12) | pred=Pick(7) | ✗ | ent=0.206 | conf=0.947 | gap=0.895
[2026-05-11 20:02:10] #0830/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=0.404 | conf=0.920 | gap=0.900
[2026-05-11 20:02:38] #0831/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 20:03:13] #0832/00986 | true=Walk-backwards(12) | pred=Pick(7) | ✗ | ent=0.950 | conf=0.600 | gap=0.400
[2026-05-11 20:03:49] #0833/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=0.811 | conf=0.800 | gap=0.750
[2026-05-11 20:04:17] #0834/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 20:05:02] #0835/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.904 | conf=0.750 | gap=0.670
[2026-05-11 20:05:45] #0836/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 20:06:24] #0837/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.842 | conf=0.800 | gap=0.750
[2026-05-11 20:06:39] #0838/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=1.235 | conf=0.550 | gap=0.350
[2026-05-11 20:07:11] #0839/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 20:07:47] #0840/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 20:07:47]   [840/986] acc=168/840=20.0% filtered=155/840
[2026-05-11 20:08:16] #0841/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=0.568 | conf=0.850 | gap=0.770
[2026-05-11 20:08:50] #0842/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=0.540 | conf=0.880 | gap=0.840
[2026-05-11 20:09:19] #0843/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-11 20:09:47] #0844/00986 | true=Walk-backwards(12) | pred=Pick(7) | ✗ | ent=1.017 | conf=0.700 | gap=0.550
[2026-05-11 20:10:15] #0845/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=0.472 | conf=0.900 | gap=0.860
[2026-05-11 20:10:46] #0846/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=0.574 | conf=0.850 | gap=0.770
[2026-05-11 20:11:29] #0847/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-11 20:11:59] #0848/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=0.265 | conf=0.950 | gap=0.930
[2026-05-11 20:12:31] #0849/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.984 | conf=0.700 | gap=0.550
[2026-05-11 20:13:15] #0850/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=1.360 | conf=0.450 | gap=0.100
[2026-05-11 20:13:47] #0851/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=1.443 | conf=0.550 | gap=0.400
[2026-05-11 20:14:24] #0852/00986 | true=Walk-backwards(12) | pred=Pick(7) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 20:15:08] #0853/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 20:15:53] #0854/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.819 | conf=0.700 | gap=0.550
[2026-05-11 20:16:43] #0855/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=1.561 | conf=0.300 | gap=0.050
[2026-05-11 20:17:12] #0856/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=0.598 | conf=0.850 | gap=0.780
[2026-05-11 20:18:21] #0857/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.802 | conf=0.700 | gap=0.500
[2026-05-11 20:19:04] #0858/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.905 | conf=0.700 | gap=0.500
[2026-05-11 20:19:32] #0859/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-11 20:20:13] #0860/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.731 | conf=0.750 | gap=0.600
[2026-05-11 20:20:13]   [860/986] acc=174/860=20.2% filtered=173/860
[2026-05-11 20:20:51] #0861/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=1.010 | conf=0.700 | gap=0.600
[2026-05-11 20:21:31] #0862/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=0.825 | conf=0.650 | gap=0.350
[2026-05-11 20:22:09] #0863/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 20:23:02] #0864/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=1.722 | conf=0.400 | gap=0.250
[2026-05-11 20:23:34] #0865/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 20:24:27] #0866/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=1.442 | conf=0.450 | gap=0.150
[2026-05-11 20:25:02] #0867/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 20:25:37] #0868/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=0.675 | conf=0.820 | gap=0.740
[2026-05-11 20:26:13] #0869/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 20:26:44] #0870/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 20:27:16] #0871/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 20:28:01] #0872/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=1.190 | conf=0.650 | gap=0.550
[2026-05-11 20:28:35] #0873/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.998 | conf=0.750 | gap=0.700
[2026-05-11 20:29:17] #0874/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=1.099 | conf=0.650 | gap=0.450
[2026-05-11 20:29:52] #0875/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.273 | conf=0.950 | gap=0.925
[2026-05-11 20:30:23] #0876/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.785 | conf=0.820 | gap=0.770
[2026-05-11 20:30:56] #0877/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.562 | conf=0.750 | gap=0.500
[2026-05-11 20:31:21] #0878/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 20:31:52] #0879/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.232 | conf=0.950 | gap=0.920
[2026-05-11 20:32:23] #0880/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.979 | conf=0.750 | gap=0.670
[2026-05-11 20:32:23]   [880/986] acc=176/880=20.0% filtered=191/880
[2026-05-11 20:33:07] #0881/00986 | true=Walk-backwards(12) | pred=Pick(7) | ✗ | ent=0.265 | conf=0.950 | gap=0.930
[2026-05-11 20:33:52] #0882/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=1.400 | conf=0.450 | gap=0.250
[2026-05-11 20:34:19] #0883/00986 | true=Walk-backwards(12) | pred=Lay-stand(6) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 20:34:56] #0884/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 20:36:05] #0885/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=1.032 | conf=0.750 | gap=0.700
