[2026-05-11 23:15:03] MotionSense class 5 (walking) T=0.8
[2026-05-11 23:15:03]   3743 windows
[2026-05-11 23:15:14] #0001/03743 | true=walking | pred=walking | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 00:21:39] #0227/03743 | true=walking | pred=upstairs | ✗ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 00:22:02] #0228/03743 | true=walking | pred=jogging | ✗ | ent=1.074 conf=0.600 gap=0.320
[2026-05-12 00:22:21] #0229/03743 | true=walking | pred=upstairs | ✗ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 00:22:36] #0230/03743 | true=walking | pred=walking | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 00:23:13] #0231/03743 | true=walking | pred=upstairs | ✗ | ent=0.461 conf=0.900 gap=0.850
[2026-05-12 00:23:35] #0232/03743 | true=walking | pred=walking | ✓ | ent=0.857 conf=0.650 gap=0.400
[2026-05-12 00:23:53] #0233/03743 | true=walking | pred=walking | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 00:24:19] #0234/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 00:24:40] #0235/03743 | true=walking | pred=upstairs | ✗ | ent=0.802 conf=0.700 gap=0.500
[2026-05-12 00:25:10] #0236/03743 | true=walking | pred=upstairs | ✗ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 00:25:23] #0237/03743 | true=walking | pred=walking | ✓ | ent=0.826 conf=0.770 gap=0.650
[2026-05-12 00:25:33] #0238/03743 | true=walking | pred=walking | ✓ | ent=1.081 conf=0.400 gap=0.050
[2026-05-12 00:25:45] #0239/03743 | true=walking | pred=walking | ✓ | ent=1.033 conf=0.600 gap=0.350
[2026-05-12 00:25:59] #0240/03743 | true=walking | pred=walking | ✓ | ent=0.856 conf=0.500 gap=0.050
[2026-05-12 00:25:59]   [240/3743] acc=75% filt=204
[2026-05-12 00:26:11] #0241/03743 | true=walking | pred=walking | ✓ | ent=1.094 conf=0.500 gap=0.150
[2026-05-12 00:26:14] #0242/03743 | true=walking | pred=walking | ✓ | ent=0.950 conf=0.600 gap=0.400
[2026-05-12 00:26:23] #0243/03743 | true=walking | pred=walking | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 00:26:55] #0244/03743 | true=walking | pred=upstairs | ✗ | ent=1.373 conf=0.500 gap=0.250
[2026-05-12 00:27:02] #0245/03743 | true=walking | pred=upstairs | ✗ | ent=0.936 conf=0.720 gap=0.600
[2026-05-12 00:27:08] #0246/03743 | true=walking | pred=jogging | ✗ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 00:27:44] #0247/03743 | true=walking | pred=upstairs | ✗ | ent=1.347 conf=0.550 gap=0.400
[2026-05-12 00:27:47] #0248/03743 | true=walking | pred=walking | ✓ | ent=0.688 conf=0.550 gap=0.100
[2026-05-12 00:28:02] #0249/03743 | true=walking | pred=walking | ✓ | ent=1.128 conf=0.650 gap=0.500
[2026-05-12 00:28:29] #0250/03743 | true=walking | pred=walking | ✓ | ent=0.559 conf=0.830 gap=0.710
[2026-05-12 00:28:41] #0251/03743 | true=walking | pred=walking | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 00:28:52] #0252/03743 | true=walking | pred=walking | ✓ | ent=1.006 conf=0.710 gap=0.590
[2026-05-12 00:28:58] #0253/03743 | true=walking | pred=upstairs | ✗ | ent=0.997 conf=0.550 gap=0.300
[2026-05-12 00:29:01] #0254/03743 | true=walking | pred=walking | ✓ | ent=0.898 conf=0.600 gap=0.300
[2026-05-12 00:30:45] #0255/03743 | true=walking | pred=walking | ✓ | ent=0.839 conf=0.750 gap=0.600
[2026-05-12 00:30:51] #0256/03743 | true=walking | pred=walking | ✓ | ent=0.926 conf=0.730 gap=0.580
[2026-05-12 00:31:07] #0257/03743 | true=walking | pred=walking | ✓ | ent=0.731 conf=0.750 gap=0.600
[2026-05-12 00:31:29] #0258/03743 | true=walking | pred=walking | ✓ | ent=1.206 conf=0.400 gap=0.050
[2026-05-12 00:31:41] #0259/03743 | true=walking | pred=walking | ✓ | ent=1.238 conf=0.430 gap=0.030
[2026-05-12 00:32:12] #0260/03743 | true=walking | pred=walking | ✓ | ent=1.263 conf=0.480 gap=0.230
[2026-05-12 00:32:12]   [260/3743] acc=75% filt=220
[2026-05-12 00:32:15] #0261/03743 | true=walking | pred=walking | ✓ | ent=0.813 conf=0.760 gap=0.610
[2026-05-12 00:32:25] #0262/03743 | true=walking | pred=walking | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 00:33:16] #0263/03743 | true=walking | pred=walking | ✓ | ent=1.033 conf=0.600 gap=0.350
[2026-05-12 00:33:28] #0264/03743 | true=walking | pred=walking | ✓ | ent=1.142 conf=0.500 gap=0.200
[2026-05-12 00:33:40] #0265/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 00:34:13] #0266/03743 | true=walking | pred=jogging | ✗ | ent=0.894 conf=0.700 gap=0.550
[2026-05-12 00:34:26] #0267/03743 | true=walking | pred=walking | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 00:35:23] #0268/03743 | true=walking | pred=walking | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 00:35:26] #0269/03743 | true=walking | pred=walking | ✓ | ent=1.208 conf=0.500 gap=0.250
[2026-05-12 00:35:36] #0270/03743 | true=walking | pred=walking | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-12 00:37:38] #0271/03743 | true=walking | pred=upstairs | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 00:37:41] #0272/03743 | true=walking | pred=walking | ✓ | ent=0.967 conf=0.700 gap=0.550
[2026-05-12 00:37:43] #0273/03743 | true=walking | pred=walking | ✓ | ent=1.110 conf=0.550 gap=0.300
[2026-05-12 00:38:36] #0274/03743 | true=walking | pred=walking | ✓ | ent=0.999 conf=0.650 gap=0.500
[2026-05-12 00:38:39] #0275/03743 | true=walking | pred=walking | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 00:39:10] #0276/03743 | true=walking | pred=upstairs | ✗ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 00:39:15] #0277/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 00:39:28] #0278/03743 | true=walking | pred=walking | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 00:39:54] #0279/03743 | true=walking | pred=upstairs | ✗ | ent=0.879 conf=0.550 gap=0.150
[2026-05-12 00:40:55] #0280/03743 | true=walking | pred=jogging | ✗ | ent=0.871 conf=0.700 gap=0.500
[2026-05-12 00:40:55]   [280/3743] acc=75% filt=238
[2026-05-12 00:41:00] #0281/03743 | true=walking | pred=walking | ✓ | ent=1.025 conf=0.650 gap=0.500
[2026-05-12 00:41:11] #0282/03743 | true=walking | pred=walking | ✓ | ent=0.845 conf=0.550 gap=0.150
[2026-05-12 00:41:30] #0283/03743 | true=walking | pred=upstairs | ✗ | ent=0.428 conf=0.900 gap=0.850
[2026-05-12 00:41:38] #0284/03743 | true=walking | pred=jogging | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 00:41:44] #0285/03743 | true=walking | pred=walking | ✓ | ent=1.192 conf=0.450 gap=0.150
[2026-05-12 00:41:47] #0286/03743 | true=walking | pred=walking | ✓ | ent=1.033 conf=0.600 gap=0.350
[2026-05-12 00:41:49] #0287/03743 | true=walking | pred=walking | ✓ | ent=0.996 conf=0.550 gap=0.200
[2026-05-12 00:41:51] #0288/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 00:42:53] #0289/03743 | true=walking | pred=upstairs | ✗ | ent=0.825 conf=0.720 gap=0.540
[2026-05-12 00:43:18] #0290/03743 | true=walking | pred=upstairs | ✗ | ent=0.975 conf=0.580 gap=0.290
[2026-05-12 00:43:57] #0291/03743 | true=walking | pred=walking | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:44:10] #0292/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 00:44:21] #0293/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 00:44:23] #0294/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 00:44:31] #0295/03743 | true=walking | pred=walking | ✓ | ent=0.996 conf=0.680 gap=0.480
[2026-05-12 00:44:51] #0296/03743 | true=walking | pred=walking | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 00:45:08] #0297/03743 | true=walking | pred=downstairs | ✗ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 00:45:32] #0298/03743 | true=walking | pred=walking | ✓ | ent=0.774 conf=0.770 gap=0.620
[2026-05-12 00:45:51] #0299/03743 | true=walking | pred=walking | ✓ | ent=1.128 conf=0.650 gap=0.500
[2026-05-12 00:46:14] #0300/03743 | true=walking | pred=upstairs | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 00:46:14]   [300/3743] acc=74% filt=257
[2026-05-12 00:46:38] #0301/03743 | true=walking | pred=upstairs | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 00:46:57] #0302/03743 | true=walking | pred=walking | ✓ | ent=1.094 conf=0.500 gap=0.150
[2026-05-12 00:47:40] #0303/03743 | true=walking | pred=upstairs | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 00:47:43] #0304/03743 | true=walking | pred=walking | ✓ | ent=0.673 conf=0.600 gap=0.200
[2026-05-12 00:48:13] #0305/03743 | true=walking | pred=upstairs | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 00:48:34] #0306/03743 | true=walking | pred=walking | ✓ | ent=1.224 conf=0.400 gap=0.100
[2026-05-12 00:48:47] #0307/03743 | true=walking | pred=walking | ✓ | ent=0.965 conf=0.650 gap=0.430
[2026-05-12 00:49:02] #0308/03743 | true=walking | pred=walking | ✓ | ent=1.128 conf=0.650 gap=0.500
[2026-05-12 00:49:39] #0309/03743 | true=walking | pred=upstairs | ✗ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 00:49:51] #0310/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 00:50:08] #0311/03743 | true=walking | pred=walking | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:50:11] #0312/03743 | true=walking | pred=walking | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:50:31] #0313/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 00:50:33] #0314/03743 | true=walking | pred=walking | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 00:50:36] #0315/03743 | true=walking | pred=walking | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 00:50:50] #0316/03743 | true=walking | pred=walking | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-12 00:50:59] #0317/03743 | true=walking | pred=walking | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 00:51:02] #0318/03743 | true=walking | pred=walking | ✓ | ent=1.094 conf=0.500 gap=0.150
[2026-05-12 00:51:22] #0319/03743 | true=walking | pred=jogging | ✗ | ent=0.756 conf=0.800 gap=0.700
[2026-05-12 00:51:52] #0320/03743 | true=walking | pred=walking | ✓ | ent=0.732 conf=0.800 gap=0.680
[2026-05-12 00:51:52]   [320/3743] acc=74% filt=274
[2026-05-12 00:52:06] #0321/03743 | true=walking | pred=jogging | ✗ | ent=1.063 conf=0.600 gap=0.400
[2026-05-12 00:52:19] #0322/03743 | true=walking | pred=upstairs | ✗ | ent=0.819 conf=0.700 gap=0.550
[2026-05-12 00:52:49] #0323/03743 | true=walking | pred=walking | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 00:53:18] #0324/03743 | true=walking | pred=walking | ✓ | ent=0.785 conf=0.700 gap=0.480
[2026-05-12 00:53:21] #0325/03743 | true=walking | pred=walking | ✓ | ent=1.235 conf=0.450 gap=0.150
[2026-05-12 00:53:43] #0326/03743 | true=walking | pred=upstairs | ✗ | ent=0.857 conf=0.650 gap=0.400
[2026-05-12 00:54:08] #0327/03743 | true=walking | pred=upstairs | ✗ | ent=0.833 conf=0.780 gap=0.700
[2026-05-12 00:54:12] #0328/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 00:54:58] #0329/03743 | true=walking | pred=upstairs | ✗ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 00:55:13] #0330/03743 | true=walking | pred=walking | ✓ | ent=1.128 conf=0.650 gap=0.500
[2026-05-12 00:55:16] #0331/03743 | true=walking | pred=walking | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 00:55:39] #0332/03743 | true=walking | pred=walking | ✓ | ent=1.049 conf=0.610 gap=0.360
[2026-05-12 00:55:50] #0333/03743 | true=walking | pred=walking | ✓ | ent=0.948 conf=0.540 gap=0.140
[2026-05-12 00:56:08] #0334/03743 | true=walking | pred=upstairs | ✗ | ent=0.836 conf=0.780 gap=0.680
[2026-05-12 00:56:12] #0335/03743 | true=walking | pred=walking | ✓ | ent=1.165 conf=0.500 gap=0.250
[2026-05-12 00:57:28] #0336/03743 | true=walking | pred=upstairs | ✗ | ent=1.067 conf=0.550 gap=0.320
[2026-05-12 00:57:53] #0337/03743 | true=walking | pred=upstairs | ✗ | ent=0.886 conf=0.650 gap=0.450
[2026-05-12 00:57:57] #0338/03743 | true=walking | pred=walking | ✓ | ent=1.239 conf=0.550 gap=0.300
[2026-05-12 00:58:18] #0339/03743 | true=walking | pred=walking | ✓ | ent=0.568 conf=0.850 gap=0.770
[2026-05-12 00:58:34] #0340/03743 | true=walking | pred=walking | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:58:34]   [340/3743] acc=74% filt=292
[2026-05-12 00:58:49] #0341/03743 | true=walking | pred=walking | ✓ | ent=0.940 conf=0.480 gap=0.030
[2026-05-12 00:58:56] #0342/03743 | true=walking | pred=walking | ✓ | ent=1.070 conf=0.550 gap=0.250
[2026-05-12 00:59:01] #0343/03743 | true=walking | pred=walking | ✓ | ent=1.081 conf=0.400 gap=0.050
[2026-05-12 00:59:03] #0344/03743 | true=walking | pred=walking | ✓ | ent=1.557 conf=0.400 gap=0.200
[2026-05-12 00:59:14] #0345/03743 | true=walking | pred=walking | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 00:59:24] #0346/03743 | true=walking | pred=walking | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:59:53] #0347/03743 | true=walking | pred=walking | ✓ | ent=1.033 conf=0.600 gap=0.350
[2026-05-12 01:00:06] #0348/03743 | true=walking | pred=walking | ✓ | ent=1.147 conf=0.500 gap=0.150
[2026-05-12 01:00:10] #0349/03743 | true=walking | pred=walking | ✓ | ent=1.206 conf=0.400 gap=0.050
[2026-05-12 01:00:27] #0350/03743 | true=walking | pred=jogging | ✗ | ent=0.999 conf=0.650 gap=0.500
[2026-05-12 01:00:58] #0351/03743 | true=walking | pred=upstairs | ✗ | ent=1.162 conf=0.550 gap=0.300
[2026-05-12 01:01:24] #0352/03743 | true=walking | pred=walking | ✓ | ent=0.926 conf=0.650 gap=0.400
[2026-05-12 01:01:37] #0353/03743 | true=walking | pred=walking | ✓ | ent=0.864 conf=0.750 gap=0.600
[2026-05-12 01:02:00] #0354/03743 | true=walking | pred=walking | ✓ | ent=0.673 conf=0.600 gap=0.200
[2026-05-12 01:02:30] #0355/03743 | true=walking | pred=walking | ✓ | ent=1.083 conf=0.590 gap=0.340
[2026-05-12 01:02:44] #0356/03743 | true=walking | pred=walking | ✓ | ent=0.941 conf=0.660 gap=0.410
[2026-05-12 01:02:56] #0357/03743 | true=walking | pred=walking | ✓ | ent=0.871 conf=0.700 gap=0.500
[2026-05-12 01:03:06] #0358/03743 | true=walking | pred=walking | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 01:03:21] #0359/03743 | true=walking | pred=walking | ✓ | ent=1.187 conf=0.410 gap=0.010
[2026-05-12 01:03:34] #0360/03743 | true=walking | pred=walking | ✓ | ent=1.161 conf=0.450 gap=0.100
[2026-05-12 01:03:34]   [360/3743] acc=74% filt=305
[2026-05-12 01:03:44] #0361/03743 | true=walking | pred=walking | ✓ | ent=0.982 conf=0.650 gap=0.450
[2026-05-12 01:03:49] #0362/03743 | true=walking | pred=walking | ✓ | ent=1.255 conf=0.450 gap=0.100
[2026-05-12 01:04:01] #0363/03743 | true=walking | pred=upstairs | ✗ | ent=0.876 conf=0.760 gap=0.660
[2026-05-12 01:04:25] #0364/03743 | true=walking | pred=jogging | ✗ | ent=1.070 conf=0.550 gap=0.250
[2026-05-12 01:04:37] #0365/03743 | true=walking | pred=walking | ✓ | ent=0.856 conf=0.500 gap=0.050
[2026-05-12 01:05:11] #0366/03743 | true=walking | pred=upstairs | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 01:05:17] #0367/03743 | true=walking | pred=walking | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 01:05:28] #0368/03743 | true=walking | pred=walking | ✓ | ent=1.466 conf=0.400 gap=0.150
[2026-05-12 01:05:32] #0369/03743 | true=walking | pred=walking | ✓ | ent=1.083 conf=0.590 gap=0.340
[2026-05-12 01:05:57] #0370/03743 | true=walking | pred=upstairs | ✗ | ent=0.796 conf=0.780 gap=0.680
[2026-05-12 01:06:31] #0371/03743 | true=walking | pred=walking | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 01:06:34] #0372/03743 | true=walking | pred=walking | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 01:06:39] #0373/03743 | true=walking | pred=walking | ✓ | ent=1.094 conf=0.500 gap=0.150
[2026-05-12 01:06:43] #0374/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 01:06:56] #0375/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 01:07:10] #0376/03743 | true=walking | pred=walking | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 01:07:13] #0377/03743 | true=walking | pred=walking | ✓ | ent=1.063 conf=0.600 gap=0.400
[2026-05-12 01:07:25] #0378/03743 | true=walking | pred=upstairs | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 01:07:28] #0379/03743 | true=walking | pred=walking | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 01:07:44] #0380/03743 | true=walking | pred=walking | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 01:07:44]   [380/3743] acc=74% filt=321
[2026-05-12 01:07:59] #0381/03743 | true=walking | pred=upstairs | ✗ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 01:08:39] #0382/03743 | true=walking | pred=upstairs | ✗ | ent=0.975 conf=0.550 gap=0.250
[2026-05-12 01:08:43] #0383/03743 | true=walking | pred=walking | ✓ | ent=1.208 conf=0.500 gap=0.250
[2026-05-12 01:09:07] #0384/03743 | true=walking | pred=downstairs | ✗ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 01:09:29] #0385/03743 | true=walking | pred=walking | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 01:09:43] #0386/03743 | true=walking | pred=upstairs | ✗ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 01:09:49] #0387/03743 | true=walking | pred=upstairs | ✗ | ent=0.997 conf=0.550 gap=0.300
[2026-05-12 01:09:59] #0388/03743 | true=walking | pred=walking | ✓ | ent=0.909 conf=0.750 gap=0.630
[2026-05-12 01:10:07] #0389/03743 | true=walking | pred=jogging | ✗ | ent=0.645 conf=0.820 gap=0.740
[2026-05-12 01:10:22] #0390/03743 | true=walking | pred=walking | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 01:10:24] #0391/03743 | true=walking | pred=walking | ✓ | ent=0.653 conf=0.810 gap=0.690
[2026-05-12 01:10:55] #0392/03743 | true=walking | pred=jogging | ✗ | ent=0.824 conf=0.600 gap=0.250
[2026-05-12 01:11:06] #0393/03743 | true=walking | pred=walking | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 01:11:19] #0394/03743 | true=walking | pred=upstairs | ✗ | ent=0.910 conf=0.750 gap=0.650
[2026-05-12 01:11:47] #0395/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 01:12:00] #0396/03743 | true=walking | pred=walking | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 01:12:29] #0397/03743 | true=walking | pred=walking | ✓ | ent=1.170 conf=0.450 gap=0.050
[2026-05-12 01:12:46] #0398/03743 | true=walking | pred=walking | ✓ | ent=0.911 conf=0.700 gap=0.500
[2026-05-12 01:13:07] #0399/03743 | true=walking | pred=walking | ✓ | ent=0.796 conf=0.780 gap=0.680
[2026-05-12 01:13:40] #0400/03743 | true=walking | pred=walking | ✓ | ent=0.871 conf=0.700 gap=0.500
[2026-05-12 01:13:40]   [400/3743] acc=74% filt=339
[2026-05-12 01:13:47] #0401/03743 | true=walking | pred=walking | ✓ | ent=1.128 conf=0.650 gap=0.500
[2026-05-12 01:13:58] #0402/03743 | true=walking | pred=walking | ✓ | ent=0.839 conf=0.750 gap=0.600
[2026-05-12 01:14:13] #0403/03743 | true=walking | pred=upstairs | ✗ | ent=0.898 conf=0.600 gap=0.300
[2026-05-12 01:14:17] #0404/03743 | true=walking | pred=walking | ✓ | ent=1.449 conf=0.400 gap=0.150
[2026-05-12 01:14:48] #0405/03743 | true=walking | pred=jogging | ✗ | ent=0.878 conf=0.700 gap=0.550
[2026-05-12 01:15:04] #0406/03743 | true=walking | pred=walking | ✓ | ent=1.049 conf=0.450 gap=0.100
[2026-05-12 01:15:08] #0407/03743 | true=walking | pred=walking | ✓ | ent=1.146 conf=0.550 gap=0.350
[2026-05-12 01:15:21] #0408/03743 | true=walking | pred=walking | ✓ | ent=0.856 conf=0.500 gap=0.050
[2026-05-12 01:15:33] #0409/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 01:15:48] #0410/03743 | true=walking | pred=walking | ✓ | ent=0.728 conf=0.820 gap=0.740
[2026-05-12 01:16:12] #0411/03743 | true=walking | pred=walking | ✓ | ent=1.164 conf=0.630 gap=0.480
[2026-05-12 01:16:41] #0412/03743 | true=walking | pred=walking | ✓ | ent=0.688 conf=0.800 gap=0.680
[2026-05-12 01:16:52] #0413/03743 | true=walking | pred=walking | ✓ | ent=0.979 conf=0.650 gap=0.400
[2026-05-12 01:16:57] #0414/03743 | true=walking | pred=upstairs | ✗ | ent=1.271 conf=0.600 gap=0.450
[2026-05-12 01:17:12] #0415/03743 | true=walking | pred=walking | ✓ | ent=1.076 conf=0.450 gap=0.030
[2026-05-12 01:17:18] #0416/03743 | true=walking | pred=walking | ✓ | ent=1.049 conf=0.450 gap=0.100
[2026-05-12 01:17:29] #0417/03743 | true=walking | pred=walking | ✓ | ent=0.907 conf=0.650 gap=0.400
[2026-05-12 01:17:32] #0418/03743 | true=walking | pred=walking | ✓ | ent=1.268 conf=0.550 gap=0.350
[2026-05-12 01:18:02] #0419/03743 | true=walking | pred=upstairs | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 01:20:01] #0420/03743 | true=walking | pred=walking | ✓ | ent=1.033 conf=0.600 gap=0.350
[2026-05-12 01:20:01]   [420/3743] acc=74% filt=354
[2026-05-12 01:20:42] #0421/03743 | true=walking | pred=upstairs | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 01:20:52] #0422/03743 | true=walking | pred=walking | ✓ | ent=0.965 conf=0.690 gap=0.540
[2026-05-12 01:21:18] #0423/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 01:21:26] #0424/03743 | true=walking | pred=upstairs | ✗ | ent=1.271 conf=0.530 gap=0.280
[2026-05-12 01:21:51] #0425/03743 | true=walking | pred=upstairs | ✗ | ent=0.448 conf=0.880 gap=0.810
[2026-05-12 01:22:06] #0426/03743 | true=walking | pred=walking | ✓ | ent=1.161 conf=0.450 gap=0.100
