[2026-05-11 23:15:14] #0001/03743 | true=walking | pred=walking | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 00:51:02] #0318/03743 | true=walking | pred=walking | ✓ | ent=1.094 conf=0.500 gap=0.150
[2026-05-12 00:51:52] #0320/03743 | true=walking | pred=walking | ✓ | ent=0.732 conf=0.800 gap=0.680
[2026-05-12 00:52:49] #0323/03743 | true=walking | pred=walking | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 00:53:18] #0324/03743 | true=walking | pred=walking | ✓ | ent=0.785 conf=0.700 gap=0.480
[2026-05-12 00:53:21] #0325/03743 | true=walking | pred=walking | ✓ | ent=1.235 conf=0.450 gap=0.150
[2026-05-12 00:54:12] #0328/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 00:55:13] #0330/03743 | true=walking | pred=walking | ✓ | ent=1.128 conf=0.650 gap=0.500
[2026-05-12 00:55:16] #0331/03743 | true=walking | pred=walking | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 00:55:39] #0332/03743 | true=walking | pred=walking | ✓ | ent=1.049 conf=0.610 gap=0.360
[2026-05-12 00:55:50] #0333/03743 | true=walking | pred=walking | ✓ | ent=0.948 conf=0.540 gap=0.140
[2026-05-12 00:56:12] #0335/03743 | true=walking | pred=walking | ✓ | ent=1.165 conf=0.500 gap=0.250
[2026-05-12 00:57:57] #0338/03743 | true=walking | pred=walking | ✓ | ent=1.239 conf=0.550 gap=0.300
[2026-05-12 00:58:18] #0339/03743 | true=walking | pred=walking | ✓ | ent=0.568 conf=0.850 gap=0.770
[2026-05-12 00:58:34] #0340/03743 | true=walking | pred=walking | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:58:49] #0341/03743 | true=walking | pred=walking | ✓ | ent=0.940 conf=0.480 gap=0.030
[2026-05-12 00:58:56] #0342/03743 | true=walking | pred=walking | ✓ | ent=1.070 conf=0.550 gap=0.250
[2026-05-12 00:59:01] #0343/03743 | true=walking | pred=walking | ✓ | ent=1.081 conf=0.400 gap=0.050
[2026-05-12 00:59:03] #0344/03743 | true=walking | pred=walking | ✓ | ent=1.557 conf=0.400 gap=0.200
[2026-05-12 00:59:14] #0345/03743 | true=walking | pred=walking | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 00:59:24] #0346/03743 | true=walking | pred=walking | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:59:53] #0347/03743 | true=walking | pred=walking | ✓ | ent=1.033 conf=0.600 gap=0.350
[2026-05-12 01:00:06] #0348/03743 | true=walking | pred=walking | ✓ | ent=1.147 conf=0.500 gap=0.150
[2026-05-12 01:00:10] #0349/03743 | true=walking | pred=walking | ✓ | ent=1.206 conf=0.400 gap=0.050
[2026-05-12 01:01:24] #0352/03743 | true=walking | pred=walking | ✓ | ent=0.926 conf=0.650 gap=0.400
[2026-05-12 01:01:37] #0353/03743 | true=walking | pred=walking | ✓ | ent=0.864 conf=0.750 gap=0.600
[2026-05-12 01:02:00] #0354/03743 | true=walking | pred=walking | ✓ | ent=0.673 conf=0.600 gap=0.200
[2026-05-12 01:02:30] #0355/03743 | true=walking | pred=walking | ✓ | ent=1.083 conf=0.590 gap=0.340
[2026-05-12 01:02:44] #0356/03743 | true=walking | pred=walking | ✓ | ent=0.941 conf=0.660 gap=0.410
[2026-05-12 01:02:56] #0357/03743 | true=walking | pred=walking | ✓ | ent=0.871 conf=0.700 gap=0.500
[2026-05-12 01:03:06] #0358/03743 | true=walking | pred=walking | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 01:03:21] #0359/03743 | true=walking | pred=walking | ✓ | ent=1.187 conf=0.410 gap=0.010
[2026-05-12 01:03:34] #0360/03743 | true=walking | pred=walking | ✓ | ent=1.161 conf=0.450 gap=0.100
[2026-05-12 01:03:44] #0361/03743 | true=walking | pred=walking | ✓ | ent=0.982 conf=0.650 gap=0.450
[2026-05-12 01:03:49] #0362/03743 | true=walking | pred=walking | ✓ | ent=1.255 conf=0.450 gap=0.100
[2026-05-12 01:04:37] #0365/03743 | true=walking | pred=walking | ✓ | ent=0.856 conf=0.500 gap=0.050
[2026-05-12 01:05:17] #0367/03743 | true=walking | pred=walking | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 01:05:28] #0368/03743 | true=walking | pred=walking | ✓ | ent=1.466 conf=0.400 gap=0.150
[2026-05-12 01:05:32] #0369/03743 | true=walking | pred=walking | ✓ | ent=1.083 conf=0.590 gap=0.340
[2026-05-12 01:06:31] #0371/03743 | true=walking | pred=walking | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 01:06:34] #0372/03743 | true=walking | pred=walking | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 01:06:39] #0373/03743 | true=walking | pred=walking | ✓ | ent=1.094 conf=0.500 gap=0.150
[2026-05-12 01:06:43] #0374/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 01:06:56] #0375/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 01:07:10] #0376/03743 | true=walking | pred=walking | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 01:07:13] #0377/03743 | true=walking | pred=walking | ✓ | ent=1.063 conf=0.600 gap=0.400
[2026-05-12 01:07:28] #0379/03743 | true=walking | pred=walking | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 01:07:44] #0380/03743 | true=walking | pred=walking | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 01:08:43] #0383/03743 | true=walking | pred=walking | ✓ | ent=1.208 conf=0.500 gap=0.250
[2026-05-12 01:09:29] #0385/03743 | true=walking | pred=walking | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 01:09:59] #0388/03743 | true=walking | pred=walking | ✓ | ent=0.909 conf=0.750 gap=0.630
[2026-05-12 01:10:22] #0390/03743 | true=walking | pred=walking | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 01:10:24] #0391/03743 | true=walking | pred=walking | ✓ | ent=0.653 conf=0.810 gap=0.690
[2026-05-12 01:11:06] #0393/03743 | true=walking | pred=walking | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 01:11:47] #0395/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 01:12:00] #0396/03743 | true=walking | pred=walking | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 01:12:29] #0397/03743 | true=walking | pred=walking | ✓ | ent=1.170 conf=0.450 gap=0.050
[2026-05-12 01:12:46] #0398/03743 | true=walking | pred=walking | ✓ | ent=0.911 conf=0.700 gap=0.500
[2026-05-12 01:13:07] #0399/03743 | true=walking | pred=walking | ✓ | ent=0.796 conf=0.780 gap=0.680
[2026-05-12 01:13:40] #0400/03743 | true=walking | pred=walking | ✓ | ent=0.871 conf=0.700 gap=0.500
[2026-05-12 01:13:47] #0401/03743 | true=walking | pred=walking | ✓ | ent=1.128 conf=0.650 gap=0.500
[2026-05-12 01:13:58] #0402/03743 | true=walking | pred=walking | ✓ | ent=0.839 conf=0.750 gap=0.600
[2026-05-12 01:14:17] #0404/03743 | true=walking | pred=walking | ✓ | ent=1.449 conf=0.400 gap=0.150
[2026-05-12 01:15:04] #0406/03743 | true=walking | pred=walking | ✓ | ent=1.049 conf=0.450 gap=0.100
[2026-05-12 01:15:08] #0407/03743 | true=walking | pred=walking | ✓ | ent=1.146 conf=0.550 gap=0.350
[2026-05-12 01:15:21] #0408/03743 | true=walking | pred=walking | ✓ | ent=0.856 conf=0.500 gap=0.050
[2026-05-12 01:15:33] #0409/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 01:15:48] #0410/03743 | true=walking | pred=walking | ✓ | ent=0.728 conf=0.820 gap=0.740
[2026-05-12 01:16:12] #0411/03743 | true=walking | pred=walking | ✓ | ent=1.164 conf=0.630 gap=0.480
[2026-05-12 01:16:41] #0412/03743 | true=walking | pred=walking | ✓ | ent=0.688 conf=0.800 gap=0.680
[2026-05-12 01:16:52] #0413/03743 | true=walking | pred=walking | ✓ | ent=0.979 conf=0.650 gap=0.400
[2026-05-12 01:17:12] #0415/03743 | true=walking | pred=walking | ✓ | ent=1.076 conf=0.450 gap=0.030
[2026-05-12 01:17:18] #0416/03743 | true=walking | pred=walking | ✓ | ent=1.049 conf=0.450 gap=0.100
[2026-05-12 01:17:29] #0417/03743 | true=walking | pred=walking | ✓ | ent=0.907 conf=0.650 gap=0.400
[2026-05-12 01:17:32] #0418/03743 | true=walking | pred=walking | ✓ | ent=1.268 conf=0.550 gap=0.350
[2026-05-12 01:20:01] #0420/03743 | true=walking | pred=walking | ✓ | ent=1.033 conf=0.600 gap=0.350
[2026-05-12 01:20:52] #0422/03743 | true=walking | pred=walking | ✓ | ent=0.965 conf=0.690 gap=0.540
[2026-05-12 01:21:18] #0423/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 01:22:06] #0426/03743 | true=walking | pred=walking | ✓ | ent=1.161 conf=0.450 gap=0.100
[2026-05-12 01:22:27] #0427/03743 | true=walking | pred=walking | ✓ | ent=0.898 conf=0.600 gap=0.300
[2026-05-12 01:22:31] #0428/03743 | true=walking | pred=walking | ✓ | ent=0.887 conf=0.730 gap=0.580
[2026-05-12 01:22:47] #0429/03743 | true=walking | pred=walking | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 01:23:16] #0430/03743 | true=walking | pred=walking | ✓ | ent=0.898 conf=0.600 gap=0.300
[2026-05-12 01:23:27] #0431/03743 | true=walking | pred=walking | ✓ | ent=1.110 conf=0.550 gap=0.300
[2026-05-12 01:24:13] #0434/03743 | true=walking | pred=walking | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 01:24:35] #0435/03743 | true=walking | pred=walking | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 01:24:44] #0436/03743 | true=walking | pred=walking | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 01:24:58] #0437/03743 | true=walking | pred=walking | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 01:25:39] #0439/03743 | true=walking | pred=walking | ✓ | ent=1.110 conf=0.550 gap=0.300
[2026-05-12 01:25:42] #0440/03743 | true=walking | pred=walking | ✓ | ent=1.208 conf=0.500 gap=0.250
[2026-05-12 01:25:46] #0441/03743 | true=walking | pred=walking | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 01:25:49] #0442/03743 | true=walking | pred=walking | ✓ | ent=0.856 conf=0.500 gap=0.050
[2026-05-12 01:25:51] #0443/03743 | true=walking | pred=walking | ✓ | ent=0.996 conf=0.550 gap=0.200
[2026-05-12 01:26:18] #0445/03743 | true=walking | pred=walking | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 01:26:22] #0446/03743 | true=walking | pred=walking | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 01:26:32] #0447/03743 | true=walking | pred=walking | ✓ | ent=1.206 conf=0.400 gap=0.050
[2026-05-12 01:27:05] #0449/03743 | true=walking | pred=walking | ✓ | ent=0.635 conf=0.800 gap=0.680
[2026-05-12 01:27:57] #0451/03743 | true=walking | pred=walking | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 01:28:14] #0452/03743 | true=walking | pred=walking | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 01:28:44] #0453/03743 | true=walking | pred=walking | ✓ | ent=0.856 conf=0.500 gap=0.050
[2026-05-12 01:29:26] #0455/03743 | true=walking | pred=walking | ✓ | ent=0.731 conf=0.750 gap=0.600
[2026-05-12 01:29:55] #0456/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 01:31:35] #0459/03743 | true=walking | pred=walking | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 01:31:57] #0460/03743 | true=walking | pred=walking | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 01:32:39] #0462/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 01:33:27] #0464/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 01:33:37] #0465/03743 | true=walking | pred=walking | ✓ | ent=1.085 conf=0.650 gap=0.450
[2026-05-12 01:33:45] #0466/03743 | true=walking | pred=walking | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 01:33:48] #0467/03743 | true=walking | pred=walking | ✓ | ent=1.089 conf=0.600 gap=0.400
[2026-05-12 01:34:19] #0468/03743 | true=walking | pred=walking | ✓ | ent=0.824 conf=0.600 gap=0.250
[2026-05-12 01:34:25] #0469/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 01:34:37] #0470/03743 | true=walking | pred=walking | ✓ | ent=1.128 conf=0.650 gap=0.500
[2026-05-12 01:35:33] #0473/03743 | true=walking | pred=walking | ✓ | ent=1.239 conf=0.550 gap=0.300
[2026-05-12 01:36:32] #0475/03743 | true=walking | pred=walking | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 01:36:39] #0476/03743 | true=walking | pred=walking | ✓ | ent=1.271 conf=0.600 gap=0.450
[2026-05-12 01:37:46] #0479/03743 | true=walking | pred=walking | ✓ | ent=1.208 conf=0.500 gap=0.250
[2026-05-12 01:37:55] #0480/03743 | true=walking | pred=walking | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 01:38:31] #0482/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 01:38:35] #0483/03743 | true=walking | pred=walking | ✓ | ent=1.025 conf=0.650 gap=0.500
[2026-05-12 01:38:38] #0484/03743 | true=walking | pred=walking | ✓ | ent=0.639 conf=0.800 gap=0.700
[2026-05-12 01:38:58] #0485/03743 | true=walking | pred=walking | ✓ | ent=1.208 conf=0.500 gap=0.250
[2026-05-12 01:39:14] #0486/03743 | true=walking | pred=walking | ✓ | ent=1.007 conf=0.600 gap=0.300
[2026-05-12 01:39:36] #0487/03743 | true=walking | pred=walking | ✓ | ent=0.673 conf=0.600 gap=0.200
[2026-05-12 01:40:05] #0489/03743 | true=walking | pred=walking | ✓ | ent=1.033 conf=0.600 gap=0.350
[2026-05-12 01:40:29] #0490/03743 | true=walking | pred=walking | ✓ | ent=0.753 conf=0.800 gap=0.720
[2026-05-12 01:41:13] #0492/03743 | true=walking | pred=walking | ✓ | ent=1.106 conf=0.600 gap=0.450
[2026-05-12 01:41:25] #0493/03743 | true=walking | pred=walking | ✓ | ent=0.813 conf=0.760 gap=0.610
[2026-05-12 01:41:34] #0494/03743 | true=walking | pred=walking | ✓ | ent=1.063 conf=0.600 gap=0.400
[2026-05-12 01:43:43] #0497/03743 | true=walking | pred=walking | ✓ | ent=1.106 conf=0.450 gap=0.050
[2026-05-12 01:43:56] #0498/03743 | true=walking | pred=walking | ✓ | ent=1.049 conf=0.550 gap=0.200
[2026-05-12 01:44:09] #0500/03743 | true=walking | pred=walking | ✓ | ent=1.161 conf=0.450 gap=0.100
[2026-05-12 01:44:27] #0502/03743 | true=walking | pred=walking | ✓ | ent=0.979 conf=0.650 gap=0.400
[2026-05-12 01:44:36] #0503/03743 | true=walking | pred=walking | ✓ | ent=0.924 conf=0.700 gap=0.500
[2026-05-12 01:44:42] #0504/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 01:44:55] #0505/03743 | true=walking | pred=walking | ✓ | ent=1.192 conf=0.600 gap=0.400
[2026-05-12 01:45:07] #0506/03743 | true=walking | pred=walking | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 01:46:24] #0508/03743 | true=walking | pred=walking | ✓ | ent=0.894 conf=0.700 gap=0.550
[2026-05-12 01:46:45] #0509/03743 | true=walking | pred=walking | ✓ | ent=0.756 conf=0.800 gap=0.700
[2026-05-12 01:46:58] #0510/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 01:47:02] #0511/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 01:47:38] #0514/03743 | true=walking | pred=walking | ✓ | ent=1.249 conf=0.400 gap=0.050
[2026-05-12 01:47:51] #0515/03743 | true=walking | pred=walking | ✓ | ent=1.060 conf=0.550 gap=0.200
[2026-05-12 01:48:10] #0516/03743 | true=walking | pred=walking | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 01:48:25] #0517/03743 | true=walking | pred=walking | ✓ | ent=0.996 conf=0.550 gap=0.200
[2026-05-12 01:48:53] #0519/03743 | true=walking | pred=walking | ✓ | ent=1.094 conf=0.500 gap=0.150
[2026-05-12 01:48:57] #0520/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 01:49:18] #0521/03743 | true=walking | pred=walking | ✓ | ent=0.926 conf=0.650 gap=0.400
[2026-05-12 01:49:21] #0522/03743 | true=walking | pred=walking | ✓ | ent=0.967 conf=0.600 gap=0.300
[2026-05-12 01:49:39] #0524/03743 | true=walking | pred=walking | ✓ | ent=1.161 conf=0.450 gap=0.100
[2026-05-12 01:50:21] #0525/03743 | true=walking | pred=walking | ✓ | ent=0.802 conf=0.700 gap=0.500
[2026-05-12 01:50:41] #0526/03743 | true=walking | pred=walking | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-12 01:50:55] #0527/03743 | true=walking | pred=walking | ✓ | ent=1.369 conf=0.350 gap=0.050
[2026-05-12 01:51:05] #0528/03743 | true=walking | pred=walking | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-12 01:51:31] #0529/03743 | true=walking | pred=walking | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 01:52:03] #0530/03743 | true=walking | pred=walking | ✓ | ent=0.938 conf=0.600 gap=0.350
[2026-05-12 01:52:39] #0532/03743 | true=walking | pred=walking | ✓ | ent=0.813 conf=0.760 gap=0.610
[2026-05-12 01:53:12] #0533/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 01:53:25] #0534/03743 | true=walking | pred=walking | ✓ | ent=0.857 conf=0.650 gap=0.400
[2026-05-12 01:53:28] #0535/03743 | true=walking | pred=walking | ✓ | ent=0.731 conf=0.750 gap=0.600
[2026-05-12 01:53:43] #0536/03743 | true=walking | pred=walking | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 01:55:16] #0539/03743 | true=walking | pred=walking | ✓ | ent=1.311 conf=0.500 gap=0.250
[2026-05-12 01:55:30] #0540/03743 | true=walking | pred=walking | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 01:55:39] #0541/03743 | true=walking | pred=walking | ✓ | ent=0.878 conf=0.740 gap=0.620
[2026-05-12 01:55:42] #0542/03743 | true=walking | pred=walking | ✓ | ent=1.161 conf=0.450 gap=0.100
[2026-05-12 01:56:15] #0544/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 01:56:35] #0545/03743 | true=walking | pred=walking | ✓ | ent=1.240 conf=0.350 gap=0.050
[2026-05-12 01:56:45] #0546/03743 | true=walking | pred=walking | ✓ | ent=1.158 conf=0.500 gap=0.150
[2026-05-12 01:56:49] #0547/03743 | true=walking | pred=walking | ✓ | ent=1.081 conf=0.400 gap=0.050
[2026-05-12 01:58:12] #0550/03743 | true=walking | pred=walking | ✓ | ent=0.927 conf=0.550 gap=0.200
[2026-05-12 01:58:54] #0552/03743 | true=walking | pred=walking | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 01:59:08] #0553/03743 | true=walking | pred=walking | ✓ | ent=0.813 conf=0.760 gap=0.610
[2026-05-12 01:59:17] #0554/03743 | true=walking | pred=walking | ✓ | ent=1.065 conf=0.500 gap=0.100
[2026-05-12 01:59:51] #0555/03743 | true=walking | pred=walking | ✓ | ent=0.593 conf=0.830 gap=0.710
[2026-05-12 02:00:12] #0556/03743 | true=walking | pred=walking | ✓ | ent=0.279 conf=0.950 gap=0.940
[2026-05-12 02:00:16] #0557/03743 | true=walking | pred=walking | ✓ | ent=1.040 conf=0.500 gap=0.250
[2026-05-12 02:00:30] #0558/03743 | true=walking | pred=walking | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 02:00:42] #0559/03743 | true=walking | pred=walking | ✓ | ent=0.959 conf=0.580 gap=0.230
[2026-05-12 02:00:45] #0560/03743 | true=walking | pred=walking | ✓ | ent=0.967 conf=0.600 gap=0.300
[2026-05-12 02:01:22] #0562/03743 | true=walking | pred=walking | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 02:01:59] #0563/03743 | true=walking | pred=walking | ✓ | ent=0.839 conf=0.750 gap=0.600
[2026-05-12 02:03:34] #0565/03743 | true=walking | pred=walking | ✓ | ent=0.977 conf=0.550 gap=0.200
[2026-05-12 02:04:32] #0567/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 02:05:08] #0568/03743 | true=walking | pred=walking | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 02:05:34] #0569/03743 | true=walking | pred=walking | ✓ | ent=1.342 conf=0.380 gap=0.030
[2026-05-12 02:06:48] #0573/03743 | true=walking | pred=walking | ✓ | ent=0.822 conf=0.750 gap=0.630
[2026-05-12 02:07:11] #0575/03743 | true=walking | pred=walking | ✓ | ent=0.957 conf=0.620 gap=0.320
[2026-05-12 02:07:44] #0577/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 02:07:55] #0578/03743 | true=walking | pred=walking | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 02:08:03] #0579/03743 | true=walking | pred=walking | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 02:10:11] #0584/03743 | true=walking | pred=walking | ✓ | ent=0.473 conf=0.870 gap=0.790
[2026-05-12 02:10:33] #0585/03743 | true=walking | pred=walking | ✓ | ent=0.904 conf=0.680 gap=0.500
[2026-05-12 02:11:00] #0586/03743 | true=walking | pred=walking | ✓ | ent=0.926 conf=0.720 gap=0.570
[2026-05-12 02:11:40] #0588/03743 | true=walking | pred=walking | ✓ | ent=0.887 conf=0.730 gap=0.580
[2026-05-12 02:11:42] #0589/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 02:12:07] #0590/03743 | true=walking | pred=walking | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 02:12:10] #0591/03743 | true=walking | pred=walking | ✓ | ent=0.999 conf=0.500 gap=0.150
[2026-05-12 02:12:13] #0592/03743 | true=walking | pred=walking | ✓ | ent=1.094 conf=0.500 gap=0.150
[2026-05-12 02:12:28] #0593/03743 | true=walking | pred=walking | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 02:12:34] #0594/03743 | true=walking | pred=walking | ✓ | ent=0.996 conf=0.550 gap=0.200
[2026-05-12 02:12:44] #0595/03743 | true=walking | pred=walking | ✓ | ent=0.926 conf=0.650 gap=0.400
[2026-05-12 02:12:48] #0596/03743 | true=walking | pred=walking | ✓ | ent=1.527 conf=0.400 gap=0.150
[2026-05-12 02:13:01] #0597/03743 | true=walking | pred=walking | ✓ | ent=0.613 conf=0.800 gap=0.650
