[2026-05-11 11:02:56] Class 4 (Stand-sit) 软标签生成开始
[2026-05-11 11:02:56]   QUICK=False LIMIT=50
[2026-05-11 11:02:56]   温度=0.8 (from api_config)
[2026-05-11 11:02:56]   本类: 6862窗口 (仅加载本类, 内存友好)
[2026-05-11 11:02:56]   实际生成: 6862 窗口
[2026-05-11 11:03:27] #0001/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.268 | conf=0.950 | gap=0.938
[2026-05-11 12:26:43] #0178/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 12:27:10] #0179/06862 | true=Stand-sit(4) | pred=Stair-up(15) | ✗ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-11 12:27:38] #0180/06862 | true=Stand-sit(4) | pred=Lay-stand(6) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 12:27:38]   [180/6862] acc=87/180=48.3% filtered=167/180
[2026-05-11 12:28:03] #0181/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=1.018 | conf=0.700 | gap=0.600
[2026-05-11 12:28:36] #0182/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.530 | conf=0.778 | gap=0.556
[2026-05-11 12:29:06] #0183/06862 | true=Stand-sit(4) | pred=Lay-stand(6) | ✗ | ent=1.205 | conf=0.550 | gap=0.300
[2026-05-11 12:29:31] #0184/06862 | true=Stand-sit(4) | pred=Lay-stand(6) | ✗ | ent=0.842 | conf=0.789 | gap=0.737
[2026-05-11 12:30:03] #0185/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 12:30:31] #0186/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=1.780 | conf=0.500 | gap=0.350
[2026-05-11 12:30:43] #0187/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 12:30:57] #0188/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.409 | conf=0.895 | gap=0.842
[2026-05-11 12:31:13] #0189/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 12:31:28] #0190/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 12:31:41] #0191/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.758 | conf=0.800 | gap=0.720
[2026-05-11 12:31:54] #0192/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.224 | conf=0.950 | gap=0.910
[2026-05-11 12:32:14] #0193/06862 | true=Stand-sit(4) | pred=Sit-up(10) | ✗ | ent=0.664 | conf=0.850 | gap=0.820
[2026-05-11 12:32:40] #0194/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 12:33:14] #0195/06862 | true=Stand-sit(4) | pred=Push-up(9) | ✗ | ent=1.643 | conf=0.300 | gap=0.000
[2026-05-11 12:33:28] #0196/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.627 | conf=0.850 | gap=0.800
[2026-05-11 12:33:42] #0197/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.624 | conf=0.820 | gap=0.700
[2026-05-11 12:34:16] #0198/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 12:34:50] #0199/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=0.500 | conf=0.800 | gap=0.600
[2026-05-11 12:35:38] #0200/06862 | true=Stand-sit(4) | pred=Push-up(9) | ✗ | ent=1.148 | conf=0.700 | gap=0.650
[2026-05-11 12:35:38]   [200/6862] acc=99/200=49.5% filtered=185/200
[2026-05-11 12:36:10] #0201/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.622 | conf=0.850 | gap=0.800
[2026-05-11 12:36:37] #0202/06862 | true=Stand-sit(4) | pred=Lay-stand(6) | ✗ | ent=0.610 | conf=0.842 | gap=0.789
[2026-05-11 12:37:05] #0203/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=1.364 | conf=0.650 | gap=0.530
[2026-05-11 12:37:34] #0204/06862 | true=Stand-sit(4) | pred=Pick(7) | ✗ | ent=1.094 | conf=0.650 | gap=0.500
[2026-05-11 12:38:07] #0205/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 12:39:08] #0206/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 12:39:43] #0207/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=0.504 | conf=0.885 | gap=0.833
[2026-05-11 12:40:07] #0208/06862 | true=Stand-sit(4) | pred=Lay-stand(6) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 12:40:38] #0209/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 12:41:13] #0210/06862 | true=Stand-sit(4) | pred=Sit-up(10) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 12:41:40] #0211/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.688 | conf=0.850 | gap=0.800
[2026-05-11 12:42:13] #0212/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=1.271 | conf=0.611 | gap=0.500
[2026-05-11 12:42:23] #0213/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 12:42:53] #0214/06862 | true=Stand-sit(4) | pred=Sit-up(10) | ✗ | ent=0.769 | conf=0.800 | gap=0.730
[2026-05-11 12:43:11] #0215/06862 | true=Stand-sit(4) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 12:43:27] #0216/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.984 | conf=0.700 | gap=0.550
[2026-05-11 12:43:38] #0217/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.279 | conf=0.920 | gap=0.840
[2026-05-11 12:44:07] #0218/06862 | true=Stand-sit(4) | pred=Lay-stand(6) | ✗ | ent=0.206 | conf=0.947 | gap=0.895
[2026-05-11 12:44:22] #0219/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 12:44:33] #0220/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.384 | conf=0.920 | gap=0.890
[2026-05-11 12:44:33]   [220/6862] acc=109/220=49.5% filtered=205/220
[2026-05-11 12:44:45] #0221/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.343 | conf=0.930 | gap=0.900
[2026-05-11 12:44:58] #0222/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.524 | conf=0.880 | gap=0.830
[2026-05-11 12:45:31] #0223/06862 | true=Stand-sit(4) | pred=Lay-stand(6) | ✗ | ent=0.482 | conf=0.880 | gap=0.810
[2026-05-11 12:46:09] #0224/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=1.249 | conf=0.700 | gap=0.650
[2026-05-11 12:46:46] #0225/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.688 | conf=0.850 | gap=0.800
[2026-05-11 12:47:23] #0226/06862 | true=Stand-sit(4) | pred=Walk(11) | ✗ | ent=1.278 | conf=0.550 | gap=0.400
[2026-05-11 12:47:51] #0227/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=0.557 | conf=0.833 | gap=0.722
[2026-05-11 12:48:28] #0228/06862 | true=Stand-sit(4) | pred=Push-up(9) | ✗ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-11 12:48:52] #0229/06862 | true=Stand-sit(4) | pred=Lay-stand(6) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 12:49:23] #0230/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-11 12:50:01] #0231/06862 | true=Stand-sit(4) | pred=Push-up(9) | ✗ | ent=0.635 | conf=0.850 | gap=0.770
[2026-05-11 12:50:16] #0232/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.968 | conf=0.804 | gap=0.775
[2026-05-11 12:50:31] #0233/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 12:51:00] #0234/06862 | true=Stand-sit(4) | pred=Lay-stand(6) | ✗ | ent=0.224 | conf=0.941 | gap=0.882
[2026-05-11 12:51:28] #0235/06862 | true=Stand-sit(4) | pred=Pick(7) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 12:51:54] #0236/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 12:52:21] #0237/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=0.795 | conf=0.820 | gap=0.770
[2026-05-11 12:52:43] #0238/06862 | true=Stand-sit(4) | pred=Lay-stand(6) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 12:53:05] #0239/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 12:53:30] #0240/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 12:53:30]   [240/6862] acc=117/240=48.8% filtered=225/240
[2026-05-11 12:54:04] #0241/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 12:54:13] #0242/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.307 | conf=0.940 | gap=0.920
[2026-05-11 12:54:42] #0243/06862 | true=Stand-sit(4) | pred=Sit-up(10) | ✗ | ent=0.927 | conf=0.737 | gap=0.632
[2026-05-11 12:55:06] #0244/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=0.838 | conf=0.778 | gap=0.722
[2026-05-11 12:55:46] #0245/06862 | true=Stand-sit(4) | pred=Push-up(9) | ✗ | ent=0.500 | conf=0.900 | gap=0.880
[2026-05-11 12:56:14] #0246/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=0.909 | conf=0.750 | gap=0.687
[2026-05-11 12:56:40] #0247/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=2.081 | conf=0.400 | gap=0.250
[2026-05-11 12:57:14] #0248/06862 | true=Stand-sit(4) | pred=Push-up(9) | ✗ | ent=1.874 | conf=0.250 | gap=0.050
[2026-05-11 12:57:24] #0249/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 12:57:52] #0250/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=1.235 | conf=0.700 | gap=0.650
[2026-05-11 12:58:18] #0251/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=0.756 | conf=0.820 | gap=0.780
[2026-05-11 12:59:13] #0252/06862 | true=Stand-sit(4) | pred=Push-up(9) | ✗ | ent=1.639 | conf=0.350 | gap=0.050
[2026-05-11 12:59:22] #0253/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.357 | conf=0.920 | gap=0.880
[2026-05-11 12:59:32] #0254/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 13:00:04] #0255/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-11 13:00:31] #0256/06862 | true=Stand-sit(4) | pred=Stair-up(15) | ✗ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 13:01:00] #0257/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=0.876 | conf=0.750 | gap=0.650
[2026-05-11 13:01:52] #0258/06862 | true=Stand-sit(4) | pred=Push-up(9) | ✗ | ent=1.259 | conf=0.650 | gap=0.550
[2026-05-11 13:02:17] #0259/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.566 | conf=0.850 | gap=0.750
[2026-05-11 13:03:05] #0260/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-11 13:03:05]   [260/6862] acc=126/260=48.5% filtered=242/260
[2026-05-11 13:03:34] #0261/06862 | true=Stand-sit(4) | pred=Lay-stand(6) | ✗ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-11 13:03:43] #0262/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:04:10] #0263/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:04:39] #0264/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.613 | conf=0.800 | gap=0.650
[2026-05-11 13:04:51] #0265/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 13:05:21] #0266/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=1.060 | conf=0.750 | gap=0.670
[2026-05-11 13:05:44] #0267/06862 | true=Stand-sit(4) | pred=Lay-stand(6) | ✗ | ent=0.225 | conf=0.960 | gap=0.949
[2026-05-11 13:05:59] #0268/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.579 | conf=0.850 | gap=0.780
[2026-05-11 13:06:31] #0269/06862 | true=Stand-sit(4) | pred=Pick(7) | ✗ | ent=0.802 | conf=0.700 | gap=0.500
[2026-05-11 13:07:03] #0270/06862 | true=Stand-sit(4) | pred=Stair-up(15) | ✗ | ent=1.259 | conf=0.650 | gap=0.550
[2026-05-11 13:07:31] #0271/06862 | true=Stand-sit(4) | pred=Sit-up(10) | ✗ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 13:08:01] #0272/06862 | true=Stand-sit(4) | pred=Talk-sit(2) | ✗ | ent=1.840 | conf=0.420 | gap=0.170
[2026-05-11 13:08:36] #0273/06862 | true=Stand-sit(4) | pred=Pick(7) | ✗ | ent=1.162 | conf=0.500 | gap=0.222
[2026-05-11 13:09:06] #0274/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=0.819 | conf=0.700 | gap=0.550
[2026-05-11 13:09:38] #0275/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=1.271 | conf=0.600 | gap=0.450
[2026-05-11 13:10:04] #0276/06862 | true=Stand-sit(4) | pred=Lay-stand(6) | ✗ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 13:10:32] #0277/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.731 | conf=0.750 | gap=0.600
[2026-05-11 13:10:45] #0278/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.889 | conf=0.700 | gap=0.520
[2026-05-11 13:11:00] #0279/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=1.503 | conf=0.389 | gap=0.111
[2026-05-11 13:11:29] #0280/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:11:29]   [280/6862] acc=134/280=47.9% filtered=260/280
[2026-05-11 13:11:46] #0281/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=1.094 | conf=0.650 | gap=0.500
[2026-05-11 13:12:14] #0282/06862 | true=Stand-sit(4) | pred=Lay-stand(6) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 13:12:41] #0283/06862 | true=Stand-sit(4) | pred=Lay-stand(6) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:13:10] #0284/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=1.874 | conf=0.389 | gap=0.222
[2026-05-11 13:13:24] #0285/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.453 | conf=0.900 | gap=0.860
[2026-05-11 13:13:58] #0286/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=1.692 | conf=0.400 | gap=0.150
[2026-05-11 13:14:10] #0287/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:14:20] #0288/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 13:14:33] #0289/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=1.539 | conf=0.550 | gap=0.440
[2026-05-11 13:14:45] #0290/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 13:15:23] #0291/06862 | true=Stand-sit(4) | pred=Lay-stand(6) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 13:15:45] #0292/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-11 13:15:56] #0293/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 13:16:24] #0294/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:16:34] #0295/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:17:02] #0296/06862 | true=Stand-sit(4) | pred=Sit-up(10) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:17:28] #0297/06862 | true=Stand-sit(4) | pred=Lay-stand(6) | ✗ | ent=1.157 | conf=0.667 | gap=0.556
[2026-05-11 13:18:01] #0298/06862 | true=Stand-sit(4) | pred=Push-up(9) | ✗ | ent=0.970 | conf=0.750 | gap=0.670
[2026-05-11 13:18:25] #0299/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=1.148 | conf=0.700 | gap=0.650
[2026-05-11 13:18:34] #0300/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.568 | conf=0.850 | gap=0.770
[2026-05-11 13:18:34]   [300/6862] acc=144/300=48.0% filtered=277/300
[2026-05-11 13:19:03] #0301/06862 | true=Stand-sit(4) | pred=Pick(7) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 13:19:16] #0302/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.375 | conf=0.900 | gap=0.820
[2026-05-11 13:19:39] #0303/06862 | true=Stand-sit(4) | pred=Lay-stand(6) | ✗ | ent=0.253 | conf=0.950 | gap=0.920
[2026-05-11 13:20:10] #0304/06862 | true=Stand-sit(4) | pred=Lay-stand(6) | ✗ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 13:20:33] #0305/06862 | true=Stand-sit(4) | pred=Lay-stand(6) | ✗ | ent=0.206 | conf=0.947 | gap=0.895
[2026-05-11 13:21:10] #0306/06862 | true=Stand-sit(4) | pred=Pick(7) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 13:21:22] #0307/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.464 | conf=0.900 | gap=0.875
[2026-05-11 13:21:52] #0308/06862 | true=Stand-sit(4) | pred=Sit-up(10) | ✗ | ent=0.426 | conf=0.889 | gap=0.833
[2026-05-11 13:22:14] #0309/06862 | true=Stand-sit(4) | pred=Pick(7) | ✗ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-11 13:22:41] #0310/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=1.551 | conf=0.620 | gap=0.540
[2026-05-11 13:23:11] #0311/06862 | true=Stand-sit(4) | pred=Push-up(9) | ✗ | ent=1.539 | conf=0.450 | gap=0.300
[2026-05-11 13:23:49] #0312/06862 | true=Stand-sit(4) | pred=Walk(11) | ✗ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-11 13:24:16] #0313/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 13:24:29] #0314/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 13:24:52] #0315/06862 | true=Stand-sit(4) | pred=Sit-up(10) | ✗ | ent=0.734 | conf=0.789 | gap=0.684
[2026-05-11 13:25:17] #0316/06862 | true=Stand-sit(4) | pred=Push-up(9) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 13:25:45] #0317/06862 | true=Stand-sit(4) | pred=Lay-stand(6) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:26:14] #0318/06862 | true=Stand-sit(4) | pred=Sit-up(10) | ✗ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-11 13:26:43] #0319/06862 | true=Stand-sit(4) | pred=Lay-stand(6) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 13:27:22] #0320/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:27:22]   [320/6862] acc=149/320=46.6% filtered=295/320
[2026-05-11 13:27:34] #0321/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 13:28:00] #0322/06862 | true=Stand-sit(4) | pred=Lay-stand(6) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 13:28:13] #0323/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 13:28:39] #0324/06862 | true=Stand-sit(4) | pred=Stand(0) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:29:25] #0325/06862 | true=Stand-sit(4) | pred=Sit-up(10) | ✗ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-11 13:29:38] #0326/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.568 | conf=0.850 | gap=0.770
[2026-05-11 13:30:03] #0327/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=1.505 | conf=0.600 | gap=0.550
[2026-05-11 13:30:32] #0328/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:30:42] #0329/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.524 | conf=0.880 | gap=0.830
[2026-05-11 13:31:08] #0330/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.717 | conf=0.820 | gap=0.770
[2026-05-11 13:31:40] #0331/06862 | true=Stand-sit(4) | pred=Sit-up(10) | ✗ | ent=0.885 | conf=0.737 | gap=0.611
[2026-05-11 13:31:54] #0332/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:32:06] #0333/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.336 | conf=0.895 | gap=0.789
[2026-05-11 13:32:30] #0334/06862 | true=Stand-sit(4) | pred=Sit-up(10) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 13:32:55] #0335/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:33:05] #0336/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.524 | conf=0.880 | gap=0.830
[2026-05-11 13:33:38] #0337/06862 | true=Stand-sit(4) | pred=Push-up(9) | ✗ | ent=1.228 | conf=0.600 | gap=0.400
[2026-05-11 13:34:04] #0338/06862 | true=Stand-sit(4) | pred=Lay-stand(6) | ✗ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 13:34:16] #0339/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 13:34:28] #0340/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 13:34:28]   [340/6862] acc=160/340=47.1% filtered=314/340
[2026-05-11 13:34:37] #0341/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:35:12] #0342/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.871 | conf=0.700 | gap=0.500
[2026-05-11 13:35:32] #0343/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.490 | conf=0.880 | gap=0.830
[2026-05-11 13:36:03] #0344/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 13:36:16] #0345/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.362 | conf=0.920 | gap=0.880
[2026-05-11 13:36:41] #0346/06862 | true=Stand-sit(4) | pred=Sit(1) | ✗ | ent=0.579 | conf=0.850 | gap=0.780
[2026-05-11 13:37:27] #0347/06862 | true=Stand-sit(4) | pred=Push-up(9) | ✗ | ent=1.443 | conf=0.550 | gap=0.400
[2026-05-11 13:37:39] #0348/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 13:38:03] #0349/06862 | true=Stand-sit(4) | pred=Lay-stand(6) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:38:31] #0350/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.735 | conf=0.750 | gap=0.550
[2026-05-11 13:38:42] #0351/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.225 | conf=0.960 | gap=0.949
[2026-05-11 13:39:20] #0352/06862 | true=Stand-sit(4) | pred=Pick(7) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:39:32] #0353/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.362 | conf=0.920 | gap=0.880
[2026-05-11 13:39:53] #0354/06862 | true=Stand-sit(4) | pred=Sit-up(10) | ✗ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-11 13:40:03] #0355/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:40:15] #0356/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.453 | conf=0.900 | gap=0.860
