[2026-05-11 21:51:10] HARTH class 0 (walk) T=0.8
[2026-05-11 21:51:10]   13069 windows
[2026-05-12 22:30:43] #0001/13069 | true=walk | pred=walk | ✓ | ent=1.499 conf=0.450 gap=0.200
[2026-05-12 23:14:38] #0227/13069 | true=walk | pred=stairs_down | ✗ | ent=1.267 conf=0.450 gap=0.050
[2026-05-12 23:14:41] #0228/13069 | true=walk | pred=walk | ✓ | ent=1.101 conf=0.550 gap=0.200
[2026-05-12 23:14:48] #0229/13069 | true=walk | pred=walk | ✓ | ent=0.408 conf=0.915 gap=0.866
[2026-05-12 23:15:06] #0230/13069 | true=walk | pred=shuffle | ✗ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 23:15:24] #0231/13069 | true=walk | pred=walk | ✓ | ent=0.707 conf=0.820 gap=0.760
[2026-05-12 23:15:44] #0232/13069 | true=walk | pred=stairs_down | ✗ | ent=0.673 conf=0.600 gap=0.200
[2026-05-12 23:16:05] #0233/13069 | true=walk | pred=run | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 23:16:10] #0234/13069 | true=walk | pred=walk | ✓ | ent=1.197 conf=0.650 gap=0.500
[2026-05-12 23:16:25] #0235/13069 | true=walk | pred=walk | ✓ | ent=0.514 conf=0.900 gap=0.880
[2026-05-12 23:16:33] #0236/13069 | true=walk | pred=walk | ✓ | ent=0.734 conf=0.820 gap=0.720
[2026-05-12 23:16:40] #0237/13069 | true=walk | pred=walk | ✓ | ent=1.206 conf=0.550 gap=0.250
[2026-05-12 23:16:45] #0238/13069 | true=walk | pred=walk | ✓ | ent=1.466 conf=0.400 gap=0.150
[2026-05-12 23:16:53] #0239/13069 | true=walk | pred=run | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 23:17:08] #0240/13069 | true=walk | pred=stairs_down | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 22:46:17]   [240/13069] acc=62% filt=212
[2026-05-12 23:17:19] #0241/13069 | true=walk | pred=run | ✗ | ent=0.357 conf=0.935 gap=0.915
[2026-05-12 23:17:41] #0242/13069 | true=walk | pred=shuffle | ✗ | ent=1.519 conf=0.450 gap=0.200
[2026-05-12 23:17:53] #0243/13069 | true=walk | pred=walk | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 23:17:55] #0244/13069 | true=walk | pred=walk | ✓ | ent=0.669 conf=0.850 gap=0.800
[2026-05-12 23:18:05] #0245/13069 | true=walk | pred=walk | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 23:18:20] #0246/13069 | true=walk | pred=run | ✗ | ent=0.215 conf=0.944 gap=0.889
[2026-05-12 23:18:35] #0247/13069 | true=walk | pred=stand | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 23:18:40] #0248/13069 | true=walk | pred=walk | ✓ | ent=0.279 conf=0.950 gap=0.940
[2026-05-12 23:18:44] #0249/13069 | true=walk | pred=walk | ✓ | ent=0.676 conf=0.850 gap=0.800
[2026-05-12 23:18:51] #0250/13069 | true=walk | pred=walk | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 23:19:03] #0251/13069 | true=walk | pred=run | ✗ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 23:19:17] #0252/13069 | true=walk | pred=shuffle | ✗ | ent=1.063 conf=0.600 gap=0.400
[2026-05-12 23:19:30] #0253/13069 | true=walk | pred=run | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 23:19:36] #0254/13069 | true=walk | pred=stand | ✗ | ent=1.476 conf=0.550 gap=0.400
[2026-05-12 23:19:58] #0255/13069 | true=walk | pred=stand | ✗ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 23:20:12] #0256/13069 | true=walk | pred=stairs_up | ✗ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 23:20:19] #0257/13069 | true=walk | pred=walk | ✓ | ent=1.012 conf=0.750 gap=0.700
[2026-05-12 23:20:22] #0258/13069 | true=walk | pred=walk | ✓ | ent=0.279 conf=0.950 gap=0.940
[2026-05-12 23:20:32] #0259/13069 | true=walk | pred=walk | ✓ | ent=0.759 conf=0.820 gap=0.740
[2026-05-12 23:20:56] #0260/13069 | true=walk | pred=shuffle | ✗ | ent=1.661 conf=0.350 gap=0.100
[2026-05-11 22:51:28]   [260/13069] acc=63% filt=231
[2026-05-12 23:20:59] #0261/13069 | true=walk | pred=walk | ✓ | ent=0.669 conf=0.850 gap=0.800
[2026-05-12 23:21:09] #0262/13069 | true=walk | pred=walk | ✓ | ent=0.891 conf=0.780 gap=0.700
[2026-05-12 23:21:28] #0263/13069 | true=walk | pred=stairs_down | ✗ | ent=0.688 conf=0.550 gap=0.100
[2026-05-12 23:21:31] #0264/13069 | true=walk | pred=walk | ✓ | ent=1.686 conf=0.400 gap=0.200
[2026-05-12 23:21:34] #0265/13069 | true=walk | pred=walk | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 23:21:37] #0266/13069 | true=walk | pred=walk | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 23:21:44] #0267/13069 | true=walk | pred=run | ✗ | ent=0.428 conf=0.921 gap=0.901
[2026-05-12 23:21:53] #0268/13069 | true=walk | pred=walk | ✓ | ent=0.265 conf=0.950 gap=0.920
[2026-05-12 23:21:56] #0269/13069 | true=walk | pred=walk | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 23:22:01] #0270/13069 | true=walk | pred=walk | ✓ | ent=0.997 conf=0.550 gap=0.300
[2026-05-12 23:22:05] #0271/13069 | true=walk | pred=walk | ✓ | ent=0.669 conf=0.850 gap=0.800
[2026-05-12 23:22:16] #0272/13069 | true=walk | pred=walk | ✓ | ent=1.024 conf=0.720 gap=0.620
[2026-05-12 23:22:21] #0273/13069 | true=walk | pred=run | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 23:22:28] #0274/13069 | true=walk | pred=lying | ✗ | ent=1.816 conf=0.300 gap=0.100
[2026-05-12 23:22:40] #0275/13069 | true=walk | pred=walk | ✓ | ent=0.585 conf=0.820 gap=0.670
[2026-05-12 23:23:00] #0276/13069 | true=walk | pred=walk | ✓ | ent=1.254 conf=0.650 gap=0.550
[2026-05-12 23:23:10] #0277/13069 | true=walk | pred=run | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 23:23:18] #0278/13069 | true=walk | pred=walk | ✓ | ent=0.556 conf=0.850 gap=0.780
[2026-05-12 23:23:32] #0279/13069 | true=walk | pred=walk | ✓ | ent=1.135 conf=0.650 gap=0.450
[2026-05-12 23:23:45] #0280/13069 | true=walk | pred=stairs_up | ✗ | ent=1.163 conf=0.500 gap=0.150
[2026-05-11 22:57:06]   [280/13069] acc=62% filt=250
[2026-05-12 23:23:48] #0281/13069 | true=walk | pred=walk | ✓ | ent=0.669 conf=0.850 gap=0.800
[2026-05-12 23:23:51] #0282/13069 | true=walk | pred=walk | ✓ | ent=0.641 conf=0.850 gap=0.790
[2026-05-12 23:23:54] #0283/13069 | true=walk | pred=walk | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 23:23:58] #0284/13069 | true=walk | pred=walk | ✓ | ent=0.215 conf=0.944 gap=0.889
[2026-05-12 23:24:11] #0285/13069 | true=walk | pred=run | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 23:24:22] #0286/13069 | true=walk | pred=walk | ✓ | ent=1.094 conf=0.650 gap=0.470
[2026-05-12 23:24:27] #0287/13069 | true=walk | pred=stairs_up | ✗ | ent=1.089 conf=0.600 gap=0.400
[2026-05-12 23:24:41] #0288/13069 | true=walk | pred=stairs_up | ✗ | ent=1.332 conf=0.400 gap=0.000
[2026-05-12 23:24:45] #0289/13069 | true=walk | pred=walk | ✓ | ent=0.731 conf=0.750 gap=0.600
[2026-05-12 23:24:58] #0290/13069 | true=walk | pred=stairs_up | ✗ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 23:25:07] #0291/13069 | true=walk | pred=walk | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 23:25:16] #0292/13069 | true=walk | pred=walk | ✓ | ent=0.669 conf=0.850 gap=0.800
[2026-05-12 23:25:23] #0293/13069 | true=walk | pred=walk | ✓ | ent=0.940 conf=0.750 gap=0.670
[2026-05-12 23:25:26] #0294/13069 | true=walk | pred=walk | ✓ | ent=0.341 conf=0.940 gap=0.930
[2026-05-12 23:25:31] #0295/13069 | true=walk | pred=stand | ✗ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 23:25:34] #0296/13069 | true=walk | pred=walk | ✓ | ent=0.669 conf=0.850 gap=0.800
[2026-05-12 23:25:43] #0297/13069 | true=walk | pred=walk | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 23:25:51] #0298/13069 | true=walk | pred=stairs_up | ✗ | ent=1.332 conf=0.400 gap=0.000
[2026-05-12 23:26:00] #0299/13069 | true=walk | pred=walk | ✓ | ent=0.556 conf=0.850 gap=0.780
[2026-05-12 23:26:08] #0300/13069 | true=walk | pred=run | ✗ | ent=1.374 conf=0.600 gap=0.450
[2026-05-11 23:00:13]   [300/13069] acc=64% filt=268
[2026-05-12 23:26:17] #0301/13069 | true=walk | pred=walk | ✓ | ent=1.513 conf=0.450 gap=0.270
[2026-05-12 23:26:25] #0302/13069 | true=walk | pred=walk | ✓ | ent=0.862 conf=0.750 gap=0.600
[2026-05-12 23:26:32] #0303/13069 | true=walk | pred=walk | ✓ | ent=0.279 conf=0.950 gap=0.940
[2026-05-12 23:26:46] #0304/13069 | true=walk | pred=walk | ✓ | ent=0.384 conf=0.920 gap=0.890
[2026-05-12 23:26:49] #0305/13069 | true=walk | pred=walk | ✓ | ent=1.017 conf=0.750 gap=0.700
[2026-05-12 23:27:01] #0306/13069 | true=walk | pred=stairs_down | ✗ | ent=0.893 conf=0.550 gap=0.150
[2026-05-12 23:27:16] #0307/13069 | true=walk | pred=run | ✗ | ent=0.475 conf=0.900 gap=0.850
[2026-05-12 23:27:24] #0308/13069 | true=walk | pred=walk | ✓ | ent=0.635 conf=0.850 gap=0.770
[2026-05-12 23:27:29] #0309/13069 | true=walk | pred=run | ✗ | ent=0.251 conf=0.950 gap=0.930
[2026-05-12 23:27:32] #0310/13069 | true=walk | pred=walk | ✓ | ent=0.585 conf=0.850 gap=0.750
[2026-05-12 23:27:35] #0311/13069 | true=walk | pred=walk | ✓ | ent=0.640 conf=0.850 gap=0.800
[2026-05-12 23:27:39] #0312/13069 | true=walk | pred=walk | ✓ | ent=0.665 conf=0.850 gap=0.800
[2026-05-12 23:27:42] #0313/13069 | true=walk | pred=walk | ✓ | ent=1.221 conf=0.500 gap=0.300
[2026-05-12 23:27:46] #0314/13069 | true=walk | pred=run | ✗ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 23:27:54] #0315/13069 | true=walk | pred=walk | ✓ | ent=0.332 conf=0.920 gap=0.870
[2026-05-12 23:28:08] #0316/13069 | true=walk | pred=shuffle | ✗ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 23:28:20] #0317/13069 | true=walk | pred=walk | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 23:28:23] #0318/13069 | true=walk | pred=walk | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 23:28:35] #0319/13069 | true=walk | pred=stairs_up | ✗ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 23:28:38] #0320/13069 | true=walk | pred=walk | ✓ | ent=0.279 conf=0.950 gap=0.940
[2026-05-11 23:04:11]   [320/13069] acc=64% filt=285
[2026-05-12 23:28:44] #0321/13069 | true=walk | pred=run | ✗ | ent=0.526 conf=0.891 gap=0.842
[2026-05-12 23:28:48] #0322/13069 | true=walk | pred=walk | ✓ | ent=1.609 conf=0.350 gap=0.100
[2026-05-12 23:28:51] #0323/13069 | true=walk | pred=walk | ✓ | ent=0.251 conf=0.950 gap=0.930
[2026-05-12 23:29:05] #0324/13069 | true=walk | pred=stairs_up | ✗ | ent=1.659 conf=0.300 gap=0.050
[2026-05-12 23:29:14] #0325/13069 | true=walk | pred=walk | ✓ | ent=0.665 conf=0.850 gap=0.800
[2026-05-12 23:29:20] #0326/13069 | true=walk | pred=walk | ✓ | ent=0.475 conf=0.900 gap=0.850
[2026-05-12 23:29:33] #0327/13069 | true=walk | pred=stairs_up | ✗ | ent=1.018 conf=0.450 gap=0.000
[2026-05-12 23:29:39] #0328/13069 | true=walk | pred=run | ✗ | ent=0.377 conf=0.875 gap=0.750
[2026-05-12 23:29:43] #0329/13069 | true=walk | pred=walk | ✓ | ent=0.624 conf=0.850 gap=0.800
[2026-05-12 23:29:53] #0330/13069 | true=walk | pred=walk | ✓ | ent=0.282 conf=0.950 gap=0.930
[2026-05-12 23:30:12] #0331/13069 | true=walk | pred=stairs_up | ✗ | ent=1.043 conf=0.450 gap=0.000
[2026-05-12 23:30:26] #0332/13069 | true=walk | pred=stairs_up | ✗ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 23:30:46] #0333/13069 | true=walk | pred=stairs_up | ✗ | ent=0.949 conf=0.450 gap=0.000
[2026-05-12 23:30:49] #0334/13069 | true=walk | pred=walk | ✓ | ent=0.690 conf=0.850 gap=0.810
[2026-05-12 23:31:11] #0335/13069 | true=walk | pred=stairs_down | ✗ | ent=1.178 conf=0.480 gap=0.080
[2026-05-12 23:31:18] #0336/13069 | true=walk | pred=walk | ✓ | ent=1.164 conf=0.650 gap=0.500
[2026-05-12 23:31:31] #0337/13069 | true=walk | pred=stand | ✗ | ent=0.602 conf=0.850 gap=0.770
[2026-05-12 23:31:40] #0338/13069 | true=walk | pred=walk | ✓ | ent=0.669 conf=0.850 gap=0.800
[2026-05-12 23:31:50] #0339/13069 | true=walk | pred=run | ✗ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 23:32:08] #0340/13069 | true=walk | pred=stairs_down | ✗ | ent=1.354 conf=0.600 gap=0.450
[2026-05-11 23:08:21]   [340/13069] acc=64% filt=302
[2026-05-12 23:32:15] #0341/13069 | true=walk | pred=walk | ✓ | ent=0.552 conf=0.850 gap=0.750
[2026-05-12 23:32:27] #0342/13069 | true=walk | pred=run | ✗ | ent=0.276 conf=0.950 gap=0.930
[2026-05-12 23:32:38] #0343/13069 | true=walk | pred=shuffle | ✗ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 23:32:44] #0344/13069 | true=walk | pred=walk | ✓ | ent=0.606 conf=0.850 gap=0.750
[2026-05-12 23:32:48] #0345/13069 | true=walk | pred=walk | ✓ | ent=0.860 conf=0.750 gap=0.600
[2026-05-12 23:32:55] #0346/13069 | true=walk | pred=stairs_up | ✗ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 23:32:59] #0347/13069 | true=walk | pred=walk | ✓ | ent=0.599 conf=0.850 gap=0.750
[2026-05-12 23:33:09] #0348/13069 | true=walk | pred=walk | ✓ | ent=0.825 conf=0.800 gap=0.750
[2026-05-12 23:33:16] #0349/13069 | true=walk | pred=walk | ✓ | ent=0.316 conf=0.945 gap=0.935
[2026-05-12 23:33:24] #0350/13069 | true=walk | pred=walk | ✓ | ent=0.979 conf=0.750 gap=0.670
[2026-05-12 23:33:27] #0351/13069 | true=walk | pred=walk | ✓ | ent=0.482 conf=0.900 gap=0.850
[2026-05-12 23:33:36] #0352/13069 | true=walk | pred=walk | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 23:33:49] #0353/13069 | true=walk | pred=stairs_up | ✗ | ent=1.338 conf=0.450 gap=0.150
[2026-05-12 23:33:59] #0354/13069 | true=walk | pred=walk | ✓ | ent=1.237 conf=0.650 gap=0.550
[2026-05-12 23:34:10] #0355/13069 | true=walk | pred=run | ✗ | ent=0.431 conf=0.920 gap=0.900
[2026-05-12 23:34:22] #0356/13069 | true=walk | pred=walk | ✓ | ent=0.112 conf=0.980 gap=0.970
[2026-05-12 23:34:28] #0357/13069 | true=walk | pred=shuffle | ✗ | ent=1.752 conf=0.300 gap=0.050
[2026-05-12 23:34:37] #0358/13069 | true=walk | pred=walk | ✓ | ent=0.405 conf=0.920 gap=0.890
[2026-05-12 23:34:49] #0359/13069 | true=walk | pred=run | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 23:34:57] #0360/13069 | true=walk | pred=walk | ✓ | ent=0.690 conf=0.850 gap=0.810
[2026-05-11 23:12:44]   [360/13069] acc=63% filt=318
[2026-05-12 23:35:13] #0361/13069 | true=walk | pred=stairs_up | ✗ | ent=0.925 conf=0.550 gap=0.170
[2026-05-12 23:35:16] #0362/13069 | true=walk | pred=walk | ✓ | ent=0.676 conf=0.850 gap=0.800
[2026-05-12 23:35:25] #0363/13069 | true=walk | pred=walk | ✓ | ent=1.182 conf=0.700 gap=0.650
[2026-05-12 23:35:28] #0364/13069 | true=walk | pred=walk | ✓ | ent=0.895 conf=0.750 gap=0.650
[2026-05-12 23:35:32] #0365/13069 | true=walk | pred=walk | ✓ | ent=0.683 conf=0.850 gap=0.800
[2026-05-12 23:35:54] #0366/13069 | true=walk | pred=stairs_up | ✗ | ent=1.049 conf=0.550 gap=0.200
[2026-05-12 23:35:57] #0367/13069 | true=walk | pred=walk | ✓ | ent=1.259 conf=0.650 gap=0.550
[2026-05-12 23:36:08] #0368/13069 | true=walk | pred=run | ✗ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 23:36:15] #0369/13069 | true=walk | pred=stairs_up | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 23:36:21] #0370/13069 | true=walk | pred=stairs_up | ✗ | ent=1.268 conf=0.550 gap=0.350
[2026-05-12 23:36:40] #0371/13069 | true=walk | pred=run | ✗ | ent=0.412 conf=0.920 gap=0.890
[2026-05-12 23:36:46] #0372/13069 | true=walk | pred=run | ✗ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 23:36:57] #0373/13069 | true=walk | pred=walk | ✓ | ent=1.654 conf=0.400 gap=0.150
[2026-05-12 23:37:06] #0374/13069 | true=walk | pred=walk | ✓ | ent=0.537 conf=0.880 gap=0.820
[2026-05-12 23:37:09] #0375/13069 | true=walk | pred=walk | ✓ | ent=0.531 conf=0.850 gap=0.730
[2026-05-12 23:37:12] #0376/13069 | true=walk | pred=walk | ✓ | ent=0.279 conf=0.950 gap=0.940
[2026-05-12 23:37:23] #0377/13069 | true=walk | pred=stand | ✗ | ent=1.040 conf=0.500 gap=0.250
[2026-05-12 23:37:29] #0378/13069 | true=walk | pred=run | ✗ | ent=0.471 conf=0.880 gap=0.800
[2026-05-12 23:37:42] #0379/13069 | true=walk | pred=run | ✗ | ent=0.419 conf=0.920 gap=0.890
[2026-05-12 23:37:46] #0380/13069 | true=walk | pred=walk | ✓ | ent=0.282 conf=0.950 gap=0.930
[2026-05-11 23:17:55]   [380/13069] acc=62% filt=333
[2026-05-12 23:37:51] #0381/13069 | true=walk | pred=stairs_up | ✗ | ent=1.209 conf=0.450 gap=0.050
[2026-05-12 23:37:58] #0382/13069 | true=walk | pred=lying | ✗ | ent=1.960 conf=0.250 gap=0.100
[2026-05-12 23:38:09] #0383/13069 | true=walk | pred=run | ✗ | ent=1.059 conf=0.700 gap=0.550
[2026-05-12 23:38:14] #0384/13069 | true=walk | pred=walk | ✓ | ent=0.468 conf=0.900 gap=0.850
[2026-05-12 23:38:27] #0385/13069 | true=walk | pred=run | ✗ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 23:38:30] #0386/13069 | true=walk | pred=walk | ✓ | ent=1.090 conf=0.732 gap=0.683
[2026-05-12 23:38:41] #0387/13069 | true=walk | pred=walk | ✓ | ent=1.783 conf=0.250 gap=0.000
[2026-05-12 23:38:47] #0388/13069 | true=walk | pred=stand | ✗ | ent=0.874 conf=0.693 gap=0.446
[2026-05-12 23:38:50] #0389/13069 | true=walk | pred=walk | ✓ | ent=0.640 conf=0.850 gap=0.800
[2026-05-12 23:38:58] #0390/13069 | true=walk | pred=walk | ✓ | ent=0.286 conf=0.950 gap=0.930
[2026-05-12 23:39:10] #0391/13069 | true=walk | pred=walk | ✓ | ent=0.868 conf=0.650 gap=0.350
[2026-05-12 23:39:13] #0392/13069 | true=walk | pred=walk | ✓ | ent=0.997 conf=0.550 gap=0.300
[2026-05-12 23:39:17] #0393/13069 | true=walk | pred=walk | ✓ | ent=0.718 conf=0.842 gap=0.792
[2026-05-12 23:39:23] #0394/13069 | true=walk | pred=run | ✗ | ent=0.850 conf=0.750 gap=0.600
[2026-05-12 23:39:29] #0395/13069 | true=walk | pred=shuffle | ✗ | ent=1.705 conf=0.350 gap=0.150
[2026-05-12 23:39:47] #0396/13069 | true=walk | pred=stairs_up | ✗ | ent=1.291 conf=0.600 gap=0.400
[2026-05-12 23:40:00] #0397/13069 | true=walk | pred=walk | ✓ | ent=0.665 conf=0.850 gap=0.800
[2026-05-12 23:40:12] #0398/13069 | true=walk | pred=walk | ✓ | ent=0.279 conf=0.950 gap=0.940
[2026-05-12 23:40:23] #0399/13069 | true=walk | pred=stand | ✗ | ent=1.106 conf=0.600 gap=0.450
[2026-05-12 23:40:32] #0400/13069 | true=walk | pred=walk | ✓ | ent=0.887 conf=0.720 gap=0.520
[2026-05-11 23:24:23]   [400/13069] acc=63% filt=351
[2026-05-12 23:40:49] #0401/13069 | true=walk | pred=shuffle | ✗ | ent=0.861 conf=0.650 gap=0.350
[2026-05-12 23:40:55] #0402/13069 | true=walk | pred=walk | ✓ | ent=0.431 conf=0.920 gap=0.900
[2026-05-12 23:41:05] #0403/13069 | true=walk | pred=walk | ✓ | ent=0.668 conf=0.850 gap=0.800
[2026-05-12 23:41:11] #0404/13069 | true=walk | pred=walk | ✓ | ent=0.966 conf=0.750 gap=0.670
[2026-05-12 23:41:17] #0405/13069 | true=walk | pred=shuffle | ✗ | ent=0.688 conf=0.550 gap=0.100
[2026-05-12 23:41:33] #0406/13069 | true=walk | pred=walk | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 23:41:45] #0407/13069 | true=walk | pred=walk | ✓ | ent=0.731 conf=0.750 gap=0.600
[2026-05-12 23:41:56] #0408/13069 | true=walk | pred=run | ✗ | ent=0.693 conf=0.850 gap=0.800
[2026-05-12 23:41:59] #0409/13069 | true=walk | pred=walk | ✓ | ent=0.669 conf=0.850 gap=0.800
[2026-05-12 23:42:05] #0410/13069 | true=walk | pred=walk | ✓ | ent=0.761 conf=0.800 gap=0.700
[2026-05-12 23:42:08] #0411/13069 | true=walk | pred=walk | ✓ | ent=0.112 conf=0.980 gap=0.970
[2026-05-12 23:42:19] #0412/13069 | true=walk | pred=run | ✗ | ent=0.475 conf=0.900 gap=0.850
[2026-05-12 23:42:35] #0413/13069 | true=walk | pred=shuffle | ✗ | ent=1.308 conf=0.550 gap=0.300
[2026-05-12 23:42:47] #0414/13069 | true=walk | pred=walk | ✓ | ent=0.771 conf=0.700 gap=0.450
[2026-05-12 23:43:00] #0415/13069 | true=walk | pred=walk | ✓ | ent=0.661 conf=0.850 gap=0.800
[2026-05-12 23:43:09] #0416/13069 | true=walk | pred=stand | ✗ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 23:43:15] #0417/13069 | true=walk | pred=run | ✗ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 23:43:27] #0418/13069 | true=walk | pred=run | ✗ | ent=0.683 conf=0.850 gap=0.800
[2026-05-12 23:43:40] #0419/13069 | true=walk | pred=walk | ✓ | ent=1.019 conf=0.720 gap=0.620
[2026-05-12 23:43:48] #0420/13069 | true=walk | pred=run | ✗ | ent=0.394 conf=0.900 gap=0.850
[2026-05-11 23:30:27]   [420/13069] acc=63% filt=370
[2026-05-12 23:44:00] #0421/13069 | true=walk | pred=walk | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 23:44:02] #0422/13069 | true=walk | pred=walk | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 23:44:09] #0423/13069 | true=walk | pred=walk | ✓ | ent=0.272 conf=0.950 gap=0.930
[2026-05-12 23:44:26] #0424/13069 | true=walk | pred=walk | ✓ | ent=1.190 conf=0.450 gap=0.050
[2026-05-12 23:44:39] #0425/13069 | true=walk | pred=stairs_up | ✗ | ent=1.052 conf=0.450 gap=0.000
[2026-05-12 23:44:42] #0426/13069 | true=walk | pred=walk | ✓ | ent=0.655 conf=0.850 gap=0.800
[2026-05-12 23:44:45] #0427/13069 | true=walk | pred=walk | ✓ | ent=0.665 conf=0.850 gap=0.800
[2026-05-12 23:45:01] #0428/13069 | true=walk | pred=run | ✗ | ent=0.206 conf=0.947 gap=0.895
[2026-05-12 23:45:15] #0429/13069 | true=walk | pred=run | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 23:45:27] #0430/13069 | true=walk | pred=walk | ✓ | ent=0.647 conf=0.800 gap=0.650
[2026-05-12 23:45:30] #0431/13069 | true=walk | pred=walk | ✓ | ent=1.017 conf=0.750 gap=0.700
[2026-05-12 23:45:32] #0432/13069 | true=walk | pred=walk | ✓ | ent=0.112 conf=0.980 gap=0.970
[2026-05-12 23:45:35] #0433/13069 | true=walk | pred=walk | ✓ | ent=0.965 conf=0.750 gap=0.700
[2026-05-12 23:45:45] #0434/13069 | true=walk | pred=run | ✗ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 23:45:47] #0435/13069 | true=walk | pred=walk | ✓ | ent=0.404 conf=0.920 gap=0.900
[2026-05-12 23:46:00] #0436/13069 | true=walk | pred=shuffle | ✗ | ent=1.656 conf=0.400 gap=0.200
[2026-05-12 23:46:05] #0437/13069 | true=walk | pred=stairs_up | ✗ | ent=1.052 conf=0.450 gap=0.000
[2026-05-12 23:46:15] #0438/13069 | true=walk | pred=walk | ✓ | ent=0.696 conf=0.850 gap=0.800
[2026-05-12 23:46:23] #0439/13069 | true=walk | pred=walk | ✓ | ent=1.205 conf=0.650 gap=0.570
[2026-05-12 23:46:33] #0440/13069 | true=walk | pred=walk | ✓ | ent=1.441 conf=0.550 gap=0.400
[2026-05-11 23:41:37]   [440/13069] acc=63% filt=389
[2026-05-12 23:46:57] #0441/13069 | true=walk | pred=stairs_down | ✗ | ent=1.180 conf=0.600 gap=0.350
[2026-05-12 23:47:03] #0442/13069 | true=walk | pred=walk | ✓ | ent=0.827 conf=0.700 gap=0.450
[2026-05-12 23:47:10] #0443/13069 | true=walk | pred=stairs_up | ✗ | ent=1.096 conf=0.350 gap=0.000
[2026-05-12 23:47:12] #0444/13069 | true=walk | pred=walk | ✓ | ent=1.016 conf=0.750 gap=0.690
[2026-05-12 23:47:20] #0445/13069 | true=walk | pred=walk | ✓ | ent=0.316 conf=0.945 gap=0.935
[2026-05-12 23:47:33] #0446/13069 | true=walk | pred=run | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 23:47:47] #0447/13069 | true=walk | pred=walk | ✓ | ent=1.132 conf=0.700 gap=0.600
[2026-05-12 23:48:00] #0448/13069 | true=walk | pred=stairs_up | ✗ | ent=1.290 conf=0.450 gap=0.100
