[2026-05-11 11:03:46] Class 9 (Push-up) 软标签生成开始
[2026-05-11 11:03:46]   QUICK=False LIMIT=50
[2026-05-11 11:03:46]   温度=0.8 (from api_config)
[2026-05-11 11:03:46]   本类: 1621窗口 (仅加载本类, 内存友好)
[2026-05-11 11:03:46]   实际生成: 1621 窗口
[2026-05-11 11:03:59] #0001/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:48:43] #0750/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 15:49:07] #0751/01621 | true=Push-up(9) | pred=Talk-stand(3) | ✗ | ent=2.082 | conf=0.450 | gap=0.350
[2026-05-11 15:49:41] #0752/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.989 | conf=0.750 | gap=0.630
[2026-05-11 15:50:41] #0753/01621 | true=Push-up(9) | pred=Pick(7) | ✗ | ent=1.268 | conf=0.550 | gap=0.350
[2026-05-11 15:51:00] #0754/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.669 | conf=0.850 | gap=0.800
[2026-05-11 15:51:34] #0755/01621 | true=Push-up(9) | pred=Pick(7) | ✗ | ent=0.206 | conf=0.947 | gap=0.895
[2026-05-11 15:51:54] #0756/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=1.364 | conf=0.550 | gap=0.350
[2026-05-11 15:52:09] #0757/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.929 | conf=0.750 | gap=0.650
[2026-05-11 15:52:25] #0758/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.627 | conf=0.850 | gap=0.800
[2026-05-11 15:52:43] #0759/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.819 | conf=0.700 | gap=0.550
[2026-05-11 15:53:16] #0760/01621 | true=Push-up(9) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:53:16]   [760/1621] acc=558/760=73.4% filtered=712/760
[2026-05-11 15:53:29] #0761/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-11 15:53:41] #0762/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.129 | conf=0.980 | gap=0.975
[2026-05-11 15:53:55] #0763/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.782 | conf=0.820 | gap=0.780
[2026-05-11 15:54:09] #0764/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.674 | conf=0.850 | gap=0.800
[2026-05-11 15:54:24] #0765/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 15:55:00] #0766/01621 | true=Push-up(9) | pred=Pick(7) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 15:55:12] #0767/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.447 | conf=0.900 | gap=0.850
[2026-05-11 15:55:27] #0768/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-11 15:56:05] #0769/01621 | true=Push-up(9) | pred=Pick(7) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 15:56:18] #0770/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.685 | conf=0.850 | gap=0.810
[2026-05-11 15:57:10] #0771/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-11 15:57:27] #0772/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 15:57:57] #0773/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.780 | conf=0.700 | gap=0.450
[2026-05-11 15:58:40] #0774/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-11 15:59:20] #0775/01621 | true=Push-up(9) | pred=Talk-stand(3) | ✗ | ent=0.602 | conf=0.850 | gap=0.770
[2026-05-11 15:59:36] #0776/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.664 | conf=0.850 | gap=0.820
[2026-05-11 15:59:58] #0777/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-11 16:00:12] #0778/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:00:40] #0779/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 16:01:17] #0780/01621 | true=Push-up(9) | pred=Talk-stand(3) | ✗ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-11 16:01:17]   [780/1621] acc=574/780=73.6% filtered=732/780
[2026-05-11 16:01:51] #0781/01621 | true=Push-up(9) | pred=Pick(7) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 16:02:22] #0782/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.265 | conf=0.950 | gap=0.930
[2026-05-11 16:02:59] #0783/01621 | true=Push-up(9) | pred=Lay-stand(6) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 16:03:30] #0784/01621 | true=Push-up(9) | pred=Lay-stand(6) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 16:03:46] #0785/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:04:22] #0786/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.766 | conf=0.758 | gap=0.600
[2026-05-11 16:04:38] #0787/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 16:05:13] #0788/01621 | true=Push-up(9) | pred=Talk-stand(3) | ✗ | ent=1.166 | conf=0.550 | gap=0.350
[2026-05-11 16:05:39] #0789/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=1.259 | conf=0.650 | gap=0.550
[2026-05-11 16:06:13] #0790/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.589 | conf=0.842 | gap=0.758
[2026-05-11 16:06:26] #0791/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-11 16:06:44] #0792/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 16:07:01] #0793/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:07:14] #0794/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 16:07:50] #0795/01621 | true=Push-up(9) | pred=Talk-stand(3) | ✗ | ent=0.602 | conf=0.850 | gap=0.770
[2026-05-11 16:08:04] #0796/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.562 | conf=0.750 | gap=0.500
[2026-05-11 16:08:51] #0797/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.224 | conf=0.950 | gap=0.910
[2026-05-11 16:09:06] #0798/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.871 | conf=0.700 | gap=0.500
[2026-05-11 16:09:17] #0799/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-11 16:09:50] #0800/01621 | true=Push-up(9) | pred=Lay-stand(6) | ✗ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-11 16:09:50]   [800/1621] acc=588/800=73.5% filtered=752/800
[2026-05-11 16:10:24] #0801/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.384 | conf=0.920 | gap=0.890
[2026-05-11 16:10:34] #0802/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.680 | conf=0.850 | gap=0.810
[2026-05-11 16:11:09] #0803/01621 | true=Push-up(9) | pred=Talk-stand(3) | ✗ | ent=1.469 | conf=0.550 | gap=0.450
[2026-05-11 16:11:35] #0804/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.279 | conf=0.920 | gap=0.840
[2026-05-11 16:12:22] #0805/01621 | true=Push-up(9) | pred=Walk(11) | ✗ | ent=1.259 | conf=0.650 | gap=0.550
[2026-05-11 16:12:32] #0806/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:13:02] #0807/01621 | true=Push-up(9) | pred=Talk-stand(3) | ✗ | ent=0.252 | conf=0.944 | gap=0.911
[2026-05-11 16:13:31] #0808/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 16:13:48] #0809/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.665 | conf=0.850 | gap=0.800
[2026-05-11 16:14:26] #0810/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.802 | conf=0.700 | gap=0.500
[2026-05-11 16:14:52] #0811/01621 | true=Push-up(9) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:15:09] #0812/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 16:15:46] #0813/01621 | true=Push-up(9) | pred=Stair-up(15) | ✗ | ent=1.121 | conf=0.700 | gap=0.620
[2026-05-11 16:16:41] #0814/01621 | true=Push-up(9) | pred=Table-tennis(17) | ✗ | ent=0.929 | conf=0.750 | gap=0.650
[2026-05-11 16:17:04] #0815/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=1.443 | conf=0.550 | gap=0.400
[2026-05-11 16:17:36] #0816/01621 | true=Push-up(9) | pred=Pick(7) | ✗ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 16:18:09] #0817/01621 | true=Push-up(9) | pred=Pick(7) | ✗ | ent=0.876 | conf=0.750 | gap=0.650
[2026-05-11 16:18:40] #0818/01621 | true=Push-up(9) | pred=Stair-up(15) | ✗ | ent=1.271 | conf=0.600 | gap=0.450
[2026-05-11 16:19:20] #0819/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.929 | conf=0.750 | gap=0.650
[2026-05-11 16:19:30] #0820/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 16:19:30]   [820/1621] acc=599/820=73.0% filtered=772/820
[2026-05-11 16:19:45] #0821/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 16:20:00] #0822/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.417 | conf=0.920 | gap=0.900
[2026-05-11 16:20:38] #0823/01621 | true=Push-up(9) | pred=Talk-stand(3) | ✗ | ent=0.857 | conf=0.733 | gap=0.600
[2026-05-11 16:21:11] #0824/01621 | true=Push-up(9) | pred=Pick(7) | ✗ | ent=0.731 | conf=0.750 | gap=0.600
[2026-05-11 16:21:24] #0825/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:21:37] #0826/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.384 | conf=0.920 | gap=0.890
[2026-05-11 16:22:11] #0827/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.486 | conf=0.900 | gap=0.880
[2026-05-11 16:22:27] #0828/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.384 | conf=0.920 | gap=0.890
[2026-05-11 16:22:48] #0829/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=1.851 | conf=0.300 | gap=0.150
[2026-05-11 16:23:01] #0830/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 16:23:22] #0831/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.404 | conf=0.920 | gap=0.900
[2026-05-11 16:23:37] #0832/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.683 | conf=0.850 | gap=0.820
[2026-05-11 16:24:12] #0833/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-11 16:24:22] #0834/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-11 16:25:01] #0835/01621 | true=Push-up(9) | pred=Stair-up(15) | ✗ | ent=1.634 | conf=0.450 | gap=0.300
[2026-05-11 16:25:13] #0836/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-11 16:25:41] #0837/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.332 | conf=0.920 | gap=0.870
[2026-05-11 16:25:56] #0838/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 16:26:09] #0839/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=1.488 | conf=0.400 | gap=0.100
[2026-05-11 16:26:40] #0840/01621 | true=Push-up(9) | pred=Lay-stand(6) | ✗ | ent=0.927 | conf=0.737 | gap=0.632
[2026-05-11 16:26:40]   [840/1621] acc=615/840=73.2% filtered=789/840
[2026-05-11 16:26:59] #0841/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 16:27:22] #0842/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=1.308 | conf=0.550 | gap=0.300
[2026-05-11 16:27:55] #0843/01621 | true=Push-up(9) | pred=Walk(11) | ✗ | ent=1.002 | conf=0.720 | gap=0.620
[2026-05-11 16:28:11] #0844/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 16:28:27] #0845/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:29:19] #0846/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.791 | conf=0.650 | gap=0.350
[2026-05-11 16:29:28] #0847/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:29:52] #0848/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.746 | conf=0.700 | gap=0.450
[2026-05-11 16:30:06] #0849/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:30:19] #0850/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.669 | conf=0.850 | gap=0.800
[2026-05-11 16:31:11] #0851/01621 | true=Push-up(9) | pred=Pick(7) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 16:31:28] #0852/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:31:43] #0853/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 16:31:57] #0854/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-11 16:32:23] #0855/01621 | true=Push-up(9) | pred=Lay-stand(6) | ✗ | ent=0.444 | conf=0.882 | gap=0.824
[2026-05-11 16:32:40] #0856/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=1.091 | conf=0.720 | gap=0.670
[2026-05-11 16:33:09] #0857/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=1.164 | conf=0.650 | gap=0.500
[2026-05-11 16:33:44] #0858/01621 | true=Push-up(9) | pred=Pick(7) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 16:34:19] #0859/01621 | true=Push-up(9) | pred=Pick(7) | ✗ | ent=0.887 | conf=0.750 | gap=0.650
[2026-05-11 16:35:07] #0860/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.384 | conf=0.920 | gap=0.890
[2026-05-11 16:35:07]   [860/1621] acc=630/860=73.3% filtered=809/860
[2026-05-11 16:35:21] #0861/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 16:35:56] #0862/01621 | true=Push-up(9) | pred=Pick(7) | ✗ | ent=1.210 | conf=0.682 | gap=0.568
[2026-05-11 16:36:13] #0863/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-11 16:36:30] #0864/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.662 | conf=0.820 | gap=0.740
[2026-05-11 16:37:04] #0865/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:37:22] #0866/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-11 16:37:39] #0867/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 16:38:15] #0868/01621 | true=Push-up(9) | pred=Talk-stand(3) | ✗ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-11 16:38:46] #0869/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 16:39:19] #0870/01621 | true=Push-up(9) | pred=Sit-up(10) | ✗ | ent=0.572 | conf=0.842 | gap=0.737
[2026-05-11 16:39:34] #0871/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=1.164 | conf=0.650 | gap=0.500
[2026-05-11 16:40:01] #0872/01621 | true=Push-up(9) | pred=Pick(7) | ✗ | ent=1.814 | conf=0.539 | gap=0.441
[2026-05-11 16:40:36] #0873/01621 | true=Push-up(9) | pred=Pick(7) | ✗ | ent=0.613 | conf=0.800 | gap=0.650
[2026-05-11 16:41:16] #0874/01621 | true=Push-up(9) | pred=Pick(7) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:41:46] #0875/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-11 16:42:02] #0876/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 16:42:36] #0877/01621 | true=Push-up(9) | pred=Pick(7) | ✗ | ent=0.568 | conf=0.850 | gap=0.770
[2026-05-11 16:42:49] #0878/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.675 | conf=0.850 | gap=0.810
[2026-05-11 16:43:28] #0879/01621 | true=Push-up(9) | pred=Pick(7) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 16:44:00] #0880/01621 | true=Push-up(9) | pred=Stair-up(15) | ✗ | ent=1.129 | conf=0.700 | gap=0.620
[2026-05-11 16:44:00]   [880/1621] acc=641/880=72.8% filtered=828/880
[2026-05-11 16:44:40] #0881/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 16:45:19] #0882/01621 | true=Push-up(9) | pred=Lay-stand(6) | ✗ | ent=0.409 | conf=0.895 | gap=0.842
[2026-05-11 16:45:57] #0883/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.215 | conf=0.944 | gap=0.889
[2026-05-11 16:46:15] #0884/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.365 | conf=0.920 | gap=0.890
[2026-05-11 16:46:49] #0885/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=1.634 | conf=0.450 | gap=0.300
[2026-05-11 16:47:22] #0886/01621 | true=Push-up(9) | pred=Stair-up(15) | ✗ | ent=0.845 | conf=0.800 | gap=0.750
[2026-05-11 16:47:56] #0887/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 16:48:08] #0888/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:48:36] #0889/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.517 | conf=0.850 | gap=0.730
[2026-05-11 16:49:00] #0890/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:49:28] #0891/01621 | true=Push-up(9) | pred=Pick(7) | ✗ | ent=1.010 | conf=0.700 | gap=0.600
[2026-05-11 16:50:07] #0892/01621 | true=Push-up(9) | pred=Pick(7) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:51:03] #0893/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.613 | conf=0.800 | gap=0.650
[2026-05-11 16:51:33] #0894/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-11 16:52:25] #0895/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.521 | conf=0.862 | gap=0.770
[2026-05-11 16:52:54] #0896/01621 | true=Push-up(9) | pred=Talk-stand(3) | ✗ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 16:53:08] #0897/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.661 | conf=0.850 | gap=0.810
[2026-05-11 16:53:37] #0898/01621 | true=Push-up(9) | pred=Pick(7) | ✗ | ent=0.426 | conf=0.889 | gap=0.833
[2026-05-11 16:54:07] #0899/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.265 | conf=0.950 | gap=0.930
[2026-05-11 16:54:39] #0900/01621 | true=Push-up(9) | pred=Pick(7) | ✗ | ent=0.206 | conf=0.947 | gap=0.895
[2026-05-11 16:54:39]   [900/1621] acc=654/900=72.7% filtered=847/900
[2026-05-11 16:54:54] #0901/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.279 | conf=0.952 | gap=0.944
[2026-05-11 16:55:26] #0902/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=1.751 | conf=0.350 | gap=0.200
[2026-05-11 16:55:54] #0903/01621 | true=Push-up(9) | pred=Talk-stand(3) | ✗ | ent=0.826 | conf=0.750 | gap=0.650
[2026-05-11 16:56:13] #0904/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.554 | conf=0.880 | gap=0.840
[2026-05-11 16:56:30] #0905/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.669 | conf=0.850 | gap=0.800
[2026-05-11 16:56:56] #0906/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 16:57:29] #0907/01621 | true=Push-up(9) | pred=Talk-stand(3) | ✗ | ent=0.845 | conf=0.550 | gap=0.150
[2026-05-11 16:58:01] #0908/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.215 | conf=0.944 | gap=0.889
[2026-05-11 16:58:27] #0909/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=1.340 | conf=0.600 | gap=0.450
[2026-05-11 16:58:41] #0910/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.811 | conf=0.800 | gap=0.750
[2026-05-11 16:59:02] #0911/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.265 | conf=0.950 | gap=0.930
[2026-05-11 16:59:16] #0912/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.265 | conf=0.950 | gap=0.930
[2026-05-11 16:59:52] #0913/01621 | true=Push-up(9) | pred=Stair-up(15) | ✗ | ent=1.259 | conf=0.650 | gap=0.550
[2026-05-11 17:00:41] #0914/01621 | true=Push-up(9) | pred=Stair-up(15) | ✗ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-11 17:00:59] #0915/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.826 | conf=0.750 | gap=0.650
[2026-05-11 17:01:23] #0916/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=1.259 | conf=0.650 | gap=0.550
[2026-05-11 17:02:09] #0917/01621 | true=Push-up(9) | pred=Talk-stand(3) | ✗ | ent=0.905 | conf=0.700 | gap=0.500
[2026-05-11 17:02:36] #0918/01621 | true=Push-up(9) | pred=Pick(7) | ✗ | ent=0.537 | conf=0.842 | gap=0.737
[2026-05-11 17:02:47] #0919/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:03:41] #0920/01621 | true=Push-up(9) | pred=Walk(11) | ✗ | ent=1.566 | conf=0.350 | gap=0.100
[2026-05-11 17:03:41]   [920/1621] acc=667/920=72.5% filtered=865/920
[2026-05-11 17:03:54] #0921/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.384 | conf=0.920 | gap=0.890
[2026-05-11 17:04:32] #0922/01621 | true=Push-up(9) | pred=Talk-stand(3) | ✗ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-11 17:04:49] #0923/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.746 | conf=0.820 | gap=0.760
[2026-05-11 17:05:20] #0924/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:06:00] #0925/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.990 | conf=0.750 | gap=0.680
[2026-05-11 17:09:33] #0926/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.552 | conf=0.820 | gap=0.670
[2026-05-11 17:09:49] #0927/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.404 | conf=0.920 | gap=0.900
[2026-05-11 17:18:46] Class 9 (Push-up) 软标签生成开始
[2026-05-11 17:18:46]   QUICK=False LIMIT=50
[2026-05-11 17:18:46]   温度=0.8 (from api_config)
[2026-05-11 17:18:46]   本类: 1621窗口 (仅加载本类, 内存友好)
[2026-05-11 17:18:46]   实际生成: 1621 窗口
[2026-05-11 17:18:46]   续传: 925/1621
[2026-05-11 17:19:03] #0926/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.776 | conf=0.820 | gap=0.770
[2026-05-11 17:19:19] #0927/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.384 | conf=0.920 | gap=0.890
[2026-05-11 17:19:47] #0928/01621 | true=Push-up(9) | pred=Talk-stand(3) | ✗ | ent=1.140 | conf=0.722 | gap=0.667
[2026-05-11 17:20:22] #0929/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=1.921 | conf=0.300 | gap=0.150
[2026-05-11 17:20:37] #0930/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.486 | conf=0.900 | gap=0.880
[2026-05-11 17:20:48] #0931/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-11 17:21:02] #0932/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=1.275 | conf=0.550 | gap=0.300
