[2026-05-11 23:14:23] MotionSense class 1 (jogging) T=0.8
[2026-05-11 23:14:23]   1443 windows
[2026-05-11 23:14:26] #0001/01443 | true=jogging | pred=jogging | ✓ | ent=0.568 conf=0.850 gap=0.770
[2026-05-12 02:38:26] #0888/01443 | true=jogging | pred=jogging | ✓ | ent=0.471 conf=0.880 gap=0.800
[2026-05-12 02:38:36] #0889/01443 | true=jogging | pred=jogging | ✓ | ent=0.362 conf=0.920 gap=0.880
[2026-05-12 02:38:40] #0890/01443 | true=jogging | pred=jogging | ✓ | ent=0.338 conf=0.920 gap=0.860
[2026-05-12 02:38:43] #0891/01443 | true=jogging | pred=jogging | ✓ | ent=0.357 conf=0.930 gap=0.900
[2026-05-12 02:38:46] #0892/01443 | true=jogging | pred=jogging | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 02:39:17] #0893/01443 | true=jogging | pred=jogging | ✓ | ent=0.224 conf=0.950 gap=0.910
[2026-05-12 02:39:27] #0894/01443 | true=jogging | pred=jogging | ✓ | ent=0.647 conf=0.820 gap=0.700
[2026-05-12 02:39:41] #0895/01443 | true=jogging | pred=jogging | ✓ | ent=0.232 conf=0.950 gap=0.920
[2026-05-12 02:39:51] #0896/01443 | true=jogging | pred=jogging | ✓ | ent=1.063 conf=0.600 gap=0.400
[2026-05-12 02:39:55] #0897/01443 | true=jogging | pred=jogging | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 02:40:21] #0898/01443 | true=jogging | pred=jogging | ✓ | ent=0.246 conf=0.950 gap=0.920
[2026-05-12 02:40:28] #0899/01443 | true=jogging | pred=jogging | ✓ | ent=0.246 conf=0.950 gap=0.920
[2026-05-12 02:40:31] #0900/01443 | true=jogging | pred=jogging | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 02:40:31]   [900/1443] acc=98% filt=884
[2026-05-12 02:40:41] #0901/01443 | true=jogging | pred=jogging | ✓ | ent=0.471 conf=0.880 gap=0.800
[2026-05-12 02:40:49] #0902/01443 | true=jogging | pred=jogging | ✓ | ent=0.588 conf=0.850 gap=0.800
[2026-05-12 02:41:14] #0903/01443 | true=jogging | pred=jogging | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 02:41:25] #0904/01443 | true=jogging | pred=jogging | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 02:41:28] #0905/01443 | true=jogging | pred=jogging | ✓ | ent=0.405 conf=0.900 gap=0.830
[2026-05-12 02:41:31] #0906/01443 | true=jogging | pred=jogging | ✓ | ent=0.752 conf=0.750 gap=0.570
[2026-05-12 02:41:44] #0907/01443 | true=jogging | pred=jogging | ✓ | ent=0.707 conf=0.800 gap=0.680
[2026-05-12 02:41:55] #0908/01443 | true=jogging | pred=jogging | ✓ | ent=0.420 conf=0.900 gap=0.840
[2026-05-12 02:42:15] #0909/01443 | true=jogging | pred=jogging | ✓ | ent=0.357 conf=0.930 gap=0.900
[2026-05-12 02:42:26] #0910/01443 | true=jogging | pred=jogging | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 02:42:35] #0911/01443 | true=jogging | pred=jogging | ✓ | ent=0.672 conf=0.800 gap=0.670
[2026-05-12 02:42:37] #0912/01443 | true=jogging | pred=jogging | ✓ | ent=0.190 conf=0.960 gap=0.930
[2026-05-12 02:42:45] #0913/01443 | true=jogging | pred=jogging | ✓ | ent=0.112 conf=0.980 gap=0.970
[2026-05-12 02:42:48] #0914/01443 | true=jogging | pred=jogging | ✓ | ent=0.857 conf=0.650 gap=0.400
[2026-05-12 02:43:40] #0915/01443 | true=jogging | pred=jogging | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 02:43:42] #0916/01443 | true=jogging | pred=jogging | ✓ | ent=0.135 conf=0.970 gap=0.940
[2026-05-12 02:43:51] #0917/01443 | true=jogging | pred=jogging | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 02:43:55] #0918/01443 | true=jogging | pred=jogging | ✓ | ent=0.568 conf=0.850 gap=0.770
[2026-05-12 02:44:04] #0919/01443 | true=jogging | pred=jogging | ✓ | ent=0.567 conf=0.820 gap=0.680
[2026-05-12 02:44:07] #0920/01443 | true=jogging | pred=jogging | ✓ | ent=0.568 conf=0.850 gap=0.770
[2026-05-12 02:44:07]   [920/1443] acc=98% filt=904
[2026-05-12 02:44:16] #0921/01443 | true=jogging | pred=jogging | ✓ | ent=0.471 conf=0.880 gap=0.800
[2026-05-12 02:44:26] #0922/01443 | true=jogging | pred=jogging | ✓ | ent=0.210 conf=0.960 gap=0.940
[2026-05-12 02:44:37] #0923/01443 | true=jogging | pred=jogging | ✓ | ent=0.611 conf=0.820 gap=0.690
[2026-05-12 02:44:42] #0924/01443 | true=jogging | pred=jogging | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 02:44:51] #0925/01443 | true=jogging | pred=jogging | ✓ | ent=0.420 conf=0.900 gap=0.840
[2026-05-12 02:45:00] #0926/01443 | true=jogging | pred=jogging | ✓ | ent=0.246 conf=0.950 gap=0.920
[2026-05-12 02:45:19] #0927/01443 | true=jogging | pred=jogging | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 02:46:18] #0928/01443 | true=jogging | pred=jogging | ✓ | ent=0.357 conf=0.920 gap=0.880
[2026-05-12 02:46:28] #0929/01443 | true=jogging | pred=jogging | ✓ | ent=0.420 conf=0.900 gap=0.840
[2026-05-12 02:47:50] #0930/01443 | true=jogging | pred=jogging | ✓ | ent=0.756 conf=0.800 gap=0.700
[2026-05-12 02:48:00] #0931/01443 | true=jogging | pred=jogging | ✓ | ent=0.338 conf=0.920 gap=0.860
[2026-05-12 02:48:10] #0932/01443 | true=jogging | pred=jogging | ✓ | ent=0.471 conf=0.880 gap=0.800
[2026-05-12 02:48:13] #0933/01443 | true=jogging | pred=jogging | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 02:48:17] #0934/01443 | true=jogging | pred=jogging | ✓ | ent=0.324 conf=0.920 gap=0.860
[2026-05-12 02:48:38] #0935/01443 | true=jogging | pred=jogging | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 02:48:42] #0936/01443 | true=jogging | pred=jogging | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 02:48:52] #0937/01443 | true=jogging | pred=jogging | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 02:48:56] #0938/01443 | true=jogging | pred=jogging | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 02:49:25] #0939/01443 | true=jogging | pred=jogging | ✓ | ent=0.405 conf=0.900 gap=0.830
[2026-05-12 02:49:29] #0940/01443 | true=jogging | pred=jogging | ✓ | ent=1.161 conf=0.450 gap=0.100
[2026-05-12 02:49:29]   [940/1443] acc=98% filt=923
[2026-05-12 02:49:32] #0941/01443 | true=jogging | pred=jogging | ✓ | ent=0.420 conf=0.900 gap=0.840
[2026-05-12 02:49:43] #0942/01443 | true=jogging | pred=jogging | ✓ | ent=0.420 conf=0.900 gap=0.840
[2026-05-12 02:49:55] #0943/01443 | true=jogging | pred=jogging | ✓ | ent=0.288 conf=0.940 gap=0.910
[2026-05-12 02:50:01] #0944/01443 | true=jogging | pred=jogging | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 02:50:08] #0945/01443 | true=jogging | pred=jogging | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 02:50:11] #0946/01443 | true=jogging | pred=jogging | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 02:50:22] #0947/01443 | true=jogging | pred=jogging | ✓ | ent=0.288 conf=0.940 gap=0.910
[2026-05-12 02:50:49] #0948/01443 | true=jogging | pred=jogging | ✓ | ent=0.538 conf=0.880 gap=0.830
[2026-05-12 02:50:59] #0949/01443 | true=jogging | pred=jogging | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 02:51:02] #0950/01443 | true=jogging | pred=jogging | ✓ | ent=0.420 conf=0.900 gap=0.840
[2026-05-12 02:51:06] #0951/01443 | true=jogging | pred=jogging | ✓ | ent=0.871 conf=0.700 gap=0.500
[2026-05-12 02:51:12] #0952/01443 | true=jogging | pred=jogging | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 02:51:16] #0953/01443 | true=jogging | pred=jogging | ✓ | ent=0.802 conf=0.700 gap=0.500
[2026-05-12 02:51:41] #0954/01443 | true=jogging | pred=jogging | ✓ | ent=0.568 conf=0.850 gap=0.770
[2026-05-12 02:51:46] #0955/01443 | true=jogging | pred=jogging | ✓ | ent=0.428 conf=0.900 gap=0.850
[2026-05-12 02:52:14] #0956/01443 | true=jogging | pred=jogging | ✓ | ent=0.154 conf=0.970 gap=0.950
[2026-05-12 02:52:17] #0957/01443 | true=jogging | pred=jogging | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 02:52:20] #0958/01443 | true=jogging | pred=jogging | ✓ | ent=0.731 conf=0.750 gap=0.600
[2026-05-12 02:52:22] #0959/01443 | true=jogging | pred=jogging | ✓ | ent=1.005 conf=0.580 gap=0.300
[2026-05-12 02:52:47] #0960/01443 | true=jogging | pred=jogging | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 02:52:47]   [960/1443] acc=98% filt=943
[2026-05-12 02:52:50] #0961/01443 | true=jogging | pred=jogging | ✓ | ent=0.982 conf=0.650 gap=0.450
[2026-05-12 02:52:52] #0962/01443 | true=jogging | pred=jogging | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 02:52:59] #0963/01443 | true=jogging | pred=jogging | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 02:53:02] #0964/01443 | true=jogging | pred=jogging | ✓ | ent=0.568 conf=0.850 gap=0.770
[2026-05-12 02:53:06] #0965/01443 | true=jogging | pred=jogging | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 02:54:06] #0966/01443 | true=jogging | pred=jogging | ✓ | ent=0.758 conf=0.720 gap=0.490
[2026-05-12 02:54:14] #0967/01443 | true=jogging | pred=jogging | ✓ | ent=0.611 conf=0.820 gap=0.690
[2026-05-12 02:54:18] #0968/01443 | true=jogging | pred=jogging | ✓ | ent=0.507 conf=0.870 gap=0.790
[2026-05-12 02:54:20] #0969/01443 | true=jogging | pred=jogging | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 02:54:31] #0970/01443 | true=jogging | pred=jogging | ✓ | ent=0.404 conf=0.920 gap=0.900
[2026-05-12 02:54:50] #0971/01443 | true=jogging | pred=jogging | ✓ | ent=0.419 conf=0.900 gap=0.850
[2026-05-12 02:54:53] #0972/01443 | true=jogging | pred=jogging | ✓ | ent=0.568 conf=0.850 gap=0.770
[2026-05-12 02:55:01] #0973/01443 | true=jogging | pred=upstairs | ✗ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 02:55:09] #0974/01443 | true=jogging | pred=jogging | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 02:55:11] #0975/01443 | true=jogging | pred=jogging | ✓ | ent=0.568 conf=0.850 gap=0.770
[2026-05-12 02:55:15] #0976/01443 | true=jogging | pred=jogging | ✓ | ent=0.568 conf=0.850 gap=0.770
[2026-05-12 02:55:24] #0977/01443 | true=jogging | pred=jogging | ✓ | ent=0.967 conf=0.600 gap=0.300
[2026-05-12 02:55:27] #0978/01443 | true=jogging | pred=jogging | ✓ | ent=0.420 conf=0.900 gap=0.840
[2026-05-12 02:56:18] #0979/01443 | true=jogging | pred=jogging | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 02:56:21] #0980/01443 | true=jogging | pred=jogging | ✓ | ent=0.568 conf=0.850 gap=0.770
[2026-05-12 02:56:21]   [980/1443] acc=98% filt=963
[2026-05-12 02:56:32] #0981/01443 | true=jogging | pred=jogging | ✓ | ent=0.706 conf=0.780 gap=0.630
[2026-05-12 02:56:54] #0982/01443 | true=jogging | pred=jogging | ✓ | ent=0.454 conf=0.880 gap=0.790
[2026-05-12 02:56:56] #0983/01443 | true=jogging | pred=jogging | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 02:57:01] #0984/01443 | true=jogging | pred=jogging | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 02:57:04] #0985/01443 | true=jogging | pred=jogging | ✓ | ent=0.168 conf=0.970 gap=0.960
[2026-05-12 02:57:14] #0986/01443 | true=jogging | pred=jogging | ✓ | ent=0.135 conf=0.970 gap=0.940
[2026-05-12 02:57:23] #0987/01443 | true=jogging | pred=jogging | ✓ | ent=0.246 conf=0.950 gap=0.920
[2026-05-12 02:57:25] #0988/01443 | true=jogging | pred=jogging | ✓ | ent=0.405 conf=0.900 gap=0.830
[2026-05-12 02:57:28] #0989/01443 | true=jogging | pred=jogging | ✓ | ent=0.611 conf=0.820 gap=0.690
[2026-05-12 02:57:38] #0990/01443 | true=jogging | pred=jogging | ✓ | ent=0.246 conf=0.950 gap=0.920
[2026-05-12 02:58:05] #0991/01443 | true=jogging | pred=jogging | ✓ | ent=0.806 conf=0.750 gap=0.630
[2026-05-12 02:58:07] #0992/01443 | true=jogging | pred=jogging | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 02:58:14] #0993/01443 | true=jogging | pred=jogging | ✓ | ent=0.362 conf=0.920 gap=0.880
[2026-05-12 02:58:17] #0994/01443 | true=jogging | pred=jogging | ✓ | ent=0.672 conf=0.800 gap=0.670
[2026-05-12 02:58:19] #0995/01443 | true=jogging | pred=jogging | ✓ | ent=0.428 conf=0.900 gap=0.850
[2026-05-12 02:58:22] #0996/01443 | true=jogging | pred=jogging | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 02:58:24] #0997/01443 | true=jogging | pred=jogging | ✓ | ent=0.251 conf=0.950 gap=0.930
[2026-05-12 02:58:27] #0998/01443 | true=jogging | pred=jogging | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 02:58:36] #0999/01443 | true=jogging | pred=jogging | ✓ | ent=0.338 conf=0.920 gap=0.860
[2026-05-12 02:59:28] #1000/01443 | true=jogging | pred=jogging | ✓ | ent=0.672 conf=0.800 gap=0.670
[2026-05-12 02:59:28]   [1000/1443] acc=98% filt=983
[2026-05-12 02:59:36] #1001/01443 | true=jogging | pred=jogging | ✓ | ent=0.471 conf=0.880 gap=0.800
[2026-05-12 02:59:39] #1002/01443 | true=jogging | pred=jogging | ✓ | ent=0.428 conf=0.900 gap=0.850
[2026-05-12 03:00:08] #1003/01443 | true=jogging | pred=jogging | ✓ | ent=0.404 conf=0.920 gap=0.900
[2026-05-12 03:00:28] #1004/01443 | true=jogging | pred=jogging | ✓ | ent=0.616 conf=0.850 gap=0.770
[2026-05-12 03:00:39] #1005/01443 | true=jogging | pred=jogging | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 03:00:48] #1006/01443 | true=jogging | pred=jogging | ✓ | ent=0.338 conf=0.920 gap=0.860
[2026-05-12 03:00:51] #1007/01443 | true=jogging | pred=jogging | ✓ | ent=1.110 conf=0.550 gap=0.300
[2026-05-12 03:01:50] #1008/01443 | true=jogging | pred=jogging | ✓ | ent=0.681 conf=0.820 gap=0.710
[2026-05-12 03:01:59] #1009/01443 | true=jogging | pred=jogging | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:02:12] #1010/01443 | true=jogging | pred=walking | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:02:41] #1011/01443 | true=jogging | pred=jogging | ✓ | ent=0.351 conf=0.920 gap=0.870
[2026-05-12 03:02:47] #1012/01443 | true=jogging | pred=jogging | ✓ | ent=0.645 conf=0.820 gap=0.740
[2026-05-12 03:02:59] #1013/01443 | true=jogging | pred=jogging | ✓ | ent=0.752 conf=0.750 gap=0.570
[2026-05-12 03:03:10] #1014/01443 | true=jogging | pred=jogging | ✓ | ent=0.246 conf=0.950 gap=0.920
[2026-05-12 03:03:13] #1015/01443 | true=jogging | pred=jogging | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:03:16] #1016/01443 | true=jogging | pred=jogging | ✓ | ent=0.568 conf=0.850 gap=0.770
[2026-05-12 03:03:31] #1017/01443 | true=jogging | pred=jogging | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:03:50] #1018/01443 | true=jogging | pred=jogging | ✓ | ent=0.672 conf=0.800 gap=0.670
[2026-05-12 03:03:56] #1019/01443 | true=jogging | pred=jogging | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 03:04:05] #1020/01443 | true=jogging | pred=jogging | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 03:04:05]   [1020/1443] acc=98% filt=1003
[2026-05-12 03:04:13] #1021/01443 | true=jogging | pred=jogging | ✓ | ent=0.246 conf=0.950 gap=0.920
[2026-05-12 03:04:23] #1022/01443 | true=jogging | pred=jogging | ✓ | ent=0.210 conf=0.960 gap=0.940
[2026-05-12 03:04:45] #1023/01443 | true=jogging | pred=jogging | ✓ | ent=0.568 conf=0.850 gap=0.770
[2026-05-12 03:04:55] #1024/01443 | true=jogging | pred=jogging | ✓ | ent=0.420 conf=0.900 gap=0.840
[2026-05-12 03:05:05] #1025/01443 | true=jogging | pred=jogging | ✓ | ent=0.471 conf=0.880 gap=0.800
[2026-05-12 03:05:08] #1026/01443 | true=jogging | pred=jogging | ✓ | ent=0.168 conf=0.970 gap=0.960
[2026-05-12 03:05:12] #1027/01443 | true=jogging | pred=jogging | ✓ | ent=0.351 conf=0.920 gap=0.870
[2026-05-12 03:05:20] #1028/01443 | true=jogging | pred=jogging | ✓ | ent=0.338 conf=0.920 gap=0.860
[2026-05-12 03:05:47] #1029/01443 | true=jogging | pred=jogging | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:05:56] #1030/01443 | true=jogging | pred=jogging | ✓ | ent=0.471 conf=0.880 gap=0.800
[2026-05-12 03:06:04] #1031/01443 | true=jogging | pred=jogging | ✓ | ent=0.190 conf=0.960 gap=0.930
[2026-05-12 03:06:13] #1032/01443 | true=jogging | pred=jogging | ✓ | ent=0.351 conf=0.920 gap=0.870
[2026-05-12 03:06:17] #1033/01443 | true=jogging | pred=jogging | ✓ | ent=0.568 conf=0.850 gap=0.770
[2026-05-12 03:06:20] #1034/01443 | true=jogging | pred=jogging | ✓ | ent=0.246 conf=0.950 gap=0.920
[2026-05-12 03:06:32] #1035/01443 | true=jogging | pred=jogging | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:06:43] #1036/01443 | true=jogging | pred=walking | ✗ | ent=0.826 conf=0.750 gap=0.650
[2026-05-12 03:06:52] #1037/01443 | true=jogging | pred=jogging | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:07:00] #1038/01443 | true=jogging | pred=jogging | ✓ | ent=0.246 conf=0.950 gap=0.920
[2026-05-12 03:07:05] #1039/01443 | true=jogging | pred=jogging | ✓ | ent=0.309 conf=0.930 gap=0.880
[2026-05-12 03:07:11] #1040/01443 | true=jogging | pred=jogging | ✓ | ent=0.309 conf=0.930 gap=0.880
[2026-05-12 03:07:11]   [1040/1443] acc=98% filt=1023
[2026-05-12 03:07:23] #1041/01443 | true=jogging | pred=jogging | ✓ | ent=0.517 conf=0.850 gap=0.730
[2026-05-12 03:07:28] #1042/01443 | true=jogging | pred=jogging | ✓ | ent=0.568 conf=0.850 gap=0.770
[2026-05-12 03:07:41] #1043/01443 | true=jogging | pred=jogging | ✓ | ent=0.357 conf=0.920 gap=0.880
[2026-05-12 03:07:59] #1044/01443 | true=jogging | pred=jogging | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:08:44] #1045/01443 | true=jogging | pred=jogging | ✓ | ent=0.752 conf=0.750 gap=0.570
[2026-05-12 03:08:47] #1046/01443 | true=jogging | pred=jogging | ✓ | ent=0.672 conf=0.800 gap=0.670
[2026-05-12 03:08:49] #1047/01443 | true=jogging | pred=jogging | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:08:52] #1048/01443 | true=jogging | pred=jogging | ✓ | ent=0.351 conf=0.920 gap=0.870
[2026-05-12 03:09:15] #1049/01443 | true=jogging | pred=jogging | ✓ | ent=1.033 conf=0.600 gap=0.350
[2026-05-12 03:09:26] #1050/01443 | true=jogging | pred=jogging | ✓ | ent=0.351 conf=0.920 gap=0.870
[2026-05-12 03:09:36] #1051/01443 | true=jogging | pred=jogging | ✓ | ent=0.731 conf=0.750 gap=0.600
[2026-05-12 03:09:39] #1052/01443 | true=jogging | pred=jogging | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:09:42] #1053/01443 | true=jogging | pred=jogging | ✓ | ent=0.168 conf=0.970 gap=0.960
[2026-05-12 03:10:07] #1054/01443 | true=jogging | pred=jogging | ✓ | ent=0.135 conf=0.970 gap=0.940
[2026-05-12 03:10:22] #1055/01443 | true=jogging | pred=jogging | ✓ | ent=0.232 conf=0.950 gap=0.920
[2026-05-12 03:10:31] #1056/01443 | true=jogging | pred=jogging | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 03:10:39] #1057/01443 | true=jogging | pred=jogging | ✓ | ent=0.334 conf=0.920 gap=0.880
[2026-05-12 03:10:58] #1058/01443 | true=jogging | pred=jogging | ✓ | ent=0.568 conf=0.850 gap=0.770
[2026-05-12 03:11:07] #1059/01443 | true=jogging | pred=jogging | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 03:11:27] #1060/01443 | true=jogging | pred=jogging | ✓ | ent=0.975 conf=0.550 gap=0.250
[2026-05-12 03:11:27]   [1060/1443] acc=98% filt=1043
[2026-05-12 03:11:39] #1061/01443 | true=jogging | pred=jogging | ✓ | ent=0.279 conf=0.940 gap=0.900
[2026-05-12 03:11:46] #1062/01443 | true=jogging | pred=jogging | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 03:11:58] #1063/01443 | true=jogging | pred=jogging | ✓ | ent=0.210 conf=0.960 gap=0.940
[2026-05-12 03:12:11] #1064/01443 | true=jogging | pred=jogging | ✓ | ent=0.384 conf=0.920 gap=0.890
[2026-05-12 03:12:20] #1065/01443 | true=jogging | pred=jogging | ✓ | ent=0.544 conf=0.880 gap=0.840
[2026-05-12 03:12:31] #1066/01443 | true=jogging | pred=jogging | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 03:12:40] #1067/01443 | true=jogging | pred=jogging | ✓ | ent=0.135 conf=0.970 gap=0.940
[2026-05-12 03:12:51] #1068/01443 | true=jogging | pred=jogging | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 03:12:54] #1069/01443 | true=jogging | pred=jogging | ✓ | ent=0.568 conf=0.850 gap=0.770
[2026-05-12 03:12:57] #1070/01443 | true=jogging | pred=jogging | ✓ | ent=1.070 conf=0.550 gap=0.250
[2026-05-12 03:13:00] #1071/01443 | true=jogging | pred=jogging | ✓ | ent=1.110 conf=0.550 gap=0.300
[2026-05-12 03:13:03] #1072/01443 | true=jogging | pred=jogging | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:13:06] #1073/01443 | true=jogging | pred=jogging | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:13:10] #1074/01443 | true=jogging | pred=jogging | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 03:13:30] #1075/01443 | true=jogging | pred=jogging | ✓ | ent=1.110 conf=0.550 gap=0.300
[2026-05-12 03:13:33] #1076/01443 | true=jogging | pred=jogging | ✓ | ent=0.329 conf=0.930 gap=0.900
[2026-05-12 03:13:42] #1077/01443 | true=jogging | pred=jogging | ✓ | ent=0.279 conf=0.920 gap=0.840
[2026-05-12 03:14:04] #1078/01443 | true=jogging | pred=jogging | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:14:25] #1079/01443 | true=jogging | pred=jogging | ✓ | ent=0.568 conf=0.850 gap=0.770
[2026-05-12 03:14:36] #1080/01443 | true=jogging | pred=jogging | ✓ | ent=0.362 conf=0.920 gap=0.880
[2026-05-12 03:14:36]   [1080/1443] acc=98% filt=1063
[2026-05-12 03:14:47] #1081/01443 | true=jogging | pred=jogging | ✓ | ent=0.568 conf=0.850 gap=0.770
[2026-05-12 03:14:56] #1082/01443 | true=jogging | pred=jogging | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 03:15:07] #1083/01443 | true=jogging | pred=jogging | ✓ | ent=1.050 conf=0.550 gap=0.250
[2026-05-12 03:15:22] #1084/01443 | true=jogging | pred=jogging | ✓ | ent=0.246 conf=0.950 gap=0.920
[2026-05-12 03:15:50] #1085/01443 | true=jogging | pred=jogging | ✓ | ent=0.288 conf=0.940 gap=0.910
[2026-05-12 03:15:53] #1086/01443 | true=jogging | pred=jogging | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 03:15:57] #1087/01443 | true=jogging | pred=jogging | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 03:16:01] #1088/01443 | true=jogging | pred=jogging | ✓ | ent=0.246 conf=0.950 gap=0.920
[2026-05-12 03:16:10] #1089/01443 | true=jogging | pred=jogging | ✓ | ent=0.781 conf=0.750 gap=0.600
[2026-05-12 03:16:27] #1090/01443 | true=jogging | pred=jogging | ✓ | ent=1.106 conf=0.450 gap=0.050
[2026-05-12 03:16:30] #1091/01443 | true=jogging | pred=jogging | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 03:16:35] #1092/01443 | true=jogging | pred=jogging | ✓ | ent=1.033 conf=0.600 gap=0.350
[2026-05-12 03:16:44] #1093/01443 | true=jogging | pred=jogging | ✓ | ent=0.329 conf=0.930 gap=0.900
[2026-05-12 03:16:58] #1094/01443 | true=jogging | pred=jogging | ✓ | ent=0.321 conf=0.930 gap=0.890
[2026-05-12 03:17:11] #1095/01443 | true=jogging | pred=jogging | ✓ | ent=0.720 conf=0.820 gap=0.750
[2026-05-12 03:17:25] #1096/01443 | true=jogging | pred=jogging | ✓ | ent=0.752 conf=0.750 gap=0.570
[2026-05-12 03:17:36] #1097/01443 | true=jogging | pred=jogging | ✓ | ent=0.398 conf=0.920 gap=0.890
[2026-05-12 03:17:38] #1098/01443 | true=jogging | pred=jogging | ✓ | ent=0.246 conf=0.950 gap=0.920
[2026-05-12 03:17:49] #1099/01443 | true=jogging | pred=jogging | ✓ | ent=0.251 conf=0.950 gap=0.930
[2026-05-12 03:18:01] #1100/01443 | true=jogging | pred=jogging | ✓ | ent=0.538 conf=0.880 gap=0.830
[2026-05-12 03:18:01]   [1100/1443] acc=98% filt=1082
[2026-05-12 03:18:15] #1101/01443 | true=jogging | pred=jogging | ✓ | ent=0.472 conf=0.900 gap=0.860
[2026-05-12 03:18:30] #1102/01443 | true=jogging | pred=jogging | ✓ | ent=0.168 conf=0.960 gap=0.920
[2026-05-12 03:18:34] #1103/01443 | true=jogging | pred=jogging | ✓ | ent=0.672 conf=0.800 gap=0.670
[2026-05-12 03:18:38] #1104/01443 | true=jogging | pred=jogging | ✓ | ent=1.049 conf=0.450 gap=0.100
[2026-05-12 03:18:41] #1105/01443 | true=jogging | pred=jogging | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 03:18:44] #1106/01443 | true=jogging | pred=jogging | ✓ | ent=0.672 conf=0.800 gap=0.670
[2026-05-12 03:18:54] #1107/01443 | true=jogging | pred=jogging | ✓ | ent=0.210 conf=0.960 gap=0.940
[2026-05-12 03:18:57] #1108/01443 | true=jogging | pred=jogging | ✓ | ent=0.568 conf=0.850 gap=0.770
