[2026-05-11 21:51:19] HARTH class 1 (run) T=0.8
[2026-05-11 21:51:19]   3185 windows
[2026-05-11 21:51:24] #0001/03185 | true=run | pred=run | ✓ | ent=0.665 conf=0.850 gap=0.800
[2026-05-11 22:29:46] #0237/03185 | true=run | pred=run | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-11 22:30:13] #0238/03185 | true=run | pred=run | ✓ | ent=0.168 conf=0.970 gap=0.960
[2026-05-11 22:30:34] #0239/03185 | true=run | pred=run | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-11 22:30:38] #0240/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 22:30:38]   [240/3185] acc=88% filt=237
[2026-05-11 22:30:40] #0241/03185 | true=run | pred=run | ✓ | ent=0.451 conf=0.833 gap=0.667
[2026-05-11 22:30:45] #0242/03185 | true=run | pred=run | ✓ | ent=0.638 conf=0.850 gap=0.800
[2026-05-11 22:30:54] #0243/03185 | true=run | pred=run | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-11 22:30:58] #0244/03185 | true=run | pred=run | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-11 22:31:02] #0245/03185 | true=run | pred=run | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-11 22:31:22] #0246/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 22:31:26] #0247/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 22:31:34] #0248/03185 | true=run | pred=run | ✓ | ent=0.431 conf=0.920 gap=0.900
[2026-05-11 22:31:37] #0249/03185 | true=run | pred=run | ✓ | ent=0.461 conf=0.900 gap=0.850
[2026-05-11 22:31:46] #0250/03185 | true=run | pred=run | ✓ | ent=0.564 conf=0.880 gap=0.830
[2026-05-11 22:31:54] #0251/03185 | true=run | pred=run | ✓ | ent=0.984 conf=0.700 gap=0.550
[2026-05-11 22:32:10] #0252/03185 | true=run | pred=walk | ✗ | ent=0.759 conf=0.780 gap=0.630
[2026-05-11 22:32:13] #0253/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 22:32:19] #0254/03185 | true=run | pred=run | ✓ | ent=0.905 conf=0.750 gap=0.600
[2026-05-11 22:32:23] #0255/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 22:32:34] #0256/03185 | true=run | pred=run | ✓ | ent=0.772 conf=0.800 gap=0.720
[2026-05-11 22:32:37] #0257/03185 | true=run | pred=run | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-11 22:32:40] #0258/03185 | true=run | pred=run | ✓ | ent=1.101 conf=0.550 gap=0.200
[2026-05-11 22:32:48] #0259/03185 | true=run | pred=run | ✓ | ent=0.475 conf=0.900 gap=0.850
[2026-05-11 22:32:51] #0260/03185 | true=run | pred=run | ✓ | ent=0.742 conf=0.792 gap=0.644
[2026-05-11 22:32:51]   [260/3185] acc=89% filt=257
[2026-05-11 22:33:13] #0261/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 22:33:17] #0262/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 22:33:40] #0263/03185 | true=run | pred=walk | ✗ | ent=0.669 conf=0.850 gap=0.800
[2026-05-11 22:33:55] #0264/03185 | true=run | pred=walk | ✗ | ent=0.606 conf=0.850 gap=0.750
[2026-05-11 22:33:58] #0265/03185 | true=run | pred=run | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-11 22:34:18] #0266/03185 | true=run | pred=run | ✓ | ent=0.215 conf=0.944 gap=0.889
[2026-05-11 22:34:21] #0267/03185 | true=run | pred=run | ✓ | ent=0.475 conf=0.900 gap=0.850
[2026-05-11 22:34:41] #0268/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 22:34:51] #0269/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 22:35:03] #0270/03185 | true=run | pred=walk | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 22:35:12] #0271/03185 | true=run | pred=run | ✓ | ent=0.431 conf=0.920 gap=0.900
[2026-05-11 22:35:17] #0272/03185 | true=run | pred=run | ✓ | ent=0.693 conf=0.850 gap=0.800
[2026-05-11 22:35:21] #0273/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 22:35:28] #0274/03185 | true=run | pred=run | ✓ | ent=0.206 conf=0.947 gap=0.895
[2026-05-11 22:35:48] #0275/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 22:35:59] #0276/03185 | true=run | pred=run | ✓ | ent=0.302 conf=0.940 gap=0.910
[2026-05-11 22:36:02] #0277/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 22:36:06] #0278/03185 | true=run | pred=run | ✓ | ent=0.693 conf=0.850 gap=0.800
[2026-05-11 22:36:31] #0279/03185 | true=run | pred=run | ✓ | ent=0.349 conf=0.889 gap=0.778
[2026-05-11 22:36:50] #0280/03185 | true=run | pred=run | ✓ | ent=0.905 conf=0.750 gap=0.600
[2026-05-11 22:36:50]   [280/3185] acc=89% filt=277
[2026-05-11 22:36:59] #0281/03185 | true=run | pred=run | ✓ | ent=1.146 conf=0.700 gap=0.600
[2026-05-11 22:37:09] #0282/03185 | true=run | pred=run | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-11 22:37:12] #0283/03185 | true=run | pred=run | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-11 22:37:31] #0284/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 22:37:51] #0285/03185 | true=run | pred=run | ✓ | ent=0.445 conf=0.895 gap=0.842
[2026-05-11 22:38:01] #0286/03185 | true=run | pred=run | ✓ | ent=0.557 conf=0.880 gap=0.830
[2026-05-11 22:38:05] #0287/03185 | true=run | pred=run | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-11 22:38:08] #0288/03185 | true=run | pred=run | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-11 22:38:15] #0289/03185 | true=run | pred=run | ✓ | ent=0.475 conf=0.900 gap=0.850
[2026-05-11 22:38:40] #0290/03185 | true=run | pred=run | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-11 22:39:05] #0291/03185 | true=run | pred=run | ✓ | ent=0.476 conf=0.900 gap=0.870
[2026-05-11 22:39:08] #0292/03185 | true=run | pred=run | ✓ | ent=0.599 conf=0.850 gap=0.750
[2026-05-11 22:39:11] #0293/03185 | true=run | pred=run | ✓ | ent=0.900 conf=0.750 gap=0.600
[2026-05-11 22:39:14] #0294/03185 | true=run | pred=run | ✓ | ent=0.482 conf=0.900 gap=0.850
[2026-05-11 22:40:10] #0295/03185 | true=run | pred=run | ✓ | ent=0.692 conf=0.778 gap=0.611
[2026-05-11 22:40:12] #0296/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 22:40:24] #0297/03185 | true=run | pred=walk | ✗ | ent=0.384 conf=0.931 gap=0.922
[2026-05-11 22:40:26] #0298/03185 | true=run | pred=run | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-11 22:41:30] #0299/03185 | true=run | pred=walk | ✗ | ent=0.764 conf=0.750 gap=0.550
[2026-05-11 22:41:34] #0300/03185 | true=run | pred=run | ✓ | ent=0.790 conf=0.800 gap=0.700
[2026-05-11 22:41:34]   [300/3185] acc=89% filt=297
[2026-05-11 22:41:37] #0301/03185 | true=run | pred=run | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-11 22:41:42] #0302/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 22:42:46] #0303/03185 | true=run | pred=walk | ✗ | ent=0.708 conf=0.850 gap=0.820
[2026-05-11 22:42:51] #0304/03185 | true=run | pred=run | ✓ | ent=0.475 conf=0.900 gap=0.850
[2026-05-11 22:43:12] #0305/03185 | true=run | pred=run | ✓ | ent=0.461 conf=0.900 gap=0.850
[2026-05-11 22:43:21] #0306/03185 | true=run | pred=run | ✓ | ent=0.279 conf=0.950 gap=0.940
[2026-05-11 22:43:35] #0307/03185 | true=run | pred=walk | ✗ | ent=0.585 conf=0.850 gap=0.750
[2026-05-11 22:43:47] #0308/03185 | true=run | pred=walk | ✗ | ent=0.599 conf=0.850 gap=0.750
[2026-05-11 22:44:01] #0309/03185 | true=run | pred=run | ✓ | ent=0.870 conf=0.800 gap=0.750
[2026-05-11 22:44:05] #0310/03185 | true=run | pred=run | ✓ | ent=0.693 conf=0.850 gap=0.800
[2026-05-11 22:44:08] #0311/03185 | true=run | pred=run | ✓ | ent=0.571 conf=0.850 gap=0.750
[2026-05-11 22:44:11] #0312/03185 | true=run | pred=run | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-11 22:44:19] #0313/03185 | true=run | pred=run | ✓ | ent=0.683 conf=0.850 gap=0.800
[2026-05-11 22:44:29] #0314/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 22:44:34] #0315/03185 | true=run | pred=run | ✓ | ent=0.673 conf=0.600 gap=0.200
[2026-05-11 22:44:38] #0316/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 22:44:41] #0317/03185 | true=run | pred=run | ✓ | ent=0.679 conf=0.850 gap=0.800
[2026-05-11 22:44:47] #0318/03185 | true=run | pred=run | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-11 22:45:11] #0319/03185 | true=run | pred=run | ✓ | ent=0.588 conf=0.850 gap=0.800
[2026-05-11 22:45:20] #0320/03185 | true=run | pred=run | ✓ | ent=0.196 conf=0.960 gap=0.940
[2026-05-11 22:45:20]   [320/3185] acc=88% filt=317
[2026-05-11 22:45:33] #0321/03185 | true=run | pred=walk | ✗ | ent=0.827 conf=0.700 gap=0.450
[2026-05-11 22:45:35] #0322/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 22:45:55] #0323/03185 | true=run | pred=run | ✓ | ent=0.855 conf=0.659 gap=0.385
[2026-05-11 22:46:06] #0324/03185 | true=run | pred=run | ✓ | ent=0.424 conf=0.920 gap=0.900
[2026-05-11 22:46:10] #0325/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 22:46:25] #0326/03185 | true=run | pred=walk | ✗ | ent=0.414 conf=0.920 gap=0.900
[2026-05-11 22:46:28] #0327/03185 | true=run | pred=run | ✓ | ent=0.778 conf=0.800 gap=0.750
[2026-05-11 22:46:31] #0328/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 22:46:34] #0329/03185 | true=run | pred=run | ✓ | ent=0.693 conf=0.850 gap=0.800
[2026-05-11 22:46:44] #0330/03185 | true=run | pred=run | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-11 22:46:47] #0331/03185 | true=run | pred=run | ✓ | ent=0.475 conf=0.900 gap=0.850
[2026-05-11 22:47:00] #0332/03185 | true=run | pred=run | ✓ | ent=1.007 conf=0.650 gap=0.400
[2026-05-11 22:47:12] #0333/03185 | true=run | pred=run | ✓ | ent=0.669 conf=0.850 gap=0.800
[2026-05-11 22:47:19] #0334/03185 | true=run | pred=run | ✓ | ent=0.676 conf=0.850 gap=0.800
[2026-05-11 22:47:22] #0335/03185 | true=run | pred=run | ✓ | ent=0.639 conf=0.800 gap=0.700
[2026-05-11 22:47:30] #0336/03185 | true=run | pred=walk | ✗ | ent=0.325 conf=0.900 gap=0.800
[2026-05-11 22:47:42] #0337/03185 | true=run | pred=run | ✓ | ent=0.058 conf=0.989 gap=0.979
[2026-05-11 22:47:48] #0338/03185 | true=run | pred=run | ✓ | ent=0.688 conf=0.850 gap=0.800
[2026-05-11 22:47:57] #0339/03185 | true=run | pred=run | ✓ | ent=0.206 conf=0.947 gap=0.895
[2026-05-11 22:48:00] #0340/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 22:48:00]   [340/3185] acc=88% filt=337
[2026-05-11 22:48:20] #0341/03185 | true=run | pred=run | ✓ | ent=0.655 conf=0.850 gap=0.800
[2026-05-11 22:48:29] #0342/03185 | true=run | pred=run | ✓ | ent=0.168 conf=0.970 gap=0.960
[2026-05-11 22:48:37] #0343/03185 | true=run | pred=run | ✓ | ent=0.482 conf=0.900 gap=0.850
[2026-05-11 22:48:49] #0344/03185 | true=run | pred=run | ✓ | ent=0.334 conf=0.940 gap=0.930
[2026-05-11 22:48:56] #0345/03185 | true=run | pred=run | ✓ | ent=0.168 conf=0.970 gap=0.960
[2026-05-11 22:49:04] #0346/03185 | true=run | pred=run | ✓ | ent=0.905 conf=0.750 gap=0.600
[2026-05-11 22:49:07] #0347/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 22:49:14] #0348/03185 | true=run | pred=run | ✓ | ent=0.475 conf=0.900 gap=0.850
[2026-05-11 22:49:17] #0349/03185 | true=run | pred=run | ✓ | ent=0.905 conf=0.750 gap=0.600
[2026-05-11 22:49:24] #0350/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 22:49:34] #0351/03185 | true=run | pred=run | ✓ | ent=0.334 conf=0.930 gap=0.890
[2026-05-11 22:49:40] #0352/03185 | true=run | pred=run | ✓ | ent=0.411 conf=0.904 gap=0.851
[2026-05-11 22:49:44] #0353/03185 | true=run | pred=run | ✓ | ent=0.635 conf=0.850 gap=0.800
[2026-05-11 22:50:08] #0354/03185 | true=run | pred=run | ✓ | ent=0.475 conf=0.900 gap=0.850
[2026-05-11 22:50:11] #0355/03185 | true=run | pred=run | ✓ | ent=0.693 conf=0.800 gap=0.650
[2026-05-11 22:50:20] #0356/03185 | true=run | pred=run | ✓ | ent=0.223 conf=0.960 gap=0.950
[2026-05-11 22:50:31] #0357/03185 | true=run | pred=run | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-11 22:50:40] #0358/03185 | true=run | pred=run | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-11 22:50:54] #0359/03185 | true=run | pred=run | ✓ | ent=0.210 conf=0.960 gap=0.940
[2026-05-11 22:51:15] #0360/03185 | true=run | pred=run | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-11 22:51:15]   [360/3185] acc=89% filt=357
[2026-05-11 22:51:19] #0361/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 22:51:27] #0362/03185 | true=run | pred=run | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-11 22:51:34] #0363/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 22:51:38] #0364/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 22:51:41] #0365/03185 | true=run | pred=run | ✓ | ent=0.864 conf=0.800 gap=0.750
[2026-05-11 22:51:49] #0366/03185 | true=run | pred=run | ✓ | ent=0.627 conf=0.850 gap=0.800
[2026-05-11 22:51:52] #0367/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 22:52:03] #0368/03185 | true=run | pred=run | ✓ | ent=0.853 conf=0.750 gap=0.600
[2026-05-11 22:52:33] #0369/03185 | true=run | pred=run | ✓ | ent=0.398 conf=0.920 gap=0.890
[2026-05-11 22:52:49] #0370/03185 | true=run | pred=walk | ✗ | ent=0.253 conf=0.950 gap=0.920
[2026-05-11 22:53:00] #0371/03185 | true=run | pred=run | ✓ | ent=0.168 conf=0.970 gap=0.960
[2026-05-11 22:53:13] #0372/03185 | true=run | pred=run | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-11 22:53:20] #0373/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 22:53:31] #0374/03185 | true=run | pred=run | ✓ | ent=0.693 conf=0.800 gap=0.650
[2026-05-11 22:53:43] #0375/03185 | true=run | pred=run | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-11 22:53:46] #0376/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 22:53:52] #0377/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 22:53:57] #0378/03185 | true=run | pred=run | ✓ | ent=0.984 conf=0.700 gap=0.550
[2026-05-11 22:54:08] #0379/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 22:54:13] #0380/03185 | true=run | pred=run | ✓ | ent=0.526 conf=0.891 gap=0.842
[2026-05-11 22:54:13]   [380/3185] acc=89% filt=377
[2026-05-11 22:54:40] #0381/03185 | true=run | pred=walk | ✗ | ent=0.558 conf=0.880 gap=0.820
[2026-05-11 22:54:44] #0382/03185 | true=run | pred=run | ✓ | ent=0.855 conf=0.800 gap=0.750
[2026-05-11 22:54:54] #0383/03185 | true=run | pred=run | ✓ | ent=0.905 conf=0.750 gap=0.600
[2026-05-11 22:55:01] #0384/03185 | true=run | pred=run | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-11 22:55:14] #0385/03185 | true=run | pred=run | ✓ | ent=0.215 conf=0.944 gap=0.889
[2026-05-11 22:55:23] #0386/03185 | true=run | pred=run | ✓ | ent=1.071 conf=0.700 gap=0.550
[2026-05-11 22:55:46] #0387/03185 | true=run | pred=run | ✓ | ent=0.475 conf=0.900 gap=0.850
[2026-05-11 22:55:59] #0388/03185 | true=run | pred=run | ✓ | ent=0.343 conf=0.930 gap=0.900
[2026-05-11 22:56:03] #0389/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 22:56:12] #0390/03185 | true=run | pred=run | ✓ | ent=0.154 conf=0.970 gap=0.950
[2026-05-11 22:56:15] #0391/03185 | true=run | pred=run | ✓ | ent=0.655 conf=0.850 gap=0.800
[2026-05-11 22:56:21] #0392/03185 | true=run | pred=run | ✓ | ent=0.599 conf=0.850 gap=0.750
[2026-05-11 22:56:46] #0393/03185 | true=run | pred=run | ✓ | ent=0.660 conf=0.787 gap=0.618
[2026-05-11 22:56:52] #0394/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 22:57:03] #0395/03185 | true=run | pred=run | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-11 22:57:15] #0396/03185 | true=run | pred=run | ✓ | ent=0.357 conf=0.935 gap=0.915
[2026-05-11 22:57:28] #0397/03185 | true=run | pred=walk | ✗ | ent=0.655 conf=0.850 gap=0.800
[2026-05-11 22:57:37] #0398/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 22:58:01] #0399/03185 | true=run | pred=run | ✓ | ent=0.905 conf=0.750 gap=0.600
[2026-05-11 22:58:10] #0400/03185 | true=run | pred=run | ✓ | ent=0.307 conf=0.940 gap=0.920
[2026-05-11 22:58:10]   [400/3185] acc=89% filt=397
[2026-05-11 22:58:22] #0401/03185 | true=run | pred=walk | ✗ | ent=0.676 conf=0.850 gap=0.800
[2026-05-11 22:58:31] #0402/03185 | true=run | pred=run | ✓ | ent=0.223 conf=0.960 gap=0.950
[2026-05-11 22:58:40] #0403/03185 | true=run | pred=run | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-11 22:58:49] #0404/03185 | true=run | pred=run | ✓ | ent=0.475 conf=0.900 gap=0.850
[2026-05-11 22:59:11] #0405/03185 | true=run | pred=run | ✓ | ent=0.640 conf=0.850 gap=0.800
[2026-05-11 22:59:17] #0406/03185 | true=run | pred=run | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-11 22:59:28] #0407/03185 | true=run | pred=run | ✓ | ent=0.348 conf=0.930 gap=0.910
[2026-05-11 22:59:32] #0408/03185 | true=run | pred=run | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-11 22:59:36] #0409/03185 | true=run | pred=run | ✓ | ent=0.679 conf=0.850 gap=0.800
[2026-05-11 22:59:40] #0410/03185 | true=run | pred=run | ✓ | ent=1.085 conf=0.700 gap=0.550
[2026-05-11 22:59:43] #0411/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 22:59:48] #0412/03185 | true=run | pred=run | ✓ | ent=0.688 conf=0.850 gap=0.800
[2026-05-11 22:59:58] #0413/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 23:00:02] #0414/03185 | true=run | pred=run | ✓ | ent=0.057 conf=0.990 gap=0.980
[2026-05-11 23:00:19] #0415/03185 | true=run | pred=run | ✓ | ent=0.210 conf=0.960 gap=0.940
[2026-05-11 23:00:31] #0416/03185 | true=run | pred=run | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-11 23:00:43] #0417/03185 | true=run | pred=run | ✓ | ent=0.321 conf=0.940 gap=0.920
[2026-05-11 23:00:47] #0418/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 23:00:54] #0419/03185 | true=run | pred=run | ✓ | ent=0.411 conf=0.904 gap=0.851
[2026-05-11 23:01:07] #0420/03185 | true=run | pred=run | ✓ | ent=0.348 conf=0.930 gap=0.910
[2026-05-11 23:01:07]   [420/3185] acc=90% filt=417
[2026-05-11 23:01:19] #0421/03185 | true=run | pred=run | ✓ | ent=0.302 conf=0.940 gap=0.910
[2026-05-11 23:01:30] #0422/03185 | true=run | pred=run | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-11 23:01:36] #0423/03185 | true=run | pred=run | ✓ | ent=0.683 conf=0.850 gap=0.800
[2026-05-11 23:01:48] #0424/03185 | true=run | pred=run | ✓ | ent=0.693 conf=0.850 gap=0.800
[2026-05-11 23:01:52] #0425/03185 | true=run | pred=run | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-11 23:01:56] #0426/03185 | true=run | pred=run | ✓ | ent=0.651 conf=0.850 gap=0.800
[2026-05-11 23:02:00] #0427/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 23:02:35] #0428/03185 | true=run | pred=run | ✓ | ent=0.799 conf=0.700 gap=0.450
[2026-05-11 23:02:40] #0429/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 23:02:47] #0430/03185 | true=run | pred=run | ✓ | ent=0.499 conf=0.880 gap=0.800
[2026-05-11 23:02:52] #0431/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 23:02:56] #0432/03185 | true=run | pred=run | ✓ | ent=0.251 conf=0.950 gap=0.930
[2026-05-11 23:03:09] #0433/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 23:03:14] #0434/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 23:03:27] #0435/03185 | true=run | pred=run | ✓ | ent=0.640 conf=0.850 gap=0.800
[2026-05-11 23:03:30] #0436/03185 | true=run | pred=run | ✓ | ent=0.476 conf=0.900 gap=0.870
[2026-05-11 23:03:33] #0437/03185 | true=run | pred=run | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-11 23:03:44] #0438/03185 | true=run | pred=walk | ✗ | ent=0.672 conf=0.850 gap=0.800
[2026-05-11 23:03:52] #0439/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 23:04:00] #0440/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 23:04:00]   [440/3185] acc=90% filt=437
[2026-05-11 23:04:06] #0441/03185 | true=run | pred=run | ✓ | ent=0.475 conf=0.900 gap=0.850
[2026-05-11 23:04:12] #0442/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 23:04:29] #0443/03185 | true=run | pred=run | ✓ | ent=0.693 conf=0.800 gap=0.650
[2026-05-11 23:04:45] #0444/03185 | true=run | pred=walk | ✗ | ent=0.977 conf=0.700 gap=0.500
[2026-05-11 23:04:50] #0445/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 23:05:02] #0446/03185 | true=run | pred=run | ✓ | ent=0.057 conf=0.990 gap=0.980
[2026-05-11 23:05:07] #0447/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 23:05:12] #0448/03185 | true=run | pred=run | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-11 23:05:17] #0449/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 23:05:22] #0450/03185 | true=run | pred=run | ✓ | ent=0.648 conf=0.842 gap=0.743
[2026-05-11 23:05:42] #0451/03185 | true=run | pred=walk | ✗ | ent=0.669 conf=0.850 gap=0.800
[2026-05-11 23:05:58] #0452/03185 | true=run | pred=walk | ✗ | ent=1.206 conf=0.550 gap=0.250
[2026-05-11 23:06:20] #0453/03185 | true=run | pred=run | ✓ | ent=0.905 conf=0.750 gap=0.600
[2026-05-11 23:06:25] #0454/03185 | true=run | pred=run | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-11 23:06:28] #0455/03185 | true=run | pred=run | ✓ | ent=0.928 conf=0.743 gap=0.594
[2026-05-11 23:06:44] #0456/03185 | true=run | pred=walk | ✗ | ent=0.683 conf=0.850 gap=0.810
[2026-05-11 23:06:50] #0457/03185 | true=run | pred=run | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-11 23:07:13] #0458/03185 | true=run | pred=walk | ✗ | ent=0.585 conf=0.820 gap=0.670
[2026-05-11 23:07:16] #0459/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 23:07:21] #0460/03185 | true=run | pred=run | ✓ | ent=0.814 conf=0.800 gap=0.700
[2026-05-11 23:07:21]   [460/3185] acc=89% filt=457
[2026-05-11 23:07:24] #0461/03185 | true=run | pred=run | ✓ | ent=0.834 conf=0.750 gap=0.600
