[2026-05-11 23:15:06] #0001/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 03:56:49] #0999/01676 | true=upstairs | pred=jogging | ✗ | ent=0.825 conf=0.720 gap=0.540
[2026-05-12 03:57:03] #1000/01676 | true=upstairs | pred=walking | ✗ | ent=1.110 conf=0.550 gap=0.300
[2026-05-12 03:57:14] #1001/01676 | true=upstairs | pred=upstairs | ✓ | ent=1.070 conf=0.650 gap=0.480
[2026-05-12 03:57:35] #1002/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.760 conf=0.720 gap=0.520
[2026-05-12 03:57:47] #1003/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.689 conf=0.800 gap=0.700
[2026-05-12 03:57:59] #1004/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.595 conf=0.820 gap=0.720
[2026-05-12 03:58:43] #1005/01676 | true=upstairs | pred=downstairs | ✗ | ent=0.824 conf=0.600 gap=0.250
[2026-05-12 03:59:04] #1006/01676 | true=upstairs | pred=upstairs | ✓ | ent=1.091 conf=0.580 gap=0.320
[2026-05-12 03:59:11] #1007/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.950 conf=0.650 gap=0.390
[2026-05-12 03:59:20] #1008/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 03:59:23] #1009/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.490 conf=0.880 gap=0.830
[2026-05-12 03:59:41] #1010/01676 | true=upstairs | pred=upstairs | ✓ | ent=1.131 conf=0.580 gap=0.320
[2026-05-12 03:59:47] #1012/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.731 conf=0.750 gap=0.600
[2026-05-12 04:00:02] #1013/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 04:00:26] #1014/01676 | true=upstairs | pred=walking | ✗ | ent=1.017 conf=0.700 gap=0.550
[2026-05-12 04:00:52] #1015/01676 | true=upstairs | pred=downstairs | ✗ | ent=1.017 conf=0.550 gap=0.190
[2026-05-12 04:01:02] #1016/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.779 conf=0.780 gap=0.650
[2026-05-12 04:01:07] #1017/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 04:02:07] #1018/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.844 conf=0.780 gap=0.700
[2026-05-12 04:02:32] #1019/01676 | true=upstairs | pred=upstairs | ✓ | ent=1.028 conf=0.650 gap=0.490
[2026-05-12 04:02:36] #1020/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 04:02:39] #1021/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 04:03:09] #1022/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 04:03:41] #1023/01676 | true=upstairs | pred=walking | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 04:03:55] #1024/01676 | true=upstairs | pred=upstairs | ✓ | ent=1.268 conf=0.550 gap=0.350
[2026-05-12 04:04:10] #1025/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.611 conf=0.860 gap=0.810
[2026-05-12 04:04:14] #1026/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.731 conf=0.750 gap=0.600
[2026-05-12 04:04:19] #1027/01676 | true=upstairs | pred=jogging | ✗ | ent=0.927 conf=0.550 gap=0.200
[2026-05-12 04:04:29] #1028/01676 | true=upstairs | pred=upstairs | ✓ | ent=1.081 conf=0.650 gap=0.470
[2026-05-12 04:04:44] #1029/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.965 conf=0.650 gap=0.470
[2026-05-12 04:04:46] #1030/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.915 conf=0.750 gap=0.640
[2026-05-12 04:05:07] #1031/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 04:05:36] #1032/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.965 conf=0.750 gap=0.700
[2026-05-12 04:05:45] #1033/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.568 conf=0.850 gap=0.770
[2026-05-12 04:06:13] #1034/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.568 conf=0.850 gap=0.770
[2026-05-12 04:06:22] #1035/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.717 conf=0.820 gap=0.740
[2026-05-12 04:06:24] #1036/01676 | true=upstairs | pred=upstairs | ✓ | ent=1.208 conf=0.600 gap=0.400
[2026-05-12 04:06:26] #1037/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 04:06:29] #1038/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 04:07:22] #1039/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.639 conf=0.800 gap=0.700
[2026-05-12 04:07:27] #1040/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 04:07:36] #1041/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.853 conf=0.750 gap=0.600
[2026-05-12 04:08:28] #1044/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.443 conf=0.880 gap=0.800
[2026-05-12 04:08:42] #1046/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 04:09:15] #1047/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.967 conf=0.700 gap=0.550
[2026-05-12 04:09:27] #1048/01676 | true=upstairs | pred=upstairs | ✓ | ent=1.162 conf=0.550 gap=0.300
[2026-05-12 04:09:29] #1049/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 04:09:32] #1050/01676 | true=upstairs | pred=upstairs | ✓ | ent=1.347 conf=0.550 gap=0.400
[2026-05-12 04:09:58] #1051/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.871 conf=0.700 gap=0.500
[2026-05-12 04:10:10] #1052/01676 | true=upstairs | pred=upstairs | ✓ | ent=1.029 conf=0.650 gap=0.450
[2026-05-12 04:10:13] #1053/01676 | true=upstairs | pred=upstairs | ✓ | ent=1.079 conf=0.700 gap=0.600
[2026-05-12 04:10:28] #1054/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 04:10:36] #1055/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.741 conf=0.800 gap=0.690
[2026-05-12 04:10:39] #1056/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.892 conf=0.750 gap=0.620
[2026-05-12 04:10:51] #1057/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.627 conf=0.850 gap=0.790
[2026-05-12 04:10:53] #1058/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 04:11:04] #1059/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.802 conf=0.700 gap=0.500
[2026-05-12 04:11:06] #1060/01676 | true=upstairs | pred=upstairs | ✓ | ent=1.310 conf=0.550 gap=0.350
[2026-05-12 04:11:10] #1061/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 04:11:22] #1062/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.640 conf=0.850 gap=0.800
[2026-05-12 04:11:44] #1063/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.906 conf=0.730 gap=0.580
[2026-05-12 04:11:48] #1064/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 04:12:46] #1065/01676 | true=upstairs | pred=walking | ✗ | ent=1.012 conf=0.560 gap=0.210
[2026-05-12 04:12:49] #1066/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 04:13:02] #1067/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.639 conf=0.800 gap=0.700
[2026-05-12 04:13:07] #1068/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.824 conf=0.600 gap=0.250
[2026-05-12 04:13:24] #1069/01676 | true=upstairs | pred=walking | ✗ | ent=1.025 conf=0.650 gap=0.500
[2026-05-12 04:13:47] #1070/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 04:13:49] #1071/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.321 conf=0.940 gap=0.920
[2026-05-12 04:14:09] #1072/01676 | true=upstairs | pred=walking | ✗ | ent=0.982 conf=0.650 gap=0.450
[2026-05-12 04:14:17] #1073/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.279 conf=0.950 gap=0.940
[2026-05-12 04:14:19] #1074/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.802 conf=0.700 gap=0.500
[2026-05-12 04:14:39] #1075/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 04:15:05] #1076/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 04:15:08] #1077/01676 | true=upstairs | pred=upstairs | ✓ | ent=1.190 conf=0.650 gap=0.550
[2026-05-12 04:15:11] #1078/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 04:15:15] #1079/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 04:15:26] #1080/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.681 conf=0.840 gap=0.790
[2026-05-12 04:15:37] #1081/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.585 conf=0.850 gap=0.750
[2026-05-12 04:16:01] #1082/01676 | true=upstairs | pred=walking | ✗ | ent=0.802 conf=0.700 gap=0.500
[2026-05-12 04:16:22] #1083/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 04:16:33] #1084/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 04:16:49] #1085/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.733 conf=0.820 gap=0.750
[2026-05-12 04:16:53] #1086/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.640 conf=0.850 gap=0.800
[2026-05-12 04:16:55] #1087/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 04:17:05] #1088/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 04:17:13] #1089/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.999 conf=0.650 gap=0.500
[2026-05-12 04:17:33] #1090/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.871 conf=0.780 gap=0.730
[2026-05-12 04:17:37] #1091/01676 | true=upstairs | pred=upstairs | ✓ | ent=1.079 conf=0.700 gap=0.600
[2026-05-12 04:17:42] #1092/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 04:18:01] #1093/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.802 conf=0.700 gap=0.500
[2026-05-12 04:18:12] #1094/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 04:18:17] #1096/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.950 conf=0.700 gap=0.510
[2026-05-12 04:19:17] #1098/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 04:20:59] #1101/01676 | true=upstairs | pred=walking | ✗ | ent=1.070 conf=0.550 gap=0.250
[2026-05-12 04:21:36] #1102/01676 | true=upstairs | pred=downstairs | ✗ | ent=0.975 conf=0.550 gap=0.250
[2026-05-12 04:22:00] #1103/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 04:22:13] #1104/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.741 conf=0.800 gap=0.690
[2026-05-12 04:22:36] #1105/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.811 conf=0.800 gap=0.750
[2026-05-12 04:22:45] #1106/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.716 conf=0.830 gap=0.780
[2026-05-12 04:23:38] #1107/01676 | true=upstairs | pred=upstairs | ✓ | ent=1.054 conf=0.620 gap=0.400
[2026-05-12 04:23:50] #1108/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 04:24:17] #1109/01676 | true=upstairs | pred=upstairs | ✓ | ent=1.347 conf=0.550 gap=0.400
[2026-05-12 04:24:21] #1110/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.731 conf=0.750 gap=0.600
[2026-05-12 04:24:30] #1111/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 04:24:53] #1112/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 04:25:04] #1113/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 04:25:22] #1114/01676 | true=upstairs | pred=upstairs | ✓ | ent=1.028 conf=0.650 gap=0.490
[2026-05-12 04:25:39] #1115/01676 | true=upstairs | pred=jogging | ✗ | ent=0.926 conf=0.650 gap=0.400
[2026-05-12 04:25:43] #1116/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.802 conf=0.700 gap=0.500
[2026-05-12 04:26:06] #1118/01676 | true=upstairs | pred=walking | ✗ | ent=1.012 conf=0.650 gap=0.430
[2026-05-12 04:26:38] #1119/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.498 conf=0.850 gap=0.730
[2026-05-12 04:26:41] #1120/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.554 conf=0.880 gap=0.840
[2026-05-12 04:27:08] #1121/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 04:27:11] #1122/01676 | true=upstairs | pred=upstairs | ✓ | ent=1.213 conf=0.620 gap=0.470
[2026-05-12 04:28:19] #1124/01676 | true=upstairs | pred=upstairs | ✓ | ent=1.020 conf=0.600 gap=0.300
[2026-05-12 04:28:55] #1125/01676 | true=upstairs | pred=walking | ✗ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 04:29:15] #1126/01676 | true=upstairs | pred=walking | ✗ | ent=0.526 conf=0.850 gap=0.770
[2026-05-12 04:29:41] #1127/01676 | true=upstairs | pred=walking | ✗ | ent=1.281 conf=0.510 gap=0.260
[2026-05-12 04:30:06] #1128/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.681 conf=0.840 gap=0.790
[2026-05-12 04:30:09] #1129/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 04:30:12] #1130/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 04:30:23] #1131/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.296 conf=0.930 gap=0.880
[2026-05-12 04:30:54] #1132/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.946 conf=0.720 gap=0.590
[2026-05-12 04:31:08] #1133/01676 | true=upstairs | pred=walking | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 04:31:20] #1134/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.761 conf=0.800 gap=0.700
[2026-05-12 04:31:50] #1135/01676 | true=upstairs | pred=walking | ✗ | ent=0.886 conf=0.650 gap=0.450
[2026-05-12 04:32:11] #1136/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.965 conf=0.750 gap=0.700
[2026-05-12 04:32:14] #1137/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 04:32:29] #1138/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.948 conf=0.720 gap=0.590
[2026-05-12 04:32:43] #1139/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.752 conf=0.750 gap=0.570
[2026-05-12 04:33:21] #1141/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.334 conf=0.920 gap=0.880
[2026-05-12 04:33:33] #1142/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.775 conf=0.750 gap=0.560
[2026-05-12 04:34:10] #1143/01676 | true=upstairs | pred=downstairs | ✗ | ent=0.845 conf=0.550 gap=0.150
[2026-05-12 04:34:15] #1144/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 04:34:25] #1145/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 04:34:29] #1146/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.922 conf=0.720 gap=0.550
[2026-05-12 04:34:46] #1147/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.490 conf=0.880 gap=0.830
[2026-05-12 04:34:59] #1148/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.857 conf=0.650 gap=0.400
[2026-05-12 04:35:39] #1149/01676 | true=upstairs | pred=downstairs | ✗ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 04:35:42] #1150/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.802 conf=0.700 gap=0.500
[2026-05-12 04:35:46] #1151/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.741 conf=0.800 gap=0.690
[2026-05-12 04:36:00] #1152/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 04:36:27] #1153/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.497 conf=0.890 gap=0.840
[2026-05-12 04:36:39] #1154/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.640 conf=0.850 gap=0.800
[2026-05-12 04:36:52] #1155/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.440 conf=0.910 gap=0.880
[2026-05-12 04:37:04] #1156/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.941 conf=0.720 gap=0.560
[2026-05-12 04:37:32] #1157/01676 | true=upstairs | pred=downstairs | ✗ | ent=0.688 conf=0.550 gap=0.100
[2026-05-12 04:37:53] #1158/01676 | true=upstairs | pred=walking | ✗ | ent=0.731 conf=0.750 gap=0.600
[2026-05-12 04:38:04] #1159/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.627 conf=0.850 gap=0.790
[2026-05-12 04:38:24] #1160/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.929 conf=0.750 gap=0.650
[2026-05-12 04:38:27] #1161/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 04:38:47] #1163/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 04:39:02] #1164/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.640 conf=0.850 gap=0.800
[2026-05-12 04:39:22] #1165/01676 | true=upstairs | pred=upstairs | ✓ | ent=1.017 conf=0.700 gap=0.550
[2026-05-12 04:40:05] #1167/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 04:40:31] #1168/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.965 conf=0.750 gap=0.700
[2026-05-12 04:40:45] #1169/01676 | true=upstairs | pred=upstairs | ✓ | ent=1.218 conf=0.550 gap=0.300
[2026-05-12 04:40:51] #1170/01676 | true=upstairs | pred=upstairs | ✓ | ent=1.347 conf=0.550 gap=0.400
[2026-05-12 04:40:54] #1171/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 04:41:07] #1172/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.886 conf=0.650 gap=0.450
[2026-05-12 04:42:01] #1173/01676 | true=upstairs | pred=walking | ✗ | ent=0.982 conf=0.650 gap=0.450
[2026-05-12 04:42:15] #1174/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 04:42:24] #1175/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.965 conf=0.750 gap=0.700
[2026-05-12 04:42:38] #1176/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 04:42:51] #1177/01676 | true=upstairs | pred=upstairs | ✓ | ent=1.025 conf=0.580 gap=0.330
[2026-05-12 04:43:09] #1179/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.886 conf=0.650 gap=0.450
[2026-05-12 04:43:13] #1180/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.802 conf=0.700 gap=0.500
[2026-05-12 04:43:22] #1181/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 04:44:16] #1182/01676 | true=upstairs | pred=upstairs | ✓ | ent=1.017 conf=0.700 gap=0.550
[2026-05-12 04:44:19] #1183/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 04:44:22] #1184/01676 | true=upstairs | pred=upstairs | ✓ | ent=1.079 conf=0.700 gap=0.600
[2026-05-12 04:44:25] #1185/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.965 conf=0.750 gap=0.700
[2026-05-12 04:45:32] #1188/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.999 conf=0.650 gap=0.500
[2026-05-12 04:45:36] #1189/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 04:46:03] #1190/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.802 conf=0.700 gap=0.500
[2026-05-12 04:46:14] #1191/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.802 conf=0.700 gap=0.500
[2026-05-12 04:46:34] #1192/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.884 conf=0.750 gap=0.620
[2026-05-12 04:46:45] #1193/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.792 conf=0.800 gap=0.720
[2026-05-12 04:47:12] #1194/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.348 conf=0.930 gap=0.910
[2026-05-12 04:47:37] #1196/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.902 conf=0.720 gap=0.560
[2026-05-12 04:48:05] #1199/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.811 conf=0.800 gap=0.750
[2026-05-12 04:48:33] #1200/01676 | true=upstairs | pred=upstairs | ✓ | ent=1.110 conf=0.550 gap=0.300
[2026-05-12 04:49:02] #1202/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.526 conf=0.850 gap=0.770
[2026-05-12 04:49:12] #1203/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.595 conf=0.820 gap=0.720
[2026-05-12 04:49:23] #1204/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.490 conf=0.880 gap=0.830
[2026-05-12 04:49:53] #1205/01676 | true=upstairs | pred=walking | ✗ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 04:50:09] #1206/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 04:52:35] #1207/01676 | true=upstairs | pred=walking | ✗ | ent=0.927 conf=0.550 gap=0.200
[2026-05-12 04:52:52] #1209/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.910 conf=0.750 gap=0.650
[2026-05-12 04:52:58] #1210/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 04:53:09] #1211/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.700 conf=0.820 gap=0.730
[2026-05-12 04:53:18] #1212/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 04:53:21] #1213/01676 | true=upstairs | pred=upstairs | ✓ | ent=1.017 conf=0.700 gap=0.550
[2026-05-12 04:53:28] #1214/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.968 conf=0.730 gap=0.630
[2026-05-12 04:53:32] #1215/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.915 conf=0.750 gap=0.640
[2026-05-12 04:53:53] #1216/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.833 conf=0.780 gap=0.700
[2026-05-12 04:54:04] #1217/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.975 conf=0.550 gap=0.250
[2026-05-12 04:54:08] #1218/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 04:54:11] #1219/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 04:54:33] #1220/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.833 conf=0.780 gap=0.700
[2026-05-12 04:54:58] #1221/01676 | true=upstairs | pred=jogging | ✗ | ent=0.471 conf=0.880 gap=0.800
[2026-05-12 04:55:02] #1222/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 04:55:16] #1223/01676 | true=upstairs | pred=walking | ✗ | ent=0.965 conf=0.750 gap=0.700
[2026-05-12 04:55:34] #1224/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.965 conf=0.750 gap=0.700
[2026-05-12 04:55:43] #1225/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 04:55:52] #1226/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.655 conf=0.850 gap=0.800
[2026-05-12 04:55:55] #1227/01676 | true=upstairs | pred=upstairs | ✓ | ent=1.074 conf=0.600 gap=0.320
[2026-05-12 04:56:06] #1228/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.949 conf=0.720 gap=0.580
[2026-05-12 04:56:10] #1229/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.926 conf=0.750 gap=0.670
[2026-05-12 04:56:57] #1230/01676 | true=upstairs | pred=downstairs | ✗ | ent=0.938 conf=0.600 gap=0.350
[2026-05-12 04:57:42] #1232/01676 | true=upstairs | pred=upstairs | ✓ | ent=1.060 conf=0.700 gap=0.600
[2026-05-12 04:57:54] #1233/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.434 conf=0.910 gap=0.880
[2026-05-12 04:58:05] #1234/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.902 conf=0.720 gap=0.560
[2026-05-12 04:58:46] #1235/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.802 conf=0.700 gap=0.500
[2026-05-12 04:59:00] #1236/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.853 conf=0.750 gap=0.600
[2026-05-12 04:59:13] #1238/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.595 conf=0.820 gap=0.720
[2026-05-12 04:59:21] #1239/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.627 conf=0.850 gap=0.790
[2026-05-12 04:59:45] #1240/01676 | true=upstairs | pred=walking | ✗ | ent=0.996 conf=0.550 gap=0.200
[2026-05-12 04:59:54] #1241/01676 | true=upstairs | pred=upstairs | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 05:00:15] #1242/01676 | true=upstairs | pred=walking | ✗ | ent=0.562 conf=0.750 gap=0.500
