[2026-05-12 10:27:59] PAMAP2 class 3 (walking) start T=0.8
[2026-05-12 10:27:59]   944 windows
[2026-05-12 10:28:26] #0001/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 14:26:09] #0827/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:26:18] #0828/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 14:26:48] #0829/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.735 conf=0.750 gap=0.550
[2026-05-12 14:27:09] #0830/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 14:27:40] #0831/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 14:28:20] #0832/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.632 conf=0.750 gap=0.520
[2026-05-12 14:28:42] #0833/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.442 conf=0.900 gap=0.850
[2026-05-12 14:29:03] #0834/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 14:29:13] #0835/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 14:29:24] #0836/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.135 conf=0.970 gap=0.940
[2026-05-12 14:29:35] #0837/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.462 conf=0.900 gap=0.870
[2026-05-12 14:29:38] #0838/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:30:02] #0839/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.705 conf=0.800 gap=0.670
[2026-05-12 14:30:29] #0840/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 14:30:29]   [840/944] acc=583/840=69% filt=835
[2026-05-12 14:30:49] #0841/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 14:30:58] #0842/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.442 conf=0.900 gap=0.850
[2026-05-12 14:31:03] #0843/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 14:31:12] #0844/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.390 conf=0.920 gap=0.900
[2026-05-12 14:31:23] #0845/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.343 conf=0.930 gap=0.900
[2026-05-12 14:31:33] #0846/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 14:31:43] #0847/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.376 conf=0.920 gap=0.880
[2026-05-12 14:32:07] #0848/00944 | true=walking(3) | pred=standing(2) | ✗ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 14:32:46] #0849/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.279 conf=0.920 gap=0.840
[2026-05-12 14:32:51] #0850/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.307 conf=0.940 gap=0.920
[2026-05-12 14:33:17] #0851/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.566 conf=0.850 gap=0.750
[2026-05-12 14:33:39] #0852/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.571 conf=0.840 gap=0.720
[2026-05-12 14:33:42] #0853/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.135 conf=0.970 gap=0.940
[2026-05-12 14:33:56] #0854/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.307 conf=0.940 gap=0.920
[2026-05-12 14:34:06] #0855/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 14:34:27] #0856/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 14:34:39] #0857/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 14:34:42] #0858/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 14:34:53] #0859/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.279 conf=0.920 gap=0.840
[2026-05-12 14:35:08] #0860/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.571 conf=0.840 gap=0.720
[2026-05-12 14:35:08]   [860/944] acc=596/860=69% filt=855
[2026-05-12 14:35:18] #0861/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 14:35:37] #0862/00944 | true=walking(3) | pred=standing(2) | ✗ | ent=1.102 conf=0.600 gap=0.350
[2026-05-12 14:35:54] #0863/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 14:36:00] #0864/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.586 conf=0.860 gap=0.810
[2026-05-12 14:36:21] #0865/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.531 conf=0.850 gap=0.730
[2026-05-12 14:36:47] #0866/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.307 conf=0.940 gap=0.920
[2026-05-12 14:36:59] #0867/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 14:37:10] #0868/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 14:37:39] #0869/00944 | true=walking(3) | pred=standing(2) | ✗ | ent=0.722 conf=0.800 gap=0.680
[2026-05-12 14:38:00] #0870/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.905 conf=0.700 gap=0.500
[2026-05-12 14:38:13] #0871/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.376 conf=0.920 gap=0.880
[2026-05-12 14:38:16] #0872/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 14:39:01] #0873/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.705 conf=0.800 gap=0.670
[2026-05-12 14:39:11] #0874/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.667 conf=0.820 gap=0.720
[2026-05-12 14:39:21] #0875/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 14:39:30] #0876/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.376 conf=0.920 gap=0.880
[2026-05-12 14:39:58] #0877/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 14:40:09] #0878/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 14:40:34] #0879/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 14:40:43] #0880/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 14:40:43]   [880/944] acc=610/880=69% filt=875
[2026-05-12 14:41:10] #0881/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.462 conf=0.900 gap=0.870
[2026-05-12 14:41:22] #0882/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 14:41:49] #0883/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.551 conf=0.850 gap=0.740
[2026-05-12 14:41:59] #0884/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.577 conf=0.849 gap=0.749
[2026-05-12 14:42:12] #0885/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.279 conf=0.920 gap=0.840
[2026-05-12 14:42:28] #0886/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:42:31] #0887/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 14:43:04] #0888/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.647 conf=0.830 gap=0.730
[2026-05-12 14:43:20] #0889/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.367 conf=0.880 gap=0.760
[2026-05-12 14:43:38] #0890/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.698 conf=0.820 gap=0.740
[2026-05-12 14:43:48] #0891/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.442 conf=0.900 gap=0.850
[2026-05-12 14:43:58] #0892/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.516 conf=0.880 gap=0.820
[2026-05-12 14:44:08] #0893/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 14:44:30] #0894/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.428 conf=0.900 gap=0.850
[2026-05-12 14:44:39] #0895/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 14:44:48] #0896/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.279 conf=0.920 gap=0.840
[2026-05-12 14:45:18] #0897/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.834 conf=0.750 gap=0.600
[2026-05-12 14:45:41] #0898/00944 | true=walking(3) | pred=lying(0) | ✗ | ent=0.921 conf=0.650 gap=0.400
[2026-05-12 14:46:04] #0899/00944 | true=walking(3) | pred=standing(2) | ✗ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 14:46:14] #0900/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.895 conf=0.750 gap=0.650
[2026-05-12 14:46:14]   [900/944] acc=625/900=69% filt=895
[2026-05-12 14:46:46] #0901/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.485 conf=0.880 gap=0.800
[2026-05-12 14:46:57] #0902/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 14:47:18] #0903/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.834 conf=0.750 gap=0.600
[2026-05-12 14:47:38] #0904/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.834 conf=0.750 gap=0.600
[2026-05-12 14:48:08] #0905/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 14:48:31] #0906/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.551 conf=0.850 gap=0.740
[2026-05-12 14:48:51] #0907/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.485 conf=0.880 gap=0.800
[2026-05-12 14:49:02] #0908/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 14:49:39] #0909/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.516 conf=0.880 gap=0.820
[2026-05-12 14:49:52] #0910/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.223 conf=0.960 gap=0.950
[2026-05-12 14:50:17] #0911/00944 | true=walking(3) | pred=standing(2) | ✗ | ent=0.329 conf=0.930 gap=0.900
[2026-05-12 14:50:29] #0912/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.390 conf=0.920 gap=0.900
[2026-05-12 14:50:40] #0913/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 14:51:00] #0914/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 14:51:13] #0915/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.389 conf=0.900 gap=0.820
[2026-05-12 14:51:39] #0916/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.905 conf=0.700 gap=0.500
[2026-05-12 14:52:07] #0917/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.647 conf=0.800 gap=0.650
[2026-05-12 14:52:27] #0918/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.367 conf=0.880 gap=0.760
[2026-05-12 14:52:37] #0919/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.307 conf=0.940 gap=0.920
[2026-05-12 14:52:48] #0920/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.376 conf=0.920 gap=0.880
[2026-05-12 14:52:48]   [920/944] acc=637/920=69% filt=915
[2026-05-12 14:53:16] #0921/00944 | true=walking(3) | pred=sitting(1) | ✗ | ent=0.905 conf=0.700 gap=0.500
[2026-05-12 14:53:27] #0922/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 14:53:38] #0923/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 14:54:05] #0924/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.551 conf=0.850 gap=0.740
[2026-05-12 14:54:17] #0925/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.960 conf=0.650 gap=0.400
[2026-05-12 14:54:29] #0926/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 14:54:39] #0927/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 14:54:49] #0928/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.462 conf=0.900 gap=0.870
[2026-05-12 14:55:12] #0929/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 14:55:23] #0930/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 14:55:34] #0931/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 14:55:48] #0932/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 14:56:09] #0933/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.279 conf=0.920 gap=0.840
[2026-05-12 14:56:19] #0934/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.462 conf=0.900 gap=0.870
[2026-05-12 14:56:31] #0935/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 14:56:41] #0936/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.613 conf=0.850 gap=0.790
[2026-05-12 14:56:52] #0937/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 14:57:05] #0938/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.516 conf=0.880 gap=0.820
[2026-05-12 14:57:24] #0939/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.834 conf=0.750 gap=0.600
[2026-05-12 14:57:35] #0940/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 14:57:35]   [940/944] acc=651/940=69% filt=935
[2026-05-12 14:58:00] #0941/00944 | true=walking(3) | pred=lying(0) | ✗ | ent=1.186 conf=0.450 gap=0.100
[2026-05-12 14:58:07] #0942/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.582 conf=0.850 gap=0.770
[2026-05-12 14:58:29] #0943/00944 | true=walking(3) | pred=standing(2) | ✗ | ent=0.896 conf=0.700 gap=0.500
[2026-05-12 14:58:41] #0944/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 14:58:41] Done: 653/944 (69%) filt=938
