[2026-05-11 11:02:46] Class 3 (Talk-stand) 软标签生成开始
[2026-05-11 11:02:46]   QUICK=False LIMIT=50
[2026-05-11 11:02:46]   温度=0.8 (from api_config)
[2026-05-11 11:02:46]   本类: 6015窗口 (仅加载本类, 内存友好)
[2026-05-11 11:02:46]   实际生成: 6015 窗口
[2026-05-11 11:03:28] #0001/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.693 | conf=0.850 | gap=0.800
[2026-05-11 16:12:43] #0718/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.409 | conf=0.895 | gap=0.842
[2026-05-11 16:13:24] #0719/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.293 | conf=0.914 | gap=0.828
[2026-05-11 16:13:53] #0720/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 16:13:53]   [720/6015] acc=367/720=51.0% filtered=654/720
[2026-05-11 16:14:09] #0721/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.425 | conf=0.611 | gap=0.556
[2026-05-11 16:14:35] #0722/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 16:14:52] #0723/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.443 | conf=0.550 | gap=0.400
[2026-05-11 16:15:12] #0724/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.072 | conf=0.780 | gap=0.750
[2026-05-11 16:15:52] #0725/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 16:16:05] #0726/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:16:37] #0727/06015 | true=Talk-stand(3) | pred=Stair-up(15) | ✗ | ent=1.443 | conf=0.550 | gap=0.400
[2026-05-11 16:17:06] #0728/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 16:17:22] #0729/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.838 | conf=0.778 | gap=0.722
[2026-05-11 16:17:54] #0730/06015 | true=Talk-stand(3) | pred=Lay(5) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 16:18:35] #0731/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.524 | conf=0.880 | gap=0.830
[2026-05-11 16:19:01] #0732/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 16:20:15] #0733/06015 | true=Talk-stand(3) | pred=Table-tennis(17) | ✗ | ent=0.679 | conf=0.800 | gap=0.650
[2026-05-11 16:20:29] #0734/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=2.159 | conf=0.350 | gap=0.200
[2026-05-11 16:20:43] #0735/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.733 | conf=0.500 | gap=0.438
[2026-05-11 16:21:25] #0736/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.215 | conf=0.944 | gap=0.889
[2026-05-11 16:22:05] #0737/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.926 | conf=0.650 | gap=0.400
[2026-05-11 16:22:38] #0738/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.537 | conf=0.842 | gap=0.737
[2026-05-11 16:22:55] #0739/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:23:33] #0740/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=1.163 | conf=0.620 | gap=0.470
[2026-05-11 16:23:33]   [740/6015] acc=375/740=50.7% filtered=672/740
[2026-05-11 16:23:43] #0741/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:24:02] #0742/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.501 | conf=0.550 | gap=0.350
[2026-05-11 16:24:27] #0743/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:25:08] #0744/06015 | true=Talk-stand(3) | pred=Stair-up(15) | ✗ | ent=1.634 | conf=0.450 | gap=0.300
[2026-05-11 16:25:40] #0745/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 16:26:00] #0746/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.245 | conf=0.933 | gap=0.867
[2026-05-11 16:26:22] #0747/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 16:26:35] #0748/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.931 | conf=0.800 | gap=0.770
[2026-05-11 16:26:51] #0749/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.622 | conf=0.400 | gap=0.050
[2026-05-11 16:27:07] #0750/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:27:22] #0751/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.717 | conf=0.820 | gap=0.770
[2026-05-11 16:27:38] #0752/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.627 | conf=0.850 | gap=0.800
[2026-05-11 16:28:12] #0753/06015 | true=Talk-stand(3) | pred=Push-up(9) | ✗ | ent=1.433 | conf=0.550 | gap=0.450
[2026-05-11 16:28:30] #0754/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.741 | conf=0.850 | gap=0.820
[2026-05-11 16:28:49] #0755/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.409 | conf=0.895 | gap=0.842
[2026-05-11 16:29:29] #0756/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=2.175 | conf=0.350 | gap=0.200
[2026-05-11 16:29:43] #0757/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.505 | conf=0.600 | gap=0.550
[2026-05-11 16:30:14] #0758/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.791 | conf=0.650 | gap=0.350
[2026-05-11 16:30:48] #0759/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 16:31:19] #0760/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-11 16:31:19]   [760/6015] acc=390/760=51.3% filtered=687/760
[2026-05-11 16:31:37] #0761/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:32:12] #0762/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 16:32:45] #0763/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=1.946 | conf=0.534 | gap=0.485
[2026-05-11 16:33:12] #0764/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:33:53] #0765/06015 | true=Talk-stand(3) | pred=Walk(11) | ✗ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 16:34:11] #0766/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.492 | conf=0.648 | gap=0.556
[2026-05-11 16:34:24] #0767/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.215 | conf=0.944 | gap=0.889
[2026-05-11 16:34:40] #0768/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 16:35:16] #0769/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 16:35:49] #0770/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-11 16:36:35] #0771/06015 | true=Talk-stand(3) | pred=Table-tennis(17) | ✗ | ent=0.802 | conf=0.700 | gap=0.500
[2026-05-11 16:36:51] #0772/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 16:37:36] #0773/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.515 | conf=0.789 | gap=0.579
[2026-05-11 16:37:54] #0774/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.447 | conf=0.904 | gap=0.872
[2026-05-11 16:38:31] #0775/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.498 | conf=0.850 | gap=0.730
[2026-05-11 16:38:52] #0776/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.634 | conf=0.833 | gap=0.778
[2026-05-11 16:39:25] #0777/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 16:39:54] #0778/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.215 | conf=0.944 | gap=0.889
[2026-05-11 16:40:43] #0779/06015 | true=Talk-stand(3) | pred=Push-up(9) | ✗ | ent=1.634 | conf=0.450 | gap=0.300
[2026-05-11 16:41:12] #0780/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=1.290 | conf=0.700 | gap=0.600
[2026-05-11 16:41:12]   [780/6015] acc=400/780=51.3% filtered=705/780
[2026-05-11 16:41:22] #0781/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:42:01] #0782/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.390 | conf=0.920 | gap=0.900
[2026-05-11 16:42:47] #0783/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 16:43:23] #0784/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:43:57] #0785/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=1.240 | conf=0.700 | gap=0.650
[2026-05-11 16:44:16] #0786/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:44:33] #0787/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.538 | conf=0.550 | gap=0.450
[2026-05-11 16:45:33] #0788/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 16:46:11] #0789/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=1.601 | conf=0.633 | gap=0.551
[2026-05-11 16:46:57] #0790/06015 | true=Talk-stand(3) | pred=Push-up(9) | ✗ | ent=0.688 | conf=0.550 | gap=0.100
[2026-05-11 16:47:34] #0791/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.687 | conf=0.750 | gap=0.550
[2026-05-11 16:48:12] #0792/06015 | true=Talk-stand(3) | pred=Stair-up(15) | ✗ | ent=1.297 | conf=0.600 | gap=0.500
[2026-05-11 16:48:38] #0793/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 16:49:14] #0794/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 16:49:34] #0795/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.245 | conf=0.933 | gap=0.867
[2026-05-11 16:50:02] #0796/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.602 | conf=0.850 | gap=0.770
[2026-05-11 16:50:37] #0797/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.206 | conf=0.947 | gap=0.895
[2026-05-11 16:50:51] #0798/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.895 | conf=0.820 | gap=0.800
[2026-05-11 16:51:25] #0799/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.613 | conf=0.850 | gap=0.790
[2026-05-11 16:51:40] #0800/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.520 | conf=0.650 | gap=0.600
[2026-05-11 16:51:40]   [800/6015] acc=409/800=51.1% filtered=722/800
[2026-05-11 16:52:02] #0801/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 16:52:31] #0802/06015 | true=Talk-stand(3) | pred=Push-up(9) | ✗ | ent=0.776 | conf=0.820 | gap=0.770
[2026-05-11 16:53:05] #0803/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 16:53:26] #0804/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:54:29] #0805/06015 | true=Talk-stand(3) | pred=Walk(11) | ✗ | ent=1.373 | conf=0.550 | gap=0.400
[2026-05-11 16:54:50] #0806/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:55:14] #0807/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.984 | conf=0.700 | gap=0.550
[2026-05-11 16:55:42] #0808/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 16:56:35] #0809/06015 | true=Talk-stand(3) | pred=Push-up(9) | ✗ | ent=1.619 | conf=0.350 | gap=0.050
[2026-05-11 16:57:18] #0810/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.687 | conf=0.750 | gap=0.550
[2026-05-11 16:57:55] #0811/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-11 16:58:08] #0812/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.225 | conf=0.960 | gap=0.949
[2026-05-11 16:58:27] #0813/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.991 | conf=0.780 | gap=0.730
[2026-05-11 16:58:55] #0814/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:59:18] #0815/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.202 | conf=0.958 | gap=0.937
[2026-05-11 16:59:55] #0816/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 17:00:13] #0817/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:00:58] #0818/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.436 | conf=0.842 | gap=0.684
[2026-05-11 17:01:46] #0819/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-11 17:02:04] #0820/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 17:02:04]   [820/6015] acc=422/820=51.5% filtered=741/820
[2026-05-11 17:02:21] #0821/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.610 | conf=0.842 | gap=0.789
[2026-05-11 17:02:36] #0822/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.305 | conf=0.667 | gap=0.611
[2026-05-11 17:03:10] #0823/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.215 | conf=0.944 | gap=0.889
[2026-05-11 17:03:31] #0824/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.807 | conf=0.789 | gap=0.737
[2026-05-11 17:04:30] #0825/06015 | true=Talk-stand(3) | pred=Stair-up(15) | ✗ | ent=0.886 | conf=0.650 | gap=0.450
[2026-05-11 17:04:47] #0826/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:05:29] #0827/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-11 17:06:00] #0828/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:09:53] #0829/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 17:17:46] Class 3 (Talk-stand) 软标签生成开始
[2026-05-11 17:17:46]   QUICK=False LIMIT=50
[2026-05-11 17:17:46]   温度=0.8 (from api_config)
[2026-05-11 17:17:46]   本类: 6015窗口 (仅加载本类, 内存友好)
[2026-05-11 17:17:46]   实际生成: 6015 窗口
[2026-05-11 17:17:46]   续传: 825/6015
[2026-05-11 17:18:03] #0826/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.536 | conf=0.876 | gap=0.825
[2026-05-11 17:18:35] #0827/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 17:18:48] #0828/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:19:17] #0829/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.409 | conf=0.895 | gap=0.842
[2026-05-11 17:19:38] #0830/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.444 | conf=0.882 | gap=0.824
[2026-05-11 17:19:57] #0831/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.932 | conf=0.450 | gap=0.300
[2026-05-11 17:20:33] #0832/06015 | true=Talk-stand(3) | pred=Walk(11) | ✗ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 17:20:48] #0833/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 17:21:22] #0834/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 17:21:52] #0835/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.746 | conf=0.700 | gap=0.450
[2026-05-11 17:22:23] #0836/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 17:23:05] #0837/06015 | true=Talk-stand(3) | pred=Stair-up(15) | ✗ | ent=1.443 | conf=0.550 | gap=0.400
[2026-05-11 17:23:41] #0838/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.689 | conf=0.800 | gap=0.700
[2026-05-11 17:24:11] #0839/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:24:23] #0840/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:24:23]   [840/6015] acc=432/840=51.4% filtered=14/840
[2026-05-11 17:25:02] #0841/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 17:25:28] #0842/06015 | true=Talk-stand(3) | pred=Push-up(9) | ✗ | ent=0.481 | conf=0.900 | gap=0.870
[2026-05-11 17:25:59] #0843/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.746 | conf=0.700 | gap=0.450
[2026-05-11 17:26:31] #0844/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.524 | conf=0.880 | gap=0.830
[2026-05-11 17:27:15] #0845/06015 | true=Talk-stand(3) | pred=Push-up(9) | ✗ | ent=1.373 | conf=0.550 | gap=0.400
[2026-05-11 17:27:32] #0846/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 17:28:20] #0847/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:28:49] #0848/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.409 | conf=0.895 | gap=0.842
[2026-05-11 17:29:04] #0849/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.826 | conf=0.750 | gap=0.650
[2026-05-11 17:29:54] #0850/06015 | true=Talk-stand(3) | pred=Stair-up(15) | ✗ | ent=1.541 | conf=0.500 | gap=0.350
[2026-05-11 17:30:09] #0851/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:30:40] #0852/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-11 17:31:07] #0853/06015 | true=Talk-stand(3) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:31:38] #0854/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.426 | conf=0.889 | gap=0.833
[2026-05-11 17:31:55] #0855/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.315 | conf=0.924 | gap=0.870
[2026-05-11 17:32:26] #0856/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.645 | conf=0.842 | gap=0.789
[2026-05-11 17:33:05] #0857/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=1.070 | conf=0.550 | gap=0.250
[2026-05-11 17:33:36] #0858/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-11 17:34:00] #0859/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=2.164 | conf=0.400 | gap=0.350
[2026-05-11 17:34:36] #0860/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.486 | conf=0.660 | gap=0.566
[2026-05-11 17:34:36]   [860/6015] acc=441/860=51.3% filtered=32/860
[2026-05-11 17:35:04] #0861/06015 | true=Talk-stand(3) | pred=Stair-up(15) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:35:23] #0862/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.372 | conf=0.924 | gap=0.902
[2026-05-11 17:35:37] #0863/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:36:00] #0864/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.215 | conf=0.944 | gap=0.889
[2026-05-11 17:36:31] #0865/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:36:45] #0866/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 17:36:58] #0867/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.235 | conf=0.957 | gap=0.947
[2026-05-11 17:37:15] #0868/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.634 | conf=0.833 | gap=0.778
[2026-05-11 17:38:00] #0869/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.929 | conf=0.750 | gap=0.650
[2026-05-11 17:38:15] #0870/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.157 | conf=0.750 | gap=0.700
[2026-05-11 17:38:51] #0871/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 17:39:52] #0872/06015 | true=Talk-stand(3) | pred=Push-up(9) | ✗ | ent=0.384 | conf=0.920 | gap=0.890
[2026-05-11 17:40:08] #0873/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.807 | conf=0.789 | gap=0.737
[2026-05-11 17:40:39] #0874/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.984 | conf=0.700 | gap=0.550
[2026-05-11 17:41:14] #0875/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.960 | conf=0.720 | gap=0.570
[2026-05-11 17:41:43] #0876/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.329 | conf=0.930 | gap=0.900
[2026-05-11 17:42:13] #0877/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.329 | conf=0.930 | gap=0.900
[2026-05-11 17:42:49] #0878/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-11 17:43:24] #0879/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 17:44:03] #0880/06015 | true=Talk-stand(3) | pred=Stair-up(15) | ✗ | ent=1.722 | conf=0.400 | gap=0.250
[2026-05-11 17:44:03]   [880/6015] acc=450/880=51.1% filtered=51/880
[2026-05-11 17:44:33] #0881/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 17:44:55] #0882/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 17:45:39] #0883/06015 | true=Talk-stand(3) | pred=Push-up(9) | ✗ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 17:46:17] #0884/06015 | true=Talk-stand(3) | pred=Push-up(9) | ✗ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 17:46:44] #0885/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:47:17] #0886/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=1.373 | conf=0.550 | gap=0.400
[2026-05-11 17:47:47] #0887/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.855 | conf=0.722 | gap=0.556
[2026-05-11 17:48:04] #0888/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.747 | conf=0.550 | gap=0.450
[2026-05-11 17:48:40] #0889/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-11 17:49:12] #0890/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=1.010 | conf=0.700 | gap=0.600
