[2026-05-11 23:14:52] #0001/03346 | true=standing | pred=standing | ✓ | ent=0.435 conf=0.880 gap=0.780
[2026-05-12 00:02:51] #0241/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 00:02:53] #0242/03346 | true=standing | pred=standing | ✓ | ent=0.461 conf=0.900 gap=0.850
[2026-05-12 00:02:59] #0243/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:03:07] #0244/03346 | true=standing | pred=standing | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 00:03:18] #0245/03346 | true=standing | pred=standing | ✓ | ent=0.467 conf=0.880 gap=0.790
[2026-05-12 00:03:27] #0246/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:04:38] #0248/03346 | true=standing | pred=standing | ✓ | ent=0.323 conf=0.930 gap=0.880
[2026-05-12 00:04:42] #0249/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:04:45] #0250/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 00:04:47] #0251/03346 | true=standing | pred=standing | ✓ | ent=0.543 conf=0.880 gap=0.830
[2026-05-12 00:05:07] #0252/03346 | true=standing | pred=standing | ✓ | ent=0.232 conf=0.950 gap=0.920
[2026-05-12 00:05:10] #0253/03346 | true=standing | pred=standing | ✓ | ent=0.838 conf=0.780 gap=0.680
[2026-05-12 00:05:20] #0254/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 00:05:22] #0255/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 00:05:26] #0256/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:05:33] #0257/03346 | true=standing | pred=standing | ✓ | ent=0.632 conf=0.850 gap=0.780
[2026-05-12 00:06:24] #0258/03346 | true=standing | pred=standing | ✓ | ent=0.965 conf=0.750 gap=0.700
[2026-05-12 00:06:27] #0259/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:06:30] #0260/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 00:06:32] #0261/03346 | true=standing | pred=standing | ✓ | ent=1.009 conf=0.700 gap=0.550
[2026-05-12 00:06:59] #0262/03346 | true=standing | pred=standing | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 00:07:25] #0263/03346 | true=standing | pred=standing | ✓ | ent=0.387 conf=0.921 gap=0.881
[2026-05-12 00:07:27] #0264/03346 | true=standing | pred=standing | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 00:08:16] #0265/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:08:18] #0266/03346 | true=standing | pred=standing | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 00:08:20] #0267/03346 | true=standing | pred=standing | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 00:08:29] #0268/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:08:32] #0269/03346 | true=standing | pred=standing | ✓ | ent=0.486 conf=0.900 gap=0.880
[2026-05-12 00:08:42] #0270/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 00:09:08] #0271/03346 | true=standing | pred=standing | ✓ | ent=1.054 conf=0.550 gap=0.200
[2026-05-12 00:09:14] #0272/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 00:09:16] #0273/03346 | true=standing | pred=standing | ✓ | ent=0.646 conf=0.850 gap=0.800
[2026-05-12 00:09:23] #0274/03346 | true=standing | pred=standing | ✓ | ent=0.323 conf=0.930 gap=0.880
[2026-05-12 00:09:28] #0275/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:09:41] #0276/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 00:09:44] #0277/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 00:09:56] #0278/03346 | true=standing | pred=standing | ✓ | ent=0.279 conf=0.940 gap=0.900
[2026-05-12 00:10:07] #0279/03346 | true=standing | pred=standing | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 00:10:26] #0280/03346 | true=standing | pred=standing | ✓ | ent=0.461 conf=0.900 gap=0.850
[2026-05-12 00:10:44] #0281/03346 | true=standing | pred=standing | ✓ | ent=1.197 conf=0.500 gap=0.150
[2026-05-12 00:10:56] #0282/03346 | true=standing | pred=standing | ✓ | ent=0.688 conf=0.550 gap=0.100
[2026-05-12 00:10:58] #0283/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:11:24] #0284/03346 | true=standing | pred=standing | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 00:11:27] #0285/03346 | true=standing | pred=standing | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 00:11:47] #0286/03346 | true=standing | pred=standing | ✓ | ent=0.112 conf=0.980 gap=0.970
[2026-05-12 00:11:51] #0287/03346 | true=standing | pred=standing | ✓ | ent=0.639 conf=0.800 gap=0.700
[2026-05-12 00:11:55] #0288/03346 | true=standing | pred=standing | ✓ | ent=0.309 conf=0.930 gap=0.880
[2026-05-12 00:11:57] #0289/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 00:12:00] #0290/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:12:05] #0291/03346 | true=standing | pred=standing | ✓ | ent=0.544 conf=0.880 gap=0.840
[2026-05-12 00:12:32] #0292/03346 | true=standing | pred=standing | ✓ | ent=0.754 conf=0.780 gap=0.630
[2026-05-12 00:12:35] #0293/03346 | true=standing | pred=standing | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 00:12:51] #0294/03346 | true=standing | pred=standing | ✓ | ent=0.702 conf=0.800 gap=0.660
[2026-05-12 00:13:00] #0295/03346 | true=standing | pred=standing | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 00:13:03] #0296/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:13:07] #0297/03346 | true=standing | pred=standing | ✓ | ent=0.476 conf=0.900 gap=0.870
[2026-05-12 00:13:27] #0298/03346 | true=standing | pred=standing | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-12 00:13:36] #0299/03346 | true=standing | pred=standing | ✓ | ent=0.135 conf=0.970 gap=0.940
[2026-05-12 00:13:56] #0300/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 00:14:00] #0301/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 00:14:06] #0302/03346 | true=standing | pred=standing | ✓ | ent=0.434 conf=0.910 gap=0.880
[2026-05-12 00:14:31] #0303/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 00:14:53] #0304/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 00:15:04] #0305/03346 | true=standing | pred=standing | ✓ | ent=0.930 conf=0.700 gap=0.500
[2026-05-12 00:15:06] #0306/03346 | true=standing | pred=standing | ✓ | ent=0.588 conf=0.850 gap=0.800
[2026-05-12 00:15:09] #0307/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 00:15:18] #0308/03346 | true=standing | pred=standing | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 00:15:22] #0309/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:15:26] #0310/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 00:15:29] #0311/03346 | true=standing | pred=standing | ✓ | ent=0.778 conf=0.800 gap=0.750
[2026-05-12 00:15:38] #0312/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:15:58] #0313/03346 | true=standing | pred=standing | ✓ | ent=0.461 conf=0.900 gap=0.850
[2026-05-12 00:16:01] #0314/03346 | true=standing | pred=standing | ✓ | ent=0.279 conf=0.950 gap=0.940
[2026-05-12 00:16:09] #0315/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 00:16:18] #0316/03346 | true=standing | pred=standing | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 00:17:10] #0317/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 00:17:21] #0318/03346 | true=standing | pred=standing | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 00:18:17] #0319/03346 | true=standing | pred=standing | ✓ | ent=0.232 conf=0.950 gap=0.920
[2026-05-12 00:18:28] #0320/03346 | true=standing | pred=standing | ✓ | ent=0.673 conf=0.600 gap=0.200
[2026-05-12 00:18:33] #0321/03346 | true=standing | pred=standing | ✓ | ent=0.461 conf=0.900 gap=0.850
[2026-05-12 00:18:42] #0322/03346 | true=standing | pred=standing | ✓ | ent=0.444 conf=0.890 gap=0.810
[2026-05-12 00:18:44] #0323/03346 | true=standing | pred=standing | ✓ | ent=1.326 conf=0.450 gap=0.100
[2026-05-12 00:18:47] #0324/03346 | true=standing | pred=standing | ✓ | ent=0.224 conf=0.950 gap=0.910
[2026-05-12 00:18:51] #0325/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:19:10] #0326/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:19:19] #0327/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:19:22] #0328/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 00:19:46] #0329/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:19:58] #0330/03346 | true=standing | pred=standing | ✓ | ent=0.934 conf=0.520 gap=0.100
[2026-05-12 00:20:02] #0331/03346 | true=standing | pred=standing | ✓ | ent=0.635 conf=0.850 gap=0.800
[2026-05-12 00:20:11] #0332/03346 | true=standing | pred=standing | ✓ | ent=0.651 conf=0.850 gap=0.800
[2026-05-12 00:20:19] #0333/03346 | true=standing | pred=standing | ✓ | ent=0.279 conf=0.940 gap=0.900
[2026-05-12 00:20:22] #0334/03346 | true=standing | pred=standing | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 00:20:33] #0335/03346 | true=standing | pred=standing | ✓ | ent=1.102 conf=0.600 gap=0.350
[2026-05-12 00:20:44] #0336/03346 | true=standing | pred=standing | ✓ | ent=0.712 conf=0.700 gap=0.420
[2026-05-12 00:20:47] #0337/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 00:21:09] #0338/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 00:21:20] #0339/03346 | true=standing | pred=standing | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 00:21:23] #0340/03346 | true=standing | pred=standing | ✓ | ent=0.420 conf=0.910 gap=0.860
[2026-05-12 00:21:26] #0341/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 00:21:28] #0342/03346 | true=standing | pred=standing | ✓ | ent=1.079 conf=0.700 gap=0.600
[2026-05-12 00:21:36] #0343/03346 | true=standing | pred=standing | ✓ | ent=0.210 conf=0.960 gap=0.940
[2026-05-12 00:21:56] #0344/03346 | true=standing | pred=standing | ✓ | ent=0.404 conf=0.920 gap=0.900
[2026-05-12 00:22:08] #0345/03346 | true=standing | pred=standing | ✓ | ent=0.992 conf=0.480 gap=0.030
[2026-05-12 00:22:22] #0346/03346 | true=standing | pred=standing | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 00:22:31] #0347/03346 | true=standing | pred=standing | ✓ | ent=0.461 conf=0.900 gap=0.850
[2026-05-12 00:22:33] #0348/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:22:46] #0349/03346 | true=standing | pred=standing | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 00:23:13] #0350/03346 | true=standing | pred=standing | ✓ | ent=0.422 conf=0.870 gap=0.750
[2026-05-12 00:23:15] #0351/03346 | true=standing | pred=standing | ✓ | ent=0.321 conf=0.940 gap=0.920
[2026-05-12 00:23:27] #0352/03346 | true=standing | pred=standing | ✓ | ent=0.398 conf=0.920 gap=0.890
[2026-05-12 00:23:30] #0353/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:23:34] #0354/03346 | true=standing | pred=standing | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 00:23:37] #0355/03346 | true=standing | pred=standing | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 00:24:05] #0356/03346 | true=standing | pred=standing | ✓ | ent=0.196 conf=0.960 gap=0.940
[2026-05-12 00:24:08] #0357/03346 | true=standing | pred=standing | ✓ | ent=0.232 conf=0.950 gap=0.920
[2026-05-12 00:24:20] #0358/03346 | true=standing | pred=standing | ✓ | ent=0.279 conf=0.920 gap=0.840
[2026-05-12 00:24:23] #0359/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 00:24:43] #0360/03346 | true=standing | pred=standing | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 00:25:37] #0361/03346 | true=standing | pred=standing | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 00:25:40] #0362/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 00:25:42] #0363/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 00:25:45] #0364/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:25:56] #0365/03346 | true=standing | pred=standing | ✓ | ent=0.778 conf=0.800 gap=0.750
[2026-05-12 00:26:07] #0366/03346 | true=standing | pred=standing | ✓ | ent=0.825 conf=0.650 gap=0.350
[2026-05-12 00:26:12] #0367/03346 | true=standing | pred=standing | ✓ | ent=0.922 conf=0.500 gap=0.050
[2026-05-12 00:26:16] #0368/03346 | true=standing | pred=standing | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 00:26:26] #0369/03346 | true=standing | pred=standing | ✓ | ent=0.167 conf=0.970 gap=0.950
[2026-05-12 00:26:30] #0370/03346 | true=standing | pred=standing | ✓ | ent=1.307 conf=0.450 gap=0.100
[2026-05-12 00:26:33] #0371/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 00:26:39] #0372/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:26:50] #0373/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 00:27:41] #0374/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 00:27:44] #0375/03346 | true=standing | pred=standing | ✓ | ent=1.326 conf=0.550 gap=0.370
[2026-05-12 00:27:51] #0376/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 00:27:55] #0377/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:28:16] #0378/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 00:28:30] #0379/03346 | true=standing | pred=standing | ✓ | ent=0.499 conf=0.880 gap=0.800
[2026-05-12 00:28:36] #0380/03346 | true=standing | pred=standing | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 00:28:39] #0381/03346 | true=standing | pred=standing | ✓ | ent=1.190 conf=0.650 gap=0.550
[2026-05-12 00:28:41] #0382/03346 | true=standing | pred=standing | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 00:28:52] #0383/03346 | true=standing | pred=standing | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 00:28:55] #0384/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 00:29:47] #0385/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 00:29:50] #0386/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:29:53] #0387/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 00:30:01] #0388/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 00:30:20] #0389/03346 | true=standing | pred=standing | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 00:30:43] #0390/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:30:46] #0391/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 00:30:54] #0392/03346 | true=standing | pred=standing | ✓ | ent=0.741 conf=0.800 gap=0.680
[2026-05-12 00:30:58] #0393/03346 | true=standing | pred=standing | ✓ | ent=1.164 conf=0.650 gap=0.500
[2026-05-12 00:31:06] #0394/03346 | true=standing | pred=standing | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 00:32:05] #0395/03346 | true=standing | pred=standing | ✓ | ent=0.279 conf=0.940 gap=0.900
[2026-05-12 00:32:27] #0396/03346 | true=standing | pred=standing | ✓ | ent=1.271 conf=0.600 gap=0.450
[2026-05-12 00:33:18] #0397/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 00:33:26] #0398/03346 | true=standing | pred=standing | ✓ | ent=0.461 conf=0.900 gap=0.850
[2026-05-12 00:33:29] #0399/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 00:33:57] #0400/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 00:34:02] #0401/03346 | true=standing | pred=standing | ✓ | ent=1.017 conf=0.700 gap=0.550
[2026-05-12 00:34:08] #0402/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 00:34:11] #0403/03346 | true=standing | pred=standing | ✓ | ent=1.027 conf=0.470 gap=0.020
[2026-05-12 00:34:16] #0404/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:34:26] #0405/03346 | true=standing | pred=standing | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 00:34:28] #0406/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 00:34:39] #0407/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:35:02] #0408/03346 | true=standing | pred=standing | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 00:35:12] #0409/03346 | true=standing | pred=standing | ✓ | ent=0.602 conf=0.850 gap=0.770
[2026-05-12 00:35:15] #0410/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 00:35:21] #0411/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:35:29] #0412/03346 | true=standing | pred=standing | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-12 00:35:33] #0413/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 00:35:54] #0414/03346 | true=standing | pred=standing | ✓ | ent=0.538 conf=0.880 gap=0.830
[2026-05-12 00:35:59] #0415/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 00:36:03] #0416/03346 | true=standing | pred=standing | ✓ | ent=0.585 conf=0.850 gap=0.750
[2026-05-12 00:36:10] #0417/03346 | true=standing | pred=standing | ✓ | ent=0.210 conf=0.960 gap=0.940
[2026-05-12 00:36:19] #0418/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 00:36:22] #0419/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 00:36:27] #0420/03346 | true=standing | pred=standing | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 00:36:29] #0421/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 00:36:38] #0422/03346 | true=standing | pred=standing | ✓ | ent=0.499 conf=0.880 gap=0.800
[2026-05-12 00:37:03] #0423/03346 | true=standing | pred=standing | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 00:37:07] #0424/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 00:37:12] #0425/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:37:24] #0426/03346 | true=standing | pred=standing | ✓ | ent=0.959 conf=0.580 gap=0.230
[2026-05-12 00:37:35] #0427/03346 | true=standing | pred=standing | ✓ | ent=0.783 conf=0.800 gap=0.720
[2026-05-12 00:37:37] #0428/03346 | true=standing | pred=standing | ✓ | ent=0.776 conf=0.800 gap=0.700
[2026-05-12 00:37:49] #0429/03346 | true=standing | pred=standing | ✓ | ent=0.435 conf=0.880 gap=0.780
[2026-05-12 00:37:51] #0430/03346 | true=standing | pred=standing | ✓ | ent=0.538 conf=0.880 gap=0.830
[2026-05-12 00:38:04] #0431/03346 | true=standing | pred=standing | ✓ | ent=0.761 conf=0.800 gap=0.700
[2026-05-12 00:38:07] #0432/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 00:38:15] #0433/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 00:38:17] #0434/03346 | true=standing | pred=standing | ✓ | ent=1.010 conf=0.700 gap=0.600
