[2026-05-11 11:58:35] #0001/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.602 | conf=0.850 | gap=0.770
[2026-05-11 18:36:02] #0800/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=1.321 | conf=0.600 | gap=0.450
[2026-05-11 18:36:40] #0801/01454 | true=Table-tennis(17) | pred=Walk(11) | ✗ | ent=1.387 | conf=0.550 | gap=0.400
[2026-05-11 18:36:54] #0802/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 18:37:29] #0803/01454 | true=Table-tennis(17) | pred=Walk-circle(13) | ✗ | ent=1.347 | conf=0.550 | gap=0.400
[2026-05-11 18:37:57] #0804/01454 | true=Table-tennis(17) | pred=Walk(11) | ✗ | ent=0.526 | conf=0.850 | gap=0.770
[2026-05-11 18:38:11] #0805/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 18:38:29] #0806/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 18:39:00] #0807/01454 | true=Table-tennis(17) | pred=Walk(11) | ✗ | ent=0.197 | conf=0.960 | gap=0.939
[2026-05-11 18:39:30] #0808/01454 | true=Table-tennis(17) | pred=Walk(11) | ✗ | ent=0.640 | conf=0.850 | gap=0.800
[2026-05-11 18:39:59] #0809/01454 | true=Table-tennis(17) | pred=Walk(11) | ✗ | ent=0.332 | conf=0.920 | gap=0.870
[2026-05-11 18:40:29] #0810/01454 | true=Table-tennis(17) | pred=Stair-up(15) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 18:41:03] #0811/01454 | true=Table-tennis(17) | pred=Walk(11) | ✗ | ent=0.499 | conf=0.880 | gap=0.840
[2026-05-11 18:41:36] #0812/01454 | true=Table-tennis(17) | pred=Walk(11) | ✗ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-11 18:42:02] #0813/01454 | true=Table-tennis(17) | pred=Walk(11) | ✗ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 18:42:26] #0814/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 18:42:41] #0815/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 18:43:16] #0816/01454 | true=Table-tennis(17) | pred=Walk(11) | ✗ | ent=0.379 | conf=0.920 | gap=0.890
[2026-05-11 18:43:46] #0817/01454 | true=Table-tennis(17) | pred=Walk(11) | ✗ | ent=0.506 | conf=0.859 | gap=0.788
[2026-05-11 18:43:59] #0818/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 18:44:15] #0819/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 18:44:28] #0820/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.929 | conf=0.750 | gap=0.650
[2026-05-11 18:45:08] #0821/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.647 | conf=0.650 | gap=0.300
[2026-05-11 18:45:23] #0822/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=1.271 | conf=0.600 | gap=0.450
[2026-05-11 18:45:35] #0823/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.500 | conf=0.800 | gap=0.600
[2026-05-11 18:46:02] #0824/01454 | true=Table-tennis(17) | pred=Stair-down(16) | ✗ | ent=0.651 | conf=0.850 | gap=0.800
[2026-05-11 18:46:30] #0825/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 18:46:43] #0826/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 18:46:55] #0827/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-11 18:48:00] #0829/01454 | true=Table-tennis(17) | pred=Pick(7) | ✗ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 18:48:15] #0830/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.651 | conf=0.850 | gap=0.800
[2026-05-11 18:48:46] #0831/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.562 | conf=0.750 | gap=0.500
[2026-05-11 18:49:10] #0832/01454 | true=Table-tennis(17) | pred=Pick(7) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 18:49:37] #0833/01454 | true=Table-tennis(17) | pred=Stair-down(16) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 18:50:26] #0834/01454 | true=Table-tennis(17) | pred=Push-up(9) | ✗ | ent=0.740 | conf=0.820 | gap=0.760
[2026-05-11 18:50:54] #0835/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 18:51:11] #0836/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=1.173 | conf=0.550 | gap=0.250
[2026-05-11 18:51:45] #0837/01454 | true=Table-tennis(17) | pred=Stair-up(15) | ✗ | ent=0.964 | conf=0.700 | gap=0.550
[2026-05-11 18:52:15] #0838/01454 | true=Table-tennis(17) | pred=Walk(11) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 18:52:29] #0839/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.929 | conf=0.750 | gap=0.650
[2026-05-11 18:52:42] #0840/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.812 | conf=0.800 | gap=0.750
[2026-05-11 18:53:01] #0841/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 18:53:31] #0842/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.461 | conf=0.900 | gap=0.850
[2026-05-11 18:53:59] #0843/01454 | true=Table-tennis(17) | pred=Run(14) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 18:54:28] #0844/01454 | true=Table-tennis(17) | pred=Walk(11) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 18:55:35] #0845/01454 | true=Table-tennis(17) | pred=Stair-down(16) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 18:55:50] #0846/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 18:56:02] #0847/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 18:56:35] #0848/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 18:57:06] #0849/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 18:57:21] #0850/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 18:58:01] #0851/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 18:58:11] #0852/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 18:58:40] #0853/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 18:59:12] #0854/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 18:59:26] #0855/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:00:10] #0856/01454 | true=Table-tennis(17) | pred=Stair-up(15) | ✗ | ent=0.819 | conf=0.700 | gap=0.550
[2026-05-11 19:00:21] #0857/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:01:03] #0858/01454 | true=Table-tennis(17) | pred=Push-up(9) | ✗ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 19:01:36] #0859/01454 | true=Table-tennis(17) | pred=Run(14) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 19:02:10] #0860/01454 | true=Table-tennis(17) | pred=Push-up(9) | ✗ | ent=0.685 | conf=0.850 | gap=0.810
[2026-05-11 19:02:37] #0861/01454 | true=Table-tennis(17) | pred=Push-up(9) | ✗ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-11 19:03:07] #0862/01454 | true=Table-tennis(17) | pred=Walk(11) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 19:03:46] #0863/01454 | true=Table-tennis(17) | pred=Stair-up(15) | ✗ | ent=1.129 | conf=0.700 | gap=0.620
[2026-05-11 19:03:58] #0864/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:04:08] #0865/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:04:37] #0866/01454 | true=Table-tennis(17) | pred=Stair-down(16) | ✗ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-11 19:05:30] #0868/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:05:59] #0869/01454 | true=Table-tennis(17) | pred=Walk(11) | ✗ | ent=0.558 | conf=0.880 | gap=0.850
[2026-05-11 19:06:31] #0870/01454 | true=Table-tennis(17) | pred=Walk(11) | ✗ | ent=0.447 | conf=0.900 | gap=0.850
[2026-05-11 19:06:46] #0871/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.963 | conf=0.750 | gap=0.650
[2026-05-11 19:07:04] #0872/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.332 | conf=0.941 | gap=0.931
[2026-05-11 19:07:17] #0873/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 19:07:31] #0874/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 19:07:47] #0875/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:08:24] #0876/01454 | true=Table-tennis(17) | pred=Walk-circle(13) | ✗ | ent=0.871 | conf=0.650 | gap=0.350
[2026-05-11 19:08:50] #0877/01454 | true=Table-tennis(17) | pred=Run(14) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 19:09:36] #0878/01454 | true=Table-tennis(17) | pred=Walk(11) | ✗ | ent=0.826 | conf=0.750 | gap=0.650
[2026-05-11 19:09:48] #0879/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:10:00] #0880/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:10:28] #0881/01454 | true=Table-tennis(17) | pred=Stair-up(15) | ✗ | ent=1.424 | conf=0.550 | gap=0.400
[2026-05-11 19:11:59] #0882/01454 | true=Table-tennis(17) | pred=Stair-down(16) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 19:12:25] #0883/01454 | true=Table-tennis(17) | pred=Walk(11) | ✗ | ent=1.043 | conf=0.700 | gap=0.600
[2026-05-11 19:12:48] #0884/01454 | true=Table-tennis(17) | pred=Jump(8) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:13:13] #0885/01454 | true=Table-tennis(17) | pred=Stair-down(16) | ✗ | ent=0.811 | conf=0.800 | gap=0.750
[2026-05-11 19:14:32] #0887/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:15:35] #0889/01454 | true=Table-tennis(17) | pred=Stair-down(16) | ✗ | ent=1.330 | conf=0.600 | gap=0.470
[2026-05-11 19:16:03] #0890/01454 | true=Table-tennis(17) | pred=Push-up(9) | ✗ | ent=0.776 | conf=0.820 | gap=0.770
[2026-05-11 19:16:16] #0891/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:16:45] #0892/01454 | true=Table-tennis(17) | pred=Stair-down(16) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:17:29] #0893/01454 | true=Table-tennis(17) | pred=Run(14) | ✗ | ent=0.154 | conf=0.970 | gap=0.950
[2026-05-11 19:18:17] #0894/01454 | true=Table-tennis(17) | pred=Stair-down(16) | ✗ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-11 19:18:29] #0895/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:18:57] #0896/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:19:09] #0897/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 19:19:38] #0898/01454 | true=Table-tennis(17) | pred=Stair-down(16) | ✗ | ent=0.743 | conf=0.820 | gap=0.750
[2026-05-11 19:19:50] #0899/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:20:15] #0900/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:20:47] #0901/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:21:16] #0902/01454 | true=Table-tennis(17) | pred=Stair-down(16) | ✗ | ent=0.746 | conf=0.830 | gap=0.780
[2026-05-11 19:21:30] #0903/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-11 19:21:49] #0904/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.871 | conf=0.700 | gap=0.500
[2026-05-11 19:22:06] #0905/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 19:22:35] #0906/01454 | true=Table-tennis(17) | pred=Stair-up(15) | ✗ | ent=0.639 | conf=0.800 | gap=0.700
[2026-05-11 19:22:50] #0907/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 19:23:15] #0908/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.098 | conf=0.980 | gap=0.960
[2026-05-11 19:23:53] #0909/01454 | true=Table-tennis(17) | pred=Stair-down(16) | ✗ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 19:24:10] #0910/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.486 | conf=0.900 | gap=0.880
[2026-05-11 19:24:43] #0911/01454 | true=Table-tennis(17) | pred=Walk(11) | ✗ | ent=1.271 | conf=0.600 | gap=0.450
[2026-05-11 19:26:16] #0914/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:26:49] #0915/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:27:16] #0916/01454 | true=Table-tennis(17) | pred=Stair-up(15) | ✗ | ent=0.785 | conf=0.820 | gap=0.770
[2026-05-11 19:27:28] #0917/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.802 | conf=0.810 | gap=0.740
[2026-05-11 19:27:53] #0918/01454 | true=Table-tennis(17) | pred=Run(14) | ✗ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 19:28:22] #0919/01454 | true=Table-tennis(17) | pred=Walk(11) | ✗ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-11 19:28:37] #0920/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.447 | conf=0.900 | gap=0.850
[2026-05-11 19:29:06] #0921/01454 | true=Table-tennis(17) | pred=Stair-up(15) | ✗ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 19:29:31] #0922/01454 | true=Table-tennis(17) | pred=Run(14) | ✗ | ent=0.196 | conf=0.960 | gap=0.940
[2026-05-11 19:29:44] #0923/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 19:30:16] #0924/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 19:31:23] #0926/01454 | true=Table-tennis(17) | pred=Walk(11) | ✗ | ent=0.334 | conf=0.920 | gap=0.880
[2026-05-11 19:32:01] #0927/01454 | true=Table-tennis(17) | pred=Stair-down(16) | ✗ | ent=0.638 | conf=0.859 | gap=0.808
[2026-05-11 19:32:11] #0928/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.811 | conf=0.800 | gap=0.750
[2026-05-11 19:32:23] #0929/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:32:48] #0930/01454 | true=Table-tennis(17) | pred=Run(14) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:33:21] #0931/01454 | true=Table-tennis(17) | pred=Push-up(9) | ✗ | ent=0.251 | conf=0.958 | gap=0.951
[2026-05-11 19:34:25] #0933/01454 | true=Table-tennis(17) | pred=Run(14) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 19:35:04] #0934/01454 | true=Table-tennis(17) | pred=Walk(11) | ✗ | ent=0.462 | conf=0.900 | gap=0.870
[2026-05-11 19:35:32] #0935/01454 | true=Table-tennis(17) | pred=Stair-up(15) | ✗ | ent=0.404 | conf=0.920 | gap=0.900
[2026-05-11 19:35:43] #0936/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 19:36:33] #0937/01454 | true=Table-tennis(17) | pred=Push-up(9) | ✗ | ent=1.469 | conf=0.550 | gap=0.450
[2026-05-11 19:37:09] #0938/01454 | true=Table-tennis(17) | pred=Lay-stand(6) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 19:37:26] #0939/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:37:38] #0940/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.461 | conf=0.900 | gap=0.850
[2026-05-11 19:38:10] #0941/01454 | true=Table-tennis(17) | pred=Push-up(9) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 19:38:48] #0942/01454 | true=Table-tennis(17) | pred=Stair-down(16) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:39:04] #0943/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.232 | conf=0.950 | gap=0.920
[2026-05-11 19:39:17] #0944/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:39:31] #0945/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=1.048 | conf=0.750 | gap=0.680
[2026-05-11 19:39:44] #0946/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:39:58] #0947/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.826 | conf=0.800 | gap=0.720
[2026-05-11 19:40:13] #0948/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:40:27] #0949/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.621 | conf=0.850 | gap=0.770
[2026-05-11 19:40:44] #0950/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 19:41:10] #0951/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:41:45] #0952/01454 | true=Table-tennis(17) | pred=Stair-up(15) | ✗ | ent=1.297 | conf=0.600 | gap=0.500
[2026-05-11 19:41:58] #0953/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.826 | conf=0.800 | gap=0.720
[2026-05-11 19:42:25] #0954/01454 | true=Table-tennis(17) | pred=Walk(11) | ✗ | ent=0.450 | conf=0.880 | gap=0.820
[2026-05-11 19:42:37] #0955/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 19:42:52] #0956/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:43:04] #0957/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.637 | conf=0.850 | gap=0.780
[2026-05-11 19:43:28] #0958/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.637 | conf=0.850 | gap=0.780
[2026-05-11 19:44:04] #0959/01454 | true=Table-tennis(17) | pred=Walk-circle(13) | ✗ | ent=1.051 | conf=0.650 | gap=0.450
[2026-05-11 19:44:17] #0960/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:44:48] #0961/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:45:00] #0962/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:45:16] #0963/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:46:03] #0964/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.731 | conf=0.750 | gap=0.600
[2026-05-11 19:46:32] #0965/01454 | true=Table-tennis(17) | pred=Stair-down(16) | ✗ | ent=0.490 | conf=0.880 | gap=0.830
[2026-05-11 19:46:58] #0966/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 19:47:10] #0967/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.998 | conf=0.750 | gap=0.700
[2026-05-11 19:47:38] #0968/01454 | true=Table-tennis(17) | pred=Run(14) | ✗ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 19:48:29] #0970/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:48:44] #0971/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:49:04] #0972/01454 | true=Table-tennis(17) | pred=Run(14) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 19:49:39] #0973/01454 | true=Table-tennis(17) | pred=Stair-up(15) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:50:19] #0974/01454 | true=Table-tennis(17) | pred=Walk-circle(13) | ✗ | ent=0.500 | conf=0.800 | gap=0.600
[2026-05-11 19:50:49] #0975/01454 | true=Table-tennis(17) | pred=Stair-down(16) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:51:12] #0976/01454 | true=Table-tennis(17) | pred=Run(14) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 19:53:03] #0978/01454 | true=Table-tennis(17) | pred=Walk(11) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:53:21] #0979/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 19:53:33] #0980/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.351 | conf=0.920 | gap=0.870
[2026-05-11 19:54:20] #0981/01454 | true=Table-tennis(17) | pred=Walk(11) | ✗ | ent=0.334 | conf=0.920 | gap=0.880
[2026-05-11 19:54:48] #0982/01454 | true=Table-tennis(17) | pred=Walk(11) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 19:55:27] #0983/01454 | true=Table-tennis(17) | pred=Walk-backwards(12) | ✗ | ent=0.927 | conf=0.550 | gap=0.200
[2026-05-11 19:56:00] #0984/01454 | true=Table-tennis(17) | pred=Walk(11) | ✗ | ent=0.635 | conf=0.850 | gap=0.800
[2026-05-11 19:56:30] #0985/01454 | true=Table-tennis(17) | pred=Stair-up(15) | ✗ | ent=0.929 | conf=0.750 | gap=0.650
[2026-05-11 19:57:04] #0986/01454 | true=Table-tennis(17) | pred=Lay-stand(6) | ✗ | ent=0.336 | conf=0.895 | gap=0.789
[2026-05-11 19:57:54] #0987/01454 | true=Table-tennis(17) | pred=Push-up(9) | ✗ | ent=0.886 | conf=0.650 | gap=0.450
[2026-05-11 19:58:20] #0988/01454 | true=Table-tennis(17) | pred=Stair-down(16) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 19:59:13] #0989/01454 | true=Table-tennis(17) | pred=Stair-up(15) | ✗ | ent=1.103 | conf=0.650 | gap=0.500
[2026-05-11 19:59:26] #0990/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 19:59:56] #0991/01454 | true=Table-tennis(17) | pred=Walk(11) | ✗ | ent=0.490 | conf=0.880 | gap=0.830
[2026-05-11 20:00:14] #0992/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.750 | conf=0.830 | gap=0.780
[2026-05-11 20:00:43] #0993/01454 | true=Table-tennis(17) | pred=Run(14) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 20:01:08] #0994/01454 | true=Table-tennis(17) | pred=Run(14) | ✗ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 20:02:21] #0996/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 20:02:55] #0997/01454 | true=Table-tennis(17) | pred=Stair-up(15) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 20:04:22] #0999/01454 | true=Table-tennis(17) | pred=Walk(11) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
