[2026-05-11 21:51:42] #0001/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.871 conf=0.700 gap=0.500
[2026-05-13 18:58:46] #0406/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.102 conf=0.600 gap=0.350
[2026-05-13 18:58:53] #0407/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-13 18:59:04] #0409/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.076 conf=0.550 gap=0.200
[2026-05-13 18:59:16] #0410/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-13 18:59:28] #0411/00837 | true=stairs_up | pred=walk | ✗ | ent=0.784 conf=0.820 gap=0.770
[2026-05-13 18:59:37] #0412/00837 | true=stairs_up | pred=run | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 18:59:44] #0413/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.743 conf=0.800 gap=0.700
[2026-05-13 18:59:53] #0414/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.791 conf=0.650 gap=0.350
[2026-05-13 19:00:03] #0416/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.266 conf=0.550 gap=0.270
[2026-05-13 19:00:21] #0417/00837 | true=stairs_up | pred=stairs_down | ✗ | ent=1.354 conf=0.600 gap=0.450
[2026-05-13 19:00:27] #0418/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 19:00:39] #0419/00837 | true=stairs_up | pred=lying | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 19:00:46] #0420/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.190 conf=0.650 gap=0.550
[2026-05-13 19:01:05] #0421/00837 | true=stairs_up | pred=stand | ✗ | ent=1.173 conf=0.550 gap=0.250
[2026-05-13 19:01:14] #0422/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 19:01:33] #0424/00837 | true=stairs_up | pred=walk | ✗ | ent=0.639 conf=0.800 gap=0.700
[2026-05-13 19:01:53] #0425/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-13 19:02:08] #0426/00837 | true=stairs_up | pred=walk | ✗ | ent=0.279 conf=0.950 gap=0.940
[2026-05-13 19:02:29] #0428/00837 | true=stairs_up | pred=walk | ✗ | ent=0.784 conf=0.820 gap=0.770
[2026-05-13 19:02:35] #0429/00837 | true=stairs_up | pred=walk | ✗ | ent=0.669 conf=0.850 gap=0.800
[2026-05-13 19:02:46] #0431/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.053 conf=0.620 gap=0.340
[2026-05-13 19:03:11] #0433/00837 | true=stairs_up | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 19:03:37] #0437/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.380 conf=0.550 gap=0.350
[2026-05-13 19:04:07] #0439/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-13 19:04:24] #0440/00837 | true=stairs_up | pred=walk | ✗ | ent=0.800 conf=0.750 gap=0.600
[2026-05-13 19:04:57] #0442/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.982 conf=0.750 gap=0.650
[2026-05-13 19:05:21] #0443/00837 | true=stairs_up | pred=walk | ✗ | ent=0.669 conf=0.850 gap=0.800
[2026-05-13 19:05:39] #0444/00837 | true=stairs_up | pred=walk | ✗ | ent=0.233 conf=0.950 gap=0.925
[2026-05-13 19:05:59] #0448/00837 | true=stairs_up | pred=lying | ✗ | ent=0.394 conf=0.900 gap=0.850
[2026-05-13 19:06:20] #0449/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.982 conf=0.750 gap=0.650
[2026-05-13 19:06:33] #0450/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.085 conf=0.650 gap=0.450
[2026-05-13 19:06:36] #0451/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.239 conf=0.550 gap=0.300
[2026-05-13 19:06:54] #0452/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.251 conf=0.950 gap=0.930
[2026-05-13 19:06:57] #0453/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.845 conf=0.550 gap=0.150
[2026-05-13 19:07:07] #0454/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-13 19:07:13] #0455/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 19:07:28] #0456/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-13 19:07:35] #0457/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-13 19:07:46] #0458/00837 | true=stairs_up | pred=stairs_down | ✗ | ent=0.423 conf=0.850 gap=0.700
[2026-05-13 19:08:26] #0461/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.222 conf=0.650 gap=0.500
[2026-05-13 19:09:18] #0466/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-13 19:09:31] #0467/00837 | true=stairs_up | pred=walk | ✗ | ent=1.237 conf=0.650 gap=0.530
[2026-05-13 19:09:44] #0468/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.923 conf=0.700 gap=0.480
[2026-05-13 19:09:53] #0469/00837 | true=stairs_up | pred=walk | ✗ | ent=0.272 conf=0.950 gap=0.930
[2026-05-13 19:10:21] #0472/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.169 conf=0.650 gap=0.470
[2026-05-13 19:11:40] #0479/00837 | true=stairs_up | pred=walk | ✗ | ent=0.965 conf=0.750 gap=0.700
[2026-05-13 19:11:57] #0480/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 19:12:09] #0481/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.990 conf=0.550 gap=0.200
[2026-05-13 19:12:23] #0482/00837 | true=stairs_up | pred=lying | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 19:12:38] #0483/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.658 conf=0.820 gap=0.690
[2026-05-13 19:13:10] #0486/00837 | true=stairs_up | pred=walk | ✗ | ent=0.588 conf=0.850 gap=0.800
[2026-05-13 19:13:27] #0487/00837 | true=stairs_up | pred=walk | ✗ | ent=0.316 conf=0.945 gap=0.935
[2026-05-13 19:13:41] #0489/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.031 conf=0.700 gap=0.550
[2026-05-13 19:14:04] #0490/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-13 19:14:37] #0491/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.683 conf=0.850 gap=0.800
[2026-05-13 19:14:47] #0493/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.639 conf=0.800 gap=0.700
[2026-05-13 19:15:02] #0494/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.845 conf=0.650 gap=0.350
[2026-05-13 19:15:09] #0495/00837 | true=stairs_up | pred=walk | ✗ | ent=0.665 conf=0.850 gap=0.800
[2026-05-13 19:15:18] #0496/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-13 19:15:30] #0497/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-13 19:15:37] #0498/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-13 19:16:10] #0501/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-13 19:16:17] #0502/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.065 conf=0.700 gap=0.550
[2026-05-13 19:16:28] #0503/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.094 conf=0.650 gap=0.500
[2026-05-13 19:16:44] #0504/00837 | true=stairs_up | pred=walk | ✗ | ent=0.394 conf=0.900 gap=0.850
[2026-05-13 19:16:58] #0506/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-13 19:17:01] #0507/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.996 conf=0.550 gap=0.200
[2026-05-13 19:17:17] #0509/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-13 19:17:36] #0510/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.056 conf=0.700 gap=0.550
[2026-05-13 19:18:04] #0512/00837 | true=stairs_up | pred=walk | ✗ | ent=0.640 conf=0.850 gap=0.800
[2026-05-13 19:18:15] #0513/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-13 19:18:31] #0515/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.984 conf=0.700 gap=0.550
[2026-05-13 19:18:38] #0517/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.871 conf=0.700 gap=0.500
[2026-05-13 19:18:55] #0518/00837 | true=stairs_up | pred=run | ✗ | ent=0.384 conf=0.931 gap=0.922
[2026-05-13 19:18:58] #0519/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.398 conf=0.550 gap=0.350
[2026-05-13 19:19:11] #0520/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.105 conf=0.720 gap=0.640
[2026-05-13 19:19:16] #0521/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.164 conf=0.650 gap=0.470
[2026-05-13 19:19:35] #0522/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.775 conf=0.800 gap=0.700
[2026-05-13 19:19:48] #0523/00837 | true=stairs_up | pred=walk | ✗ | ent=0.869 conf=0.800 gap=0.750
[2026-05-13 19:21:04] #0529/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.323 conf=0.520 gap=0.220
[2026-05-13 19:21:32] #0531/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-13 19:21:40] #0532/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-13 19:21:54] #0533/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.683 conf=0.850 gap=0.800
[2026-05-13 19:22:00] #0534/00837 | true=stairs_up | pred=walk | ✗ | ent=1.017 conf=0.750 gap=0.700
[2026-05-13 19:22:05] #0535/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.079 conf=0.700 gap=0.600
[2026-05-13 19:22:16] #0536/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 19:22:26] #0537/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-13 19:22:42] #0539/00837 | true=stairs_up | pred=walk | ✗ | ent=1.094 conf=0.650 gap=0.500
[2026-05-13 19:22:55] #0541/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.173 conf=0.550 gap=0.250
[2026-05-13 19:23:03] #0542/00837 | true=stairs_up | pred=lying | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 19:23:21] #0543/00837 | true=stairs_up | pred=walk | ✗ | ent=1.063 conf=0.700 gap=0.600
[2026-05-13 19:23:43] #0544/00837 | true=stairs_up | pred=walk | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 19:23:46] #0545/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.673 conf=0.600 gap=0.200
[2026-05-13 19:24:07] #0546/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.971 conf=0.700 gap=0.500
[2026-05-13 19:24:12] #0548/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.029 conf=0.550 gap=0.200
[2026-05-13 19:24:21] #0549/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.268 conf=0.550 gap=0.350
[2026-05-13 19:24:25] #0550/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.984 conf=0.700 gap=0.550
[2026-05-13 19:24:36] #0551/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-13 19:24:39] #0552/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-13 19:24:45] #0553/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-13 19:25:09] #0557/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.871 conf=0.700 gap=0.500
[2026-05-13 19:25:28] #0560/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 19:25:30] #0561/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-13 19:25:50] #0562/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-13 19:26:07] #0564/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 19:26:16] #0565/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-13 19:26:42] #0567/00837 | true=stairs_up | pred=lying | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 19:26:52] #0568/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-13 19:27:02] #0569/00837 | true=stairs_up | pred=walk | ✗ | ent=1.066 conf=0.720 gap=0.640
[2026-05-13 19:27:15] #0570/00837 | true=stairs_up | pred=walk | ✗ | ent=0.414 conf=0.920 gap=0.900
[2026-05-13 19:27:20] #0571/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 19:27:36] #0574/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-13 19:27:38] #0575/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-13 19:27:51] #0576/00837 | true=stairs_up | pred=walk | ✗ | ent=1.181 conf=0.650 gap=0.500
[2026-05-13 19:28:01] #0577/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.789 conf=0.800 gap=0.700
[2026-05-13 19:28:04] #0578/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.688 conf=0.550 gap=0.100
[2026-05-13 19:28:23] #0580/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.778 conf=0.800 gap=0.750
[2026-05-13 19:29:14] #0583/00837 | true=stairs_up | pred=walk | ✗ | ent=0.279 conf=0.950 gap=0.940
[2026-05-13 19:29:26] #0584/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.850 conf=0.800 gap=0.750
[2026-05-13 19:29:29] #0585/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.673 conf=0.600 gap=0.200
[2026-05-13 19:29:52] #0588/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.661 conf=0.850 gap=0.800
[2026-05-13 19:30:11] #0589/00837 | true=stairs_up | pred=stairs_down | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 19:30:28] #0590/00837 | true=stairs_up | pred=walk | ✗ | ent=0.588 conf=0.850 gap=0.800
[2026-05-13 19:30:44] #0592/00837 | true=stairs_up | pred=walk | ✗ | ent=0.672 conf=0.850 gap=0.800
[2026-05-13 19:31:04] #0593/00837 | true=stairs_up | pred=walk | ✗ | ent=0.665 conf=0.850 gap=0.800
[2026-05-13 19:31:19] #0594/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.043 conf=0.700 gap=0.600
[2026-05-13 19:31:35] #0595/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-13 19:31:41] #0597/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.268 conf=0.550 gap=0.350
[2026-05-13 19:32:14] #0599/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.977 conf=0.700 gap=0.500
[2026-05-13 19:32:17] #0600/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-13 19:32:20] #0601/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.871 conf=0.700 gap=0.500
[2026-05-13 19:32:35] #0602/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-13 19:32:38] #0603/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.212 conf=0.550 gap=0.250
[2026-05-13 19:32:53] #0604/00837 | true=stairs_up | pred=walk | ✗ | ent=0.974 conf=0.750 gap=0.670
[2026-05-13 19:33:14] #0605/00837 | true=stairs_up | pred=stairs_down | ✗ | ent=1.271 conf=0.600 gap=0.450
[2026-05-13 19:33:33] #0608/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 19:33:47] #0610/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.102 conf=0.600 gap=0.320
[2026-05-13 19:34:12] #0611/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.789 conf=0.820 gap=0.770
[2026-05-13 19:34:14] #0612/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.673 conf=0.600 gap=0.200
[2026-05-13 19:34:44] #0615/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 19:35:08] #0617/00837 | true=stairs_up | pred=walk | ✗ | ent=0.631 conf=0.780 gap=0.600
[2026-05-13 19:35:39] #0619/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 19:35:44] #0620/00837 | true=stairs_up | pred=walk | ✗ | ent=0.778 conf=0.800 gap=0.750
[2026-05-13 19:35:55] #0621/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-13 19:36:14] #0622/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.996 conf=0.750 gap=0.650
[2026-05-13 19:36:37] #0623/00837 | true=stairs_up | pred=run | ✗ | ent=0.230 conf=0.956 gap=0.926
[2026-05-13 19:36:53] #0624/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-13 19:37:03] #0625/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.186 conf=0.650 gap=0.500
[2026-05-13 19:37:11] #0626/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.397 conf=0.550 gap=0.400
[2026-05-13 19:37:18] #0627/00837 | true=stairs_up | pred=walk | ✗ | ent=0.571 conf=0.850 gap=0.750
[2026-05-13 19:37:32] #0628/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 19:37:35] #0629/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 19:37:52] #0630/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.132 conf=0.650 gap=0.500
[2026-05-13 19:38:00] #0633/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.871 conf=0.700 gap=0.500
[2026-05-13 19:38:42] #0637/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.568 conf=0.880 gap=0.840
[2026-05-13 19:38:46] #0638/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.049 conf=0.550 gap=0.200
[2026-05-13 19:39:03] #0639/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.953 conf=0.720 gap=0.570
[2026-05-13 19:39:10] #0640/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-13 19:39:34] #0641/00837 | true=stairs_up | pred=walk | ✗ | ent=0.997 conf=0.550 gap=0.300
[2026-05-13 19:39:47] #0642/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.926 conf=0.650 gap=0.400
[2026-05-13 19:39:53] #0644/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-13 19:40:06] #0645/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.639 conf=0.800 gap=0.700
[2026-05-13 19:40:21] #0646/00837 | true=stairs_up | pred=walk | ✗ | ent=1.176 conf=0.650 gap=0.500
[2026-05-13 19:40:59] #0649/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.688 conf=0.550 gap=0.100
[2026-05-13 19:41:10] #0650/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.869 conf=0.800 gap=0.750
[2026-05-13 19:41:14] #0651/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-13 19:41:22] #0652/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.194 conf=0.600 gap=0.350
[2026-05-13 19:41:37] #0654/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.923 conf=0.700 gap=0.480
[2026-05-13 19:42:09] #0657/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.905 conf=0.700 gap=0.500
[2026-05-13 19:42:37] #0660/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-13 19:43:04] #0662/00837 | true=stairs_up | pred=walk | ✗ | ent=1.158 conf=0.600 gap=0.400
[2026-05-13 19:43:10] #0663/00837 | true=stairs_up | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 19:43:12] #0664/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.139 conf=0.550 gap=0.250
[2026-05-13 19:43:28] #0666/00837 | true=stairs_up | pred=walk | ✗ | ent=0.800 conf=0.750 gap=0.600
[2026-05-13 19:43:40] #0667/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 19:43:56] #0668/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.929 conf=0.750 gap=0.650
[2026-05-13 19:44:00] #0669/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-13 19:44:28] #0671/00837 | true=stairs_up | pred=lying | ✗ | ent=1.110 conf=0.550 gap=0.300
[2026-05-13 19:44:37] #0672/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.905 conf=0.700 gap=0.500
[2026-05-13 19:44:48] #0674/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-13 19:45:06] #0675/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-13 19:45:29] #0676/00837 | true=stairs_up | pred=walk | ✗ | ent=1.493 conf=0.550 gap=0.400
[2026-05-13 19:45:42] #0677/00837 | true=stairs_up | pred=walk | ✗ | ent=0.265 conf=0.950 gap=0.930
[2026-05-13 19:45:49] #0678/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-13 19:46:07] #0682/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-13 19:46:10] #0683/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.639 conf=0.800 gap=0.700
[2026-05-13 19:46:16] #0685/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.102 conf=0.600 gap=0.350
[2026-05-13 19:46:35] #0686/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.616 conf=0.850 gap=0.770
[2026-05-13 19:46:40] #0687/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.802 conf=0.700 gap=0.500
[2026-05-13 19:47:03] #0689/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 19:47:24] #0690/00837 | true=stairs_up | pred=walk | ✗ | ent=0.860 conf=0.780 gap=0.700
[2026-05-13 19:47:38] #0692/00837 | true=stairs_up | pred=walk | ✗ | ent=0.661 conf=0.850 gap=0.800
[2026-05-13 19:47:50] #0693/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 19:48:10] #0695/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.557 conf=0.833 gap=0.722
[2026-05-13 19:48:20] #0696/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.982 conf=0.750 gap=0.650
[2026-05-13 19:48:36] #0698/00837 | true=stairs_up | pred=walk | ✗ | ent=0.819 conf=0.700 gap=0.550
[2026-05-13 19:48:47] #0699/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.216 conf=0.520 gap=0.180
[2026-05-13 19:48:59] #0700/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.984 conf=0.700 gap=0.550
[2026-05-13 19:49:02] #0701/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.999 conf=0.650 gap=0.500
[2026-05-13 19:49:18] #0702/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.789 conf=0.800 gap=0.700
[2026-05-13 19:49:28] #0703/00837 | true=stairs_up | pred=walk | ✗ | ent=0.286 conf=0.950 gap=0.940
[2026-05-13 19:49:43] #0704/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.947 conf=0.750 gap=0.630
[2026-05-13 19:49:59] #0706/00837 | true=stairs_up | pred=walk | ✗ | ent=0.718 conf=0.820 gap=0.740
[2026-05-13 19:50:43] #0710/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.070 conf=0.700 gap=0.550
[2026-05-13 19:51:20] #0714/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-13 19:51:26] #0715/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.929 conf=0.750 gap=0.650
[2026-05-13 19:51:40] #0716/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-13 19:51:52] #0717/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.688 conf=0.550 gap=0.100
[2026-05-13 19:51:55] #0718/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.639 conf=0.800 gap=0.700
[2026-05-13 19:52:06] #0719/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-13 19:52:34] #0723/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.766 conf=0.750 gap=0.570
[2026-05-13 19:52:40] #0724/00837 | true=stairs_up | pred=stairs_down | ✗ | ent=0.611 conf=0.700 gap=0.400
[2026-05-13 19:52:49] #0725/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.032 conf=0.750 gap=0.700
[2026-05-13 19:53:07] #0726/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.828 conf=0.780 gap=0.660
[2026-05-13 19:53:13] #0727/00837 | true=stairs_up | pred=walk | ✗ | ent=0.224 conf=0.950 gap=0.910
[2026-05-13 19:53:26] #0728/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.351 conf=0.920 gap=0.870
[2026-05-13 19:53:54] #0731/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.647 conf=0.650 gap=0.300
