[2026-05-11 21:52:10] #0001/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=1.108 conf=0.680 gap=0.530
[2026-05-13 18:59:36] #0336/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.500 conf=0.800 gap=0.600
[2026-05-13 18:59:46] #0338/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.423 conf=0.850 gap=0.700
[2026-05-13 19:00:03] #0339/00747 | true=stairs_down | pred=walk | ✗ | ent=0.654 conf=0.850 gap=0.800
[2026-05-13 19:00:24] #0340/00747 | true=stairs_down | pred=walk | ✗ | ent=0.759 conf=0.820 gap=0.740
[2026-05-13 19:00:35] #0341/00747 | true=stairs_down | pred=walk | ✗ | ent=0.486 conf=0.900 gap=0.880
[2026-05-13 19:00:46] #0342/00747 | true=stairs_down | pred=walk | ✗ | ent=0.246 conf=0.950 gap=0.920
[2026-05-13 19:00:54] #0343/00747 | true=stairs_down | pred=walk | ✗ | ent=1.274 conf=0.600 gap=0.450
[2026-05-13 19:01:11] #0344/00747 | true=stairs_down | pred=walk | ✗ | ent=0.665 conf=0.850 gap=0.800
[2026-05-13 19:01:16] #0345/00747 | true=stairs_down | pred=walk | ✗ | ent=0.693 conf=0.850 gap=0.800
[2026-05-13 19:01:30] #0346/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=1.055 conf=0.650 gap=0.450
[2026-05-13 19:01:49] #0347/00747 | true=stairs_down | pred=walk | ✗ | ent=1.268 conf=0.550 gap=0.330
[2026-05-13 19:01:56] #0348/00747 | true=stairs_down | pred=walk | ✗ | ent=0.895 conf=0.750 gap=0.650
[2026-05-13 19:02:11] #0350/00747 | true=stairs_down | pred=walk | ✗ | ent=0.653 conf=0.850 gap=0.800
[2026-05-13 19:02:31] #0351/00747 | true=stairs_down | pred=walk | ✗ | ent=0.940 conf=0.700 gap=0.600
[2026-05-13 19:02:37] #0352/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-13 19:02:55] #0353/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=1.127 conf=0.700 gap=0.600
[2026-05-13 19:03:24] #0355/00747 | true=stairs_down | pred=walk | ✗ | ent=0.334 conf=0.920 gap=0.880
[2026-05-13 19:03:43] #0356/00747 | true=stairs_down | pred=walk | ✗ | ent=0.656 conf=0.850 gap=0.800
[2026-05-13 19:03:55] #0357/00747 | true=stairs_down | pred=walk | ✗ | ent=0.419 conf=0.900 gap=0.850
[2026-05-13 19:04:06] #0358/00747 | true=stairs_down | pred=walk | ✗ | ent=0.588 conf=0.850 gap=0.800
[2026-05-13 19:04:32] #0360/00747 | true=stairs_down | pred=walk | ✗ | ent=0.424 conf=0.920 gap=0.900
[2026-05-13 19:04:41] #0361/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=1.295 conf=0.600 gap=0.400
[2026-05-13 19:05:00] #0362/00747 | true=stairs_down | pred=run | ✗ | ent=0.447 conf=0.900 gap=0.850
[2026-05-13 19:05:11] #0363/00747 | true=stairs_down | pred=walk | ✗ | ent=0.669 conf=0.850 gap=0.800
[2026-05-13 19:05:29] #0364/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=1.173 conf=0.550 gap=0.250
[2026-05-13 19:05:35] #0365/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-13 19:05:40] #0366/00747 | true=stairs_down | pred=walk | ✗ | ent=0.357 conf=0.920 gap=0.880
[2026-05-13 19:05:47] #0367/00747 | true=stairs_down | pred=walk | ✗ | ent=0.841 conf=0.780 gap=0.680
[2026-05-13 19:05:58] #0368/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=1.029 conf=0.550 gap=0.200
[2026-05-13 19:06:16] #0369/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=1.080 conf=0.580 gap=0.260
[2026-05-13 19:06:26] #0370/00747 | true=stairs_down | pred=run | ✗ | ent=0.700 conf=0.800 gap=0.650
[2026-05-13 19:06:53] #0372/00747 | true=stairs_down | pred=walk | ✗ | ent=0.982 conf=0.750 gap=0.650
[2026-05-13 19:07:11] #0373/00747 | true=stairs_down | pred=walk | ✗ | ent=0.417 conf=0.920 gap=0.900
[2026-05-13 19:07:28] #0374/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=1.053 conf=0.620 gap=0.340
[2026-05-13 19:07:43] #0375/00747 | true=stairs_down | pred=walk | ✗ | ent=1.329 conf=0.650 gap=0.600
[2026-05-13 19:08:02] #0376/00747 | true=stairs_down | pred=walk | ✗ | ent=0.267 conf=0.950 gap=0.930
[2026-05-13 19:08:07] #0377/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.926 conf=0.650 gap=0.400
[2026-05-13 19:08:22] #0378/00747 | true=stairs_down | pred=walk | ✗ | ent=0.272 conf=0.950 gap=0.930
[2026-05-13 19:08:41] #0379/00747 | true=stairs_down | pred=walk | ✗ | ent=0.531 conf=0.850 gap=0.730
[2026-05-13 19:09:08] #0381/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.423 conf=0.850 gap=0.700
[2026-05-13 19:09:18] #0382/00747 | true=stairs_down | pred=walk | ✗ | ent=0.279 conf=0.950 gap=0.940
[2026-05-13 19:09:32] #0383/00747 | true=stairs_down | pred=walk | ✗ | ent=0.639 conf=0.800 gap=0.700
[2026-05-13 19:09:37] #0384/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.914 conf=0.700 gap=0.550
[2026-05-13 19:09:43] #0385/00747 | true=stairs_down | pred=walk | ✗ | ent=0.646 conf=0.850 gap=0.800
[2026-05-13 19:10:01] #0386/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=1.342 conf=0.550 gap=0.300
[2026-05-13 19:10:19] #0388/00747 | true=stairs_down | pred=walk | ✗ | ent=0.447 conf=0.900 gap=0.850
[2026-05-13 19:10:42] #0390/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=1.158 conf=0.620 gap=0.400
[2026-05-13 19:10:54] #0391/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.223 conf=0.960 gap=0.950
[2026-05-13 19:10:59] #0392/00747 | true=stairs_down | pred=walk | ✗ | ent=0.665 conf=0.850 gap=0.800
[2026-05-13 19:11:24] #0394/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.588 conf=0.850 gap=0.800
[2026-05-13 19:11:48] #0396/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.647 conf=0.650 gap=0.300
[2026-05-13 19:11:59] #0397/00747 | true=stairs_down | pred=walk | ✗ | ent=0.405 conf=0.920 gap=0.890
[2026-05-13 19:12:13] #0398/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=1.051 conf=0.720 gap=0.620
[2026-05-13 19:12:27] #0399/00747 | true=stairs_down | pred=walk | ✗ | ent=0.660 conf=0.850 gap=0.800
[2026-05-13 19:12:34] #0400/00747 | true=stairs_down | pred=walk | ✗ | ent=0.251 conf=0.950 gap=0.930
[2026-05-13 19:12:41] #0401/00747 | true=stairs_down | pred=walk | ✗ | ent=0.394 conf=0.900 gap=0.850
[2026-05-13 19:12:59] #0402/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.880 conf=0.780 gap=0.680
[2026-05-13 19:13:20] #0403/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=1.132 conf=0.650 gap=0.450
[2026-05-13 19:13:29] #0405/00747 | true=stairs_down | pred=walk | ✗ | ent=0.588 conf=0.850 gap=0.800
[2026-05-13 19:13:42] #0406/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.871 conf=0.700 gap=0.500
[2026-05-13 19:14:08] #0409/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.688 conf=0.550 gap=0.100
[2026-05-13 19:14:59] #0411/00747 | true=stairs_down | pred=walk | ✗ | ent=0.676 conf=0.850 gap=0.800
[2026-05-13 19:15:19] #0412/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=1.050 conf=0.700 gap=0.550
[2026-05-13 19:15:31] #0413/00747 | true=stairs_down | pred=walk | ✗ | ent=0.486 conf=0.900 gap=0.860
[2026-05-13 19:15:37] #0414/00747 | true=stairs_down | pred=walk | ✗ | ent=0.786 conf=0.820 gap=0.770
[2026-05-13 19:16:15] #0416/00747 | true=stairs_down | pred=walk | ✗ | ent=0.683 conf=0.850 gap=0.800
[2026-05-13 19:16:21] #0417/00747 | true=stairs_down | pred=walk | ✗ | ent=0.891 conf=0.780 gap=0.700
[2026-05-13 19:16:32] #0418/00747 | true=stairs_down | pred=walk | ✗ | ent=0.895 conf=0.750 gap=0.650
[2026-05-13 19:16:45] #0419/00747 | true=stairs_down | pred=walk | ✗ | ent=0.702 conf=0.850 gap=0.820
[2026-05-13 19:17:15] #0421/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-13 19:17:26] #0422/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-13 19:17:35] #0423/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 19:17:41] #0424/00747 | true=stairs_down | pred=walk | ✗ | ent=0.669 conf=0.850 gap=0.800
[2026-05-13 19:17:54] #0426/00747 | true=stairs_down | pred=lying | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 19:18:14] #0427/00747 | true=stairs_down | pred=walk | ✗ | ent=0.669 conf=0.850 gap=0.800
[2026-05-13 19:18:20] #0428/00747 | true=stairs_down | pred=walk | ✗ | ent=0.638 conf=0.850 gap=0.800
[2026-05-13 19:18:29] #0429/00747 | true=stairs_down | pred=walk | ✗ | ent=0.277 conf=0.950 gap=0.930
[2026-05-13 19:18:49] #0431/00747 | true=stairs_down | pred=walk | ✗ | ent=0.279 conf=0.950 gap=0.940
[2026-05-13 19:19:11] #0433/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 19:19:30] #0435/00747 | true=stairs_down | pred=walk | ✗ | ent=0.409 conf=0.920 gap=0.890
[2026-05-13 19:20:01] #0437/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.900 conf=0.750 gap=0.600
[2026-05-13 19:20:07] #0438/00747 | true=stairs_down | pred=walk | ✗ | ent=0.688 conf=0.550 gap=0.100
[2026-05-13 19:20:13] #0439/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.871 conf=0.700 gap=0.500
[2026-05-13 19:20:33] #0440/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=1.146 conf=0.700 gap=0.600
[2026-05-13 19:21:01] #0442/00747 | true=stairs_down | pred=walk | ✗ | ent=0.857 conf=0.650 gap=0.400
[2026-05-13 19:21:25] #0444/00747 | true=stairs_down | pred=walk | ✗ | ent=0.787 conf=0.720 gap=0.580
[2026-05-13 19:21:33] #0445/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 19:21:47] #0446/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.898 conf=0.720 gap=0.540
[2026-05-13 19:22:19] #0448/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-13 19:22:33] #0450/00747 | true=stairs_down | pred=walk | ✗ | ent=1.017 conf=0.750 gap=0.700
[2026-05-13 19:22:44] #0451/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-13 19:22:57] #0452/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 19:23:25] #0454/00747 | true=stairs_down | pred=walk | ✗ | ent=1.169 conf=0.600 gap=0.350
[2026-05-13 19:24:10] #0458/00747 | true=stairs_down | pred=walk | ✗ | ent=0.997 conf=0.550 gap=0.300
[2026-05-13 19:24:21] #0459/00747 | true=stairs_down | pred=walk | ✗ | ent=0.998 conf=0.750 gap=0.670
[2026-05-13 19:24:37] #0460/00747 | true=stairs_down | pred=walk | ✗ | ent=0.661 conf=0.850 gap=0.800
[2026-05-13 19:24:43] #0461/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.673 conf=0.780 gap=0.600
[2026-05-13 19:25:00] #0462/00747 | true=stairs_down | pred=walk | ✗ | ent=0.688 conf=0.850 gap=0.800
[2026-05-13 19:25:12] #0463/00747 | true=stairs_down | pred=walk | ✗ | ent=1.087 conf=0.700 gap=0.580
[2026-05-13 19:25:21] #0464/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-13 19:25:27] #0465/00747 | true=stairs_down | pred=stand | ✗ | ent=0.562 conf=0.750 gap=0.500
[2026-05-13 19:25:32] #0466/00747 | true=stairs_down | pred=walk | ✗ | ent=0.819 conf=0.700 gap=0.550
[2026-05-13 19:25:46] #0467/00747 | true=stairs_down | pred=walk | ✗ | ent=0.384 conf=0.931 gap=0.922
[2026-05-13 19:25:55] #0468/00747 | true=stairs_down | pred=walk | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-13 19:26:10] #0469/00747 | true=stairs_down | pred=walk | ✗ | ent=0.279 conf=0.950 gap=0.940
[2026-05-13 19:26:21] #0470/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.803 conf=0.800 gap=0.700
[2026-05-13 19:26:37] #0472/00747 | true=stairs_down | pred=walk | ✗ | ent=0.265 conf=0.950 gap=0.930
[2026-05-13 19:27:05] #0474/00747 | true=stairs_down | pred=walk | ✗ | ent=0.265 conf=0.950 gap=0.930
[2026-05-13 19:27:11] #0475/00747 | true=stairs_down | pred=walk | ✗ | ent=0.669 conf=0.850 gap=0.800
[2026-05-13 19:27:51] #0477/00747 | true=stairs_down | pred=walk | ✗ | ent=0.467 conf=0.900 gap=0.860
[2026-05-13 19:28:09] #0478/00747 | true=stairs_down | pred=run | ✗ | ent=0.895 conf=0.750 gap=0.600
[2026-05-13 19:28:21] #0479/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.791 conf=0.650 gap=0.350
[2026-05-13 19:28:28] #0480/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 19:28:41] #0482/00747 | true=stairs_down | pred=walk | ✗ | ent=0.468 conf=0.900 gap=0.850
[2026-05-13 19:28:47] #0483/00747 | true=stairs_down | pred=walk | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 19:29:02] #0484/00747 | true=stairs_down | pred=walk | ✗ | ent=0.394 conf=0.900 gap=0.850
[2026-05-13 19:29:21] #0485/00747 | true=stairs_down | pred=walk | ✗ | ent=1.288 conf=0.550 gap=0.350
[2026-05-13 19:29:34] #0486/00747 | true=stairs_down | pred=walk | ✗ | ent=1.017 conf=0.750 gap=0.700
[2026-05-13 19:29:45] #0487/00747 | true=stairs_down | pred=walk | ✗ | ent=1.017 conf=0.750 gap=0.700
[2026-05-13 19:30:14] #0490/00747 | true=stairs_down | pred=walk | ✗ | ent=0.669 conf=0.850 gap=0.800
[2026-05-13 19:30:26] #0492/00747 | true=stairs_down | pred=walk | ✗ | ent=0.778 conf=0.800 gap=0.750
[2026-05-13 19:30:41] #0494/00747 | true=stairs_down | pred=walk | ✗ | ent=0.936 conf=0.750 gap=0.650
[2026-05-13 19:30:50] #0495/00747 | true=stairs_down | pred=walk | ✗ | ent=0.940 conf=0.750 gap=0.670
[2026-05-13 19:31:05] #0496/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.871 conf=0.700 gap=0.500
[2026-05-13 19:31:18] #0497/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=1.062 conf=0.700 gap=0.550
[2026-05-13 19:31:31] #0498/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.845 conf=0.550 gap=0.150
[2026-05-13 19:32:01] #0501/00747 | true=stairs_down | pred=walk | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 19:32:13] #0502/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.839 conf=0.579 gap=0.211
[2026-05-13 19:32:27] #0503/00747 | true=stairs_down | pred=walk | ✗ | ent=1.002 conf=0.620 gap=0.340
[2026-05-13 19:32:42] #0504/00747 | true=stairs_down | pred=walk | ✗ | ent=0.826 conf=0.750 gap=0.650
[2026-05-13 19:32:52] #0505/00747 | true=stairs_down | pred=walk | ✗ | ent=0.683 conf=0.850 gap=0.800
[2026-05-13 19:32:59] #0506/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.857 conf=0.650 gap=0.400
[2026-05-13 19:33:13] #0507/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.949 conf=0.550 gap=0.220
[2026-05-13 19:33:31] #0508/00747 | true=stairs_down | pred=walk | ✗ | ent=0.888 conf=0.750 gap=0.600
[2026-05-13 19:33:39] #0509/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-13 19:33:54] #0511/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 19:34:13] #0512/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.871 conf=0.700 gap=0.500
[2026-05-13 19:34:24] #0513/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 19:34:31] #0514/00747 | true=stairs_down | pred=walk | ✗ | ent=0.279 conf=0.950 gap=0.940
[2026-05-13 19:34:37] #0515/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.791 conf=0.650 gap=0.350
[2026-05-13 19:34:48] #0516/00747 | true=stairs_down | pred=walk | ✗ | ent=0.563 conf=0.880 gap=0.840
[2026-05-13 19:35:05] #0518/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.960 conf=0.650 gap=0.400
[2026-05-13 19:35:24] #0520/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.673 conf=0.600 gap=0.200
[2026-05-13 19:35:30] #0521/00747 | true=stairs_down | pred=walk | ✗ | ent=0.646 conf=0.850 gap=0.800
[2026-05-13 19:35:41] #0522/00747 | true=stairs_down | pred=walk | ✗ | ent=0.279 conf=0.950 gap=0.940
[2026-05-13 19:36:02] #0524/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.724 conf=0.650 gap=0.320
[2026-05-13 19:36:18] #0525/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.613 conf=0.800 gap=0.650
[2026-05-13 19:36:30] #0526/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-13 19:36:44] #0527/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.489 conf=0.890 gap=0.830
[2026-05-13 19:36:50] #0528/00747 | true=stairs_down | pred=walk | ✗ | ent=0.621 conf=0.850 gap=0.800
[2026-05-13 19:37:16] #0530/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 19:37:22] #0531/00747 | true=stairs_down | pred=walk | ✗ | ent=0.394 conf=0.900 gap=0.850
[2026-05-13 19:37:37] #0532/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.673 conf=0.600 gap=0.200
[2026-05-13 19:37:50] #0533/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.565 conf=0.800 gap=0.620
[2026-05-13 19:37:56] #0534/00747 | true=stairs_down | pred=walk | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-13 19:38:07] #0535/00747 | true=stairs_down | pred=walk | ✗ | ent=0.699 conf=0.850 gap=0.810
[2026-05-13 19:38:45] #0538/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=1.198 conf=0.660 gap=0.510
[2026-05-13 19:39:40] #0542/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-13 19:39:46] #0543/00747 | true=stairs_down | pred=walk | ✗ | ent=0.690 conf=0.850 gap=0.810
[2026-05-13 19:40:45] #0547/00747 | true=stairs_down | pred=walk | ✗ | ent=1.124 conf=0.700 gap=0.620
[2026-05-13 19:41:01] #0548/00747 | true=stairs_down | pred=walk | ✗ | ent=0.965 conf=0.750 gap=0.700
[2026-05-13 19:41:12] #0549/00747 | true=stairs_down | pred=walk | ✗ | ent=0.997 conf=0.550 gap=0.300
[2026-05-13 19:41:17] #0550/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 19:41:23] #0551/00747 | true=stairs_down | pred=walk | ✗ | ent=1.036 conf=0.700 gap=0.550
[2026-05-13 19:41:30] #0552/00747 | true=stairs_down | pred=walk | ✗ | ent=0.398 conf=0.920 gap=0.890
[2026-05-13 19:41:52] #0553/00747 | true=stairs_down | pred=walk | ✗ | ent=0.365 conf=0.920 gap=0.870
[2026-05-13 19:42:05] #0554/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=1.200 conf=0.650 gap=0.530
[2026-05-13 19:42:15] #0555/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-13 19:42:37] #0557/00747 | true=stairs_down | pred=walk | ✗ | ent=0.688 conf=0.850 gap=0.800
[2026-05-13 19:42:50] #0558/00747 | true=stairs_down | pred=walk | ✗ | ent=0.543 conf=0.850 gap=0.750
[2026-05-13 19:43:09] #0560/00747 | true=stairs_down | pred=lying | ✗ | ent=0.819 conf=0.700 gap=0.550
[2026-05-13 19:43:40] #0562/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-13 19:43:47] #0563/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-13 19:44:09] #0565/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=1.143 conf=0.650 gap=0.450
[2026-05-13 19:44:20] #0566/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 19:44:29] #0567/00747 | true=stairs_down | pred=walk | ✗ | ent=0.826 conf=0.750 gap=0.650
[2026-05-13 19:44:53] #0568/00747 | true=stairs_down | pred=stand | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 19:45:09] #0569/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-13 19:45:21] #0570/00747 | true=stairs_down | pred=walk | ✗ | ent=0.394 conf=0.900 gap=0.850
[2026-05-13 19:45:35] #0571/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.907 conf=0.650 gap=0.400
[2026-05-13 19:45:45] #0572/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=1.285 conf=0.620 gap=0.470
[2026-05-13 19:45:59] #0573/00747 | true=stairs_down | pred=walk | ✗ | ent=0.588 conf=0.850 gap=0.800
[2026-05-13 19:46:26] #0576/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.967 conf=0.600 gap=0.300
[2026-05-13 19:46:37] #0577/00747 | true=stairs_down | pred=walk | ✗ | ent=0.647 conf=0.650 gap=0.300
[2026-05-13 19:46:50] #0578/00747 | true=stairs_down | pred=walk | ✗ | ent=0.232 conf=0.950 gap=0.920
[2026-05-13 19:47:00] #0579/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 19:47:10] #0580/00747 | true=stairs_down | pred=walk | ✗ | ent=0.731 conf=0.750 gap=0.600
[2026-05-13 19:47:22] #0581/00747 | true=stairs_down | pred=walk | ✗ | ent=0.279 conf=0.950 gap=0.940
[2026-05-13 19:48:20] #0585/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=1.070 conf=0.700 gap=0.550
[2026-05-13 19:48:27] #0586/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 19:48:40] #0587/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=1.065 conf=0.700 gap=0.550
[2026-05-13 19:49:08] #0589/00747 | true=stairs_down | pred=walk | ✗ | ent=0.384 conf=0.931 gap=0.922
[2026-05-13 19:49:20] #0590/00747 | true=stairs_down | pred=walk | ✗ | ent=1.012 conf=0.720 gap=0.600
[2026-05-13 19:49:38] #0591/00747 | true=stairs_down | pred=walk | ✗ | ent=0.251 conf=0.950 gap=0.930
[2026-05-13 19:49:44] #0592/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.394 conf=0.900 gap=0.850
[2026-05-13 19:50:13] #0594/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.293 conf=0.940 gap=0.920
[2026-05-13 19:50:29] #0595/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=1.076 conf=0.550 gap=0.200
[2026-05-13 19:50:36] #0596/00747 | true=stairs_down | pred=walk | ✗ | ent=0.927 conf=0.550 gap=0.200
[2026-05-13 19:50:43] #0597/00747 | true=stairs_down | pred=walk | ✗ | ent=0.669 conf=0.850 gap=0.800
[2026-05-13 19:51:03] #0599/00747 | true=stairs_down | pred=walk | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-13 19:51:15] #0600/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.571 conf=0.880 gap=0.830
[2026-05-13 19:51:43] #0603/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.984 conf=0.700 gap=0.550
[2026-05-13 19:51:56] #0604/00747 | true=stairs_down | pred=walk | ✗ | ent=0.746 conf=0.700 gap=0.450
[2026-05-13 19:52:06] #0605/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-13 19:52:28] #0607/00747 | true=stairs_down | pred=walk | ✗ | ent=0.654 conf=0.850 gap=0.800
[2026-05-13 19:52:58] #0609/00747 | true=stairs_down | pred=walk | ✗ | ent=0.606 conf=0.850 gap=0.750
[2026-05-13 19:53:09] #0610/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-13 19:53:26] #0611/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.857 conf=0.526 gap=0.105
[2026-05-13 19:53:32] #0612/00747 | true=stairs_down | pred=walk | ✗ | ent=1.341 conf=0.550 gap=0.350
[2026-05-13 19:54:13] #0614/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.562 conf=0.750 gap=0.500
[2026-05-13 19:54:35] #0615/00747 | true=stairs_down | pred=walk | ✗ | ent=0.782 conf=0.820 gap=0.760
[2026-05-13 19:54:45] #0616/00747 | true=stairs_down | pred=walk | ✗ | ent=0.669 conf=0.850 gap=0.800
[2026-05-13 19:54:57] #0617/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.960 conf=0.650 gap=0.400
[2026-05-13 19:55:13] #0618/00747 | true=stairs_down | pred=walk | ✗ | ent=0.582 conf=0.880 gap=0.840
[2026-05-13 19:55:28] #0620/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.679 conf=0.850 gap=0.800
[2026-05-13 19:55:47] #0622/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.423 conf=0.850 gap=0.700
[2026-05-13 19:55:57] #0623/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.871 conf=0.700 gap=0.500
[2026-05-13 19:56:13] #0624/00747 | true=stairs_down | pred=walk | ✗ | ent=0.669 conf=0.850 gap=0.800
[2026-05-13 19:56:20] #0625/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.562 conf=0.750 gap=0.500
[2026-05-13 19:56:27] #0626/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.871 conf=0.700 gap=0.500
