=== MotionSense all ===


--- Class 0 ---
[2026-05-11 23:14:13] MotionSense class 0 (downstairs) T=0.8
[2026-05-11 23:14:13]   1395 windows
[2026-05-11 23:14:53] #0001/01395 | true=downstairs | pred=walking | ✗ | ent=1.361 conf=0.450 gap=0.200
[2026-05-12 00:43:26] #0216/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.010 conf=0.450 gap=0.050
[2026-05-12 00:43:33] #0217/01395 | true=downstairs | pred=walking | ✗ | ent=1.128 conf=0.650 gap=0.500
[2026-05-12 00:44:13] #0218/01395 | true=downstairs | pred=walking | ✗ | ent=0.791 conf=0.650 gap=0.350
[2026-05-12 00:44:52] #0219/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.898 conf=0.600 gap=0.300
[2026-05-12 00:45:19] #0220/01395 | true=downstairs | pred=jogging | ✗ | ent=0.471 conf=0.880 gap=0.800
[2026-05-12 00:45:19]   [220/1395] acc=44% filt=185
[2026-05-12 00:45:41] #0221/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.938 conf=0.600 gap=0.350
[2026-05-12 00:46:03] #0222/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 00:46:33] #0223/01395 | true=downstairs | pred=walking | ✗ | ent=1.063 conf=0.600 gap=0.400
[2026-05-12 00:46:48] #0224/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.292 conf=0.350 gap=0.050
[2026-05-12 00:46:59] #0225/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.110 conf=0.550 gap=0.300
[2026-05-12 00:47:01] #0226/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 00:47:17] #0227/01395 | true=downstairs | pred=upstairs | ✗ | ent=1.079 conf=0.700 gap=0.600
[2026-05-12 00:47:52] #0228/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 00:48:09] #0229/01395 | true=downstairs | pred=upstairs | ✗ | ent=1.191 conf=0.550 gap=0.310
[2026-05-12 00:49:07] #0230/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-12 00:49:31] #0231/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 00:49:46] #0232/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.761 conf=0.800 gap=0.700
[2026-05-12 00:50:07] #0233/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 00:50:23] #0234/01395 | true=downstairs | pred=upstairs | ✗ | ent=1.347 conf=0.550 gap=0.400
[2026-05-12 00:50:38] #0235/01395 | true=downstairs | pred=walking | ✗ | ent=0.967 conf=0.700 gap=0.550
[2026-05-12 00:51:07] #0236/01395 | true=downstairs | pred=walking | ✗ | ent=1.033 conf=0.600 gap=0.350
[2026-05-12 00:51:38] #0237/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.980 conf=0.700 gap=0.540
[2026-05-12 00:51:54] #0238/01395 | true=downstairs | pred=jogging | ✗ | ent=1.110 conf=0.550 gap=0.300
[2026-05-12 00:52:11] #0239/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.758 conf=0.720 gap=0.490
[2026-05-12 00:52:49] #0240/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:52:49]   [240/1395] acc=43% filt=203
[2026-05-12 00:53:15] #0241/01395 | true=downstairs | pred=walking | ✗ | ent=1.081 conf=0.400 gap=0.050
[2026-05-12 00:53:21] #0242/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.927 conf=0.550 gap=0.200
[2026-05-12 00:53:41] #0243/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.833 conf=0.780 gap=0.700
[2026-05-12 00:53:46] #0244/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.114 conf=0.620 gap=0.420
[2026-05-12 00:54:15] #0245/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.898 conf=0.600 gap=0.300
[2026-05-12 00:54:29] #0246/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.081 conf=0.650 gap=0.470
[2026-05-12 00:54:52] #0247/01395 | true=downstairs | pred=upstairs | ✗ | ent=1.271 conf=0.600 gap=0.450
[2026-05-12 00:55:08] #0248/01395 | true=downstairs | pred=walking | ✗ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 00:55:20] #0249/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.927 conf=0.550 gap=0.200
[2026-05-12 00:55:55] #0250/01395 | true=downstairs | pred=walking | ✗ | ent=1.030 conf=0.500 gap=0.200
[2026-05-12 00:56:03] #0251/01395 | true=downstairs | pred=walking | ✗ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 00:56:19] #0252/01395 | true=downstairs | pred=walking | ✗ | ent=1.046 conf=0.600 gap=0.350
[2026-05-12 00:57:29] #0253/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 00:57:44] #0254/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.017 conf=0.700 gap=0.550
[2026-05-12 00:58:11] #0255/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 00:59:03] #0256/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.926 conf=0.650 gap=0.400
[2026-05-12 00:59:18] #0257/01395 | true=downstairs | pred=jogging | ✗ | ent=0.997 conf=0.550 gap=0.300
[2026-05-12 00:59:30] #0258/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.996 conf=0.550 gap=0.200
[2026-05-12 00:59:38] #0259/01395 | true=downstairs | pred=walking | ✗ | ent=0.996 conf=0.550 gap=0.200
[2026-05-12 00:59:45] #0260/01395 | true=downstairs | pred=upstairs | ✗ | ent=1.347 conf=0.550 gap=0.400
[2026-05-12 00:59:45]   [260/1395] acc=42% filt=221
[2026-05-12 00:59:54] #0261/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.926 conf=0.650 gap=0.400
[2026-05-12 01:00:10] #0262/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.640 conf=0.850 gap=0.800
[2026-05-12 01:00:38] #0263/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 01:00:54] #0264/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.128 conf=0.650 gap=0.500
[2026-05-12 01:01:20] #0265/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 01:01:23] #0266/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.161 conf=0.450 gap=0.100
[2026-05-12 01:01:54] #0267/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.890 conf=0.750 gap=0.650
[2026-05-12 01:02:17] #0268/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 01:02:34] #0269/01395 | true=downstairs | pred=walking | ✗ | ent=0.965 conf=0.750 gap=0.700
[2026-05-12 01:02:37] #0270/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.235 conf=0.450 gap=0.150
[2026-05-12 01:03:09] #0271/01395 | true=downstairs | pred=walking | ✗ | ent=0.791 conf=0.650 gap=0.350
[2026-05-12 01:03:26] #0272/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.918 conf=0.740 gap=0.640
[2026-05-12 01:03:34] #0273/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.681 conf=0.820 gap=0.720
[2026-05-12 01:03:56] #0274/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 01:05:35] #0275/01395 | true=downstairs | pred=upstairs | ✗ | ent=1.119 conf=0.580 gap=0.330
[2026-05-12 01:05:42] #0276/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.007 conf=0.650 gap=0.410
[2026-05-12 01:06:03] #0277/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 01:06:45] #0278/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.801 conf=0.780 gap=0.660
[2026-05-12 01:06:52] #0279/01395 | true=downstairs | pred=walking | ✗ | ent=1.033 conf=0.600 gap=0.350
[2026-05-12 01:07:17] #0280/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 01:07:17]   [280/1395] acc=43% filt=239
[2026-05-12 01:07:39] #0281/01395 | true=downstairs | pred=jogging | ✗ | ent=0.997 conf=0.550 gap=0.300
[2026-05-12 01:08:01] #0282/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.927 conf=0.550 gap=0.200
[2026-05-12 01:08:30] #0283/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.081 conf=0.400 gap=0.050
[2026-05-12 01:08:49] #0284/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.996 conf=0.550 gap=0.200
[2026-05-12 01:09:23] #0285/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 01:10:07] #0286/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.938 conf=0.600 gap=0.350
[2026-05-12 01:10:10] #0287/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.949 conf=0.450 gap=0.000
[2026-05-12 01:10:30] #0288/01395 | true=downstairs | pred=jogging | ✗ | ent=0.819 conf=0.780 gap=0.700
[2026-05-12 01:10:47] #0289/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.760 conf=0.720 gap=0.520
[2026-05-12 01:10:58] #0290/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 01:11:30] #0291/01395 | true=downstairs | pred=walking | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 01:12:00] #0292/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.129 conf=0.520 gap=0.200
[2026-05-12 01:12:39] #0293/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.898 conf=0.600 gap=0.300
[2026-05-12 01:14:03] #0294/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.007 conf=0.650 gap=0.410
[2026-05-12 01:14:29] #0295/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.362 conf=0.930 gap=0.910
[2026-05-12 01:15:12] #0296/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.926 conf=0.650 gap=0.400
[2026-05-12 01:15:33] #0297/01395 | true=downstairs | pred=upstairs | ✗ | ent=1.070 conf=0.650 gap=0.480
[2026-05-12 01:16:04] #0298/01395 | true=downstairs | pred=walking | ✗ | ent=1.081 conf=0.400 gap=0.050
[2026-05-12 01:16:17] #0299/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.568 conf=0.850 gap=0.770
[2026-05-12 01:16:52] #0300/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.731 conf=0.750 gap=0.600
[2026-05-12 01:16:52]   [300/1395] acc=44% filt=256
[2026-05-12 01:18:01] #0301/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.898 conf=0.600 gap=0.300
[2026-05-12 01:20:44] #0302/01395 | true=downstairs | pred=walking | ✗ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 01:21:28] #0303/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 01:21:44] #0304/01395 | true=downstairs | pred=walking | ✗ | ent=1.290 conf=0.450 gap=0.100
[2026-05-12 01:22:56] #0305/01395 | true=downstairs | pred=walking | ✗ | ent=0.951 conf=0.680 gap=0.530
[2026-05-12 01:24:09] #0306/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 01:24:45] #0307/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.073 conf=0.620 gap=0.370
[2026-05-12 01:25:19] #0308/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 01:25:40] #0309/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.998 conf=0.700 gap=0.550
[2026-05-12 01:26:02] #0310/01395 | true=downstairs | pred=upstairs | ✗ | ent=1.166 conf=0.550 gap=0.350
[2026-05-12 01:26:09] #0311/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 01:26:21] #0312/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 01:26:53] #0313/01395 | true=downstairs | pred=walking | ✗ | ent=0.965 conf=0.750 gap=0.700
[2026-05-12 01:27:11] #0314/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.999 conf=0.650 gap=0.500
[2026-05-12 01:27:35] #0315/01395 | true=downstairs | pred=walking | ✗ | ent=0.853 conf=0.750 gap=0.600
[2026-05-12 01:27:51] #0316/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.706 conf=0.780 gap=0.630
[2026-05-12 01:28:14] #0317/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 01:28:28] #0318/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 01:28:32] #0319/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.090 conf=0.450 gap=0.070
[2026-05-12 01:29:00] #0320/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.627 conf=0.850 gap=0.790
[2026-05-12 01:29:00]   [320/1395] acc=42% filt=274
[2026-05-12 01:29:22] #0321/01395 | true=downstairs | pred=upstairs | ✗ | ent=1.018 conf=0.720 gap=0.640
[2026-05-12 01:30:30] #0322/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.791 conf=0.650 gap=0.350
[2026-05-12 01:30:49] #0323/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.731 conf=0.750 gap=0.600
[2026-05-12 01:31:04] #0324/01395 | true=downstairs | pred=upstairs | ✗ | ent=1.162 conf=0.550 gap=0.300
[2026-05-12 01:31:20] #0325/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.019 conf=0.620 gap=0.360
[2026-05-12 01:31:23] #0326/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.688 conf=0.550 gap=0.100
[2026-05-12 01:32:05] #0327/01395 | true=downstairs | pred=walking | ✗ | ent=1.033 conf=0.600 gap=0.350
[2026-05-12 01:32:33] #0328/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.845 conf=0.550 gap=0.150
[2026-05-12 01:32:48] #0329/01395 | true=downstairs | pred=walking | ✗ | ent=0.673 conf=0.600 gap=0.200
[2026-05-12 01:33:05] #0330/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.779 conf=0.780 gap=0.650
[2026-05-12 01:33:32] #0331/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 01:33:43] #0332/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.791 conf=0.650 gap=0.350
[2026-05-12 01:33:59] #0333/01395 | true=downstairs | pred=walking | ✗ | ent=0.938 conf=0.600 gap=0.350
[2026-05-12 01:34:21] #0334/01395 | true=downstairs | pred=jogging | ✗ | ent=1.110 conf=0.550 gap=0.300
[2026-05-12 01:34:45] #0335/01395 | true=downstairs | pred=walking | ✗ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 01:34:59] #0336/01395 | true=downstairs | pred=walking | ✗ | ent=0.996 conf=0.550 gap=0.200
[2026-05-12 01:35:10] #0337/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 01:35:26] #0338/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 01:35:41] #0339/01395 | true=downstairs | pred=jogging | ✗ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 01:36:45] #0340/01395 | true=downstairs | pred=walking | ✗ | ent=0.938 conf=0.600 gap=0.350
[2026-05-12 01:36:45]   [340/1395] acc=42% filt=294
[2026-05-12 01:37:13] #0341/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 01:37:28] #0342/01395 | true=downstairs | pred=jogging | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 01:37:51] #0343/01395 | true=downstairs | pred=upstairs | ✗ | ent=1.070 conf=0.550 gap=0.250
[2026-05-12 01:37:58] #0344/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.982 conf=0.650 gap=0.450
[2026-05-12 01:38:11] #0345/01395 | true=downstairs | pred=walking | ✗ | ent=1.161 conf=0.450 gap=0.100
[2026-05-12 01:38:55] #0346/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.019 conf=0.620 gap=0.360
[2026-05-12 01:39:38] #0347/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.857 conf=0.720 gap=0.570
[2026-05-12 01:39:56] #0348/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 01:40:03] #0349/01395 | true=downstairs | pred=walking | ✗ | ent=0.965 conf=0.650 gap=0.430
[2026-05-12 01:40:19] #0350/01395 | true=downstairs | pred=walking | ✗ | ent=1.010 conf=0.450 gap=0.050
[2026-05-12 01:40:54] #0351/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.791 conf=0.650 gap=0.350
[2026-05-12 01:41:00] #0352/01395 | true=downstairs | pred=upstairs | ✗ | ent=1.268 conf=0.550 gap=0.350
[2026-05-12 01:41:11] #0353/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.035 conf=0.650 gap=0.450
[2026-05-12 01:41:32] #0354/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 01:41:52] #0355/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.819 conf=0.700 gap=0.550
[2026-05-12 01:42:18] #0356/01395 | true=downstairs | pred=walking | ✗ | ent=1.067 conf=0.450 gap=0.150
[2026-05-12 01:43:23] #0357/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.926 conf=0.650 gap=0.400
[2026-05-12 01:43:54] #0358/01395 | true=downstairs | pred=walking | ✗ | ent=1.110 conf=0.550 gap=0.300
[2026-05-12 01:44:10] #0359/01395 | true=downstairs | pred=upstairs | ✗ | ent=1.462 conf=0.400 gap=0.100
[2026-05-12 01:45:01] #0360/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.996 conf=0.550 gap=0.200
[2026-05-12 01:45:01]   [360/1395] acc=42% filt=310
[2026-05-12 01:45:16] #0361/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.819 conf=0.700 gap=0.550
[2026-05-12 01:45:40] #0362/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.721 conf=0.750 gap=0.550
[2026-05-12 01:45:55] #0363/01395 | true=downstairs | pred=upstairs | ✗ | ent=1.040 conf=0.500 gap=0.250
[2026-05-12 01:46:43] #0364/01395 | true=downstairs | pred=walking | ✗ | ent=1.583 conf=0.350 gap=0.100
[2026-05-12 01:46:49] #0365/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.627 conf=0.850 gap=0.790
[2026-05-12 01:47:20] #0366/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.681 conf=0.840 gap=0.790
[2026-05-12 01:47:48] #0367/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.966 conf=0.650 gap=0.400
[2026-05-12 01:48:12] #0368/01395 | true=downstairs | pred=walking | ✗ | ent=0.824 conf=0.600 gap=0.250
[2026-05-12 01:48:35] #0369/01395 | true=downstairs | pred=upstairs | ✗ | ent=1.163 conf=0.580 gap=0.370
[2026-05-12 01:48:59] #0370/01395 | true=downstairs | pred=walking | ✗ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 01:49:47] #0371/01395 | true=downstairs | pred=walking | ✗ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 01:50:02] #0372/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.681 conf=0.820 gap=0.720
[2026-05-12 01:50:25] #0373/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.645 conf=0.820 gap=0.740
[2026-05-12 01:51:38] #0374/01395 | true=downstairs | pred=upstairs | ✗ | ent=1.079 conf=0.700 gap=0.600
[2026-05-12 01:51:44] #0375/01395 | true=downstairs | pred=walking | ✗ | ent=0.688 conf=0.550 gap=0.100
[2026-05-12 01:52:14] #0376/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 01:52:35] #0377/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 01:53:18] #0378/01395 | true=downstairs | pred=walking | ✗ | ent=1.123 conf=0.550 gap=0.250
[2026-05-12 01:53:31] #0379/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 01:54:13] #0380/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.857 conf=0.650 gap=0.400
[2026-05-12 01:54:13]   [380/1395] acc=41% filt=328
[2026-05-12 01:54:29] #0381/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.975 conf=0.550 gap=0.250
[2026-05-12 01:54:35] #0382/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.982 conf=0.650 gap=0.450
[2026-05-12 01:54:49] #0383/01395 | true=downstairs | pred=walking | ✗ | ent=1.040 conf=0.500 gap=0.250
[2026-05-12 01:55:02] #0384/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.588 conf=0.850 gap=0.800
[2026-05-12 01:55:40] #0385/01395 | true=downstairs | pred=walking | ✗ | ent=1.094 conf=0.500 gap=0.150
[2026-05-12 01:55:50] #0386/01395 | true=downstairs | pred=walking | ✗ | ent=1.290 conf=0.450 gap=0.100
[2026-05-12 01:56:38] #0387/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.945 conf=0.650 gap=0.450
[2026-05-12 01:57:19] #0388/01395 | true=downstairs | pred=walking | ✗ | ent=0.853 conf=0.750 gap=0.600
[2026-05-12 01:57:33] #0389/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 01:57:40] #0390/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.802 conf=0.700 gap=0.500
[2026-05-12 01:58:02] #0391/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.982 conf=0.650 gap=0.450
[2026-05-12 01:58:22] #0392/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.335 conf=0.350 gap=0.050
[2026-05-12 01:58:53] #0393/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 01:59:51] #0394/01395 | true=downstairs | pred=walking | ✗ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 02:00:21] #0395/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.890 conf=0.750 gap=0.650
[2026-05-12 02:00:54] #0396/01395 | true=downstairs | pred=walking | ✗ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 02:02:52] #0397/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.761 conf=0.800 gap=0.700
[2026-05-12 02:03:16] #0398/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.886 conf=0.650 gap=0.450
[2026-05-12 02:03:57] #0399/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.853 conf=0.750 gap=0.600
[2026-05-12 02:04:53] #0400/01395 | true=downstairs | pred=walking | ✗ | ent=0.853 conf=0.750 gap=0.600
[2026-05-12 02:04:53]   [400/1395] acc=41% filt=344
[2026-05-12 02:05:10] #0401/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.167 conf=0.400 gap=0.000
[2026-05-12 02:05:35] #0402/01395 | true=downstairs | pred=upstairs | ✗ | ent=1.139 conf=0.620 gap=0.400
[2026-05-12 02:06:00] #0403/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.982 conf=0.650 gap=0.450
[2026-05-12 02:06:29] #0404/01395 | true=downstairs | pred=walking | ✗ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 02:06:45] #0405/01395 | true=downstairs | pred=walking | ✗ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 02:07:13] #0406/01395 | true=downstairs | pred=walking | ✗ | ent=1.021 conf=0.650 gap=0.500
[2026-05-12 02:07:25] #0407/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.949 conf=0.450 gap=0.000
[2026-05-12 02:07:53] #0408/01395 | true=downstairs | pred=walking | ✗ | ent=0.802 conf=0.700 gap=0.500
[2026-05-12 02:08:06] #0409/01395 | true=downstairs | pred=walking | ✗ | ent=1.106 conf=0.600 gap=0.450
