[2026-05-11 11:04:44] #0001/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 12:54:35] #0217/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=1.443 | conf=0.550 | gap=0.400
[2026-05-11 12:55:07] #0218/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.653 | conf=0.850 | gap=0.800
[2026-05-11 12:55:39] #0219/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.688 | conf=0.850 | gap=0.820
[2026-05-11 12:55:52] #0220/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.999 | conf=0.650 | gap=0.500
[2026-05-11 12:56:06] #0221/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.278 | conf=0.550 | gap=0.400
[2026-05-11 12:56:18] #0222/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.010 | conf=0.700 | gap=0.600
[2026-05-11 12:56:51] #0223/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=1.010 | conf=0.700 | gap=0.600
[2026-05-11 12:57:18] #0224/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.613 | conf=0.800 | gap=0.650
[2026-05-11 12:57:49] #0225/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 12:58:33] #0226/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 12:59:01] #0227/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.979 | conf=0.750 | gap=0.670
[2026-05-11 12:59:26] #0228/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 12:59:42] #0229/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.659 | conf=0.820 | gap=0.740
[2026-05-11 12:59:54] #0230/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.552 | conf=0.820 | gap=0.670
[2026-05-11 13:00:21] #0231/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 13:00:32] #0232/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.232 | conf=0.950 | gap=0.920
[2026-05-11 13:01:01] #0233/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 13:01:29] #0234/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=1.158 | conf=0.600 | gap=0.400
[2026-05-11 13:02:10] #0235/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-11 13:02:43] #0236/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:03:21] #0237/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=1.129 | conf=0.700 | gap=0.620
[2026-05-11 13:04:08] #0239/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.334 | conf=0.920 | gap=0.880
[2026-05-11 13:04:31] #0240/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:05:04] #0241/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.586 | conf=0.820 | gap=0.700
[2026-05-11 13:05:19] #0242/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.476 | conf=0.900 | gap=0.870
[2026-05-11 13:05:51] #0243/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-11 13:06:53] #0245/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.886 | conf=0.650 | gap=0.450
[2026-05-11 13:07:09] #0246/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.730 | conf=0.820 | gap=0.760
[2026-05-11 13:08:50] #0248/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.329 | conf=0.930 | gap=0.900
[2026-05-11 13:09:22] #0249/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.571 | conf=0.850 | gap=0.780
[2026-05-11 13:09:43] #0250/02716 | true=Walk(11) | pred=Pick(7) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 13:09:57] #0251/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.347 | conf=0.550 | gap=0.400
[2026-05-11 13:10:28] #0252/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=1.400 | conf=0.550 | gap=0.350
[2026-05-11 13:10:58] #0253/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=1.271 | conf=0.600 | gap=0.450
[2026-05-11 13:11:11] #0254/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-11 13:12:01] #0255/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 13:13:29] #0257/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.661 | conf=0.850 | gap=0.810
[2026-05-11 13:13:43] #0258/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.409 | conf=0.895 | gap=0.842
[2026-05-11 13:14:17] #0259/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-11 13:14:33] #0260/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.010 | conf=0.700 | gap=0.600
[2026-05-11 13:15:00] #0261/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 13:15:27] #0262/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 13:15:57] #0263/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.751 | conf=0.820 | gap=0.770
[2026-05-11 13:16:22] #0264/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-11 13:17:02] #0265/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.669 | conf=0.850 | gap=0.800
[2026-05-11 13:17:18] #0266/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.453 | conf=0.900 | gap=0.860
[2026-05-11 13:17:42] #0267/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 13:17:56] #0268/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:18:22] #0269/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-11 13:18:52] #0270/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.302 | conf=0.945 | gap=0.925
[2026-05-11 13:19:07] #0271/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.379 | conf=0.920 | gap=0.890
[2026-05-11 13:19:26] #0272/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.751 | conf=0.820 | gap=0.770
[2026-05-11 13:19:44] #0273/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.960 | conf=0.650 | gap=0.400
[2026-05-11 13:20:15] #0274/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.613 | conf=0.800 | gap=0.650
[2026-05-11 13:20:56] #0275/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.860 | conf=0.750 | gap=0.650
[2026-05-11 13:21:28] #0276/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 13:22:05] #0277/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=1.164 | conf=0.650 | gap=0.500
[2026-05-11 13:22:40] #0278/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 13:23:41] #0280/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.811 | conf=0.800 | gap=0.750
[2026-05-11 13:24:05] #0281/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:24:28] #0282/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.232 | conf=0.950 | gap=0.920
[2026-05-11 13:24:59] #0283/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=1.259 | conf=0.650 | gap=0.550
[2026-05-11 13:25:31] #0284/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.926 | conf=0.650 | gap=0.400
[2026-05-11 13:25:42] #0285/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.613 | conf=0.850 | gap=0.790
[2026-05-11 13:26:12] #0286/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 13:26:45] #0287/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.613 | conf=0.800 | gap=0.650
[2026-05-11 13:27:14] #0288/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 13:27:37] #0289/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:27:55] #0290/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.717 | conf=0.820 | gap=0.770
[2026-05-11 13:28:35] #0291/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=1.190 | conf=0.650 | gap=0.550
[2026-05-11 13:29:07] #0292/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.996 | conf=0.550 | gap=0.200
[2026-05-11 13:29:20] #0293/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 13:29:59] #0294/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:30:27] #0295/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-11 13:30:54] #0296/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:31:26] #0297/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.990 | conf=0.750 | gap=0.680
[2026-05-11 13:31:36] #0298/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.348 | conf=0.930 | gap=0.910
[2026-05-11 13:32:26] #0299/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.467 | conf=0.900 | gap=0.860
[2026-05-11 13:32:48] #0300/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 13:33:02] #0301/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.686 | conf=0.820 | gap=0.750
[2026-05-11 13:33:25] #0302/02716 | true=Walk(11) | pred=Lay-stand(6) | ✗ | ent=0.234 | conf=0.950 | gap=0.910
[2026-05-11 13:33:51] #0303/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=1.228 | conf=0.600 | gap=0.500
[2026-05-11 13:34:33] #0304/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.554 | conf=0.880 | gap=0.840
[2026-05-11 13:35:03] #0305/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.970 | conf=0.750 | gap=0.670
[2026-05-11 13:35:42] #0306/02716 | true=Walk(11) | pred=Table-tennis(17) | ✗ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 13:36:12] #0307/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 13:36:46] #0308/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.640 | conf=0.850 | gap=0.800
[2026-05-11 13:37:12] #0309/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-11 13:37:26] #0310/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.379 | conf=0.920 | gap=0.890
[2026-05-11 13:37:54] #0311/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.718 | conf=0.842 | gap=0.792
[2026-05-11 13:38:23] #0312/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.571 | conf=0.850 | gap=0.750
[2026-05-11 13:38:48] #0313/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:39:45] #0314/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.582 | conf=0.880 | gap=0.860
[2026-05-11 13:40:16] #0315/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 13:40:31] #0316/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.379 | conf=0.920 | gap=0.890
[2026-05-11 13:41:12] #0317/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 13:41:37] #0318/02716 | true=Walk(11) | pred=Pick(7) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:41:52] #0319/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:42:09] #0320/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.490 | conf=0.880 | gap=0.830
[2026-05-11 13:42:51] #0321/02716 | true=Walk(11) | pred=Walk-circle(13) | ✗ | ent=0.802 | conf=0.700 | gap=0.500
[2026-05-11 13:43:16] #0322/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.404 | conf=0.920 | gap=0.900
[2026-05-11 13:43:44] #0323/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:44:31] #0325/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.444 | conf=0.900 | gap=0.860
[2026-05-11 13:45:14] #0326/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.811 | conf=0.800 | gap=0.750
[2026-05-11 13:46:13] #0327/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.990 | conf=0.750 | gap=0.680
[2026-05-11 13:46:25] #0328/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.770 | conf=0.820 | gap=0.770
[2026-05-11 13:46:38] #0329/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:47:12] #0330/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.365 | conf=0.920 | gap=0.890
[2026-05-11 13:47:40] #0331/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 13:47:52] #0332/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-11 13:48:21] #0333/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.467 | conf=0.900 | gap=0.860
[2026-05-11 13:48:50] #0334/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.593 | conf=0.870 | gap=0.840
[2026-05-11 13:49:16] #0335/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 13:49:32] #0336/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.871 | conf=0.700 | gap=0.500
[2026-05-11 13:50:20] #0337/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.627 | conf=0.850 | gap=0.800
[2026-05-11 13:50:49] #0338/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.811 | conf=0.800 | gap=0.750
[2026-05-11 13:51:21] #0339/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.999 | conf=0.650 | gap=0.500
[2026-05-11 13:51:47] #0340/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:52:21] #0341/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 13:52:52] #0342/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-11 13:53:23] #0343/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=1.190 | conf=0.650 | gap=0.550
[2026-05-11 13:53:36] #0344/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.611 | conf=0.700 | gap=0.400
[2026-05-11 13:54:03] #0345/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 13:54:17] #0346/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 13:54:32] #0347/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.444 | conf=0.900 | gap=0.860
[2026-05-11 13:54:58] #0348/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:55:44] #0349/02716 | true=Walk(11) | pred=Table-tennis(17) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 13:56:09] #0350/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.720 | conf=0.820 | gap=0.770
[2026-05-11 13:56:41] #0351/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 13:57:11] #0352/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 13:57:44] #0353/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 13:58:18] #0354/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.819 | conf=0.700 | gap=0.550
[2026-05-11 13:58:58] #0356/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.598 | conf=0.850 | gap=0.780
[2026-05-11 13:59:31] #0357/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.164 | conf=0.650 | gap=0.500
[2026-05-11 14:00:43] #0359/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.999 | conf=0.650 | gap=0.500
[2026-05-11 14:01:16] #0360/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.759 | conf=0.820 | gap=0.760
[2026-05-11 14:01:53] #0361/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.279 | conf=0.952 | gap=0.944
[2026-05-11 14:02:25] #0362/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.613 | conf=0.800 | gap=0.650
[2026-05-11 14:02:55] #0363/02716 | true=Walk(11) | pred=Table-tennis(17) | ✗ | ent=1.031 | conf=0.700 | gap=0.550
[2026-05-11 14:03:40] #0364/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 14:03:54] #0365/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 14:04:27] #0366/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:05:06] #0367/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=1.259 | conf=0.650 | gap=0.550
[2026-05-11 14:05:35] #0368/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:06:04] #0369/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.929 | conf=0.750 | gap=0.650
[2026-05-11 14:06:36] #0370/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-11 14:07:08] #0371/02716 | true=Walk(11) | pred=Table-tennis(17) | ✗ | ent=1.271 | conf=0.600 | gap=0.450
[2026-05-11 14:07:41] #0372/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.384 | conf=0.920 | gap=0.890
[2026-05-11 14:08:06] #0373/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.447 | conf=0.900 | gap=0.850
[2026-05-11 14:08:21] #0374/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-11 14:08:47] #0375/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 14:09:07] #0376/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.999 | conf=0.650 | gap=0.500
[2026-05-11 14:09:39] #0377/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:09:51] #0378/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.624 | conf=0.850 | gap=0.800
[2026-05-11 14:10:21] #0379/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.746 | conf=0.700 | gap=0.450
[2026-05-11 14:10:41] #0380/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.481 | conf=0.900 | gap=0.870
[2026-05-11 14:11:29] #0382/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-11 14:12:03] #0383/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.454 | conf=0.900 | gap=0.850
[2026-05-11 14:12:34] #0384/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=1.259 | conf=0.650 | gap=0.550
[2026-05-11 14:12:53] #0385/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.365 | conf=0.920 | gap=0.890
[2026-05-11 14:13:19] #0386/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 14:13:34] #0387/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.379 | conf=0.920 | gap=0.890
[2026-05-11 14:14:31] #0388/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.867 | conf=0.722 | gap=0.515
[2026-05-11 14:14:47] #0389/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-11 14:15:31] #0390/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:15:57] #0391/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:16:33] #0392/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 14:17:07] #0393/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=1.297 | conf=0.600 | gap=0.500
[2026-05-11 14:17:57] #0394/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-11 14:18:26] #0395/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 14:18:57] #0396/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-11 14:19:50] #0397/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.927 | conf=0.700 | gap=0.580
[2026-05-11 14:20:36] #0398/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 14:21:29] #0399/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-11 14:21:45] #0400/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.964 | conf=0.700 | gap=0.550
[2026-05-11 14:23:03] #0402/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=1.094 | conf=0.650 | gap=0.500
[2026-05-11 14:24:10] #0404/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:24:47] #0405/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.970 | conf=0.720 | gap=0.600
[2026-05-11 14:25:13] #0406/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:26:07] #0407/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=1.106 | conf=0.600 | gap=0.450
[2026-05-11 14:26:27] #0408/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-11 14:26:43] #0409/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-11 14:27:56] #0411/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:28:13] #0412/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.874 | conf=0.720 | gap=0.600
[2026-05-11 14:28:47] #0413/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.390 | conf=0.920 | gap=0.900
[2026-05-11 14:29:02] #0414/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.357 | conf=0.920 | gap=0.880
[2026-05-11 14:29:21] #0415/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.121 | conf=0.650 | gap=0.550
[2026-05-11 14:29:45] #0416/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.431 | conf=0.900 | gap=0.860
[2026-05-11 14:30:05] #0417/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.261 | conf=0.550 | gap=0.350
[2026-05-11 14:30:24] #0418/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 14:30:54] #0419/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:31:28] #0420/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.613 | conf=0.800 | gap=0.650
[2026-05-11 14:32:04] #0421/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 14:32:35] #0422/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 14:33:22] #0423/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.687 | conf=0.750 | gap=0.550
[2026-05-11 14:33:38] #0424/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-11 14:33:48] #0425/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:34:01] #0426/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:34:40] #0427/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
