[2026-05-11 23:14:36] #0001/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-11 23:53:37] #0231/03701 | true=sitting | pred=sitting | ✓ | ent=0.154 conf=0.970 gap=0.950
[2026-05-11 23:53:40] #0232/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 23:53:49] #0233/03701 | true=sitting | pred=sitting | ✓ | ent=0.224 conf=0.950 gap=0.910
[2026-05-11 23:53:58] #0234/03701 | true=sitting | pred=sitting | ✓ | ent=0.135 conf=0.970 gap=0.940
[2026-05-11 23:54:02] #0235/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-11 23:54:21] #0236/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 23:54:23] #0237/03701 | true=sitting | pred=sitting | ✓ | ent=0.543 conf=0.880 gap=0.830
[2026-05-11 23:54:31] #0238/03701 | true=sitting | pred=sitting | ✓ | ent=0.135 conf=0.970 gap=0.940
[2026-05-11 23:54:33] #0239/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 23:54:42] #0240/03701 | true=sitting | pred=sitting | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-11 23:54:44] #0241/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 23:55:35] #0242/03701 | true=sitting | pred=sitting | ✓ | ent=0.486 conf=0.900 gap=0.880
[2026-05-11 23:55:38] #0243/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 23:55:40] #0244/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 23:55:48] #0245/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 23:55:51] #0246/03701 | true=sitting | pred=sitting | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-11 23:56:12] #0247/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 23:56:16] #0248/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 23:56:21] #0249/03701 | true=sitting | pred=sitting | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-11 23:56:29] #0250/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 23:56:30] #0251/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 23:56:42] #0252/03701 | true=sitting | pred=sitting | ✓ | ent=0.224 conf=0.950 gap=0.910
[2026-05-11 23:56:51] #0253/03701 | true=sitting | pred=sitting | ✓ | ent=0.741 conf=0.700 gap=0.430
[2026-05-11 23:57:55] #0254/03701 | true=sitting | pred=sitting | ✓ | ent=0.616 conf=0.850 gap=0.770
[2026-05-11 23:57:58] #0255/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 23:58:02] #0256/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-11 23:58:05] #0257/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-11 23:58:14] #0258/03701 | true=sitting | pred=sitting | ✓ | ent=0.224 conf=0.950 gap=0.910
[2026-05-11 23:59:11] #0259/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-11 23:59:15] #0260/03701 | true=sitting | pred=sitting | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 00:00:08] #0261/03701 | true=sitting | pred=sitting | ✓ | ent=0.135 conf=0.970 gap=0.940
[2026-05-12 00:00:20] #0262/03701 | true=sitting | pred=sitting | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 00:00:52] #0263/03701 | true=sitting | pred=sitting | ✓ | ent=0.302 conf=0.940 gap=0.910
[2026-05-12 00:00:54] #0264/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 00:00:56] #0265/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:00:59] #0266/03701 | true=sitting | pred=sitting | ✓ | ent=0.135 conf=0.970 gap=0.940
[2026-05-12 00:01:02] #0267/03701 | true=sitting | pred=sitting | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 00:01:06] #0268/03701 | true=sitting | pred=sitting | ✓ | ent=0.448 conf=0.900 gap=0.840
[2026-05-12 00:01:17] #0269/03701 | true=sitting | pred=sitting | ✓ | ent=0.260 conf=0.950 gap=0.920
[2026-05-12 00:01:44] #0270/03701 | true=sitting | pred=sitting | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 00:01:46] #0271/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:01:49] #0272/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:01:52] #0273/03701 | true=sitting | pred=sitting | ✓ | ent=0.461 conf=0.900 gap=0.850
[2026-05-12 00:02:12] #0274/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:02:14] #0275/03701 | true=sitting | pred=sitting | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 00:02:22] #0276/03701 | true=sitting | pred=sitting | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 00:03:19] #0277/03701 | true=sitting | pred=sitting | ✓ | ent=0.052 conf=0.993 gap=0.990
[2026-05-12 00:03:20] #0278/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:03:31] #0279/03701 | true=sitting | pred=sitting | ✓ | ent=0.135 conf=0.970 gap=0.940
[2026-05-12 00:03:58] #0280/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:04:00] #0281/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 00:04:04] #0282/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:04:12] #0283/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:04:22] #0284/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 00:04:25] #0285/03701 | true=sitting | pred=sitting | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 00:04:33] #0286/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:05:31] #0287/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:05:52] #0288/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 00:06:12] #0289/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:06:14] #0290/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:06:23] #0291/03701 | true=sitting | pred=sitting | ✓ | ent=0.094 conf=0.985 gap=0.975
[2026-05-12 00:06:26] #0292/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:06:35] #0293/03701 | true=sitting | pred=sitting | ✓ | ent=0.237 conf=0.950 gap=0.910
[2026-05-12 00:07:10] #0294/03701 | true=sitting | pred=sitting | ✓ | ent=0.965 conf=0.620 gap=0.320
[2026-05-12 00:07:13] #0295/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:07:21] #0296/03701 | true=sitting | pred=sitting | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 00:07:24] #0297/03701 | true=sitting | pred=sitting | ✓ | ent=0.272 conf=0.950 gap=0.930
[2026-05-12 00:07:26] #0298/03701 | true=sitting | pred=sitting | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 00:07:33] #0299/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:07:40] #0300/03701 | true=sitting | pred=sitting | ✓ | ent=0.135 conf=0.970 gap=0.940
[2026-05-12 00:08:04] #0301/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 00:08:14] #0302/03701 | true=sitting | pred=sitting | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 00:08:17] #0303/03701 | true=sitting | pred=sitting | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 00:08:20] #0304/03701 | true=sitting | pred=sitting | ✓ | ent=0.223 conf=0.960 gap=0.950
[2026-05-12 00:08:23] #0305/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:08:31] #0306/03701 | true=sitting | pred=sitting | ✓ | ent=0.578 conf=0.850 gap=0.750
[2026-05-12 00:08:33] #0307/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:08:37] #0308/03701 | true=sitting | pred=sitting | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 00:08:44] #0309/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 00:09:36] #0310/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 00:09:40] #0311/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 00:09:49] #0312/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:09:54] #0313/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:10:46] #0314/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:10:56] #0315/03701 | true=sitting | pred=sitting | ✓ | ent=0.390 conf=0.920 gap=0.880
[2026-05-12 00:11:08] #0316/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:11:13] #0317/03701 | true=sitting | pred=sitting | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 00:11:29] #0318/03701 | true=sitting | pred=sitting | ✓ | ent=0.390 conf=0.920 gap=0.880
[2026-05-12 00:11:50] #0319/03701 | true=sitting | pred=sitting | ✓ | ent=0.472 conf=0.900 gap=0.860
[2026-05-12 00:11:53] #0320/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:11:56] #0321/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:11:59] #0322/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 00:12:02] #0323/03701 | true=sitting | pred=sitting | ✓ | ent=0.334 conf=0.930 gap=0.890
[2026-05-12 00:12:05] #0324/03701 | true=sitting | pred=sitting | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 00:12:14] #0325/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 00:12:25] #0326/03701 | true=sitting | pred=sitting | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-12 00:12:30] #0327/03701 | true=sitting | pred=sitting | ✓ | ent=0.448 conf=0.900 gap=0.840
[2026-05-12 00:12:41] #0328/03701 | true=sitting | pred=sitting | ✓ | ent=0.621 conf=0.850 gap=0.770
[2026-05-12 00:12:44] #0329/03701 | true=sitting | pred=sitting | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 00:12:55] #0330/03701 | true=sitting | pred=sitting | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 00:13:00] #0331/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:13:04] #0332/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:13:58] #0334/03701 | true=sitting | pred=sitting | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 00:14:00] #0335/03701 | true=sitting | pred=sitting | ✓ | ent=0.390 conf=0.920 gap=0.880
[2026-05-12 00:14:12] #0336/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 00:15:03] #0337/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 00:15:06] #0338/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:15:17] #0339/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:15:39] #0340/03701 | true=sitting | pred=sitting | ✓ | ent=0.461 conf=0.900 gap=0.850
[2026-05-12 00:15:58] #0341/03701 | true=sitting | pred=sitting | ✓ | ent=0.154 conf=0.970 gap=0.950
[2026-05-12 00:16:20] #0342/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 00:17:17] #0343/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 00:17:20] #0344/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 00:17:47] #0345/03701 | true=sitting | pred=sitting | ✓ | ent=0.272 conf=0.950 gap=0.930
[2026-05-12 00:18:07] #0346/03701 | true=sitting | pred=sitting | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 00:18:17] #0347/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:19:10] #0348/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:19:20] #0349/03701 | true=sitting | pred=sitting | ✓ | ent=0.135 conf=0.970 gap=0.940
[2026-05-12 00:19:23] #0350/03701 | true=sitting | pred=sitting | ✓ | ent=0.135 conf=0.970 gap=0.940
[2026-05-12 00:19:26] #0351/03701 | true=sitting | pred=sitting | ✓ | ent=0.365 conf=0.920 gap=0.870
[2026-05-12 00:19:29] #0352/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:19:40] #0353/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:19:49] #0354/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:20:16] #0355/03701 | true=sitting | pred=sitting | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 00:20:18] #0356/03701 | true=sitting | pred=sitting | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 00:20:31] #0357/03701 | true=sitting | pred=sitting | ✓ | ent=0.135 conf=0.970 gap=0.940
[2026-05-12 00:21:02] #0358/03701 | true=sitting | pred=sitting | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 00:21:11] #0359/03701 | true=sitting | pred=sitting | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 00:21:14] #0360/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:21:16] #0361/03701 | true=sitting | pred=sitting | ✓ | ent=0.135 conf=0.970 gap=0.940
[2026-05-12 00:21:19] #0362/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 00:21:22] #0363/03701 | true=sitting | pred=sitting | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-12 00:21:29] #0364/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 00:22:20] #0365/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 00:22:31] #0366/03701 | true=sitting | pred=sitting | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 00:22:36] #0367/03701 | true=sitting | pred=sitting | ✓ | ent=0.472 conf=0.900 gap=0.860
[2026-05-12 00:22:56] #0368/03701 | true=sitting | pred=sitting | ✓ | ent=0.154 conf=0.970 gap=0.950
[2026-05-12 00:23:21] #0369/03701 | true=sitting | pred=sitting | ✓ | ent=0.321 conf=0.940 gap=0.920
[2026-05-12 00:23:24] #0370/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 00:24:15] #0371/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 00:24:42] #0372/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 00:25:34] #0373/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:25:36] #0374/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 00:25:45] #0375/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:26:05] #0376/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:26:14] #0377/03701 | true=sitting | pred=sitting | ✓ | ent=0.135 conf=0.970 gap=0.940
[2026-05-12 00:26:16] #0378/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:26:20] #0379/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:26:23] #0380/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:26:28] #0381/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:26:31] #0382/03701 | true=sitting | pred=sitting | ✓ | ent=0.390 conf=0.920 gap=0.880
[2026-05-12 00:26:34] #0383/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:26:49] #0384/03701 | true=sitting | pred=sitting | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 00:26:58] #0385/03701 | true=sitting | pred=sitting | ✓ | ent=0.154 conf=0.970 gap=0.950
[2026-05-12 00:27:06] #0386/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:27:13] #0387/03701 | true=sitting | pred=sitting | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 00:27:32] #0388/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:27:50] #0389/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:27:58] #0390/03701 | true=sitting | pred=sitting | ✓ | ent=0.334 conf=0.930 gap=0.890
[2026-05-12 00:28:18] #0391/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:28:39] #0392/03701 | true=sitting | pred=sitting | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 00:28:50] #0393/03701 | true=sitting | pred=sitting | ✓ | ent=0.272 conf=0.950 gap=0.930
[2026-05-12 00:28:53] #0394/03701 | true=sitting | pred=sitting | ✓ | ent=0.275 conf=0.951 gap=0.941
[2026-05-12 00:28:55] #0395/03701 | true=sitting | pred=sitting | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-12 00:29:48] #0396/03701 | true=sitting | pred=sitting | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 00:29:51] #0397/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:29:54] #0398/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:29:56] #0399/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:30:02] #0400/03701 | true=sitting | pred=sitting | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 00:30:07] #0401/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:30:58] #0402/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:31:01] #0403/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:31:03] #0404/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:31:10] #0405/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:31:38] #0406/03701 | true=sitting | pred=sitting | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 00:31:46] #0407/03701 | true=sitting | pred=sitting | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 00:31:49] #0408/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:31:51] #0409/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:31:54] #0410/03701 | true=sitting | pred=sitting | ✓ | ent=0.321 conf=0.940 gap=0.920
[2026-05-12 00:32:05] #0411/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 00:32:13] #0412/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 00:32:21] #0413/03701 | true=sitting | pred=sitting | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 00:32:31] #0414/03701 | true=sitting | pred=sitting | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 00:32:58] #0415/03701 | true=sitting | pred=sitting | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 00:33:01] #0416/03701 | true=sitting | pred=sitting | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 00:33:04] #0417/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:33:14] #0418/03701 | true=sitting | pred=sitting | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 00:33:17] #0419/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 00:33:28] #0420/03701 | true=sitting | pred=sitting | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 00:33:38] #0421/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:33:47] #0422/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 00:33:50] #0423/03701 | true=sitting | pred=sitting | ✓ | ent=0.135 conf=0.970 gap=0.940
[2026-05-12 00:34:11] #0424/03701 | true=sitting | pred=sitting | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 00:34:14] #0425/03701 | true=sitting | pred=sitting | ✓ | ent=0.687 conf=0.750 gap=0.530
[2026-05-12 00:34:26] #0426/03701 | true=sitting | pred=sitting | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 00:35:17] #0427/03701 | true=sitting | pred=sitting | ✓ | ent=0.135 conf=0.970 gap=0.940
[2026-05-12 00:35:25] #0428/03701 | true=sitting | pred=sitting | ✓ | ent=0.390 conf=0.920 gap=0.880
[2026-05-12 00:35:28] #0429/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:35:49] #0430/03701 | true=sitting | pred=sitting | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 00:36:11] #0431/03701 | true=sitting | pred=sitting | ✓ | ent=0.135 conf=0.970 gap=0.940
[2026-05-12 00:36:14] #0432/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:36:22] #0433/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:36:24] #0434/03701 | true=sitting | pred=sitting | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 00:36:30] #0435/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:36:33] #0436/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 00:36:37] #0437/03701 | true=sitting | pred=sitting | ✓ | ent=0.135 conf=0.970 gap=0.940
[2026-05-12 00:37:06] #0438/03701 | true=sitting | pred=sitting | ✓ | ent=0.135 conf=0.970 gap=0.940
[2026-05-12 00:37:17] #0439/03701 | true=sitting | pred=sitting | ✓ | ent=0.390 conf=0.920 gap=0.880
[2026-05-12 00:37:21] #0440/03701 | true=sitting | pred=sitting | ✓ | ent=0.199 conf=0.950 gap=0.900
